,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:52:41:239 AM,37606.070312,-49438.230469,5014.089844,0.0,0.0,0.0,0.0,0.0,0.0,-125.173004,0.0,0.0,-1252.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:239 AM,37606.070312,-49438.230469,5014.089844,0.0,0.0,0.0,0.0,0.0,0.0,-125.173004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:239 AM,37606.070312,-49438.230469,5014.089844,0.0,0.0,0.0,0.0,0.0,0.0,-125.173004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:564 AM,37606.070312,-49438.230469,4995.870117,0.0,0.0,0.0,18.224001,0.0,0.0,-222.991013,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:564 AM,37606.070312,-49438.230469,4995.870117,0.0,0.0,0.0,18.224001,0.0,0.0,-222.991013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:564 AM,37606.070312,-49438.230469,4995.870117,0.0,0.0,0.0,18.224001,0.0,0.0,-222.991013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:598 AM,37606.070312,-49438.230469,4986.989746,0.0,0.0,0.0,27.106001,0.0,0.0,-258.208008,0.0,0.0,-352.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:695 AM,37606.070312,-49438.230469,4957.72998,0.0,0.0,0.0,56.366001,0.0,0.0,-350.54303,0.0,0.0,-923.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:791 AM,37604.148438,-49438.878906,4923.540039,-2.0,0.0,1.0,90.550003,11.947001,23.480001,-253.393005,119.0,235.0,971.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:893 AM,37602.519531,-49438.519531,4909.870117,-3.0,0.0,2.0,104.225006,3.355,8.18,-61.626003,-86.0,-153.0,1918.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:41:993 AM,37602.359375,-49438.070312,4907.870117,-3.0,0.0,2.0,106.221008,-1.122,0.308,0.74,-45.0,-79.0,624.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:42:89 AM,37602.4375,-49438.128906,4908.549805,-3.0,0.0,2.0,106.894005,0.409,1.883,9.772,15.0,16.0,90.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:42:191 AM,37602.507812,-49438.199219,4909.589844,-3.0,0.0,2.0,107.934006,0.671,1.865,9.605,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:42:290 AM,37602.539062,-49438.269531,4910.419922,-3.0,0.0,2.0,108.771004,0.559,1.354,7.308001,-1.0,-5.0,-23.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:52:42:392 AM,37602.570312,-49438.320312,4911.029785,-3.0,0.0,2.0,109.381004,0.411,0.733,4.98,-1.0,-6.0,-23.0,0.04,0.0,0.0,0.0,true
May 22 2024 11:52:42:496 AM,37602.597656,-49438.367188,4911.429688,-3.0,0.0,2.0,109.781006,0.273,0.306,3.11,-1.0,-4.0,-19.0,0.04,0.0,0.0,0.0,true
May 22 2024 11:52:42:590 AM,37602.609375,-49438.417969,4911.669922,-3.0,0.0,2.0,110.014008,0.183,0.075,1.942,-1.0,-2.0,-12.0,0.04,0.0,0.0,0.0,true
May 22 2024 11:52:42:689 AM,37602.597656,-49438.449219,4911.819824,-3.0,0.0,2.0,110.167007,0.125,-0.178,1.199,-1.0,-3.0,-7.0,0.04,0.0,0.0,0.0,true
May 22 2024 11:52:42:793 AM,37602.597656,-49438.507812,4911.850098,-3.0,0.0,2.0,110.202003,0.088,-0.253,0.551,0.0,-1.0,-6.0,0.04,0.0,0.0,0.0,true
May 22 2024 11:52:42:894 AM,37602.589844,-49438.558594,4911.919922,-3.0,0.0,2.0,110.268005,0.069,-0.335,0.529,0.0,-1.0,0.0,0.04,0.0,0.0,0.0,true
May 22 2024 11:52:42:994 AM,37602.589844,-49438.589844,4911.959961,-3.0,0.0,2.0,110.311005,0.055,-0.088,0.488,0.0,2.0,0.0,0.04,0.0,0.0,0.0,true
May 22 2024 11:52:43:91 AM,37602.589844,-49438.578125,4912.0,-3.0,0.0,2.0,110.350006,0.04,-0.047,0.316,0.0,0.0,-2.0,0.04,0.0,0.0,0.0,true
