,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:24:10:278 AM,37602.640625,-49438.5,4911.909668,-3.0,0.0,2.0,107.029007,0.043,-0.136,0.407,0.0,1.0,4.0,-1.02,0.0,0.0,true
May 22 2024 10:24:10:386 AM,37602.640625,-49438.5,4911.939941,-3.0,0.0,2.0,107.068008,0.048,-0.035,0.579,0.0,1.0,2.0,-1.02,1.0,0.0,true
May 22 2024 10:24:10:483 AM,37602.980469,-49438.589844,4911.97998,-3.0,0.0,2.0,107.101006,5.239,-0.815,0.042,52.0,-8.0,-5.0,-1.02,1.0,0.0,true
May 22 2024 10:24:10:587 AM,37605.019531,-49439.417969,4911.919922,-3.0,0.0,3.0,107.156006,27.054001,-8.412001,-1.702,218.0,-76.0,-17.0,-1.02,1.0,0.0,true
May 22 2024 10:24:10:690 AM,37609.929688,-49441.289062,4911.689941,-3.0,-1.0,3.0,107.388008,62.315002,-17.796001,-4.102,353.0,-94.0,-24.0,-1.02,1.0,0.0,true
May 22 2024 10:24:10:779 AM,37617.578125,-49444.359375,4911.279785,-2.0,-3.0,3.0,107.795006,98.083008,-30.947002,-6.274,358.0,-132.0,-22.0,-1.02,1.0,0.0,true
May 22 2024 10:24:10:878 AM,37629.5,-49449.347656,4910.739746,-2.0,-5.0,4.0,108.338005,134.326004,-49.474003,-5.995,362.0,-185.0,3.0,-1.02,1.0,0.0,true
May 22 2024 10:24:10:980 AM,37645.039062,-49456.539062,4910.199707,-2.0,-8.0,4.0,108.877007,166.496002,-71.115005,-6.33,322.0,-216.0,-3.0,-1.02,1.0,0.0,true
May 22 2024 10:24:11:86 AM,37664.507812,-49466.839844,4909.589844,-2.0,-11.0,4.0,109.486008,196.381012,-97.659004,-6.419,299.0,-265.0,-1.0,-1.02,1.0,0.0,true
May 22 2024 10:24:11:179 AM,37684.070312,-49477.867188,4909.02002,-1.0,-15.0,5.0,110.055008,229.125015,-116.809006,-7.3,327.0,-192.0,-9.0,-0.02,1.0,0.0,true
May 22 2024 10:24:11:290 AM,37712.960938,-49490.820312,4908.049805,-1.0,-17.0,4.0,111.026009,281.069,-116.865005,-10.296,519.0,-1.0,-30.0,0.98,1.0,0.0,true
May 22 2024 10:24:11:383 AM,37741.917969,-49499.707031,4906.889648,-1.0,-17.0,3.0,112.187004,322.869019,-100.137001,-12.769001,418.0,167.0,-25.0,0.98,1.0,0.0,true
May 22 2024 10:24:11:484 AM,37777.039062,-49506.949219,4905.379883,-1.0,-15.0,3.0,113.704002,363.828003,-75.509003,-15.701001,410.0,246.0,-29.0,0.98,1.0,0.0,true
May 22 2024 10:24:11:584 AM,37815.9375,-49510.640625,4903.560059,-1.0,-12.0,2.0,115.519005,399.77301,-37.609001,-18.578001,359.0,379.0,-29.0,0.98,1.0,0.0,true
May 22 2024 10:24:11:682 AM,37857.058594,-49510.21875,4901.5,-1.0,-8.0,1.0,117.580002,435.928009,-3.67,-18.931002,362.0,339.0,-4.0,-0.02,1.0,0.0,true
May 22 2024 10:24:11:790 AM,37906.71875,-49511.4375,4899.149902,-1.0,-5.0,1.0,119.928009,479.84201,-18.396002,-23.059002,439.0,-147.0,-41.0,-0.02,1.0,0.0,true
May 22 2024 10:24:11:889 AM,37956.347656,-49515.570312,4896.909668,-1.0,-5.0,2.0,122.169006,515.292053,-34.548,-23.597002,354.0,-162.0,-5.0,-0.02,1.0,0.0,true
May 22 2024 10:24:11:984 AM,38007.320312,-49520.167969,4894.629883,-1.0,-5.0,3.0,124.453003,549.004028,-45.636002,-24.801001,337.0,-111.0,-12.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:88 AM,38066.4375,-49525.789062,4892.029785,-1.0,-5.0,3.0,127.047005,585.269043,-53.898003,-25.621,363.0,-83.0,-8.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:178 AM,38120.378906,-49531.109375,4889.739746,-1.0,-6.0,3.0,129.337006,604.422058,-58.683002,-25.445002,192.0,-48.0,2.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:281 AM,38182.121094,-49537.410156,4887.149902,-1.0,-6.0,3.0,131.928009,607.818054,-61.592003,-24.448002,34.0,-29.0,10.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:379 AM,38241.75,-49543.667969,4884.759766,-1.0,-6.0,3.0,134.323013,610.434021,-64.013,-23.662001,26.0,-24.0,8.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:483 AM,38304.890625,-49550.507812,4882.350098,-2.0,-6.0,3.0,136.727005,612.971008,-66.458,-22.795002,25.0,-24.0,9.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:586 AM,38366.9375,-49557.417969,4880.100098,-2.0,-6.0,3.0,138.977005,615.373047,-68.745003,-21.559002,24.0,-23.0,12.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:683 AM,38428.507812,-49564.457031,4878.0,-2.0,-7.0,3.0,141.078003,635.307007,-72.995003,-21.416,199.0,-42.0,1.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:787 AM,38498.847656,-49572.71875,4875.779785,-1.0,-7.0,3.0,143.296005,684.258057,-80.775002,-22.511002,490.0,-78.0,-11.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:887 AM,38570.058594,-49581.328125,4873.629883,-1.0,-7.0,3.0,145.444,724.393005,-87.782005,-22.257002,401.0,-70.0,3.0,-0.02,1.0,0.0,true
May 22 2024 10:24:12:979 AM,38638.828125,-49589.847656,4871.639648,0.0,-7.0,3.0,147.437012,757.590027,-94.143005,-22.027,332.0,-64.0,2.0,-0.02,1.0,0.0,true
May 22 2024 10:24:13:84 AM,38720.378906,-49600.230469,4869.399902,0.0,-7.0,3.0,149.674011,792.170044,-101.325005,-21.297001,346.0,-72.0,7.0,-0.02,1.0,0.0,true
May 22 2024 10:24:13:183 AM,38801.410156,-49610.839844,4867.330078,0.0,-7.0,3.0,151.749008,823.067017,-108.291008,-20.602001,309.0,-70.0,7.0,-0.02,1.0,0.0,true
May 22 2024 10:24:13:284 AM,38885.1875,-49622.800781,4865.379883,0.0,-8.0,4.0,153.700012,849.621033,-126.428009,-18.988001,266.0,-181.0,16.0,-1.02,1.0,0.0,true
May 22 2024 10:24:13:389 AM,38974.597656,-49641.109375,4863.810059,0.0,-11.0,5.0,155.271011,861.649048,-182.070007,-7.074,120.0,-556.0,119.0,-0.02,1.0,0.0,true
May 22 2024 10:24:13:478 AM,39052.507812,-49659.308594,4862.810059,0.0,-13.0,5.0,156.269012,883.108032,-203.550003,-13.000001,215.0,-215.0,-59.0,-0.02,1.0,0.0,true
May 22 2024 10:24:13:582 AM,39145.917969,-49678.019531,4861.279785,0.0,-12.0,4.0,157.803009,912.08606,-182.257004,-14.452001,290.0,213.0,-15.0,0.98,1.0,0.0,true
May 22 2024 10:24:13:689 AM,39245.628906,-49689.980469,4859.509766,0.0,-8.0,2.0,159.567001,939.827026,-114.122002,-15.703001,277.0,681.0,-13.0,-0.02,0.0,0.0,true
May 22 2024 10:24:13:780 AM,39333.839844,-49697.660156,4858.009766,0.0,-5.0,1.0,161.068008,964.352051,-94.284004,-16.02,245.0,198.0,-3.0,-0.02,0.0,0.0,true
May 22 2024 10:24:13:882 AM,39432.308594,-49706.457031,4856.529785,0.0,-4.0,1.0,162.552002,972.220032,-80.936005,-13.561001,79.0,133.0,25.0,-0.02,0.0,0.0,true
May 22 2024 10:24:13:986 AM,39533.800781,-49714.898438,4855.379883,0.0,-4.0,2.0,163.696014,965.06604,-74.938004,-8.994,-72.0,60.0,46.0,-0.02,0.0,0.0,true
May 22 2024 10:24:14:79 AM,39622.128906,-49722.238281,4854.689941,0.0,-5.0,2.0,164.394012,951.926025,-74.617004,-5.939,-131.0,3.0,31.0,-0.02,0.0,0.0,true
May 22 2024 10:24:14:179 AM,39716.109375,-49730.257812,4854.370117,0.0,-5.0,2.0,164.707001,937.775024,-77.339005,-2.009,-142.0,-27.0,39.0,-0.02,0.0,0.0,true
May 22 2024 10:24:14:279 AM,39811.167969,-49738.660156,4854.600098,0.0,-5.0,2.0,164.935013,934.048035,-83.086006,4.114,-37.0,-57.0,61.0,-0.02,-1.0,0.0,true
May 22 2024 10:24:14:381 AM,39904.21875,-49747.328125,4855.159668,0.0,-5.0,2.0,165.492004,904.335022,-85.886002,6.791,-297.0,-28.0,27.0,-0.02,-1.0,0.0,true
May 22 2024 10:24:14:488 AM,39996.449219,-49756.328125,4855.929688,0.0,-6.0,2.0,166.265015,843.69104,-85.118004,8.943001,-606.0,8.0,22.0,-0.02,0.0,0.0,true
May 22 2024 10:24:14:586 AM,40077.820312,-49764.617188,4856.839844,0.0,-6.0,2.0,167.177002,817.578064,-88.006004,10.386001,-261.0,-29.0,14.0,-0.02,0.0,0.0,true
May 22 2024 10:24:14:685 AM,40158.449219,-49773.257812,4857.939941,0.0,-6.0,2.0,168.278015,800.827026,-90.123001,10.883,-168.0,-21.0,5.0,-0.02,0.0,0.0,true
May 22 2024 10:24:14:788 AM,40237.429688,-49781.980469,4859.009766,0.0,-6.0,2.0,169.346008,737.31604,-86.566002,10.079,-635.0,36.0,-8.0,-0.02,0.0,0.0,true
May 22 2024 10:24:14:888 AM,40307.730469,-49789.488281,4860.169922,0.0,-7.0,1.0,170.508011,683.159058,-79.479004,7.995,-542.0,71.0,-21.0,-0.02,0.0,0.0,true
May 22 2024 10:24:14:979 AM,40367.039062,-49795.898438,4861.139648,-1.0,-7.0,1.0,171.478012,638.368042,-73.686005,6.927001,-448.0,58.0,-11.0,-0.02,0.0,0.0,true
May 22 2024 10:24:15:81 AM,40430.007812,-49802.980469,4862.069824,-1.0,-7.0,1.0,172.400009,591.327026,-69.007004,5.493,-470.0,47.0,-14.0,-0.02,0.0,0.0,true
May 22 2024 10:24:15:182 AM,40486.660156,-49809.757812,4862.830078,-1.0,-7.0,1.0,173.164001,548.113037,-71.152,5.752,-432.0,-21.0,3.0,-1.02,-1.0,0.0,true
May 22 2024 10:24:15:283 AM,40539.140625,-49819.117188,4863.819824,-1.0,-9.0,1.0,174.152008,490.527008,-98.167007,8.725,-576.0,-270.0,30.0,-1.02,-1.0,0.0,true
May 22 2024 10:24:15:385 AM,40584.667969,-49831.828125,4864.870117,-1.0,-12.0,1.0,175.209015,413.89502,-129.548004,9.356001,-766.0,-314.0,6.0,-1.02,-1.0,0.0,true
May 22 2024 10:24:15:488 AM,40621.769531,-49847.738281,4865.929688,-1.0,-16.0,1.0,176.269012,325.529022,-156.003006,8.878,-884.0,-265.0,-5.0,-1.02,-1.0,0.0,true
May 22 2024 10:24:15:579 AM,40646.558594,-49863.097656,4866.600098,-1.0,-20.0,1.0,176.938004,248.507019,-165.682007,5.011,-770.0,-97.0,-39.0,-1.02,-1.0,0.0,true
May 22 2024 10:24:15:686 AM,40668.257812,-49880.410156,4866.839844,-1.0,-25.0,1.0,177.179001,178.050003,-153.601013,-0.116,-705.0,121.0,-51.0,-1.02,-1.0,0.0,true
May 22 2024 10:24:15:780 AM,40672.058594,-49881.890625,4868.040039,-1.0,-25.0,1.0,178.374008,1.597,1.793,2.204,-1765.0,1554.0,23.0,-1.02,-1.0,0.0,true
May 22 2024 10:24:15:881 AM,40671.597656,-49881.347656,4867.669922,-1.0,-25.0,1.0,178.738007,-16.384001,7.920001,-6.677001,-180.0,61.0,-89.0,-1.02,-1.0,0.0,true
May 22 2024 10:24:15:981 AM,40669.929688,-49879.660156,4866.989746,-1.0,-25.0,0.0,179.422012,-30.470001,19.583,-7.355,-141.0,117.0,-7.0,-1.02,0.0,0.0,true
May 22 2024 10:24:16:87 AM,40666.539062,-49876.378906,4866.339844,-1.0,-24.0,0.0,180.073013,-44.725002,33.064003,-6.168,-143.0,135.0,12.0,-1.02,0.0,0.0,true
May 22 2024 10:24:16:178 AM,40662.527344,-49872.640625,4865.919922,0.0,-23.0,0.0,180.491013,-50.768002,39.775002,-4.233,-60.0,67.0,19.0,-1.02,0.0,0.0,true
May 22 2024 10:24:16:286 AM,40657.367188,-49868.0,4865.600098,0.0,-22.0,0.0,180.811005,-53.056004,42.094002,-2.893,-23.0,23.0,13.0,-1.02,0.0,0.0,false
May 22 2024 10:24:16:387 AM,40652.167969,-49863.890625,4865.399902,0.0,-21.0,0.0,181.011002,-57.186001,38.981003,-2.007,-41.0,-31.0,9.0,-0.02,0.0,0.0,false
May 22 2024 10:24:16:478 AM,40646.929688,-49861.007812,4865.27002,0.0,-20.0,0.0,181.142014,-61.065002,31.306002,-1.519,-39.0,-77.0,5.0,-0.02,0.0,0.0,false
May 22 2024 10:24:16:589 AM,40640.269531,-49858.378906,4865.159668,0.0,-20.0,0.0,181.254013,-61.373001,23.489,-1.182,-3.0,-78.0,3.0,-0.02,0.0,0.0,false
May 22 2024 10:24:16:678 AM,40635.050781,-49856.308594,4865.089844,1.0,-20.0,0.0,181.328003,-58.810001,22.583,-0.974,26.0,-9.0,2.0,-1.02,0.0,0.0,false
May 22 2024 10:24:16:781 AM,40629.550781,-49853.648438,4865.02002,1.0,-20.0,0.0,181.396011,-53.891003,24.418001,-0.699,49.0,18.0,3.0,-1.02,0.0,0.0,false
May 22 2024 10:24:16:880 AM,40624.9375,-49851.007812,4864.97998,1.0,-19.0,0.0,181.435013,-39.534,21.751001,-0.483,144.0,-27.0,2.0,-1.02,1.0,0.0,false
May 22 2024 10:24:16:983 AM,40622.449219,-49849.359375,4864.989746,1.0,-19.0,0.0,181.445007,-20.242001,12.789001,-0.588,193.0,-90.0,-1.0,-1.02,1.0,0.0,false
May 22 2024 10:24:17:83 AM,40621.359375,-49848.527344,4865.0,1.0,-19.0,0.0,181.457016,-7.539001,6.331,-0.075,127.0,-65.0,5.0,-1.02,1.0,0.0,false
May 22 2024 10:24:17:183 AM,40621.527344,-49848.867188,4865.02002,1.0,-19.0,0.0,181.479004,10.019,-8.103001,0.211,176.0,-144.0,3.0,-1.02,1.0,0.0,false
May 22 2024 10:24:17:285 AM,40623.890625,-49850.6875,4865.080078,1.0,-19.0,0.0,181.535004,32.811001,-20.424002,0.234,228.0,-123.0,0.0,-0.02,1.0,0.0,false
May 22 2024 10:24:17:378 AM,40629.109375,-49853.1875,4865.179688,2.0,-20.0,0.0,181.63501,74.496002,-32.740002,0.864,417.0,-123.0,6.0,-0.02,1.0,0.0,false
May 22 2024 10:24:17:479 AM,40639.828125,-49857.148438,4865.370117,2.0,-20.0,0.0,181.824005,120.213005,-45.526001,1.285,457.0,-128.0,4.0,-0.02,1.0,0.0,false
May 22 2024 10:24:17:580 AM,40654.328125,-49862.457031,4865.560059,2.0,-20.0,0.0,182.018005,158.167007,-58.244003,1.713,380.0,-127.0,4.0,-0.02,1.0,0.0,false
May 22 2024 10:24:17:685 AM,40673.25,-49869.609375,4865.779785,2.0,-20.0,0.0,182.235016,193.447006,-74.754005,2.233,353.0,-165.0,5.0,-1.02,1.0,0.0,false
May 22 2024 10:24:17:788 AM,40694.417969,-49879.539062,4866.02002,2.0,-21.0,0.0,182.476013,219.007004,-102.534004,2.548,256.0,-278.0,3.0,-1.02,1.0,0.0,true
May 22 2024 10:24:17:880 AM,40706.210938,-49882.570312,4867.489746,2.0,-21.0,0.0,183.944016,36.205002,16.655001,18.996,-1828.0,1192.0,164.0,-1.02,1.0,0.0,true
May 22 2024 10:24:17:983 AM,40707.089844,-49881.570312,4868.159668,2.0,-22.0,0.0,184.62001,5.968,5.283,0.77,-302.0,-114.0,-182.0,-1.02,1.0,0.0,true
May 22 2024 10:24:18:83 AM,40707.828125,-49881.007812,4868.029785,2.0,-22.0,0.0,184.755005,5.113,4.503,-2.568,-9.0,-8.0,-33.0,-1.02,1.0,0.0,true
May 22 2024 10:24:18:185 AM,40708.558594,-49880.488281,4867.779785,2.0,-22.0,0.0,185.000015,4.935,4.731,-2.634,-2.0,2.0,-1.0,-1.02,1.0,0.0,true
May 22 2024 10:24:18:284 AM,40709.039062,-49880.097656,4867.569824,2.0,-22.0,0.0,185.213013,3.363,3.595,-1.926,-16.0,-11.0,7.0,-1.02,1.0,0.0,true
May 22 2024 10:24:18:382 AM,40709.527344,-49879.757812,4867.419922,2.0,-22.0,0.0,185.364014,5.127,2.237,-2.016,18.0,-14.0,-1.0,-0.02,0.0,0.0,true
May 22 2024 10:24:18:479 AM,40709.398438,-49879.699219,4867.100098,2.0,-22.0,0.0,185.688004,3.192,-0.734,-2.855,-19.0,-30.0,-8.0,-0.02,0.0,0.0,true
May 22 2024 10:24:18:581 AM,40709.210938,-49879.570312,4866.719727,2.0,-22.0,0.0,186.067001,2.575,-1.614,-2.631,-6.0,-9.0,2.0,-0.02,-1.0,0.0,true
May 22 2024 10:24:18:679 AM,40708.679688,-49879.359375,4866.419922,1.0,-22.0,0.0,186.367004,-4.513,0.954,-2.056,-71.0,26.0,6.0,-0.02,-1.0,0.0,true
May 22 2024 10:24:18:782 AM,40706.179688,-49878.339844,4866.139648,1.0,-22.0,0.0,186.641006,-27.405001,10.598001,-1.674,-229.0,96.0,4.0,-0.02,-1.0,0.0,true
May 22 2024 10:24:18:881 AM,40700.609375,-49876.027344,4865.889648,0.0,-22.0,0.0,186.895004,-72.553001,29.439001,-1.603,-451.0,188.0,1.0,-0.02,-1.0,0.0,true
May 22 2024 10:24:18:984 AM,40689.597656,-49871.46875,4865.589844,0.0,-22.0,0.0,187.194016,-118.844009,48.718002,-1.995,-463.0,193.0,-4.0,-0.02,-1.0,0.0,false
May 22 2024 10:24:19:85 AM,40675.007812,-49865.4375,4865.319824,-1.0,-22.0,0.0,187.459015,-157.381012,64.656006,-2.166,-385.0,159.0,-2.0,-0.02,-1.0,0.0,false
May 22 2024 10:24:19:187 AM,40656.699219,-49857.878906,4865.060059,-1.0,-22.0,0.0,187.723007,-193.668015,79.553001,-2.378,-363.0,149.0,-2.0,-0.02,-1.0,0.0,false
May 22 2024 10:24:19:286 AM,40635.488281,-49849.148438,4864.799805,-1.0,-22.0,0.0,187.987015,-227.978012,93.457001,-2.7,-343.0,139.0,-3.0,-0.02,-1.0,0.0,false
May 22 2024 10:24:19:379 AM,40612.839844,-49839.890625,4864.449707,-1.0,-22.0,0.0,188.331009,-259.322998,107.517006,-4.385,-313.0,141.0,-17.0,-0.02,-1.0,0.0,false
May 22 2024 10:24:19:481 AM,40584.148438,-49828.148438,4863.939941,-1.0,-22.0,0.0,188.840012,-294.132019,123.046005,-5.358,-348.0,155.0,-10.0,-1.02,-1.0,0.0,false
May 22 2024 10:24:19:583 AM,40553.398438,-49814.039062,4863.389648,-1.0,-21.0,0.0,189.392014,-319.207001,149.544006,-6.075,-251.0,265.0,-7.0,-1.02,0.0,0.0,false
May 22 2024 10:24:19:682 AM,40521.367188,-49797.378906,4862.830078,0.0,-19.0,0.0,189.952011,-327.59903,168.91301,-5.869,-84.0,194.0,2.0,-1.02,0.0,0.0,false
May 22 2024 10:24:19:782 AM,40490.160156,-49780.128906,4862.359863,0.0,-15.0,0.0,190.425003,-319.255005,172.847015,-5.576,83.0,39.0,3.0,-1.02,0.0,0.0,false
May 22 2024 10:24:19:883 AM,40459.308594,-49762.699219,4861.909668,1.0,-10.0,0.0,190.873016,-303.242004,164.586014,-6.004,160.0,-83.0,-4.0,-1.02,0.0,0.0,false
May 22 2024 10:24:19:982 AM,40430.167969,-49747.839844,4861.290039,1.0,-5.0,1.0,191.49501,-296.955017,142.105011,-7.427001,63.0,-225.0,-14.0,-1.02,0.0,0.0,false
May 22 2024 10:24:20:80 AM,40401.367188,-49735.878906,4860.609863,1.0,1.0,2.0,192.171005,-292.277008,111.028008,-7.011,47.0,-311.0,4.0,-1.02,0.0,0.0,false
May 22 2024 10:24:20:184 AM,40371.71875,-49726.480469,4859.97998,1.0,6.0,3.0,192.80101,-285.103027,77.012001,-6.018,72.0,-340.0,10.0,-1.02,0.0,0.0,false
May 22 2024 10:24:20:284 AM,40343.640625,-49721.378906,4859.5,1.0,10.0,4.0,193.286011,-281.669006,30.271002,-4.791,34.0,-467.0,12.0,-0.02,0.0,0.0,false
May 22 2024 10:24:20:383 AM,40316.667969,-49722.269531,4859.179688,1.0,12.0,5.0,193.599014,-266.466003,-23.843,-3.301,152.0,-541.0,15.0,-0.02,0.0,0.0,false
May 22 2024 10:24:20:483 AM,40291.289062,-49726.648438,4859.080078,1.0,12.0,5.0,193.708008,-244.916016,-52.219002,-1.277,215.0,-284.0,20.0,-0.02,0.0,0.0,false
May 22 2024 10:24:20:585 AM,40267.449219,-49731.46875,4858.889648,1.0,12.0,4.0,193.890015,-228.51001,-57.117004,-1.725,164.0,-49.0,-4.0,-0.02,0.0,0.0,false
May 22 2024 10:24:20:682 AM,40245.917969,-49735.96875,4858.719727,1.0,13.0,4.0,194.062012,-214.838013,-54.796001,-1.259,137.0,23.0,5.0,-0.02,0.0,0.0,false
May 22 2024 10:24:20:780 AM,40225.449219,-49740.328125,4858.569824,1.0,13.0,3.0,194.213013,-201.930008,-50.779003,-1.038,129.0,40.0,2.0,-0.02,0.0,0.0,false
May 22 2024 10:24:20:882 AM,40205.460938,-49744.609375,4858.439941,1.0,13.0,3.0,194.344009,-189.327011,-46.378002,-0.852,126.0,44.0,2.0,-0.02,0.0,0.0,false
May 22 2024 10:24:20:981 AM,40187.199219,-49748.539062,4858.330078,1.0,13.0,2.0,194.455002,-177.793015,-42.453003,-0.882,115.0,39.0,0.0,-0.02,0.0,0.0,false
May 22 2024 10:24:21:83 AM,40169.660156,-49752.328125,4858.22998,1.0,13.0,2.0,194.554016,-166.617004,-38.980003,-0.7,112.0,35.0,2.0,-0.02,0.0,0.0,false
May 22 2024 10:24:21:188 AM,40152.679688,-49756.007812,4858.149902,1.0,13.0,2.0,194.637009,-155.740005,-35.936001,-0.656,109.0,30.0,0.0,-0.02,0.0,0.0,false
May 22 2024 10:24:21:287 AM,40137.640625,-49759.269531,4858.089844,1.0,13.0,2.0,194.697006,-146.095001,-33.399002,-0.445,96.0,25.0,2.0,-0.02,0.0,0.0,false
