,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 11:10:23:719 AM,37606.070312,-49438.230469,5009.959961,0.0,0.0,0.0,0.0,0.0,0.0,-152.884003,0.0,0.0,-1529.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:23:719 AM,37606.070312,-49438.230469,5009.959961,0.0,0.0,0.0,0.0,0.0,0.0,-152.884003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:23:719 AM,37606.070312,-49438.230469,5009.959961,0.0,0.0,0.0,0.0,0.0,0.0,-152.884003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:220 AM,37606.070312,-49438.230469,4988.969727,0.0,0.0,0.0,20.993002,0.0,0.0,-250.674011,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:220 AM,37606.070312,-49438.230469,4988.969727,0.0,0.0,0.0,20.993002,0.0,0.0,-250.674011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:221 AM,37606.070312,-49438.230469,4988.969727,0.0,0.0,0.0,20.993002,0.0,0.0,-250.674011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:221 AM,37606.070312,-49438.230469,4988.969727,0.0,0.0,0.0,20.993002,0.0,0.0,-250.674011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:338 AM,37606.070312,-49438.230469,4951.389648,0.0,0.0,0.0,58.572002,0.0,0.0,-367.052032,0.0,0.0,-1164.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:423 AM,37604.160156,-49438.808594,4923.399902,-2.0,0.0,1.0,86.564003,12.836,23.839001,-255.336014,128.0,238.0,1117.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:527 AM,37602.460938,-49438.46875,4909.489746,-3.0,0.0,2.0,100.469002,2.983,7.61,-54.524002,-99.0,-162.0,2008.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:630 AM,37602.378906,-49438.019531,4907.969727,-3.0,0.0,2.0,101.989006,-0.896,0.636,2.407,-39.0,-70.0,569.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:718 AM,37602.449219,-49438.078125,4908.639648,-3.0,0.0,2.0,102.658005,0.366,1.951,9.6,13.0,13.0,72.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:818 AM,37602.5,-49438.160156,4909.620117,-3.0,0.0,2.0,103.639008,0.661,1.856,9.42,3.0,-1.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:24:928 AM,37602.527344,-49438.230469,4910.540039,-3.0,0.0,2.0,104.559006,0.52,1.339,6.784,-1.0,-5.0,-26.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:21 AM,37602.558594,-49438.269531,4911.060059,-3.0,0.0,2.0,105.079002,0.389,0.592,4.767,-1.0,-7.0,-20.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:117 AM,37602.578125,-49438.320312,4911.449707,-3.0,0.0,2.0,105.464005,0.32,0.373,3.779,-1.0,-2.0,-10.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:218 AM,37602.597656,-49438.359375,4911.709961,-3.0,0.0,2.0,105.728004,0.189,0.07,1.941,-1.0,-3.0,-18.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:326 AM,37602.597656,-49438.410156,4911.859863,-3.0,0.0,2.0,105.878006,0.111,0.019,0.952,-1.0,-1.0,-10.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:427 AM,37602.597656,-49438.417969,4911.899902,-3.0,0.0,2.0,105.916008,0.068,-0.177,0.663,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:515 AM,37602.597656,-49438.449219,4911.929688,-3.0,0.0,2.0,105.946007,0.08,-0.241,0.876,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:629 AM,37602.597656,-49438.480469,4911.989746,-3.0,0.0,2.0,106.010002,0.059,-0.037,0.817,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:719 AM,37602.597656,-49438.480469,4912.040039,-3.0,0.0,2.0,106.052002,0.007,-0.103,-0.238,-1.0,-1.0,-11.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:816 AM,37602.597656,-49438.480469,4912.069824,-3.0,0.0,2.0,106.088005,0.032,-0.028,0.339,0.0,1.0,6.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:25:925 AM,37602.597656,-49438.46875,4912.080078,-3.0,0.0,2.0,106.093002,-0.009,-0.119,-0.373,0.0,-1.0,-7.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:17 AM,37602.597656,-49438.46875,4912.100098,-3.0,0.0,2.0,106.118004,0.053,-0.066,0.5,1.0,1.0,9.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:125 AM,37602.597656,-49438.449219,4912.089844,-3.0,0.0,2.0,106.130005,0.019,-0.098,-0.075,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:227 AM,37602.597656,-49438.457031,4912.120117,-3.0,0.0,2.0,106.164001,0.02,-0.036,0.11,0.0,1.0,2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:333 AM,37602.597656,-49438.449219,4912.129883,-3.0,0.0,2.0,106.168007,0.033,-0.033,0.264,0.0,0.0,2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:424 AM,37602.597656,-49438.449219,4912.120117,-3.0,0.0,2.0,106.173004,-0.021,-0.097,-0.608,-1.0,-1.0,-9.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:528 AM,37602.597656,-49438.4375,4912.129883,-3.0,0.0,2.0,106.183006,0.039,0.01,0.46,1.0,1.0,11.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:627 AM,37602.589844,-49438.4375,4912.139648,-3.0,0.0,2.0,106.194008,0.013,-0.004,0.042,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:732 AM,37602.589844,-49438.4375,4912.139648,-3.0,0.0,2.0,106.195007,0.03,-0.059,0.102,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:824 AM,37602.589844,-49438.4375,4912.139648,-3.0,0.0,2.0,106.195007,0.017,-0.031,0.135,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
Jun 4 2024 11:10:26:929 AM,37602.589844,-49438.429688,4912.149902,-3.0,0.0,2.0,106.203003,0.011,-0.021,0.052,0.0,0.0,-1.0,0.02,0.0,0.0,0.0,true
Jun 4 2024 11:10:27:28 AM,37602.589844,-49438.429688,4912.149902,-3.0,0.0,2.0,106.209007,0.0,0.0,0.0,0.0,0.0,-1.0,0.03,0.0,0.0,0.0,true
Jun 4 2024 11:10:27:127 AM,37602.589844,-49438.417969,4912.129883,-3.0,0.0,2.0,106.227005,0.01,-0.047,-0.406,0.0,0.0,-4.0,0.05,0.0,0.0,0.0,true
Jun 4 2024 11:10:27:215 AM,37602.589844,-49438.429688,4912.139648,-3.0,0.0,2.0,106.238007,0.04,0.027,0.395,0.0,1.0,8.0,0.06,0.0,0.0,0.0,true
Jun 4 2024 11:10:27:316 AM,37602.589844,-49438.417969,4912.129883,-3.0,0.0,2.0,106.253006,0.012,-0.043,-0.236,0.0,-1.0,-6.0,0.07,1.0,0.0,0.0,true
Jun 4 2024 11:10:27:421 AM,37602.667969,-49438.4375,4912.149902,-3.0,0.0,2.0,106.281006,2.606,-0.136,0.095,26.0,-1.0,3.0,0.07,1.0,0.0,0.0,true
Jun 4 2024 11:10:27:514 AM,37603.460938,-49438.4375,4912.109863,-3.0,0.0,2.0,106.322006,11.645,0.051,-1.289,90.0,2.0,-14.0,1.06,1.0,0.0,0.0,true
Jun 4 2024 11:10:27:641 AM,37607.988281,-49438.328125,4911.929688,-3.0,0.0,2.0,106.500008,49.546001,0.489,-3.014,379.0,4.0,-17.0,0.05,1.0,0.0,0.0,true
Jun 4 2024 11:10:27:727 AM,37614.839844,-49438.148438,4911.629883,-2.0,0.0,2.0,106.808006,91.162003,2.554,-5.015,416.0,21.0,-20.0,1.05,1.0,0.0,0.0,true
Jun 4 2024 11:10:27:828 AM,37626.699219,-49436.96875,4911.029785,-2.0,1.0,2.0,107.401009,132.687012,11.892,-7.594,415.0,93.0,-26.0,1.05,1.0,0.0,0.0,true
Jun 4 2024 11:10:27:928 AM,37642.328125,-49433.9375,4910.290039,-2.0,2.0,2.0,108.141006,167.992004,28.286001,-8.087001,353.0,164.0,-5.0,1.06,1.0,0.0,0.0,true
Jun 4 2024 11:10:28:21 AM,37660.167969,-49428.527344,4909.439941,-2.0,4.0,1.0,108.999008,194.594009,51.557003,-9.641001,266.0,233.0,-16.0,1.06,1.0,0.0,0.0,true
Jun 4 2024 11:10:28:117 AM,37680.230469,-49419.898438,4908.5,-1.0,8.0,0.0,109.934006,216.419006,81.107002,-9.724001,218.0,295.0,-1.0,1.06,1.0,0.0,0.0,true
Jun 4 2024 11:10:28:221 AM,37703.1875,-49408.148438,4907.839844,-1.0,12.0,-1.0,110.590004,240.462006,112.189003,-7.404,240.0,311.0,23.0,1.06,1.0,0.0,0.0,true
Jun 4 2024 11:10:28:332 AM,37730.929688,-49391.097656,4907.159668,-1.0,17.0,-2.0,111.273003,263.151001,149.162003,-6.579,227.0,370.0,8.0,1.06,1.0,0.0,0.0,true
Jun 4 2024 11:10:28:422 AM,37755.179688,-49375.289062,4906.459961,-1.0,21.0,-2.0,111.970009,294.782013,167.162003,-10.859,316.0,180.0,-43.0,0.06,0.0,0.0,0.0,true
Jun 4 2024 11:10:28:525 AM,37787.828125,-49357.050781,4905.0,-1.0,23.0,-3.0,113.437004,326.858002,159.628006,-16.310001,321.0,-75.0,-55.0,0.05,0.0,0.0,0.0,true
Jun 4 2024 11:10:28:620 AM,37819.828125,-49341.878906,4903.389648,-1.0,24.0,-3.0,115.045006,334.915009,149.326004,-17.136002,81.0,-103.0,-8.0,0.05,0.0,0.0,0.0,true
Jun 4 2024 11:10:28:717 AM,37851.371094,-49327.269531,4901.850098,-1.0,24.0,-3.0,116.585007,327.980011,145.685013,-16.710001,-69.0,-36.0,4.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:28:822 AM,37883.460938,-49312.289062,4899.879883,-2.0,25.0,-3.0,118.549004,313.900024,147.090012,-19.409,-141.0,14.0,-27.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:28:921 AM,37913.007812,-49298.269531,4897.889648,-3.0,25.0,-3.0,120.546005,299.550018,144.005005,-19.015001,-143.0,-31.0,4.0,0.03,0.0,0.0,0.0,true
Jun 4 2024 11:10:29:21 AM,37941.277344,-49284.667969,4895.939941,-3.0,25.0,-3.0,122.499008,285.397003,138.468002,-19.607,-142.0,-55.0,-6.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:29:119 AM,37967.769531,-49271.96875,4894.009766,-4.0,25.0,-3.0,124.421005,273.122009,132.27301,-16.272001,-123.0,-62.0,33.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:29:231 AM,37996.558594,-49257.667969,4892.469727,-4.0,26.0,-3.0,125.964005,250.882019,135.67601,-11.979001,-222.0,34.0,43.0,1.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:29:326 AM,38018.890625,-49244.628906,4891.399902,-5.0,27.0,-3.0,127.032005,233.41301,146.02301,-12.372001,-175.0,103.0,-4.0,1.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:29:420 AM,38040.449219,-49229.898438,4890.25,-5.0,29.0,-3.0,128.189011,225.255005,164.841003,-14.813001,-82.0,188.0,-24.0,1.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:29:524 AM,38063.347656,-49211.6875,4889.259766,-5.0,32.0,-2.0,129.179001,216.931015,193.740005,-13.007001,-83.0,289.0,18.0,1.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:29:622 AM,38083.808594,-49192.160156,4888.379883,-5.0,35.0,-2.0,130.053009,209.349014,222.993011,-24.393002,-76.0,293.0,-114.0,1.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:29:719 AM,38103.148438,-49169.980469,4884.339844,-6.0,38.0,-2.0,134.098007,211.302017,257.258026,-50.696003,20.0,343.0,-263.0,1.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:29:827 AM,38125.320312,-49141.46875,4878.029785,-7.0,42.0,-1.0,140.400009,226.411011,303.448029,-63.533005,151.0,462.0,-128.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:29:917 AM,38147.238281,-49115.957031,4871.919922,-9.0,44.0,0.0,146.514008,252.343018,321.823029,-70.506004,259.0,184.0,-70.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:30:40 AM,38179.839844,-49081.789062,4863.47998,-10.0,45.0,3.0,154.95401,271.64502,325.633026,-73.611,193.0,38.0,-31.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:30:117 AM,38201.847656,-49058.898438,4857.899902,-11.0,45.0,4.0,160.532013,272.601013,325.084015,-73.808006,10.0,-5.0,-2.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:30:224 AM,38231.949219,-49026.667969,4849.839844,-12.0,45.0,6.0,168.590012,273.848999,317.629028,-84.186005,12.0,-75.0,-104.0,0.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:30:332 AM,38261.210938,-48995.0,4840.679688,-13.0,46.0,6.0,177.756012,280.737,313.583008,-92.255005,69.0,-40.0,-81.0,0.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:30:433 AM,38289.949219,-48963.1875,4831.409668,-13.0,46.0,7.0,187.026016,288.803009,329.827026,-94.501007,81.0,162.0,-22.0,1.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:30:528 AM,38317.550781,-48927.148438,4822.109863,-12.0,48.0,5.0,196.323013,278.591003,356.768005,-82.089005,-102.0,269.0,124.0,1.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:30:622 AM,38340.480469,-48882.667969,4816.149902,-9.0,52.0,1.0,202.283005,248.776016,396.665009,-85.292007,-298.0,399.0,-32.0,1.04,1.0,0.0,0.0,true
Jun 4 2024 11:10:30:734 AM,38367.9375,-48829.539062,4814.47998,-6.0,56.0,-1.0,203.955017,215.990005,429.837006,-46.624001,-328.0,332.0,387.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:30:823 AM,38390.25,-48782.808594,4812.219727,-1.0,61.0,-1.0,206.215012,191.122009,454.951019,-52.261002,-249.0,251.0,-56.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:30:931 AM,38415.839844,-48726.820312,4811.839844,5.0,63.0,1.0,206.593002,176.058014,455.562012,-4.315,-151.0,6.0,479.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:31:22 AM,38433.488281,-48681.640625,4814.810059,9.0,65.0,1.0,209.559006,167.206009,374.82901,89.875008,-89.0,-807.0,942.0,0.04,0.0,0.0,0.0,true
Jun 4 2024 11:10:31:125 AM,38449.289062,-48641.339844,4819.830078,11.0,65.0,-2.0,214.583008,191.989014,336.629028,28.166002,248.0,-382.0,-617.0,0.05,1.0,0.0,0.0,true
Jun 4 2024 11:10:31:223 AM,38466.257812,-48605.398438,4825.080078,12.0,65.0,-3.0,219.836014,169.747009,318.419006,52.481003,-222.0,-182.0,243.0,0.05,1.0,0.0,0.0,true
