,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:21:06:421 AM,37606.070312,-49438.230469,5013.929688,0.0,0.0,0.0,0.0,0.0,0.0,-126.352005,0.0,0.0,-1264.0,-0.04,0.0,0.0,true
May 22 2024 10:21:06:421 AM,37606.070312,-49438.230469,5013.929688,0.0,0.0,0.0,0.0,0.0,0.0,-126.352005,0.0,0.0,0.0,-0.04,0.0,0.0,true
May 22 2024 10:21:06:421 AM,37606.070312,-49438.230469,5013.929688,0.0,0.0,0.0,0.0,0.0,0.0,-126.352005,0.0,0.0,0.0,-0.04,0.0,0.0,true
May 22 2024 10:21:06:902 AM,37606.070312,-49438.230469,4995.580078,0.0,0.0,0.0,18.342001,0.0,0.0,-224.168015,0.0,0.0,-978.0,-0.04,0.0,0.0,true
May 22 2024 10:21:06:903 AM,37606.070312,-49438.230469,4995.580078,0.0,0.0,0.0,18.342001,0.0,0.0,-224.168015,0.0,0.0,0.0,-0.04,0.0,0.0,true
May 22 2024 10:21:06:903 AM,37606.070312,-49438.230469,4995.580078,0.0,0.0,0.0,18.342001,0.0,0.0,-224.168015,0.0,0.0,0.0,-0.04,0.0,0.0,true
May 22 2024 10:21:06:903 AM,37606.070312,-49438.230469,4995.580078,0.0,0.0,0.0,18.342001,0.0,0.0,-224.168015,0.0,0.0,0.0,-0.04,0.0,0.0,true
May 22 2024 10:21:07:4 AM,37606.070312,-49438.230469,4965.959961,0.0,0.0,0.0,47.965004,0.0,0.0,-326.820007,0.0,0.0,-1027.0,-0.04,0.0,0.0,true
May 22 2024 10:21:07:103 AM,37604.808594,-49439.0,4930.52002,-1.0,0.0,1.0,83.401001,10.159,20.197001,-334.404022,102.0,202.0,-76.0,-0.04,0.0,0.0,true
May 22 2024 10:21:07:215 AM,37602.578125,-49438.519531,4910.909668,-3.0,0.0,2.0,103.017006,4.026,9.825001,-79.775002,-61.0,-104.0,2546.0,-0.04,0.0,0.0,true
May 22 2024 10:21:07:303 AM,37602.269531,-49438.117188,4907.939941,-3.0,0.0,2.0,105.985008,-2.321,-1.73,-6.477,-63.0,-116.0,733.0,-0.04,0.0,0.0,true
May 22 2024 10:21:07:408 AM,37602.371094,-49438.199219,4908.379883,-3.0,0.0,2.0,106.423004,0.205,1.649,8.752001,25.0,34.0,152.0,-0.04,0.0,0.0,true
May 22 2024 10:21:07:510 AM,37602.429688,-49438.269531,4909.389648,-3.0,0.0,2.0,107.437004,0.665,1.916,9.944,5.0,3.0,12.0,-0.04,0.0,0.0,true
May 22 2024 10:21:07:604 AM,37602.480469,-49438.328125,4910.239746,-3.0,0.0,2.0,108.279007,0.62,1.549,7.849,0.0,-4.0,-21.0,-0.04,0.0,0.0,true
May 22 2024 10:21:07:702 AM,37602.507812,-49438.378906,4910.859863,-3.0,0.0,2.0,108.908005,0.45,1.022,5.417,-2.0,-5.0,-24.0,-0.04,0.0,0.0,true
May 22 2024 10:21:07:803 AM,37602.519531,-49438.429688,4911.319824,-3.0,0.0,2.0,109.359009,0.31,0.534,3.611,-1.0,-5.0,-18.0,-0.03,0.0,0.0,true
May 22 2024 10:21:07:911 AM,37602.539062,-49438.46875,4911.600098,-3.0,0.0,2.0,109.648003,0.205,0.218,1.942,-1.0,-3.0,-17.0,-0.03,0.0,0.0,true
May 22 2024 10:21:08:8 AM,37602.550781,-49438.519531,4911.77002,-3.0,0.0,2.0,109.814003,0.141,-0.072,1.417,-1.0,-3.0,-5.0,-0.02,0.0,0.0,true
