,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 11:12:03:457 AM,37606.070312,-49438.230469,5013.330078,0.0,0.0,0.0,0.0,0.0,0.0,-131.067001,0.0,0.0,-1311.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:03:457 AM,37606.070312,-49438.230469,5013.330078,0.0,0.0,0.0,0.0,0.0,0.0,-131.067001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:03:457 AM,37606.070312,-49438.230469,5013.330078,0.0,0.0,0.0,0.0,0.0,0.0,-131.067001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:03:797 AM,37606.070312,-49438.230469,4994.509766,0.0,0.0,0.0,18.813002,0.0,0.0,-228.878006,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:03:797 AM,37606.070312,-49438.230469,4994.509766,0.0,0.0,0.0,18.813002,0.0,0.0,-228.878006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:03:797 AM,37606.070312,-49438.230469,4994.509766,0.0,0.0,0.0,18.813002,0.0,0.0,-228.878006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:03:837 AM,37606.070312,-49438.230469,4983.75,0.0,0.0,0.0,29.577002,0.0,0.0,-269.933014,0.0,0.0,-411.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:03:944 AM,37606.070312,-49438.230469,4948.77002,0.0,0.0,0.0,64.551003,0.0,0.0,-373.676025,0.0,0.0,-1037.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:04:46 AM,37603.6875,-49438.597656,4918.0,-2.0,0.0,1.0,95.330002,8.625,18.979,-182.63501,86.0,190.0,1910.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:04:138 AM,37602.539062,-49438.378906,4909.179688,-3.0,0.0,2.0,104.143005,2.825,7.424,-49.807003,-58.0,-116.0,1328.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:04:238 AM,37602.507812,-49437.910156,4908.009766,-3.0,0.0,2.0,105.320007,-0.985,0.667,2.869,-38.0,-68.0,527.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:04:343 AM,37602.589844,-49437.980469,4908.859863,-3.0,0.0,2.0,106.179008,0.47,1.943,9.903001,15.0,13.0,70.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:12:04:447 AM,37602.640625,-49438.039062,4909.879883,-3.0,0.0,2.0,107.199005,0.662,1.657,8.599,2.0,-3.0,-13.0,-0.02,0.0,0.0,0.0,true
Jun 4 2024 11:12:04:541 AM,37602.667969,-49438.089844,4910.609863,-3.0,0.0,2.0,107.926003,0.573,1.189,7.177001,-1.0,-5.0,-14.0,-0.04,0.06,0.0,0.0,true
Jun 4 2024 11:12:04:639 AM,37602.800781,-49438.128906,4911.149902,-3.0,0.0,2.0,108.459007,2.13,0.81,4.474,16.0,-4.0,-27.0,-0.06,0.26,0.0,0.0,true
Jun 4 2024 11:12:04:740 AM,37603.417969,-49438.167969,4911.5,-3.0,0.0,2.0,108.813004,6.66,0.208,3.051,45.0,-6.0,-14.0,-0.08,0.42,0.0,0.0,true
Jun 4 2024 11:12:04:840 AM,37604.519531,-49438.25,4911.669922,-3.0,0.0,2.0,108.986008,11.661,-0.285,1.158,50.0,-5.0,-19.0,-0.1,0.59,0.0,0.0,true
Jun 4 2024 11:12:04:942 AM,37606.277344,-49438.367188,4911.739746,-3.0,0.0,2.0,109.058006,24.230001,-1.051,0.284,126.0,-8.0,-9.0,-0.12,0.69,0.0,0.0,true
Jun 4 2024 11:12:05:44 AM,37610.25,-49438.597656,4911.649902,-3.0,0.0,2.0,109.154007,43.425003,-2.106,-1.507,192.0,-11.0,-18.0,-0.12,0.77,0.0,0.0,true
Jun 4 2024 11:12:05:136 AM,37615.609375,-49438.898438,4911.429688,-3.0,0.0,3.0,109.374008,71.663002,-3.019,-3.563,282.0,-9.0,-21.0,-0.12,0.84,0.0,0.0,true
Jun 4 2024 11:12:05:241 AM,37626.328125,-49439.46875,4910.879883,-2.0,-1.0,3.0,109.917007,110.645004,-4.757,-6.005,390.0,-17.0,-24.0,-0.12,0.87,0.0,0.0,true
Jun 4 2024 11:12:05:346 AM,37640.378906,-49440.257812,4910.209961,-2.0,-1.0,3.0,110.593002,151.616013,-7.513,-8.249001,410.0,-28.0,-22.0,-0.13,0.89,0.0,0.0,true
Jun 4 2024 11:12:05:447 AM,37658.519531,-49441.378906,4909.25,-2.0,-1.0,3.0,111.551003,188.489014,-10.42,-10.777,369.0,-29.0,-25.0,-0.13,0.89,0.0,0.0,true
Jun 4 2024 11:12:05:543 AM,37678.660156,-49442.820312,4908.179688,-2.0,-2.0,3.0,112.621002,221.129013,-14.333001,-12.101001,326.0,-39.0,-13.0,-0.14,0.89,0.0,0.0,true
Jun 4 2024 11:12:05:648 AM,37703.359375,-49444.988281,4906.899902,-2.0,-2.0,3.0,113.905006,254.808014,-20.462002,-13.273001,337.0,-61.0,-12.0,-0.16,0.89,0.0,0.0,true
