,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 10:37:22:325 AM,37606.070312,-49438.230469,5014.52002,0.0,0.0,0.0,0.0,0.0,0.0,-122.116005,0.0,0.0,-1221.0,0.0,0.0,0.0,true
May 21 2024 10:37:22:325 AM,37606.070312,-49438.230469,5014.52002,0.0,0.0,0.0,0.0,0.0,0.0,-122.116005,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:37:22:326 AM,37606.070312,-49438.230469,5014.52002,0.0,0.0,0.0,0.0,0.0,0.0,-122.116005,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:37:22:708 AM,37606.070312,-49438.230469,4996.600098,0.0,0.0,0.0,17.919001,0.0,0.0,-219.937012,0.0,0.0,-978.0,0.0,0.0,0.0,true
May 21 2024 10:37:22:709 AM,37606.070312,-49438.230469,4996.600098,0.0,0.0,0.0,17.919001,0.0,0.0,-219.937012,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:37:22:709 AM,37606.070312,-49438.230469,4996.600098,0.0,0.0,0.0,17.919001,0.0,0.0,-219.937012,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:37:22:709 AM,37606.070312,-49438.230469,4996.600098,0.0,0.0,0.0,17.919001,0.0,0.0,-219.937012,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:37:22:816 AM,37606.070312,-49438.230469,4965.839844,0.0,0.0,0.0,48.685001,0.0,0.0,-327.470001,0.0,0.0,-1075.0,0.0,0.0,0.0,true
May 21 2024 10:37:22:908 AM,37605.25,-49438.898438,4932.620117,-1.0,0.0,1.0,81.899002,9.474,19.407001,-346.131012,95.0,194.0,-187.0,0.0,0.0,0.0,true
May 21 2024 10:37:23:8 AM,37602.929688,-49438.539062,4912.370117,-3.0,0.0,2.0,102.146004,5.012,11.767,-104.791008,-45.0,-76.0,2413.0,0.0,0.0,0.0,true
May 21 2024 10:37:23:111 AM,37602.429688,-49438.148438,4907.929688,-3.0,0.0,2.0,106.592003,-2.287,-2.028,-6.844,-73.0,-138.0,979.0,0.0,0.0,0.0,true
May 21 2024 10:37:23:213 AM,37602.519531,-49438.21875,4908.310059,-3.0,0.0,2.0,106.978004,0.22,1.399,8.774,25.0,34.0,156.0,0.0,0.0,0.0,true
May 21 2024 10:37:23:316 AM,37602.589844,-49438.289062,4909.339844,-3.0,0.0,2.0,108.007004,0.674,1.877,10.024,5.0,5.0,12.0,0.0,0.0,0.0,true
May 21 2024 10:37:23:408 AM,37602.609375,-49438.339844,4910.179688,-3.0,0.0,2.0,108.846008,0.629,1.574,8.066,0.0,-3.0,-20.0,0.0,0.0,0.0,true
May 21 2024 10:37:23:515 AM,37602.628906,-49438.398438,4910.889648,-3.0,0.0,2.0,109.551003,0.457,1.018,5.343,-2.0,-6.0,-27.0,0.0,0.0,0.0,true
May 21 2024 10:37:23:607 AM,37602.648438,-49438.449219,4911.299805,-3.0,0.0,2.0,109.962006,0.331,0.52,3.699,-1.0,-5.0,-16.0,0.0,0.0,0.0,true
