,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 9:08:04:231 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,-1061.0,0.0,0.0,0.0,true
May 21 2024 9:08:04:231 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:08:04:232 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:08:05:31 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,-978.0,0.0,0.0,0.0,true
May 21 2024 9:08:05:32 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:08:05:32 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:08:05:33 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:08:05:138 AM,37606.070312,-49438.230469,4972.0,0.0,0.0,0.0,44.501003,0.0,0.0,-308.676025,0.0,0.0,-1047.0,0.0,0.0,0.0,true
May 21 2024 9:08:05:231 AM,37605.800781,-49438.867188,4938.279785,0.0,0.0,0.0,78.219002,0.675,12.251,-374.568024,7.0,123.0,-659.0,0.0,0.0,0.0,true
May 21 2024 9:08:05:336 AM,37603.097656,-49438.640625,4913.77002,-3.0,0.0,2.0,102.731003,5.801,13.066001,-125.847008,51.0,8.0,2487.0,0.0,0.0,0.0,true
