,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 12:04:49:419 PM,37603.859375,-49438.328125,4912.159668,-3.0,0.0,2.0,110.925003,8.003,-0.555,-0.714,33.0,-1.0,-4.0,-0.06,0.23,0.0,0.0,true
Jun 4 2024 12:04:49:520 PM,37604.757812,-49438.390625,4912.100098,-3.0,0.0,2.0,110.986008,10.923,-0.622,-0.576,29.0,-1.0,1.0,-0.07,0.23,0.0,0.0,true
Jun 4 2024 12:04:49:625 PM,37605.960938,-49438.449219,4912.009766,-3.0,0.0,2.0,111.068008,12.924001,-0.615,-0.859,20.0,0.0,-3.0,-0.07,0.2,0.0,0.0,true
Jun 4 2024 12:04:49:728 PM,37607.558594,-49438.539062,4911.919922,-3.0,0.0,2.0,111.157005,16.802,-0.834,-0.978,39.0,-2.0,-1.0,-0.07,0.15,0.0,0.0,true
Jun 4 2024 12:04:49:823 PM,37609.339844,-49438.609375,4911.819824,-3.0,0.0,2.0,111.260002,21.897001,-0.958,-1.286,51.0,-1.0,-3.0,-0.07,0.0,0.0,0.0,true
Jun 4 2024 12:04:49:920 PM,37612.097656,-49438.738281,4911.649902,-3.0,0.0,2.0,111.434006,32.565002,-1.291,-1.808,107.0,-3.0,-5.0,-0.07,0.0,0.0,0.0,true
Jun 4 2024 12:04:50:19 PM,37615.679688,-49438.898438,4911.419922,-3.0,0.0,2.0,111.656006,39.155003,-1.621,-2.315,66.0,-3.0,-5.0,-0.08,0.0,0.0,0.0,true
Jun 4 2024 12:04:50:119 PM,37619.890625,-49439.058594,4911.169922,-3.0,0.0,2.0,111.912003,43.149002,-1.207,-2.189,40.0,4.0,1.0,-0.08,0.0,0.0,0.0,true
Jun 4 2024 12:04:50:221 PM,37624.460938,-49439.207031,4910.939941,-3.0,0.0,2.0,112.141006,45.574001,-1.325,-2.248,24.0,-1.0,-1.0,-0.08,0.0,0.0,0.0,true
Jun 4 2024 12:04:50:327 PM,37629.359375,-49439.378906,4910.699707,-3.0,0.0,2.0,112.381004,47.334003,-1.478,-2.431,18.0,-2.0,-2.0,-0.08,0.0,0.0,0.0,true
