,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:31:03:156 AM,37602.597656,-49438.078125,4908.319824,-3.0,0.0,2.0,106.700005,0.242,1.699,9.075001,22.0,23.0,140.0,0.0,0.0,0.0,true
May 22 2024 10:31:03:263 AM,37602.667969,-49438.148438,4909.399902,-3.0,0.0,2.0,107.781006,0.669,1.918,10.001,4.0,2.0,9.0,0.0,0.0,0.0,true
May 22 2024 10:31:03:358 AM,37602.699219,-49438.199219,4910.25,-3.0,0.0,2.0,108.627007,0.582,1.489,7.658,-1.0,-4.0,-23.0,0.0,0.0,0.0,true
May 22 2024 10:31:03:457 AM,37602.71875,-49438.257812,4910.879883,-3.0,0.0,2.0,109.263008,0.435,0.957,5.458,-1.0,-5.0,-22.0,0.0,0.0,0.0,true
May 22 2024 10:31:03:557 AM,37602.75,-49438.308594,4911.330078,-3.0,0.0,2.0,109.709007,0.311,0.452,3.561,-1.0,-5.0,-19.0,0.0,0.0,0.0,true
May 22 2024 10:31:03:657 AM,37602.769531,-49438.347656,4911.600098,-3.0,0.0,2.0,109.981003,0.206,0.113,2.044,-1.0,-3.0,-15.0,0.0,0.0,0.0,true
May 22 2024 10:31:03:754 AM,37602.769531,-49438.398438,4911.779785,-3.0,0.0,2.0,110.154007,0.134,-0.075,1.431,-1.0,-2.0,-6.0,0.0,0.0,0.0,true
May 22 2024 10:31:03:864 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,-1.0,1.0,-14.0,0.0,0.0,0.0,true
May 22 2024 10:31:03:954 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:63 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:158 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:262 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:361 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:455 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:554 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:656 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:756 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:855 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:04:957 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:58 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:157 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:258 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:361 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:459 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:561 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:663 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:755 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:856 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:05:958 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:57 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:160 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:260 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:364 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:465 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:558 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:659 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:758 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:859 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:06:961 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:56 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:160 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:256 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:363 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:460 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:556 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:663 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:756 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:867 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:07:961 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:314 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:314 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:315 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:658 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:659 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:660 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:997 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:998 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:998 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:08:999 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:09:330 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:09:330 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:09:331 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:09:663 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:09:664 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:09:664 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:09:998 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:09:999 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:10:0 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:10:1 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:10:333 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:10:334 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:10:334 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:10:673 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:10:674 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:10:674 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:10:675 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:13 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:14 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:14 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:346 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:347 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:348 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:684 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:685 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:685 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:11:686 AM,37602.757812,-49438.429688,4911.879883,-3.0,0.0,2.0,110.259003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:31:12:8 AM,37602.757812,-49438.429688,4911.830078,-3.0,0.0,2.0,110.308006,0.038,1.192,0.059,0.0,12.0,1.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:9 AM,37602.757812,-49438.429688,4911.830078,-3.0,0.0,2.0,110.308006,0.038,1.192,0.059,0.0,0.0,0.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:9 AM,37602.757812,-49438.429688,4911.830078,-3.0,0.0,2.0,110.308006,0.038,1.192,0.059,0.0,0.0,0.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:62 AM,37602.757812,-49438.488281,4911.870117,-3.0,0.0,2.0,110.350006,0.068,-0.21,0.364,0.0,-14.0,3.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:162 AM,37602.757812,-49438.488281,4911.919922,-3.0,0.0,2.0,110.401009,0.043,-0.052,0.34,0.0,2.0,0.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:258 AM,37602.757812,-49438.488281,4911.949707,-3.0,0.0,2.0,110.429008,0.024,-0.066,0.105,0.0,0.0,-2.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:364 AM,37602.757812,-49438.488281,4911.989746,-3.0,0.0,2.0,110.464005,0.03,-0.035,0.251,0.0,0.0,1.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:464 AM,37602.757812,-49438.488281,4912.02002,-3.0,0.0,2.0,110.490005,0.035,-0.043,0.263,0.0,0.0,0.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:557 AM,37602.757812,-49438.480469,4912.029785,-3.0,0.0,2.0,110.508003,0.032,-0.054,0.107,0.0,0.0,-2.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:658 AM,37602.757812,-49438.480469,4912.049805,-3.0,0.0,2.0,110.525002,0.026,-0.078,0.081,0.0,0.0,0.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:760 AM,37602.757812,-49438.46875,4912.060059,-3.0,0.0,2.0,110.534004,0.017,-0.039,0.0,0.0,0.0,-1.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:862 AM,37602.757812,-49438.46875,4912.069824,-3.0,0.0,2.0,110.541008,0.028,-0.045,0.042,0.0,0.0,0.0,0.01,0.0,0.0,true
May 22 2024 10:31:12:955 AM,37602.757812,-49438.46875,4912.069824,-3.0,0.0,2.0,110.547005,0.023,-0.071,0.122,0.0,0.0,1.0,-0.99,0.0,0.0,true
May 22 2024 10:31:13:59 AM,37602.757812,-49438.457031,4912.080078,-3.0,0.0,2.0,110.552002,0.001,-0.041,0.044,0.0,0.0,-1.0,-0.99,1.0,0.0,true
May 22 2024 10:31:13:158 AM,37602.820312,-49438.46875,4912.080078,-3.0,0.0,2.0,110.555008,2.485,-0.606,-0.07,25.0,-6.0,-1.0,-0.99,1.0,0.0,true
May 22 2024 10:31:13:257 AM,37603.648438,-49438.777344,4912.040039,-3.0,0.0,3.0,110.591003,12.744,-3.501,-1.186,103.0,-29.0,-11.0,-0.99,1.0,0.0,true
May 22 2024 10:31:13:362 AM,37606.667969,-49439.847656,4911.909668,-3.0,-1.0,3.0,110.727005,38.366001,-10.944,-2.419,256.0,-74.0,-12.0,-0.99,1.0,0.0,true
May 22 2024 10:31:13:463 AM,37613.488281,-49442.507812,4911.560059,-2.0,-2.0,3.0,111.073006,82.251007,-24.588001,-5.802,439.0,-136.0,-34.0,-0.99,1.0,0.0,true
May 22 2024 10:31:13:560 AM,37623.550781,-49446.597656,4911.0,-2.0,-4.0,4.0,111.633003,117.973007,-40.068001,-6.748,357.0,-155.0,-9.0,-0.99,1.0,0.0,true
May 22 2024 10:31:13:663 AM,37637.929688,-49452.910156,4910.439941,-2.0,-6.0,4.0,112.197006,151.355011,-60.689003,-5.956,334.0,-206.0,8.0,-0.99,1.0,0.0,true
May 22 2024 10:31:13:756 AM,37653.410156,-49460.519531,4909.929688,-2.0,-9.0,4.0,112.705002,178.516006,-81.474007,-6.432,272.0,-208.0,-5.0,-0.99,1.0,0.0,true
May 22 2024 10:31:13:858 AM,37672.847656,-49471.378906,4909.350098,-1.0,-13.0,5.0,113.282005,204.95401,-108.073006,-6.587,264.0,-266.0,-2.0,-0.99,1.0,0.0,true
May 22 2024 10:31:13:963 AM,37695.121094,-49485.71875,4908.77002,-1.0,-17.0,5.0,113.861008,227.91301,-140.34201,-6.389,230.0,-323.0,2.0,-0.99,1.0,0.0,true
May 22 2024 10:31:14:62 AM,37717.898438,-49502.6875,4908.22998,-1.0,-22.0,5.0,114.406006,244.187012,-177.883011,-6.707,163.0,-375.0,-3.0,-0.99,1.0,0.0,true
May 22 2024 10:31:14:162 AM,37742.808594,-49523.390625,4907.549805,-1.0,-26.0,5.0,115.087006,269.538025,-211.774017,-7.927001,254.0,-339.0,-12.0,0.01,1.0,0.0,true
May 22 2024 10:31:14:256 AM,37770.429688,-49543.738281,4906.719727,-1.0,-29.0,5.0,115.916008,311.368011,-222.918015,-8.897,418.0,-111.0,-10.0,1.01,1.0,0.0,true
May 22 2024 10:31:14:355 AM,37804.730469,-49563.949219,4905.620117,0.0,-30.0,4.0,117.011009,358.746002,-212.481003,-10.945001,474.0,104.0,-20.0,1.01,1.0,0.0,true
May 22 2024 10:31:14:463 AM,37847.019531,-49583.519531,4904.139648,-1.0,-28.0,3.0,118.496002,407.804016,-190.119003,-14.748001,491.0,224.0,-38.0,1.01,1.0,0.0,true
May 22 2024 10:31:14:562 AM,37891.121094,-49598.9375,4902.379883,-1.0,-25.0,2.0,120.257004,452.045013,-168.853012,-18.164001,442.0,213.0,-34.0,0.01,1.0,0.0,true
May 22 2024 10:31:14:660 AM,37937.167969,-49616.617188,4900.589844,-1.0,-23.0,2.0,122.042007,483.081024,-191.362015,-18.479,310.0,-225.0,-3.0,0.01,1.0,0.0,true
May 22 2024 10:31:14:758 AM,37986.230469,-49636.828125,4898.779785,-1.0,-23.0,2.0,123.854004,513.251038,-209.705017,-19.023001,302.0,-183.0,-5.0,0.01,0.0,0.0,true
May 22 2024 10:31:14:860 AM,38039.808594,-49658.9375,4896.850098,-1.0,-23.0,2.0,125.784004,534.703003,-221.145004,-18.827002,215.0,-114.0,2.0,0.01,0.0,0.0,true
May 22 2024 10:31:14:956 AM,38091.167969,-49680.117188,4895.029785,-1.0,-23.0,2.0,127.604004,536.679016,-223.050003,-18.221001,20.0,-19.0,6.0,0.01,0.0,0.0,true
May 22 2024 10:31:15:56 AM,38144.179688,-49701.777344,4893.189941,-1.0,-23.0,2.0,129.439011,526.809021,-215.511017,-17.197001,-99.0,75.0,10.0,1.01,0.0,0.0,true
May 22 2024 10:31:15:155 AM,38195.878906,-49719.910156,4891.399902,-1.0,-21.0,1.0,131.235001,516.277039,-178.970001,-17.101002,-105.0,365.0,1.0,1.01,1.0,0.0,true
May 22 2024 10:31:15:258 AM,38247.839844,-49737.550781,4889.600098,-2.0,-20.0,1.0,133.031006,502.203033,-176.239014,-16.684,-141.0,27.0,4.0,0.01,1.0,0.0,true
May 22 2024 10:31:15:358 AM,38297.910156,-49755.347656,4887.959961,-2.0,-20.0,1.0,134.672012,503.887024,-176.652008,-16.163,17.0,-4.0,5.0,1.01,1.0,0.0,true
May 22 2024 10:31:15:458 AM,38349.789062,-49771.078125,4886.350098,-2.0,-19.0,1.0,136.282013,522.322021,-154.53801,-16.271,184.0,221.0,-1.0,1.01,1.0,0.0,true
May 22 2024 10:31:15:558 AM,38403.777344,-49782.117188,4884.699707,-2.0,-16.0,-1.0,137.937012,546.113037,-109.442009,-17.357,238.0,451.0,-11.0,1.01,1.0,0.0,true
May 22 2024 10:31:15:659 AM,38461.210938,-49788.789062,4882.909668,-1.0,-11.0,-1.0,139.720001,575.574036,-74.721001,-18.674002,295.0,347.0,-13.0,0.01,0.0,0.0,true
May 22 2024 10:31:15:761 AM,38520.597656,-49797.347656,4881.089844,-1.0,-10.0,-1.0,141.541,591.277039,-78.391006,-17.726002,157.0,-37.0,9.0,1.01,0.0,0.0,true
May 22 2024 10:31:15:859 AM,38578.6875,-49802.878906,4879.330078,-1.0,-8.0,-1.0,143.305008,586.848022,-45.995003,-17.704,-44.0,324.0,0.0,1.01,0.0,0.0,true
May 22 2024 10:31:15:962 AM,38637.660156,-49802.558594,4877.5,-2.0,-4.0,-2.0,145.133011,563.990051,9.222,-17.738001,-229.0,552.0,0.0,0.01,0.0,0.0,true
May 22 2024 10:31:16:62 AM,38692.660156,-49801.070312,4875.739746,-2.0,-1.0,-2.0,146.896011,546.671997,12.714001,-15.941001,-173.0,35.0,18.0,0.01,1.0,0.0,true
May 22 2024 10:31:16:158 AM,38743.828125,-49802.648438,4874.25,-2.0,-1.0,0.0,148.383011,528.295044,-10.629001,-14.341001,-184.0,-233.0,16.0,-0.99,1.0,0.0,true
May 22 2024 10:31:16:263 AM,38798.539062,-49808.980469,4872.859863,-2.0,-4.0,1.0,149.772003,516.584045,-57.980003,-12.801001,-117.0,-474.0,15.0,-0.99,1.0,0.0,true
May 22 2024 10:31:16:355 AM,38846.367188,-49817.550781,4871.799805,-2.0,-7.0,2.0,150.834,524.923035,-82.074005,-12.108001,83.0,-241.0,7.0,0.01,1.0,0.0,true
May 22 2024 10:31:16:456 AM,38901.398438,-49823.839844,4870.589844,-1.0,-7.0,1.0,152.043015,546.522034,-60.057003,-12.554001,216.0,220.0,-4.0,1.01,1.0,0.0,true
