,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 30 2024 12:06:39:850 PM,37606.070312,-49438.230469,5011.540039,0.0,0.0,0.0,0.0,0.0,0.0,-142.748001,0.0,0.0,-1427.0,0.0,0.0,0.0,0.0,true
May 30 2024 12:06:39:850 PM,37606.070312,-49438.230469,5011.540039,0.0,0.0,0.0,0.0,0.0,0.0,-142.748001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 30 2024 12:06:39:850 PM,37606.070312,-49438.230469,5011.540039,0.0,0.0,0.0,0.0,0.0,0.0,-142.748001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 30 2024 12:06:40:417 PM,37606.070312,-49438.230469,4991.560059,0.0,0.0,0.0,19.981001,0.0,0.0,-240.548004,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
May 30 2024 12:06:40:418 PM,37606.070312,-49438.230469,4991.560059,0.0,0.0,0.0,19.981001,0.0,0.0,-240.548004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 30 2024 12:06:40:418 PM,37606.070312,-49438.230469,4991.560059,0.0,0.0,0.0,19.981001,0.0,0.0,-240.548004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 30 2024 12:06:40:418 PM,37606.070312,-49438.230469,4991.560059,0.0,0.0,0.0,19.981001,0.0,0.0,-240.548004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 30 2024 12:06:40:532 PM,37606.070312,-49438.230469,4956.299805,0.0,0.0,0.0,55.235004,0.0,0.0,-354.261017,0.0,0.0,-1137.0,0.0,0.0,0.0,0.0,true
May 30 2024 12:06:40:616 PM,37604.640625,-49438.96875,4926.25,-1.0,0.0,1.0,85.288002,24.211,25.432001,-285.288025,242.0,254.0,690.0,0.0,0.0,0.0,0.0,true
May 30 2024 12:06:40:718 PM,37602.738281,-49438.570312,4910.620117,-3.0,0.0,2.0,100.912003,3.845,9.06,-73.170006,-204.0,-164.0,2121.0,0.0,0.0,0.0,0.0,true
