,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 9:11:53:666 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:53:765 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:53:865 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:53:965 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:65 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:166 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:266 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:366 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:466 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:566 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:666 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:769 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:871 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:54:964 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:65 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:171 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:264 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:364 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:464 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:572 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:663 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:763 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:863 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:55:963 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:63 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:163 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:263 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:363 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:463 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:563 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:666 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:772 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:868 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:56:965 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:63 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:170 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:269 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:370 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:470 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:570 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:670 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:770 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:870 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:57:970 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:70 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:170 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:270 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:370 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:470 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:570 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:670 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:770 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:871 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:58:967 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:68 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:170 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:270 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:363 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:463 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:563 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:663 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:763 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:863 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:11:59:963 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:63 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:163 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:263 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:363 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:463 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:563 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:666 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:765 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:871 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:00:966 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:70 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:170 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:270 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:370 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:470 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:570 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:670 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:770 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:870 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:01:970 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:70 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:170 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:270 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:370 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:470 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:570 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:670 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:770 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:870 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:02:970 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:70 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:170 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:270 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:368 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:468 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:569 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:669 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:769 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:869 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:03:969 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:69 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:169 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:269 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:369 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:469 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:569 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:669 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:769 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:869 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:04:963 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:12:05:63 AM,37602.6875,-49438.488281,4911.830078,-3.0,0.0,2.0,112.213005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
