,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 10:23:10:9 AM,38605.097656,-49518.257812,4869.419922,-2.0,-4.0,3.0,153.698013,217.680008,-26.147001,-6.448,-146.0,-120.0,12.0,-0.98,0.0,0.0,true
May 21 2024 10:23:10:112 AM,38626.917969,-49521.167969,4868.799805,-2.0,-5.0,3.0,154.31601,205.791016,-22.040001,-6.085001,-119.0,41.0,4.0,0.02,0.0,0.0,true
May 21 2024 10:23:10:219 AM,38648.417969,-49522.777344,4868.159668,-2.0,-5.0,3.0,154.959015,194.470016,-16.258001,-5.833,-113.0,58.0,3.0,0.02,0.0,0.0,true
May 21 2024 10:23:10:311 AM,38665.777344,-49524.027344,4867.629883,-2.0,-5.0,3.0,155.488007,185.266006,-13.804001,-5.602,-92.0,25.0,2.0,0.02,0.0,0.0,true
May 21 2024 10:23:10:416 AM,38684.898438,-49525.359375,4867.060059,-2.0,-5.0,3.0,156.054001,175.052002,-12.122001,-5.213,-102.0,17.0,4.0,0.02,0.0,0.0,true
May 21 2024 10:23:10:517 AM,38702.140625,-49526.519531,4866.560059,-2.0,-5.0,3.0,156.556015,165.88501,-11.079,-4.934,-92.0,10.0,3.0,0.02,0.0,0.0,true
May 21 2024 10:23:10:614 AM,38717.828125,-49527.558594,4866.109863,-2.0,-5.0,3.0,157.003006,157.642014,-10.316001,-4.651,-82.0,8.0,3.0,0.02,0.0,0.0,true
May 21 2024 10:23:10:708 AM,38732.449219,-49528.519531,4865.699707,-2.0,-5.0,3.0,157.418015,150.054001,-9.68,-4.282,-76.0,6.0,4.0,0.02,0.0,0.0,true
May 21 2024 10:23:10:815 AM,38748.039062,-49529.519531,4865.25,-2.0,-4.0,3.0,157.867004,142.064011,-9.016001,-4.14,-80.0,7.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:23:10:909 AM,38761.039062,-49530.339844,4864.870117,-2.0,-4.0,3.0,158.25,135.513,-8.446,-3.953,-66.0,6.0,2.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:9 AM,38774.347656,-49531.160156,4864.47998,-2.0,-4.0,3.0,158.639008,128.805008,-7.827,-4.056,-67.0,6.0,-1.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:109 AM,38786.847656,-49531.910156,4864.129883,-2.0,-4.0,3.0,158.981003,122.575005,-7.341001,-3.499,-62.0,5.0,6.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:216 AM,38799.757812,-49532.679688,4863.790039,-2.0,-4.0,3.0,159.327011,116.252007,-6.866,-3.142,-63.0,5.0,4.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:314 AM,38810.96875,-49533.328125,4863.47998,-2.0,-4.0,3.0,159.63501,110.866005,-6.445,-2.915,-54.0,4.0,2.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:417 AM,38821.878906,-49533.957031,4863.189941,-2.0,-4.0,3.0,159.924011,105.726006,-6.084,-2.814,-51.0,4.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:513 AM,38832.070312,-49534.539062,4862.919922,-2.0,-4.0,3.0,160.201004,101.026009,-5.743001,-2.717,-47.0,3.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:618 AM,38842.417969,-49535.109375,4862.629883,-2.0,-4.0,3.0,160.48201,96.347008,-5.411,-2.691,-47.0,3.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:717 AM,38851.71875,-49535.617188,4862.370117,-2.0,-4.0,3.0,160.742004,92.199005,-5.027,-2.583,-41.0,4.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:817 AM,38860.757812,-49536.109375,4862.129883,-2.0,-4.0,3.0,160.981003,88.139008,-4.746,-2.217,-41.0,3.0,4.0,0.02,0.0,0.0,true
May 21 2024 10:23:11:912 AM,38868.988281,-49536.539062,4861.919922,-2.0,-4.0,3.0,161.19101,84.522003,-4.504,-2.218,-36.0,2.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:23:12:10 AM,38877.058594,-49536.96875,4861.719727,-2.0,-4.0,3.0,161.399002,81.060005,-4.255,-2.1,-35.0,2.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:23:12:113 AM,38885.257812,-49537.398438,4861.5,-2.0,-4.0,3.0,161.614014,77.628006,-3.98,-2.205,-34.0,3.0,-1.0,0.02,0.0,0.0,true
May 21 2024 10:23:12:211 AM,38892.730469,-49537.769531,4861.310059,-2.0,-4.0,3.0,161.803009,74.586006,-3.777,-1.981,-30.0,2.0,2.0,0.02,0.0,0.0,true
May 21 2024 10:23:12:316 AM,38900.417969,-49538.140625,4861.100098,-2.0,-4.0,3.0,162.019012,71.543007,-3.47,-1.923,-30.0,3.0,1.0,0.02,0.0,0.0,true
