,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:00:44:140 AM,37670.128906,-49469.488281,4909.419922,-1.0,-12.0,5.0,112.840004,203.264008,-103.457008,-6.521,266.0,-253.0,-1.0,-0.98,1.0,0.0,true
May 22 2024 10:00:44:240 AM,37691.300781,-49482.597656,4908.850098,-1.0,-16.0,5.0,113.411003,226.315018,-133.393005,-6.622,231.0,-299.0,-1.0,-0.98,1.0,0.0,true
May 22 2024 10:00:44:340 AM,37714.269531,-49498.9375,4908.290039,-1.0,-21.0,5.0,113.961006,245.058014,-169.56601,-6.679,187.0,-362.0,-1.0,0.02,1.0,0.0,true
May 22 2024 10:00:44:440 AM,37740.738281,-49517.589844,4907.509766,-1.0,-24.0,5.0,114.747002,285.604004,-189.849014,-8.989,405.0,-203.0,-23.0,1.02,1.0,0.0,true
May 22 2024 10:00:44:539 AM,37771.859375,-49535.339844,4906.449707,-1.0,-26.0,4.0,115.804008,332.699005,-185.225006,-11.055,471.0,46.0,-21.0,1.02,1.0,0.0,true
May 22 2024 10:00:44:637 AM,37807.898438,-49551.25,4905.139648,-1.0,-25.0,3.0,117.116005,377.412018,-168.852005,-13.413001,447.0,164.0,-24.0,1.02,1.0,0.0,true
May 22 2024 10:00:44:736 AM,37848.289062,-49564.589844,4903.569824,-1.0,-23.0,2.0,118.687004,420.303009,-139.642014,-16.226,429.0,292.0,-28.0,1.02,1.0,0.0,true
May 22 2024 10:00:44:834 AM,37892.308594,-49573.71875,4901.72998,-1.0,-19.0,1.0,120.530006,458.624023,-94.106003,-14.046,383.0,455.0,22.0,1.02,1.0,0.0,true
May 22 2024 10:00:44:943 AM,37944.058594,-49576.488281,4899.699707,-1.0,-12.0,0.0,122.554008,490.022034,-17.749001,-20.512001,314.0,764.0,-65.0,1.02,1.0,0.0,true
May 22 2024 10:00:45:38 AM,37991.859375,-49571.96875,4897.679688,-2.0,-5.0,-1.0,124.576004,513.756042,52.518002,-22.456001,237.0,703.0,-19.0,1.02,1.0,0.0,true
May 22 2024 10:00:45:143 AM,38046.96875,-49561.660156,4895.069824,-2.0,2.0,-1.0,127.184006,553.162048,102.034004,-28.957001,394.0,495.0,-65.0,0.02,1.0,0.0,true
May 22 2024 10:00:45:236 AM,38100.558594,-49552.449219,4892.159668,-2.0,6.0,0.0,130.100006,579.328003,101.078003,-31.373001,262.0,-10.0,-24.0,0.02,1.0,0.0,true
May 22 2024 10:00:45:334 AM,38157.277344,-49545.179688,4889.139648,-2.0,7.0,1.0,133.114014,584.718018,89.013,-30.419001,54.0,-121.0,10.0,0.02,1.0,0.0,true
May 22 2024 10:00:45:442 AM,38220.878906,-49536.96875,4885.830078,-2.0,7.0,1.0,136.421005,589.578003,83.723007,-30.622002,49.0,-53.0,-2.0,0.02,1.0,0.0,true
May 22 2024 10:00:45:534 AM,38275.359375,-49529.890625,4883.040039,-2.0,7.0,2.0,139.216003,593.327026,82.091003,-30.088001,37.0,-16.0,5.0,0.02,1.0,0.0,true
May 22 2024 10:00:45:635 AM,38335.828125,-49523.917969,4880.129883,-2.0,6.0,2.0,142.121002,597.166016,57.271004,-28.000002,38.0,-248.0,21.0,-0.98,1.0,0.0,true
May 22 2024 10:00:45:737 AM,38397.179688,-49523.167969,4877.580078,-2.0,3.0,4.0,144.672012,616.699036,6.151,-25.571001,195.0,-511.0,24.0,-0.98,1.0,0.0,true
May 22 2024 10:00:45:839 AM,38462.488281,-49529.160156,4875.399902,-2.0,-1.0,5.0,146.860001,654.734009,-55.878002,-18.087002,380.0,-620.0,75.0,0.02,1.0,0.0,true
May 22 2024 10:00:45:939 AM,38530.550781,-49536.019531,4873.359863,-1.0,-4.0,5.0,148.893005,698.337036,-66.494003,-22.476002,436.0,-106.0,-44.0,0.02,1.0,0.0,true
May 22 2024 10:00:46:38 AM,38602.800781,-49541.6875,4871.02002,-1.0,-5.0,4.0,151.235001,736.390015,-65.582001,-23.713001,381.0,9.0,-12.0,0.02,1.0,0.0,true
May 22 2024 10:00:46:133 AM,38675.117188,-49547.179688,4868.739746,-1.0,-5.0,4.0,153.520004,769.856018,-64.189003,-24.125002,335.0,14.0,-4.0,0.02,1.0,0.0,true
May 22 2024 10:00:46:241 AM,38760.519531,-49551.949219,4866.109863,0.0,-4.0,3.0,156.150009,804.245056,-41.743004,-24.365002,344.0,224.0,-2.0,1.02,1.0,0.0,true
May 22 2024 10:00:46:343 AM,38843.75,-49550.46875,4863.429688,0.0,-1.0,2.0,158.823013,829.528015,10.975,-26.140001,253.0,527.0,-18.0,0.02,1.0,0.0,true
May 22 2024 10:00:46:433 AM,38920.519531,-49548.257812,4861.080078,0.0,1.0,2.0,161.177002,857.761047,21.312,-25.651001,282.0,103.0,5.0,0.02,1.0,0.0,true
May 22 2024 10:00:46:541 AM,39014.679688,-49545.308594,4858.350098,0.0,2.0,2.0,163.908005,889.462036,30.682001,-25.356001,317.0,94.0,3.0,-0.98,1.0,0.0,true
May 22 2024 10:00:46:647 AM,39109.117188,-49545.699219,4855.959961,0.0,1.0,3.0,166.294006,910.30304,-5.047,-21.981001,208.0,-357.0,34.0,-0.98,0.0,0.0,true
May 22 2024 10:00:46:740 AM,39195.167969,-49551.457031,4854.179688,0.0,-3.0,4.0,168.078003,911.403015,-47.874001,-18.965,11.0,-428.0,30.0,0.02,0.0,0.0,true
May 22 2024 10:00:46:841 AM,39285.828125,-49556.699219,4852.389648,0.0,-4.0,4.0,169.863007,906.136047,-53.346001,-16.33,-53.0,-55.0,26.0,0.02,0.0,0.0,true
May 22 2024 10:00:46:937 AM,39372.898438,-49561.96875,4850.879883,-1.0,-4.0,4.0,171.380005,893.979065,-57.821003,-13.793,-122.0,-45.0,25.0,0.02,0.0,0.0,true
May 22 2024 10:00:47:36 AM,39460.050781,-49567.257812,4849.600098,-1.0,-4.0,4.0,172.651001,878.378052,-57.120003,-11.029,-156.0,7.0,28.0,0.02,0.0,0.0,true
May 22 2024 10:00:47:138 AM,39549.167969,-49572.449219,4848.739746,-1.0,-4.0,3.0,173.511002,860.103027,-52.996002,-6.888,-183.0,41.0,41.0,0.02,0.0,0.0,true
May 22 2024 10:00:47:234 AM,39630.949219,-49576.898438,4848.179688,0.0,-3.0,3.0,174.074005,847.130066,-48.303001,-4.037,-130.0,47.0,29.0,0.02,0.0,0.0,true
May 22 2024 10:00:47:339 AM,39720.777344,-49581.378906,4848.02002,0.0,-3.0,3.0,174.235016,846.28302,-44.075001,-0.705,-8.0,42.0,33.0,0.02,-1.0,0.0,true
May 22 2024 10:00:47:436 AM,39802.21875,-49585.097656,4848.299805,0.0,-3.0,3.0,174.51001,827.715027,-38.696003,4.733,-186.0,54.0,54.0,0.02,-1.0,0.0,true
May 22 2024 10:00:47:534 AM,39880.628906,-49588.289062,4848.810059,0.0,-3.0,3.0,175.02301,778.156067,-32.32,6.213,-496.0,64.0,15.0,0.02,-1.0,0.0,true
May 22 2024 10:00:47:634 AM,39955.398438,-49590.988281,4849.47998,0.0,-2.0,3.0,175.690002,736.926025,-26.854002,7.912,-412.0,55.0,17.0,0.02,0.0,0.0,true
May 22 2024 10:00:47:738 AM,40032.289062,-49593.4375,4850.429688,0.0,-2.0,3.0,176.646011,717.44104,-22.718,9.455001,-195.0,41.0,15.0,0.02,0.0,0.0,true
May 22 2024 10:00:47:838 AM,40099.769531,-49595.320312,4851.370117,0.0,-2.0,3.0,177.588013,658.611023,-17.959002,10.102,-588.0,48.0,6.0,0.02,0.0,0.0,true
May 22 2024 10:00:47:935 AM,40160.738281,-49596.769531,4852.25,-1.0,-2.0,3.0,178.462006,607.790039,-14.367001,9.13,-508.0,36.0,-10.0,0.02,0.0,0.0,true
May 22 2024 10:00:48:33 AM,40218.078125,-49597.867188,4853.120117,-1.0,-2.0,2.0,179.334015,561.585999,-10.282001,7.849,-462.0,41.0,-13.0,0.02,0.0,0.0,true
May 22 2024 10:00:48:139 AM,40274.488281,-49598.589844,4854.069824,-1.0,-1.0,2.0,180.281006,513.975037,-6.164001,7.737,-476.0,41.0,-1.0,0.02,-1.0,0.0,true
May 22 2024 10:00:48:234 AM,40320.679688,-49598.878906,4854.859863,-1.0,-1.0,2.0,181.072006,462.795013,-2.553,5.804,-512.0,36.0,-19.0,0.02,-1.0,0.0,true
May 22 2024 10:00:48:336 AM,40364.339844,-49598.738281,4855.649902,-1.0,-1.0,2.0,181.863007,402.310028,0.704,5.346,-605.0,33.0,-5.0,0.02,-1.0,0.0,true
May 22 2024 10:00:48:436 AM,40401.429688,-49598.457031,4856.359863,-1.0,-1.0,2.0,182.575012,341.155029,2.42,4.595,-612.0,17.0,-8.0,0.02,-1.0,0.0,true
May 22 2024 10:00:48:541 AM,40433.539062,-49598.878906,4857.109863,-1.0,-1.0,2.0,183.327011,276.02301,-9.023001,5.992,-651.0,-114.0,14.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:48:634 AM,40456.339844,-49601.0,4857.879883,-1.0,-2.0,3.0,184.096008,215.755005,-23.905001,6.209,-603.0,-149.0,2.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:48:739 AM,40475.078125,-49604.628906,4858.589844,-1.0,-4.0,3.0,184.802002,149.162003,-34.136002,4.331,-666.0,-102.0,-19.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:48:835 AM,40485.859375,-49607.648438,4858.919922,-1.0,-5.0,2.0,185.136002,78.556007,-24.415001,1.7,-706.0,97.0,-26.0,0.02,-1.0,0.0,true
May 22 2024 10:00:48:935 AM,40488.328125,-49608.027344,4859.129883,-1.0,-6.0,2.0,185.349014,-0.822,-0.696,2.905,-794.0,237.0,12.0,0.02,-1.0,0.0,true
May 22 2024 10:00:49:40 AM,40488.347656,-49608.019531,4859.149902,0.0,-6.0,2.0,185.365005,-10.114,2.41,-2.365,-93.0,31.0,-53.0,0.02,-1.0,0.0,true
May 22 2024 10:00:49:135 AM,40486.367188,-49607.828125,4858.909668,0.0,-6.0,2.0,185.604004,-37.348003,5.293,-3.582,-272.0,29.0,-12.0,0.02,-1.0,0.0,true
May 22 2024 10:00:49:236 AM,40480.4375,-49607.257812,4858.549805,0.0,-6.0,2.0,185.971008,-75.991005,8.975,-4.235,-386.0,37.0,-7.0,0.02,-1.0,0.0,true
May 22 2024 10:00:49:334 AM,40470.449219,-49606.277344,4858.129883,0.0,-6.0,2.0,186.386002,-119.476006,12.771001,-4.288,-435.0,38.0,-1.0,0.02,-1.0,0.0,true
May 22 2024 10:00:49:439 AM,40455.378906,-49604.820312,4857.639648,0.0,-6.0,2.0,186.876007,-160.508011,16.435001,-4.739,-410.0,37.0,-5.0,0.02,-1.0,0.0,true
May 22 2024 10:00:49:542 AM,40436.757812,-49603.0,4857.120117,0.0,-6.0,2.0,187.394012,-198.436005,20.044001,-5.259,-379.0,36.0,-5.0,0.02,-1.0,0.0,true
May 22 2024 10:00:49:639 AM,40415.71875,-49601.328125,4856.629883,0.0,-6.0,3.0,187.882004,-233.281006,17.455,-5.114,-348.0,-26.0,1.0,1.02,-1.0,0.0,true
May 22 2024 10:00:49:741 AM,40389.847656,-49600.320312,4856.129883,0.0,-7.0,3.0,188.391006,-269.505005,18.248001,-5.539,-362.0,8.0,-4.0,0.02,-1.0,0.0,true
May 22 2024 10:00:49:837 AM,40362.429688,-49597.1875,4855.549805,0.0,-7.0,2.0,188.970016,-303.040009,33.615002,-5.994,-335.0,154.0,-5.0,0.02,-1.0,0.0,true
May 22 2024 10:00:49:938 AM,40329.589844,-49592.949219,4854.879883,0.0,-7.0,2.0,189.637009,-338.525024,46.753002,-6.863,-355.0,131.0,-9.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:50:33 AM,40295.859375,-49586.617188,4854.129883,0.0,-6.0,2.0,190.387009,-367.370026,69.261002,-8.199,-288.0,225.0,-13.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:50:136 AM,40256.929688,-49577.449219,4853.189941,0.0,-4.0,2.0,191.332016,-395.378021,90.020004,-9.728001,-280.0,208.0,-15.0,-0.98,0.0,0.0,true
May 22 2024 10:00:50:241 AM,40214.019531,-49566.417969,4852.080078,0.0,1.0,2.0,192.436005,-414.992035,100.102005,-10.540001,-196.0,101.0,-8.0,-0.98,0.0,0.0,true
May 22 2024 10:00:50:337 AM,40174.460938,-49556.660156,4851.149902,0.0,7.0,2.0,193.367004,-415.187012,90.911003,-9.22,-2.0,-92.0,13.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:50:437 AM,40132.9375,-49549.5,4850.330078,0.0,13.0,3.0,194.185013,-416.848022,55.498001,-7.712,-17.0,-354.0,15.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:50:539 AM,40090.1875,-49547.398438,4849.719727,-1.0,20.0,4.0,194.796005,-428.688019,-6.044,-5.241,-118.0,-615.0,25.0,0.02,-1.0,0.0,true
May 22 2024 10:00:50:637 AM,40048.570312,-49553.417969,4850.299805,-1.0,24.0,5.0,195.377014,-432.889008,-99.369003,6.929,-42.0,-933.0,122.0,0.02,-1.0,0.0,true
May 22 2024 10:00:50:739 AM,40005.488281,-49569.160156,4851.159668,-1.0,25.0,6.0,196.235016,-427.960022,-177.318008,4.997,49.0,-779.0,-19.0,0.02,-1.0,0.0,true
May 22 2024 10:00:50:836 AM,39963.078125,-49587.578125,4851.399902,-1.0,25.0,6.0,196.474014,-443.718018,-201.093002,1.943,-158.0,-238.0,-31.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:50:935 AM,39917.230469,-49606.230469,4851.419922,-1.0,27.0,5.0,196.498016,-459.692017,-211.531006,2.754,-160.0,-104.0,8.0,0.02,-1.0,0.0,true
May 22 2024 10:00:51:38 AM,39869.097656,-49630.117188,4851.810059,-1.0,27.0,5.0,196.891006,-470.491028,-243.37001,5.487,-108.0,-318.0,27.0,0.02,-1.0,0.0,true
May 22 2024 10:00:51:142 AM,39818.449219,-49656.050781,4852.439941,-2.0,27.0,4.0,197.518005,-491.682037,-260.976013,7.93,-212.0,-176.0,24.0,0.02,-1.0,0.0,true
May 22 2024 10:00:51:236 AM,39770.257812,-49680.757812,4853.159668,-2.0,27.0,4.0,198.236008,-514.407043,-273.412018,8.251,-227.0,-124.0,3.0,0.02,-1.0,0.0,true
May 22 2024 10:00:51:340 AM,39714.710938,-49709.109375,4853.939941,-2.0,27.0,3.0,199.014008,-538.16803,-284.511017,9.027,-238.0,-111.0,8.0,0.02,0.0,0.0,true
May 22 2024 10:00:51:436 AM,39662.429688,-49735.640625,4854.879883,-2.0,26.0,3.0,199.961014,-544.939026,-286.739014,11.142,-68.0,-22.0,21.0,1.02,0.0,0.0,true
May 22 2024 10:00:51:534 AM,39610.347656,-49763.929688,4856.139648,-2.0,25.0,2.0,201.218002,-527.209045,-293.65802,13.452001,177.0,-69.0,23.0,0.02,0.0,0.0,true
May 22 2024 10:00:51:643 AM,39552.898438,-49792.417969,4857.609863,-1.0,24.0,1.0,202.685013,-517.777039,-261.100006,12.931001,94.0,326.0,-5.0,0.02,0.0,0.0,true
May 22 2024 10:00:51:737 AM,39505.128906,-49814.75,4858.779785,-1.0,24.0,1.0,203.852005,-498.937012,-240.719009,11.819,188.0,204.0,-11.0,0.02,0.0,0.0,true
May 22 2024 10:00:51:834 AM,39458.078125,-49836.46875,4859.810059,-1.0,24.0,0.0,204.882004,-475.572021,-221.924011,9.604,234.0,188.0,-22.0,0.02,0.0,0.0,true
May 22 2024 10:00:51:942 AM,39408.5,-49859.039062,4860.830078,-1.0,24.0,0.0,205.902008,-446.405029,-204.045013,8.535001,292.0,179.0,-11.0,0.02,0.0,0.0,true
May 22 2024 10:00:52:36 AM,39367.917969,-49877.328125,4861.689941,0.0,24.0,0.0,206.764008,-420.000031,-189.961014,8.874001,264.0,141.0,3.0,0.02,0.0,0.0,true
May 22 2024 10:00:52:141 AM,39326.039062,-49896.058594,4862.639648,0.0,24.0,0.0,207.718002,-390.963013,-175.786011,8.767,290.0,142.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:00:52:238 AM,39289.449219,-49912.328125,4863.529785,0.0,24.0,0.0,208.603012,-364.63501,-162.98201,8.833,263.0,128.0,1.0,0.02,0.0,0.0,true
May 22 2024 10:00:52:342 AM,39253.300781,-49928.339844,4864.409668,0.0,23.0,0.0,209.490005,-338.769012,-150.021011,7.826,259.0,130.0,-10.0,0.02,0.0,0.0,true
May 22 2024 10:00:52:435 AM,39222.859375,-49941.757812,4865.089844,0.0,23.0,0.0,210.167007,-317.320007,-139.147003,7.003,214.0,109.0,-8.0,0.02,0.0,0.0,true
May 22 2024 10:00:52:542 AM,39189.910156,-49956.199219,4865.790039,0.0,23.0,0.0,210.864014,-293.873016,-128.034012,6.471,234.0,111.0,-5.0,0.02,0.0,0.0,true
May 22 2024 10:00:52:636 AM,39163.300781,-49967.808594,4866.359863,0.0,23.0,0.0,211.437012,-274.851013,-119.319008,6.104,190.0,87.0,-4.0,0.02,0.0,0.0,true
