,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 3 2024 11:48:23:553 AM,37606.070312,-49438.230469,5011.429688,0.0,0.0,0.0,0.0,0.0,0.0,-143.384003,0.0,0.0,-1434.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:23:554 AM,37606.070312,-49438.230469,5011.429688,0.0,0.0,0.0,0.0,0.0,0.0,-143.384003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:23:554 AM,37606.070312,-49438.230469,5011.429688,0.0,0.0,0.0,0.0,0.0,0.0,-143.384003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:23:995 AM,37606.070312,-49438.230469,4991.389648,0.0,0.0,0.0,20.044001,0.0,0.0,-241.183014,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:23:996 AM,37606.070312,-49438.230469,4991.389648,0.0,0.0,0.0,20.044001,0.0,0.0,-241.183014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:23:996 AM,37606.070312,-49438.230469,4991.389648,0.0,0.0,0.0,20.044001,0.0,0.0,-241.183014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:23:996 AM,37606.070312,-49438.230469,4991.389648,0.0,0.0,0.0,20.044001,0.0,0.0,-241.183014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:106 AM,37606.070312,-49438.230469,4958.129883,0.0,0.0,0.0,53.308002,0.0,0.0,-349.241028,0.0,0.0,-1081.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:200 AM,37604.339844,-49438.917969,4925.060059,-1.0,0.0,1.0,86.373001,12.675,24.905001,-268.531006,127.0,249.0,807.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:305 AM,37602.539062,-49438.527344,4910.179688,-3.0,0.0,2.0,101.254005,3.527,8.633,-66.125,-91.0,-163.0,2024.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:407 AM,37602.347656,-49438.128906,4907.939941,-3.0,0.0,2.0,103.489006,-1.192,0.025,0.051,-47.0,-86.0,662.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:502 AM,37602.417969,-49438.199219,4908.580078,-3.0,0.0,2.0,104.123009,0.376,1.736,9.645,16.0,17.0,96.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:615 AM,37602.488281,-49438.277344,4909.689941,-3.0,0.0,2.0,105.240005,0.637,2.058,9.032001,3.0,3.0,-6.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:712 AM,37602.519531,-49438.339844,4910.52002,-3.0,0.0,2.0,106.063004,0.561,1.334,7.237,-1.0,-7.0,-18.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:814 AM,37602.539062,-49438.398438,4911.109863,-3.0,0.0,2.0,106.655006,0.389,0.778,4.661,-2.0,-6.0,-26.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:910 AM,37602.558594,-49438.449219,4911.489746,-3.0,0.0,2.0,107.034004,0.292,0.378,3.176,-1.0,-4.0,-15.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:24:997 AM,37602.578125,-49438.488281,4911.699707,-3.0,0.0,2.0,107.247002,0.203,0.111,2.233,-1.0,-3.0,-9.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:25:102 AM,37602.570312,-49438.539062,4911.870117,-3.0,0.0,2.0,107.414001,0.133,-0.102,1.332,-1.0,-2.0,-9.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:25:213 AM,37602.558594,-49438.570312,4911.919922,-3.0,0.0,2.0,107.470009,0.068,-0.255,0.493,-1.0,-2.0,-8.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:25:313 AM,37602.558594,-49438.617188,4911.959961,-3.0,0.0,2.0,107.508003,0.054,-0.303,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:25:414 AM,37602.558594,-49438.640625,4912.02002,-3.0,0.0,2.0,107.568008,0.056,-0.098,0.419,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:25:511 AM,37602.558594,-49438.640625,4912.060059,-3.0,0.0,2.0,107.609009,0.04,-0.054,0.336,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:25:614 AM,37602.558594,-49438.628906,4912.080078,-3.0,0.0,2.0,107.627007,0.024,-0.057,0.172,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:25:697 AM,37602.558594,-49438.628906,4912.100098,-3.0,0.0,2.0,107.644005,0.023,-0.067,0.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:25:806 AM,37602.558594,-49438.628906,4912.129883,-3.0,0.0,2.0,107.670006,0.028,-0.059,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:25:908 AM,37602.558594,-49438.609375,4912.109863,-3.0,0.0,2.0,107.682007,0.01,-0.092,-0.202,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:26:6 AM,37602.558594,-49438.609375,4912.129883,-3.0,0.0,2.0,107.698006,0.021,-0.027,0.128,0.0,1.0,3.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:48:26:111 AM,37602.558594,-49438.617188,4912.149902,-3.0,0.0,2.0,107.724007,0.032,-0.02,0.276,0.0,0.0,1.0,0.0,0.01,0.0,0.0,true
Jun 3 2024 11:48:26:208 AM,37602.578125,-49438.617188,4912.159668,-3.0,0.0,2.0,107.731003,2.168,-0.214,0.045,21.0,-2.0,-2.0,0.0,0.34,0.0,0.0,true
Jun 3 2024 11:48:26:309 AM,37603.078125,-49438.660156,4912.139648,-3.0,0.0,2.0,107.752007,6.516,-0.267,-0.374,43.0,-1.0,-4.0,0.0,0.72,0.0,0.0,true
Jun 3 2024 11:48:26:404 AM,37604.269531,-49438.6875,4912.089844,-3.0,0.0,2.0,107.804008,20.885,-0.17,-1.274,144.0,1.0,-9.0,0.02,0.87,0.0,0.0,true
Jun 3 2024 11:48:26:498 AM,37607.757812,-49438.699219,4911.929688,-3.0,0.0,2.0,107.959007,44.134003,0.003,-2.5,232.0,2.0,-12.0,0.05,1.0,0.0,0.0,true
Jun 3 2024 11:48:26:607 AM,37616.167969,-49438.539062,4911.549805,-2.0,0.0,2.0,108.346008,93.862007,1.614,-5.501,497.0,16.0,-30.0,0.09,1.0,0.0,0.0,true
Jun 3 2024 11:48:26:709 AM,37628.628906,-49438.039062,4910.919922,-2.0,0.0,2.0,108.970009,135.847,4.478,-7.258,420.0,29.0,-18.0,0.13,1.0,0.0,0.0,true
Jun 3 2024 11:48:26:806 AM,37644.007812,-49437.160156,4910.149902,-2.0,1.0,2.0,109.743004,173.263016,8.083,-9.225,374.0,36.0,-20.0,0.16,1.0,0.0,0.0,true
Jun 3 2024 11:48:26:897 AM,37661.648438,-49435.867188,4909.239746,-2.0,1.0,2.0,110.650002,207.477005,12.944,-10.93,342.0,49.0,-17.0,0.18,1.0,0.0,0.0,true
Jun 3 2024 11:48:27:6 AM,37686.847656,-49433.519531,4907.939941,-2.0,2.0,2.0,111.949005,247.978012,20.444,-12.731001,405.0,75.0,-18.0,0.21,1.0,0.0,0.0,true
Jun 3 2024 11:48:27:101 AM,37713.148438,-49430.507812,4906.639648,-1.0,3.0,2.0,113.258003,283.627014,28.170002,-13.698001,356.0,77.0,-10.0,0.23,1.0,0.0,0.0,true
Jun 3 2024 11:48:27:211 AM,37746.519531,-49425.910156,4905.069824,-1.0,4.0,1.0,114.827003,322.587006,39.276001,-14.786,390.0,111.0,-11.0,0.25,1.0,0.0,0.0,true
Jun 3 2024 11:48:27:309 AM,37780.339844,-49420.347656,4903.47998,-1.0,6.0,1.0,116.418007,357.317017,52.945004,-17.463001,347.0,137.0,-27.0,0.26,1.0,0.0,0.0,true
Jun 3 2024 11:48:27:410 AM,37817.558594,-49413.1875,4901.589844,-1.0,7.0,0.0,118.303009,391.456024,69.552002,-19.894001,341.0,166.0,-24.0,0.26,1.0,0.0,0.0,true
Jun 3 2024 11:48:27:500 AM,37855.140625,-49404.808594,4899.72998,-1.0,9.0,0.0,120.165009,422.383026,86.046005,-19.612001,309.0,165.0,3.0,0.26,1.0,0.0,0.0,true
Jun 3 2024 11:48:27:605 AM,37900.46875,-49393.230469,4897.689941,-1.0,11.0,-1.0,122.204002,455.465027,106.734009,-19.697001,331.0,207.0,-1.0,0.26,1.0,0.0,0.0,true
