,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 9:39:26:596 AM,37602.660156,-49438.617188,4911.850098,-3.0,0.0,2.0,112.049004,0.12,-0.162,0.933,0.0,-2.0,-7.0,0.0,0.0,0.0,true
May 22 2024 9:39:26:704 AM,37602.660156,-49438.628906,4911.870117,-3.0,0.0,2.0,112.069008,0.0,0.0,0.0,-1.0,2.0,-9.0,0.0,0.0,0.0,true
May 22 2024 9:39:26:798 AM,37602.660156,-49438.628906,4911.870117,-3.0,0.0,2.0,112.069008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:39:26:904 AM,37602.660156,-49438.628906,4911.870117,-3.0,0.0,2.0,112.069008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:39:26:999 AM,37602.660156,-49438.628906,4911.870117,-3.0,0.0,2.0,112.069008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:39:27:97 AM,37602.660156,-49438.628906,4911.870117,-3.0,0.0,2.0,112.069008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:39:27:200 AM,37602.660156,-49438.628906,4911.870117,-3.0,0.0,2.0,112.069008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:39:27:304 AM,37602.648438,-49438.667969,4911.859863,-3.0,0.0,2.0,112.076004,0.053,-0.291,0.185,1.0,-3.0,2.0,0.01,0.0,0.0,true
May 22 2024 9:39:27:408 AM,37602.648438,-49438.699219,4911.899902,-3.0,0.0,2.0,112.115005,0.032,-0.122,0.141,0.0,2.0,0.0,-0.99,0.0,0.0,true
May 22 2024 9:39:27:498 AM,37602.648438,-49438.699219,4911.939941,-3.0,0.0,2.0,112.159004,0.022,-0.018,0.355,0.0,1.0,2.0,-0.99,0.0,0.0,true
May 22 2024 9:39:27:604 AM,37602.648438,-49438.699219,4911.97998,-3.0,0.0,2.0,112.194008,0.04,-0.016,0.37,0.0,0.0,0.0,-0.99,0.0,0.0,true
May 22 2024 9:39:27:698 AM,37602.648438,-49438.699219,4911.989746,-3.0,0.0,2.0,112.206009,0.029,-0.026,0.225,0.0,0.0,-1.0,-0.99,0.0,0.0,true
May 22 2024 9:39:27:802 AM,37602.648438,-49438.6875,4912.009766,-3.0,0.0,2.0,112.225006,0.021,-0.046,0.058,0.0,0.0,-2.0,-0.99,0.0,0.0,true
May 22 2024 9:39:27:896 AM,37602.648438,-49438.6875,4912.02002,-3.0,0.0,2.0,112.241005,0.033,-0.033,0.19,0.0,0.0,1.0,-0.99,0.0,0.0,true
May 22 2024 9:39:28:6 AM,37602.648438,-49438.6875,4912.040039,-3.0,0.0,2.0,112.253006,0.021,-0.023,0.193,0.0,0.0,0.0,-0.99,1.0,0.0,true
May 22 2024 9:39:28:97 AM,37602.6875,-49438.6875,4912.040039,-3.0,0.0,2.0,112.261002,1.363,0.08,-0.042,13.0,1.0,-2.0,-0.99,1.0,0.0,true
May 22 2024 9:39:28:206 AM,37603.359375,-49439.007812,4912.02002,-3.0,0.0,3.0,112.285004,10.408001,-3.739,-1.051,90.0,-38.0,-10.0,-0.99,1.0,0.0,true
May 22 2024 9:39:28:300 AM,37605.769531,-49440.089844,4911.919922,-3.0,-1.0,3.0,112.384003,31.735001,-10.324,-2.078,213.0,-66.0,-10.0,-0.99,1.0,0.0,true
May 22 2024 9:39:28:402 AM,37611.480469,-49442.1875,4911.629883,-3.0,-2.0,3.0,112.671005,72.557007,-20.146002,-4.915,408.0,-98.0,-28.0,0.01,1.0,0.0,true
May 22 2024 9:39:28:503 AM,37622.238281,-49444.917969,4911.060059,-2.0,-3.0,3.0,113.249008,123.915009,-23.215,-7.385,514.0,-31.0,-25.0,0.01,1.0,0.0,true
May 22 2024 9:39:28:598 AM,37636.757812,-49446.398438,4910.299805,-2.0,-3.0,3.0,114.008003,167.250015,-15.084001,-8.93,433.0,81.0,-15.0,0.01,1.0,0.0,true
May 22 2024 9:39:28:703 AM,37657.300781,-49448.148438,4909.27002,-2.0,-4.0,3.0,115.029007,209.529007,-20.881001,-10.614,423.0,-58.0,-17.0,-0.99,1.0,0.0,true
May 22 2024 9:39:28:796 AM,37678.558594,-49451.757812,4908.299805,-2.0,-5.0,3.0,116.002007,241.21701,-39.428001,-11.09,317.0,-185.0,-5.0,-0.99,1.0,0.0,true
May 22 2024 9:39:28:900 AM,37705.058594,-49459.019531,4907.199707,-1.0,-7.0,4.0,117.101006,268.979004,-71.503006,-11.352,278.0,-321.0,-3.0,-0.99,1.0,0.0,true
May 22 2024 9:39:29:5 AM,37733.871094,-49470.808594,4906.199707,-1.0,-11.0,5.0,118.102005,285.444,-115.481003,-6.833,165.0,-440.0,45.0,-0.99,1.0,0.0,true
May 22 2024 9:39:29:108 AM,37762.570312,-49487.238281,4905.600098,-1.0,-16.0,5.0,118.706009,296.011017,-164.077011,-7.748,106.0,-486.0,-9.0,-0.99,0.0,0.0,true
May 22 2024 9:39:29:205 AM,37790.300781,-49506.699219,4904.97998,-1.0,-21.0,6.0,119.323006,294.803009,-203.780014,-8.574,-12.0,-397.0,-8.0,-0.99,0.0,0.0,true
May 22 2024 9:39:29:298 AM,37815.550781,-49528.078125,4904.219727,-1.0,-27.0,6.0,120.079002,275.391022,-231.976013,-8.161,-194.0,-282.0,4.0,-0.99,0.0,0.0,true
May 22 2024 9:39:29:399 AM,37840.480469,-49553.007812,4903.5,-1.0,-32.0,6.0,120.803009,252.308014,-249.449005,-6.138,-231.0,-175.0,20.0,0.01,0.0,0.0,true
May 22 2024 9:39:29:496 AM,37864.96875,-49576.140625,4902.830078,-1.0,-35.0,5.0,121.472008,254.37001,-239.777008,-5.18,21.0,97.0,10.0,0.01,0.0,0.0,true
May 22 2024 9:39:29:598 AM,37891.917969,-49597.089844,4902.100098,-2.0,-36.0,4.0,122.209007,258.518005,-209.024017,-5.579,41.0,308.0,-4.0,0.01,0.0,0.0,true
May 22 2024 9:39:29:697 AM,37917.308594,-49615.527344,4901.359863,-2.0,-36.0,3.0,122.943008,250.651016,-191.139008,-7.277,-79.0,179.0,-17.0,0.01,0.0,0.0,true
May 22 2024 9:39:29:803 AM,37944.128906,-49633.457031,4900.489746,-2.0,-35.0,3.0,123.814003,245.069016,-164.621002,-7.831,-56.0,265.0,-6.0,1.01,0.0,0.0,true
May 22 2024 9:39:29:905 AM,37969.609375,-49647.179688,4899.560059,-2.0,-34.0,2.0,124.742004,241.186005,-130.660004,-8.73,-39.0,340.0,-9.0,1.01,0.0,0.0,true
May 22 2024 9:39:30:3 AM,37993.558594,-49656.828125,4898.620117,-2.0,-31.0,2.0,125.683006,235.867004,-94.759003,-9.22,-53.0,359.0,-5.0,1.01,0.0,0.0,true
May 22 2024 9:39:30:95 AM,38015.238281,-49662.917969,4897.709961,-2.0,-28.0,1.0,126.591003,230.075012,-68.080002,-9.418,-58.0,267.0,-2.0,-0.99,0.0,0.0,true
May 22 2024 9:39:30:197 AM,38038.238281,-49670.507812,4896.839844,-2.0,-26.0,1.0,127.467003,219.481003,-75.946007,-8.044001,-106.0,-79.0,14.0,-0.99,0.0,0.0,true
May 22 2024 9:39:30:305 AM,38060.097656,-49680.910156,4896.129883,-2.0,-26.0,2.0,128.178009,195.57901,-93.803001,-6.349,-239.0,-179.0,17.0,-0.99,0.0,0.0,true
May 22 2024 9:39:30:395 AM,38076.328125,-49690.6875,4895.609863,-2.0,-27.0,3.0,128.69101,174.679001,-104.714005,-5.996,-209.0,-109.0,4.0,-0.99,0.0,0.0,true
May 22 2024 9:39:30:496 AM,38092.167969,-49702.488281,4895.100098,-2.0,-29.0,3.0,129.201004,150.277008,-114.284004,-4.875,-244.0,-96.0,11.0,-0.99,0.0,0.0,true
May 22 2024 9:39:30:596 AM,38105.238281,-49714.757812,4894.709961,-2.0,-31.0,3.0,129.597,125.079002,-121.243004,-3.696,-252.0,-70.0,12.0,-0.99,0.0,0.0,true
May 22 2024 9:39:30:706 AM,38117.039062,-49728.75,4894.459961,-2.0,-34.0,3.0,129.847,102.035004,-125.305008,-2.555,-230.0,-41.0,11.0,-0.99,0.0,0.0,true
May 22 2024 9:39:30:805 AM,38126.210938,-49741.21875,4894.259766,-2.0,-37.0,3.0,130.044006,89.522003,-124.804008,-1.941,-125.0,5.0,6.0,-0.99,0.0,0.0,true
May 22 2024 9:39:30:901 AM,38134.148438,-49753.140625,4894.089844,-2.0,-39.0,3.0,130.213013,79.527,-122.564003,-1.556,-100.0,22.0,4.0,-0.99,0.0,0.0,true
May 22 2024 9:39:31:2 AM,38141.527344,-49765.359375,4893.939941,-2.0,-41.0,3.0,130.359009,70.398003,-119.283005,-1.285,-91.0,33.0,3.0,-0.99,0.0,0.0,true
May 22 2024 9:39:31:103 AM,38148.109375,-49777.347656,4893.839844,-2.0,-44.0,3.0,130.468002,62.125004,-115.403008,-0.962,-83.0,39.0,3.0,-0.99,0.0,0.0,true
May 22 2024 9:39:31:203 AM,38153.621094,-49788.410156,4893.77002,-2.0,-46.0,3.0,130.536011,54.108002,-110.291008,-0.523,-80.0,51.0,4.0,-0.99,-1.0,0.0,true
May 22 2024 9:39:31:306 AM,38157.167969,-49795.839844,4893.649902,-2.0,-47.0,2.0,130.653,22.128,-55.018002,-0.141,-320.0,553.0,4.0,-0.99,-1.0,0.0,true
May 22 2024 9:39:31:395 AM,38158.558594,-49798.910156,4893.589844,-2.0,-48.0,2.0,130.709,10.973001,-29.477001,-0.058,-112.0,255.0,1.0,-0.99,-1.0,0.0,true
May 22 2024 9:39:31:497 AM,38159.269531,-49800.429688,4893.580078,-2.0,-48.0,2.0,130.726013,2.186,-8.076,-0.033,-88.0,214.0,0.0,-0.99,-1.0,0.0,true
May 22 2024 9:39:31:603 AM,38159.027344,-49799.699219,4893.569824,-2.0,-48.0,2.0,130.729004,-8.81,17.721001,0.011,-110.0,258.0,0.0,-0.99,-1.0,0.0,true
May 22 2024 9:39:31:703 AM,38157.777344,-49796.628906,4893.580078,-2.0,-47.0,2.0,130.733002,-19.286001,42.155003,0.025,-105.0,244.0,0.0,-0.99,-1.0,0.0,true
May 22 2024 9:39:31:795 AM,38154.597656,-49790.429688,4893.589844,-2.0,-46.0,2.0,130.747009,-47.323002,80.160004,0.631,-280.0,380.0,6.0,1.01,0.0,0.0,true
May 22 2024 9:39:31:895 AM,38148.078125,-49781.847656,4893.699707,-3.0,-46.0,2.0,130.851013,-69.625,89.508003,1.233,-223.0,93.0,6.0,1.01,0.0,0.0,true
May 22 2024 9:39:32:4 AM,38139.460938,-49773.417969,4893.949707,-2.0,-46.0,2.0,131.109009,-81.269005,81.940002,1.96,-116.0,-76.0,7.0,1.01,0.0,0.0,true
May 22 2024 9:39:32:101 AM,38131.371094,-49766.667969,4894.239746,-2.0,-47.0,3.0,131.394012,-84.186005,72.573006,2.344,-29.0,-94.0,4.0,1.01,0.0,0.0,true
May 22 2024 9:39:32:199 AM,38124.660156,-49761.648438,4894.529785,-1.0,-48.0,3.0,131.688004,-50.501003,37.193001,1.62,337.0,-354.0,-7.0,1.01,1.0,0.0,true
May 22 2024 9:39:32:303 AM,38121.738281,-49759.699219,4894.75,-1.0,-48.0,3.0,131.903,-26.153002,16.235001,0.92,243.0,-210.0,-7.0,0.01,1.0,0.0,true
May 22 2024 9:39:32:400 AM,38120.570312,-49758.6875,4894.830078,-1.0,-48.0,2.0,131.98201,-8.360001,6.72,0.218,178.0,-95.0,-7.0,0.01,1.0,0.0,true
May 22 2024 9:39:32:495 AM,38121.0,-49759.128906,4894.839844,0.0,-48.0,2.0,131.999008,11.013,-12.081,-0.312,194.0,-188.0,-5.0,0.01,1.0,0.0,true
May 22 2024 9:39:32:597 AM,38123.289062,-49761.589844,4894.799805,0.0,-48.0,2.0,132.042999,30.472002,-32.954002,-0.684,195.0,-209.0,-4.0,0.01,1.0,0.0,true
May 22 2024 9:39:32:697 AM,38128.820312,-49767.609375,4894.72998,0.0,-48.0,2.0,132.117004,67.898003,-74.863007,-1.616,374.0,-419.0,-9.0,0.01,1.0,0.0,true
May 22 2024 9:39:32:795 AM,38137.347656,-49776.949219,4894.569824,0.0,-48.0,2.0,132.277008,96.477005,-107.086006,-2.223,286.0,-322.0,-6.0,0.01,1.0,0.0,true
May 22 2024 9:39:32:904 AM,38150.390625,-49789.859375,4894.25,0.0,-48.0,2.0,132.589005,132.052002,-130.844009,-3.213,356.0,-238.0,-10.0,1.01,1.0,0.0,true
May 22 2024 9:39:33:2 AM,38165.878906,-49802.597656,4893.850098,0.0,-46.0,2.0,132.997009,167.718002,-141.976013,-4.261,357.0,-111.0,-10.0,1.01,1.0,0.0,true
May 22 2024 9:39:33:95 AM,38184.269531,-49814.929688,4893.259766,0.0,-44.0,1.0,133.583008,204.953003,-142.242004,-6.645,372.0,-3.0,-24.0,1.01,1.0,0.0,true
May 22 2024 9:39:33:203 AM,38210.1875,-49827.96875,4892.350098,0.0,-40.0,0.0,134.496002,249.543015,-128.028,-9.042001,446.0,142.0,-24.0,1.01,1.0,0.0,true
May 22 2024 9:39:33:302 AM,38237.96875,-49838.179688,4891.339844,0.0,-35.0,0.0,135.501999,291.851013,-114.651009,-10.580001,423.0,134.0,-15.0,1.01,1.0,0.0,true
May 22 2024 9:39:33:405 AM,38271.46875,-49847.347656,4890.27002,-1.0,-30.0,-1.0,136.576004,336.299011,-95.689003,-11.452001,444.0,190.0,-9.0,1.01,1.0,0.0,true
May 22 2024 9:39:33:505 AM,38307.578125,-49853.800781,4889.159668,-1.0,-24.0,-1.0,137.682007,377.226013,-69.772003,-10.125001,409.0,259.0,13.0,1.01,1.0,0.0,true
May 22 2024 9:39:33:602 AM,38346.621094,-49856.980469,4887.949707,-1.0,-18.0,-2.0,138.889008,416.837006,-38.708,-13.642,396.0,311.0,-35.0,0.01,1.0,0.0,true
May 22 2024 9:39:33:700 AM,38390.121094,-49860.148438,4886.439941,-1.0,-13.0,-1.0,140.405014,461.887024,-42.272003,-16.522001,451.0,-36.0,-29.0,0.01,1.0,0.0,true
May 22 2024 9:39:33:803 AM,38439.398438,-49867.289062,4884.709961,-1.0,-11.0,0.0,142.129013,496.708038,-72.502007,-17.269001,348.0,-302.0,-7.0,0.01,1.0,0.0,true
May 22 2024 9:39:33:898 AM,38488.628906,-49876.347656,4883.089844,0.0,-11.0,0.0,143.75,528.239014,-90.393005,-17.264,315.0,-179.0,0.0,0.01,1.0,0.0,true
May 22 2024 9:39:34:4 AM,38546.410156,-49887.160156,4881.27002,0.0,-11.0,1.0,145.57901,563.561035,-103.069008,-17.846001,353.0,-127.0,-6.0,0.01,1.0,0.0,true
May 22 2024 9:39:34:99 AM,38601.878906,-49897.597656,4879.580078,0.0,-11.0,1.0,147.264008,589.989014,-110.169006,-17.75,264.0,-71.0,1.0,0.01,1.0,0.0,true
May 22 2024 9:39:34:200 AM,38661.21875,-49908.757812,4877.799805,0.0,-11.0,1.0,149.043015,592.80304,-111.331009,-16.677,28.0,-12.0,11.0,0.01,1.0,0.0,true
May 22 2024 9:39:34:302 AM,38721.449219,-49920.050781,4876.100098,-1.0,-11.0,1.0,150.740005,594.507019,-111.272003,-15.93,17.0,1.0,7.0,0.01,1.0,0.0,true
May 22 2024 9:39:34:399 AM,38778.390625,-49930.109375,4874.580078,-1.0,-10.0,1.0,152.263,597.074036,-102.355003,-15.295001,26.0,89.0,6.0,1.01,1.0,0.0,true
May 22 2024 9:39:34:506 AM,38843.378906,-49936.898438,4872.909668,-1.0,-8.0,0.0,153.934006,598.196045,-57.995003,-14.757001,11.0,444.0,5.0,1.01,1.0,0.0,true
May 22 2024 9:39:34:604 AM,38901.890625,-49936.488281,4871.469727,-1.0,-4.0,-2.0,155.373001,597.959045,6.538,-14.946001,-2.0,645.0,-2.0,1.01,1.0,0.0,true
May 22 2024 9:39:34:698 AM,38958.839844,-49928.980469,4870.319824,-1.0,2.0,-3.0,156.528,619.485046,89.910004,-9.968,215.0,834.0,50.0,1.01,1.0,0.0,true
May 22 2024 9:39:34:803 AM,39022.648438,-49910.308594,4870.02002,-1.0,10.0,-4.0,156.828003,615.735046,201.028015,-4.93,-37.0,1111.0,50.0,1.01,1.0,0.0,true
May 22 2024 9:39:34:903 AM,39082.46875,-49881.820312,4869.5,-1.0,19.0,-4.0,157.349014,605.121033,302.558014,-10.016001,-106.0,1015.0,-51.0,0.01,1.0,0.0,true
May 22 2024 9:39:35:4 AM,39142.660156,-49846.96875,4867.689941,-1.0,26.0,-4.0,159.149002,621.450012,367.313019,-22.832001,163.0,648.0,-128.0,0.01,1.0,0.0,true
May 22 2024 9:39:35:102 AM,39206.539062,-49811.480469,4865.199707,-1.0,29.0,-3.0,161.646011,654.777039,377.037018,-24.094002,333.0,97.0,-13.0,-0.99,1.0,0.0,true
May 22 2024 9:39:35:206 AM,39279.019531,-49777.367188,4862.689941,-1.0,27.0,-1.0,164.151001,699.457031,343.447021,-22.811001,447.0,-336.0,13.0,-0.99,1.0,0.0,true
May 22 2024 9:39:35:298 AM,39348.109375,-49752.738281,4860.5,-1.0,22.0,2.0,166.339005,740.413025,282.371002,-24.819,410.0,-611.0,-20.0,-0.99,1.0,0.0,true
May 22 2024 9:39:35:397 AM,39424.640625,-49735.148438,4858.679688,-1.0,15.0,4.0,168.165009,773.958008,178.327011,-11.820001,335.0,-1040.0,130.0,-0.99,1.0,0.0,true
May 22 2024 9:39:35:504 AM,39507.109375,-49729.839844,4858.419922,-1.0,5.0,7.0,168.421005,782.889038,38.507,-3.072,89.0,-1398.0,87.0,-0.99,1.0,0.0,true
May 22 2024 9:39:35:599 AM,39580.359375,-49736.4375,4859.209961,0.0,-4.0,7.0,169.206009,778.980042,-93.177002,5.262,-39.0,-1317.0,83.0,-0.99,1.0,0.0,true
May 22 2024 9:39:35:702 AM,39658.988281,-49755.589844,4860.149902,1.0,-14.0,8.0,170.146011,776.76001,-215.486008,5.15,-22.0,-1223.0,-1.0,0.01,1.0,0.0,true
May 22 2024 9:39:35:799 AM,39735.238281,-49780.367188,4860.310059,1.0,-19.0,7.0,170.309006,791.183044,-275.884003,-1.035,144.0,-604.0,-62.0,0.01,1.0,0.0,true
May 22 2024 9:39:35:903 AM,39819.847656,-49809.359375,4860.02002,2.0,-20.0,6.0,170.599014,811.888062,-306.422028,-0.54,207.0,-305.0,5.0,0.01,1.0,0.0,true
May 22 2024 9:39:36:1 AM,39901.449219,-49838.4375,4860.02002,2.0,-20.0,4.0,170.603012,834.621033,-322.723022,2.271,227.0,-163.0,28.0,0.01,1.0,0.0,true
May 22 2024 9:39:36:99 AM,39983.507812,-49868.109375,4860.259766,2.0,-20.0,3.0,170.845001,859.025024,-330.684021,5.058,244.0,-80.0,28.0,0.01,1.0,0.0,true
May 22 2024 9:39:36:204 AM,40077.320312,-49901.957031,4860.919922,2.0,-20.0,2.0,171.501007,886.139038,-336.580017,8.623,271.0,-59.0,36.0,0.01,1.0,0.0,true
May 22 2024 9:39:36:300 AM,40164.417969,-49933.457031,4861.679688,2.0,-20.0,1.0,172.270004,910.854065,-340.365021,7.420001,247.0,-38.0,-12.0,0.01,1.0,0.0,true
May 22 2024 9:39:36:404 AM,40258.25,-49967.269531,4862.370117,2.0,-20.0,1.0,172.955002,936.705017,-343.201019,6.854,259.0,-28.0,-6.0,0.01,1.0,0.0,true
May 22 2024 9:39:36:506 AM,40355.890625,-49999.910156,4863.129883,2.0,-19.0,0.0,173.713013,967.58905,-320.524017,7.817,309.0,227.0,10.0,1.01,1.0,0.0,true
May 22 2024 9:39:36:607 AM,40455.878906,-50025.328125,4863.929688,2.0,-15.0,-2.0,174.513016,998.674072,-253.103012,7.605,311.0,674.0,-2.0,1.01,1.0,0.0,true
May 22 2024 9:39:36:705 AM,40555.898438,-50042.828125,4865.310059,1.0,-10.0,-3.0,175.894012,1030.153076,-179.695007,14.284,315.0,734.0,67.0,0.01,1.0,0.0,true
May 22 2024 9:39:36:802 AM,40657.578125,-50058.097656,4866.27002,1.0,-7.0,-3.0,176.859009,1058.51709,-154.396011,7.420001,284.0,253.0,-69.0,0.01,1.0,0.0,true
May 22 2024 9:39:36:902 AM,40764.9375,-50071.859375,4866.899902,1.0,-6.0,-3.0,177.487015,1086.014038,-132.24501,5.436,275.0,222.0,-20.0,0.01,1.0,0.0,true
May 22 2024 9:39:37:1 AM,40873.910156,-50084.550781,4867.669922,1.0,-6.0,-3.0,178.251007,1111.680054,-119.277008,7.696001,257.0,130.0,23.0,0.01,1.0,0.0,false
May 22 2024 9:39:37:98 AM,40982.550781,-50096.199219,4868.25,1.0,-6.0,-3.0,178.840012,1135.555054,-116.080002,5.441,239.0,32.0,-23.0,0.01,1.0,0.0,false
May 22 2024 9:39:37:199 AM,41099.058594,-50108.277344,4868.810059,1.0,-6.0,-2.0,179.39801,1159.939087,-115.403008,5.763,244.0,7.0,3.0,0.01,1.0,0.0,false
May 22 2024 9:39:37:300 AM,41217.089844,-50120.25,4869.219727,1.0,-6.0,-2.0,179.810013,1184.034058,-115.570007,3.277,241.0,-2.0,-25.0,0.01,1.0,0.0,false
May 22 2024 9:39:37:401 AM,41337.628906,-50132.160156,4869.529785,1.0,-6.0,-2.0,180.115005,1207.866089,-114.863007,3.247,238.0,7.0,0.0,1.01,1.0,0.0,false
May 22 2024 9:39:37:501 AM,41459.339844,-50140.488281,4869.620117,1.0,-4.0,-3.0,180.203003,1229.398071,-78.518005,-1.016,215.0,363.0,-43.0,1.01,1.0,0.0,false
May 22 2024 9:39:37:599 AM,41578.789062,-50140.839844,4869.909668,0.0,0.0,-4.0,180.498001,1232.430054,8.083,9.761001,30.0,866.0,108.0,1.01,1.0,0.0,false
May 22 2024 9:39:37:701 AM,41699.980469,-50128.039062,4870.580078,0.0,8.0,-6.0,181.169006,1190.393066,129.840012,0.649,-420.0,1218.0,-91.0,1.01,1.0,0.0,false
May 22 2024 9:39:37:800 AM,41813.070312,-50105.449219,4871.600098,0.0,17.0,-7.0,182.186005,1139.447021,246.590012,5.232,-509.0,1168.0,46.0,1.01,1.0,0.0,false
May 22 2024 9:39:37:898 AM,41922.460938,-50070.789062,4875.939941,3.0,24.0,-7.0,186.526016,1025.63501,393.686005,36.088001,-1138.0,1471.0,309.0,1.01,1.0,0.0,false
May 22 2024 9:39:38:4 AM,42023.300781,-50019.058594,4881.47998,5.0,33.0,-7.0,192.071014,899.999023,508.243011,39.326,-1256.0,1146.0,32.0,1.01,1.0,0.0,false
May 22 2024 9:39:38:96 AM,42097.050781,-49967.300781,4887.719727,5.0,42.0,-5.0,198.302002,749.603027,608.718018,68.250999,-1504.0,1005.0,289.0,1.01,1.0,0.0,false
May 22 2024 9:39:38:196 AM,42160.9375,-49901.597656,4893.259766,4.0,53.0,-4.0,203.849014,623.378052,716.469055,43.134003,-1262.0,1078.0,-251.0,0.01,1.0,0.0,false
May 22 2024 9:39:38:300 AM,42218.730469,-49823.507812,4898.069824,2.0,61.0,-4.0,208.659012,552.082031,796.732056,35.615002,-713.0,803.0,-75.0,0.01,1.0,0.0,false
May 22 2024 9:39:38:399 AM,42268.1875,-49742.207031,4900.709961,2.0,64.0,-4.0,211.298004,496.185028,856.036011,13.872001,-559.0,593.0,-217.0,0.01,1.0,0.0,false
May 22 2024 9:39:38:501 AM,42312.089844,-49654.050781,4902.129883,1.0,66.0,-5.0,212.714005,428.073029,910.475037,15.080001,-681.0,544.0,12.0,1.01,1.0,0.0,false
May 22 2024 9:39:38:600 AM,42348.808594,-49559.269531,4903.5,1.0,69.0,-5.0,214.082016,342.61203,953.68103,14.123001,-855.0,432.0,-10.0,1.01,1.0,0.0,false
