,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 3 2024 11:41:44:845 AM,37606.070312,-49438.230469,5010.989746,0.0,0.0,0.0,0.0,0.0,0.0,-146.082001,0.0,0.0,-1461.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:44:845 AM,37606.070312,-49438.230469,5010.989746,0.0,0.0,0.0,0.0,0.0,0.0,-146.082001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:44:846 AM,37606.070312,-49438.230469,5010.989746,0.0,0.0,0.0,0.0,0.0,0.0,-146.082001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:203 AM,37606.070312,-49438.230469,4990.679688,0.0,0.0,0.0,20.313002,0.0,0.0,-243.879013,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:204 AM,37606.070312,-49438.230469,4990.679688,0.0,0.0,0.0,20.313002,0.0,0.0,-243.879013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:204 AM,37606.070312,-49438.230469,4990.679688,0.0,0.0,0.0,20.313002,0.0,0.0,-243.879013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:236 AM,37606.070312,-49438.230469,4981.290039,0.0,0.0,0.0,29.705002,0.0,0.0,-278.234009,0.0,0.0,-344.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:346 AM,37606.070312,-49438.230469,4944.600098,0.0,0.0,0.0,66.393005,0.0,0.0,-384.017029,0.0,0.0,-1058.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:437 AM,37603.820312,-49438.570312,4917.850098,-2.0,0.0,1.0,93.138008,9.288,18.791,-180.103012,93.0,188.0,2039.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:538 AM,37602.621094,-49438.347656,4908.77002,-3.0,0.0,2.0,102.225006,2.561,6.749001,-41.439003,-67.0,-120.0,1387.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:647 AM,37602.648438,-49437.917969,4908.069824,-3.0,0.0,2.0,102.917007,-0.379,1.358,5.226,-29.0,-54.0,467.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:741 AM,37602.710938,-49437.980469,4908.919922,-3.0,0.0,2.0,103.764008,0.523,2.104,9.856001,9.0,7.0,46.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:835 AM,37602.75,-49438.039062,4909.830078,-3.0,0.0,2.0,104.675003,0.623,1.754,9.505,1.0,-4.0,-4.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:45:935 AM,37602.777344,-49438.097656,4910.629883,-3.0,0.0,2.0,105.472008,0.539,1.195,6.931,-1.0,-6.0,-26.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:46:38 AM,37602.808594,-49438.148438,4911.169922,-3.0,0.0,2.0,106.018005,0.357,0.692,4.434,-2.0,-5.0,-25.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 11:41:46:134 AM,37602.828125,-49438.199219,4911.509766,-3.0,0.0,2.0,106.356003,0.25,0.283,2.778,-1.0,-4.0,-17.0,0.0,0.07,0.0,0.0,true
