,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 31 2024 12:36:10:2 PM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,-1061.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:2 PM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:3 PM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:72 PM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,-978.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:73 PM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:73 PM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:73 PM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:258 PM,37606.070312,-49438.230469,4974.089844,0.0,0.0,0.0,42.414001,0.0,0.0,-301.677002,0.0,0.0,-977.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:277 PM,37606.070312,-49438.230469,4968.049805,0.0,0.0,0.0,48.453003,0.0,0.0,-320.365021,0.0,0.0,-187.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:377 PM,37604.828125,-49438.988281,4930.909668,-1.0,0.0,1.0,85.593002,9.758,20.943001,-340.424011,98.0,209.0,-201.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:480 PM,37602.679688,-49438.527344,4912.009766,-3.0,0.0,2.0,104.491005,4.631,11.421,-94.668007,-51.0,-95.0,2458.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:572 PM,37602.25,-49438.148438,4908.080078,-3.0,0.0,2.0,108.424004,-2.616,-2.126,-8.352,-72.0,-135.0,863.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:679 PM,37602.339844,-49438.238281,4908.419922,-3.0,0.0,2.0,108.766006,0.146,1.559,8.278001,28.0,37.0,166.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:775 PM,37602.398438,-49438.308594,4909.370117,-3.0,0.0,2.0,109.715004,0.649,1.836,9.978001,5.0,3.0,17.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:889 PM,37602.449219,-49438.378906,4910.370117,-3.0,0.0,2.0,110.718002,0.584,1.461,7.751,-1.0,-4.0,-22.0,-0.02,0.0,0.0,0.0,true
May 31 2024 12:36:10:984 PM,37602.480469,-49438.429688,4910.969727,-3.0,0.0,2.0,111.313004,0.438,0.995,4.752,-1.0,-5.0,-30.0,-0.02,0.0,0.0,0.0,true
