,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 10:52:10:355 AM,37606.070312,-49438.230469,5007.52002,0.0,0.0,0.0,0.0,0.0,0.0,-167.169006,0.0,0.0,-1672.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:10:355 AM,37606.070312,-49438.230469,5007.52002,0.0,0.0,0.0,0.0,0.0,0.0,-167.169006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:10:355 AM,37606.070312,-49438.230469,5007.52002,0.0,0.0,0.0,0.0,0.0,0.0,-167.169006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:10:864 AM,37606.070312,-49438.230469,4985.100098,0.0,0.0,0.0,22.420002,0.0,0.0,-264.944,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:10:864 AM,37606.070312,-49438.230469,4985.100098,0.0,0.0,0.0,22.420002,0.0,0.0,-264.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:10:864 AM,37606.070312,-49438.230469,4985.100098,0.0,0.0,0.0,22.420002,0.0,0.0,-264.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:10:865 AM,37606.070312,-49438.230469,4985.100098,0.0,0.0,0.0,22.420002,0.0,0.0,-264.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:10:981 AM,37606.070312,-49438.230469,4945.549805,0.0,0.0,0.0,61.975002,0.0,0.0,-381.958008,0.0,0.0,-1170.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:11:79 AM,37603.789062,-49438.617188,4917.72998,-2.0,0.0,1.0,89.791008,8.953,18.558001,-180.063004,90.0,186.0,2019.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:11:160 AM,37602.699219,-49438.410156,4909.379883,-3.0,0.0,2.0,98.139008,3.027,7.631001,-53.738003,-59.0,-109.0,1263.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 10:52:11:272 AM,37602.621094,-49438.019531,4907.97998,-3.0,0.0,2.0,99.538002,-0.554,1.928,3.397,-36.0,-57.0,571.0,0.0,0.0,0.0,0.0,true
