,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:15:31:102 AM,37606.070312,-49438.230469,5013.859863,0.0,0.0,0.0,0.0,0.0,0.0,-126.787003,0.0,0.0,-1268.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:102 AM,37606.070312,-49438.230469,5013.859863,0.0,0.0,0.0,0.0,0.0,0.0,-126.787003,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:102 AM,37606.070312,-49438.230469,5013.859863,0.0,0.0,0.0,0.0,0.0,0.0,-126.787003,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:404 AM,37606.070312,-49438.230469,4995.47998,0.0,0.0,0.0,18.385,0.0,0.0,-224.603012,0.0,0.0,-978.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:405 AM,37606.070312,-49438.230469,4995.47998,0.0,0.0,0.0,18.385,0.0,0.0,-224.603012,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:405 AM,37606.070312,-49438.230469,4995.47998,0.0,0.0,0.0,18.385,0.0,0.0,-224.603012,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:464 AM,37606.070312,-49438.230469,4979.319824,0.0,0.0,0.0,34.542,0.0,0.0,-284.810028,0.0,0.0,-602.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:573 AM,37605.96875,-49438.578125,4942.290039,0.0,0.0,0.0,71.571007,-0.226,-0.554,-379.680023,-2.0,-6.0,-949.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:664 AM,37603.578125,-49438.769531,4916.879883,-2.0,0.0,1.0,96.988007,7.72,16.286001,-166.925003,79.0,168.0,2128.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:769 AM,37602.460938,-49438.570312,4908.299805,-3.0,0.0,2.0,105.562004,2.11,5.537,-33.347,-56.0,-107.0,1336.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:31:868 AM,37602.539062,-49438.238281,4908.0,-3.0,0.0,2.0,105.863007,-0.338,0.902,5.611,-24.0,-46.0,390.0,0.01,0.0,0.0,0.0,true
