,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 10:37:03:413 AM,40488.9375,-50064.0,4863.779785,1.0,-9.0,-1.0,166.221008,1231.477051,-194.649002,10.688001,237.0,32.0,4.0,0.02,1.0,0.0,true
May 21 2024 10:37:03:513 AM,40614.359375,-50082.890625,4864.779785,1.0,-8.0,-1.0,167.221008,1240.677002,-185.403015,9.751,92.0,92.0,-9.0,1.02,1.0,0.0,true
May 21 2024 10:37:03:610 AM,40734.128906,-50096.269531,4865.689941,1.0,-7.0,-2.0,168.13501,1238.197021,-134.241013,9.221001,-25.0,512.0,-5.0,1.02,1.0,0.0,true
May 21 2024 10:37:03:708 AM,40853.5,-50100.789062,4866.850098,1.0,-2.0,-4.0,169.290009,1222.019043,-35.616001,15.124001,-162.0,986.0,59.0,1.02,1.0,0.0,false
May 21 2024 10:37:03:808 AM,40972.578125,-50093.128906,4869.25,1.0,7.0,-5.0,171.689011,1179.46106,100.245003,24.567001,-426.0,1359.0,94.0,1.02,1.0,0.0,true
May 21 2024 10:37:03:912 AM,41088.738281,-50070.628906,4872.379883,1.0,16.0,-6.0,174.822006,1101.30603,249.290009,22.645,-782.0,1490.0,-19.0,1.02,1.0,0.0,false
May 21 2024 10:37:04:8 AM,41187.417969,-50036.367188,4875.169922,1.0,26.0,-7.0,177.609009,1013.986023,389.994019,20.962002,-873.0,1407.0,-17.0,1.02,1.0,0.0,false
May 21 2024 10:37:04:109 AM,41279.949219,-49986.96875,4877.830078,1.0,36.0,-8.0,180.272003,901.743042,532.742004,24.355001,-1122.0,1427.0,34.0,1.02,1.0,0.0,true
May 21 2024 10:37:04:210 AM,41359.820312,-49924.480469,4880.439941,1.0,47.0,-9.0,182.887009,760.604065,660.458008,16.001001,-1411.0,1277.0,-84.0,1.02,1.0,0.0,true
May 21 2024 10:37:04:313 AM,41425.667969,-49850.859375,4882.689941,1.0,57.0,-9.0,185.128006,621.815002,762.634033,6.8,-1388.0,1022.0,-92.0,0.02,1.0,0.0,false
May 21 2024 10:37:04:415 AM,41481.039062,-49770.359375,4884.189941,1.0,65.0,-9.0,186.633011,525.033997,831.017029,-0.514,-968.0,684.0,-73.0,0.02,1.0,0.0,false
May 21 2024 10:37:04:507 AM,41525.507812,-49691.847656,4884.299805,1.0,68.0,-8.0,186.742004,449.679016,889.414062,-2.058,-754.0,584.0,-15.0,0.02,1.0,0.0,false
May 21 2024 10:37:04:613 AM,41569.820312,-49595.199219,4884.0,1.0,70.0,-7.0,187.042007,383.182007,947.300049,-7.808001,-665.0,579.0,-57.0,0.02,1.0,0.0,false
May 21 2024 10:37:04:716 AM,41608.378906,-49495.367188,4882.759766,1.0,71.0,-6.0,188.277008,330.28302,992.676025,-8.944,-529.0,454.0,-11.0,1.02,1.0,0.0,false
May 21 2024 10:37:04:807 AM,41636.089844,-49404.859375,4882.02002,0.0,73.0,-5.0,189.021011,271.588013,1024.452026,-6.414001,-587.0,318.0,25.0,1.02,1.0,0.0,false
May 21 2024 10:37:04:910 AM,41658.640625,-49299.0,4881.569824,0.0,78.0,-5.0,189.468002,192.057007,1050.102051,-7.920001,-795.0,256.0,-15.0,1.02,1.0,0.0,false
May 21 2024 10:37:05:9 AM,41671.019531,-49196.25,4880.719727,-1.0,85.0,-5.0,190.324005,94.849007,1066.12207,-17.941,-972.0,160.0,-100.0,0.02,1.0,0.0,false
May 21 2024 10:37:05:114 AM,41675.46875,-49082.457031,4879.350098,0.0,91.0,-5.0,191.695007,13.902,1087.249023,-16.026001,-809.0,211.0,19.0,0.02,1.0,0.0,false
May 21 2024 10:37:05:209 AM,41673.757812,-48978.5,4877.100098,0.0,93.0,-5.0,193.943008,-16.679001,1104.835083,-27.430002,-306.0,176.0,-114.0,-0.98,1.0,0.0,false
May 21 2024 10:37:05:308 AM,41676.71875,-48868.640625,4875.339844,0.0,92.0,-2.0,195.699005,-3.655,1115.393066,-4.869,130.0,106.0,226.0,-0.98,1.0,0.0,false
