,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 5 2024 10:02:18:205 AM,37606.070312,-49438.230469,5013.169922,0.0,0.0,0.0,0.0,0.0,0.0,-132.118011,0.0,0.0,-1321.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:206 AM,37606.070312,-49438.230469,5013.169922,0.0,0.0,0.0,0.0,0.0,0.0,-132.118011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:206 AM,37606.070312,-49438.230469,5013.169922,0.0,0.0,0.0,0.0,0.0,0.0,-132.118011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:434 AM,37606.070312,-49438.230469,4994.25,0.0,0.0,0.0,18.918001,0.0,0.0,-229.929016,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:434 AM,37606.070312,-49438.230469,4994.25,0.0,0.0,0.0,18.918001,0.0,0.0,-229.929016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:480 AM,37606.070312,-49438.230469,4982.409668,0.0,0.0,0.0,30.762001,0.0,0.0,-274.802002,0.0,0.0,-449.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:571 AM,37606.070312,-49438.230469,4952.069824,0.0,0.0,0.0,61.097004,0.0,0.0,-365.794006,0.0,0.0,-910.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:681 AM,37603.917969,-49437.949219,4918.389648,-2.0,0.0,2.0,94.781006,-25.715002,1.991,-183.166016,-257.0,20.0,1826.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:774 AM,37602.789062,-49437.820312,4909.199707,-3.0,0.0,2.0,103.970001,-7.079,1.124,-49.260002,186.0,-9.0,1339.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:900 AM,37602.628906,-49437.808594,4907.959961,-3.0,0.0,2.0,105.209007,0.911,-0.786,5.807,80.0,-19.0,551.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:18:978 AM,37602.71875,-49437.859375,4908.699707,-3.0,0.0,2.0,105.949005,1.291,-0.773,10.557,4.0,0.0,47.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:19:80 AM,37602.839844,-49437.929688,4909.790039,-3.0,0.0,2.0,107.039001,1.115,-0.687,9.618,-2.0,1.0,-9.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:19:189 AM,37602.917969,-49437.988281,4910.649902,-3.0,0.0,2.0,107.899002,0.772,-0.601,6.734,-3.0,1.0,-29.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:19:288 AM,37602.988281,-49438.039062,4911.219727,-3.0,0.0,2.0,108.465004,0.528,-0.516,4.389,-2.0,1.0,-23.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:19:377 AM,37603.019531,-49438.078125,4911.560059,-3.0,0.0,2.0,108.805008,0.366,-0.411,3.096,-2.0,1.0,-13.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:19:468 AM,37603.058594,-49438.109375,4911.77002,-3.0,0.0,2.0,109.017006,0.223,-0.4,2.028,-1.0,0.0,-11.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:19:588 AM,37603.070312,-49438.167969,4911.939941,-3.0,0.0,2.0,109.182007,0.115,-0.456,0.789,-1.0,-1.0,-12.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:02:19:670 AM,37603.070312,-49438.179688,4912.0,-3.0,0.0,2.0,109.250008,0.021,-0.008,0.169,-1.0,4.0,-6.0,0.0,0.0,0.0,0.0,true
