,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 9:44:20:635 AM,37606.070312,-49438.230469,5013.189941,0.0,0.0,0.0,0.0,0.0,0.0,-131.965012,0.0,0.0,-1320.0,0.0,0.0,0.0,true
May 21 2024 9:44:20:636 AM,37606.070312,-49438.230469,5013.189941,0.0,0.0,0.0,0.0,0.0,0.0,-131.965012,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:20:636 AM,37606.070312,-49438.230469,5013.189941,0.0,0.0,0.0,0.0,0.0,0.0,-131.965012,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:59 AM,37606.070312,-49438.230469,4994.290039,0.0,0.0,0.0,18.903002,0.0,0.0,-229.776016,0.0,0.0,-978.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:59 AM,37606.070312,-49438.230469,4994.290039,0.0,0.0,0.0,18.903002,0.0,0.0,-229.776016,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:59 AM,37606.070312,-49438.230469,4994.290039,0.0,0.0,0.0,18.903002,0.0,0.0,-229.776016,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:59 AM,37606.070312,-49438.230469,4994.290039,0.0,0.0,0.0,18.903002,0.0,0.0,-229.776016,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:392 AM,37606.070312,-49438.230469,4965.609863,0.0,0.0,0.0,47.582001,0.0,0.0,-327.489014,0.0,0.0,-977.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:393 AM,37606.070312,-49438.230469,4965.609863,0.0,0.0,0.0,47.582001,0.0,0.0,-327.489014,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:393 AM,37606.070312,-49438.230469,4965.609863,0.0,0.0,0.0,47.582001,0.0,0.0,-327.489014,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:729 AM,37604.878906,-49439.050781,4929.540039,-1.0,0.0,1.0,83.657005,15.034,20.398001,-330.683014,150.0,204.0,-32.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:729 AM,37604.878906,-49439.050781,4929.540039,-1.0,0.0,1.0,83.657005,15.034,20.398001,-330.683014,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:21:730 AM,37604.878906,-49439.050781,4929.540039,-1.0,0.0,1.0,83.657005,15.034,20.398001,-330.683014,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:22:70 AM,37602.949219,-49438.640625,4911.75,-3.0,0.0,2.0,101.446007,4.494,10.711,-95.874008,-105.0,-97.0,2348.0,0.0,0.0,0.0,true
May 21 2024 9:44:22:70 AM,37602.949219,-49438.640625,4911.75,-3.0,0.0,2.0,101.446007,4.494,10.711,-95.874008,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:22:71 AM,37602.949219,-49438.640625,4911.75,-3.0,0.0,2.0,101.446007,4.494,10.711,-95.874008,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:44:22:72 AM,37602.949219,-49438.640625,4911.75,-3.0,0.0,2.0,101.446007,4.494,10.711,-95.874008,0.0,0.0,0.0,0.0,0.0,0.0,true
