,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 11:22:31:403 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,-1061.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:31:404 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:31:405 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:31:496 AM,37606.070312,-49438.230469,4996.819824,0.0,0.0,0.0,19.683001,0.0,0.0,-219.435013,0.0,0.0,-1133.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:31:632 AM,37606.070312,-49438.230469,4958.699707,0.0,0.0,0.0,57.798004,0.0,0.0,-347.784027,0.0,0.0,-1283.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:31:683 AM,37605.738281,-49439.019531,4938.029785,0.0,0.0,1.0,78.477005,0.327,11.732,-375.636017,3.0,117.0,-279.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:31:790 AM,37602.9375,-49438.667969,4913.399902,-3.0,0.0,2.0,103.103004,5.681,12.73,-116.242004,54.0,10.0,2594.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:31:894 AM,37602.289062,-49438.039062,4908.040039,-3.0,0.0,2.0,108.460007,-2.364,1.406,-9.627001,-80.0,-113.0,1066.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:31:998 AM,37602.398438,-49438.109375,4908.339844,-3.0,0.0,2.0,108.762009,0.054,1.825,8.313001,24.0,4.0,179.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:89 AM,37602.449219,-49438.179688,4909.259766,-3.0,0.0,2.0,109.675003,0.625,1.98,10.264001,6.0,2.0,20.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:181 AM,37602.5,-49438.230469,4910.100098,-3.0,0.0,2.0,110.520004,0.616,1.602,7.953001,0.0,-4.0,-23.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:282 AM,37602.527344,-49438.277344,4910.819824,-3.0,0.0,2.0,111.237007,0.466,1.062,5.604,-2.0,-5.0,-23.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:389 AM,37602.539062,-49438.339844,4911.330078,-3.0,0.0,2.0,111.743004,0.318,0.579,3.316,-1.0,-5.0,-23.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:488 AM,37602.558594,-49438.367188,4911.600098,-3.0,0.0,2.0,112.020004,0.218,0.373,1.956,-1.0,-2.0,-14.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:582 AM,37602.570312,-49438.378906,4911.77002,-3.0,0.0,2.0,112.185005,0.16,0.969,1.466,-1.0,6.0,-5.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:689 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.089,-0.214,0.866,-1.0,-12.0,-6.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:780 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,-1.0,2.0,-9.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:884 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:32:983 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:85 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:194 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:291 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:388 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:498 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:596 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:680 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:796 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:884 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:33:993 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:100 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:189 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:285 AM,37602.570312,-49438.449219,4911.919922,-3.0,0.0,2.0,112.335007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:390 AM,37602.570312,-49438.488281,4911.909668,-3.0,0.0,2.0,112.339005,0.06,-0.182,0.76,1.0,-2.0,8.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:485 AM,37602.558594,-49438.527344,4911.959961,-3.0,0.0,2.0,112.388008,0.082,-0.15,0.817,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:598 AM,37602.558594,-49438.527344,4912.02002,-3.0,0.0,2.0,112.450005,0.06,-0.041,0.618,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:692 AM,37602.558594,-49438.519531,4912.069824,-3.0,0.0,2.0,112.492004,0.025,-0.083,0.342,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:783 AM,37602.558594,-49438.519531,4912.080078,-3.0,0.0,2.0,112.501007,0.04,-0.069,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:885 AM,37602.558594,-49438.507812,4912.080078,-3.0,0.0,2.0,112.501007,0.008,-0.117,0.009,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:34:992 AM,37602.558594,-49438.507812,4912.109863,-3.0,0.0,2.0,112.532005,0.023,-0.054,0.174,0.0,1.0,2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:35:93 AM,37602.558594,-49438.5,4912.120117,-3.0,0.0,2.0,112.541008,0.018,-0.058,0.086,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:35:180 AM,37602.75,-49438.527344,4912.129883,-3.0,0.0,2.0,112.550003,4.42,-0.262,-0.057,44.0,-2.0,-1.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:35:291 AM,37604.390625,-49438.578125,4912.069824,-3.0,0.0,2.0,112.604004,28.075001,-0.362,-1.428,237.0,-1.0,-14.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:35:383 AM,37609.6875,-49438.617188,4911.859863,-3.0,0.0,2.0,112.820007,70.619003,-0.629,-4.742,425.0,-3.0,-33.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:35:497 AM,37621.578125,-49438.699219,4911.279785,-2.0,0.0,2.0,113.396004,120.976006,-0.363,-6.796,504.0,3.0,-21.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:35:582 AM,37633.839844,-49438.71875,4910.649902,-2.0,0.0,2.0,114.024002,155.376007,-0.577,-8.611,344.0,-2.0,-18.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:35:684 AM,37651.929688,-49438.738281,4909.699707,-2.0,0.0,2.0,114.978004,184.391006,-0.585,-9.851001,290.0,0.0,-12.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:35:788 AM,37671.527344,-49438.769531,4908.600098,-2.0,0.0,2.0,116.072006,192.818008,-0.387,-9.751,84.0,2.0,1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:35:896 AM,37691.488281,-49438.789062,4907.509766,-2.0,0.0,2.0,117.163002,192.542007,-0.464,-9.786,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:4 AM,37711.578125,-49438.820312,4906.399902,-2.0,0.0,2.0,118.274002,187.918015,-0.466,-9.610001,-46.0,0.0,2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:86 AM,37727.230469,-49438.890625,4905.569824,-3.0,0.0,2.0,119.108009,182.610016,-1.152,-8.967,-53.0,-7.0,6.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:194 AM,37746.007812,-49439.007812,4904.569824,-3.0,0.0,2.0,120.106003,175.241013,-1.566,-9.357,-74.0,-4.0,-4.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:296 AM,37763.257812,-49439.128906,4903.669922,-3.0,0.0,2.0,121.009003,168.516006,-1.11,-8.796,-67.0,5.0,6.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:383 AM,37777.320312,-49439.25,4902.859863,-3.0,0.0,2.0,121.814003,163.102005,-0.754,-8.768001,-54.0,4.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:480 AM,37792.839844,-49439.359375,4901.949707,-3.0,0.0,2.0,122.723007,156.972,-0.596,-9.117001,-61.0,2.0,-3.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:593 AM,37810.039062,-49439.449219,4901.049805,-3.0,0.0,2.0,123.621002,149.740005,-1.113,-7.081,-72.0,-5.0,20.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:693 AM,37824.449219,-49439.527344,4900.350098,-3.0,0.0,2.0,124.322006,143.420013,-1.559,-6.83,-63.0,-4.0,3.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:784 AM,37837.429688,-49439.597656,4899.759766,-3.0,0.0,2.0,124.911003,137.848007,-1.794,-5.835001,-56.0,-2.0,10.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:894 AM,37852.058594,-49439.6875,4899.129883,-3.0,0.0,2.0,125.547005,131.70401,-1.744,-5.526,-61.0,1.0,3.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:36:987 AM,37864.058594,-49439.769531,4898.609863,-3.0,0.0,2.0,126.065002,127.093002,-1.478,-5.923,-46.0,3.0,-4.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:83 AM,37876.058594,-49439.859375,4898.049805,-3.0,0.0,2.0,126.627007,122.641006,-1.189,-6.082,-45.0,3.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:191 AM,37888.9375,-49439.949219,4897.409668,-3.0,0.0,2.0,127.261009,117.988007,-0.956,-5.778,-47.0,2.0,3.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:283 AM,37899.589844,-49440.019531,4896.899902,-3.0,0.0,2.0,127.780006,114.227005,-0.86,-5.833,-38.0,1.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:393 AM,37912.039062,-49440.097656,4896.299805,-3.0,0.0,2.0,128.376999,109.993004,-0.82,-5.527,-42.0,0.0,3.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:486 AM,37922.230469,-49440.160156,4895.819824,-3.0,0.0,2.0,128.856003,106.647003,-0.837,-5.221,-33.0,0.0,3.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:585 AM,37932.488281,-49440.230469,4895.339844,-3.0,0.0,2.0,129.334,103.371002,-0.769,-5.272,-33.0,1.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:692 AM,37943.410156,-49440.300781,4894.799805,-3.0,0.0,2.0,129.878006,100.015007,-0.719,-5.043,-34.0,1.0,2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:789 AM,37952.929688,-49440.359375,4894.370117,-3.0,0.0,2.0,130.309006,97.210007,-0.685,-4.414,-28.0,0.0,6.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:891 AM,37962.757812,-49440.449219,4893.819824,-3.0,0.0,2.0,130.855011,95.537003,0.208,-5.128,-17.0,9.0,-7.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:22:37:993 AM,37972.199219,-49440.519531,4893.25,-3.0,0.0,2.0,131.422012,90.877007,0.489,-5.376,-47.0,3.0,-2.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:94 AM,37980.9375,-49440.539062,4892.719727,-3.0,0.0,2.0,131.953003,88.589005,0.273,-4.342,-23.0,-2.0,10.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:179 AM,37989.507812,-49440.539062,4892.330078,-3.0,0.0,2.0,132.347,107.198006,0.009,-5.508,186.0,-3.0,-12.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:289 AM,38004.179688,-49440.519531,4891.709961,-3.0,0.0,2.0,132.96701,144.557007,-0.037,-6.786,374.0,0.0,-13.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:385 AM,38020.238281,-49441.390625,4891.069824,-2.0,0.0,2.0,133.603012,177.274002,-10.056001,-8.235001,327.0,-100.0,-14.0,-1.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:483 AM,38039.960938,-49444.269531,4890.199707,-2.0,-2.0,3.0,134.471008,208.889008,-27.687002,-10.871,316.0,-176.0,-26.0,-1.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:587 AM,38063.460938,-49450.289062,4889.159668,-2.0,-4.0,4.0,135.520004,235.634018,-57.357002,-10.058001,267.0,-297.0,8.0,-1.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:686 AM,38088.019531,-49459.699219,4888.310059,-1.0,-8.0,4.0,136.364014,258.785004,-90.565002,-10.023001,232.0,-332.0,0.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:794 AM,38118.609375,-49470.078125,4887.330078,-1.0,-11.0,4.0,137.34201,306.085022,-94.706001,-11.123,473.0,-41.0,-11.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:884 AM,38147.917969,-49477.007812,4886.209961,-1.0,-11.0,4.0,138.468002,343.948029,-81.403008,-14.233001,379.0,133.0,-31.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:38:984 AM,38185.507812,-49484.597656,4884.830078,-1.0,-11.0,3.0,139.844009,383.972015,-80.279007,-13.576,400.0,11.0,7.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:39:90 AM,38229.027344,-49493.199219,4883.310059,-1.0,-11.0,3.0,141.368011,423.935028,-84.281006,-14.788001,400.0,-40.0,-12.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:39:203 AM,38279.089844,-49503.007812,4881.609863,0.0,-11.0,3.0,143.070007,464.29303,-90.677002,-15.769001,404.0,-64.0,-10.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:39:305 AM,38329.558594,-49512.847656,4879.959961,0.0,-11.0,3.0,144.721008,500.772034,-97.313004,-16.033001,365.0,-66.0,-3.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:39:393 AM,38374.070312,-49521.527344,4878.560059,0.0,-11.0,3.0,146.111008,530.233032,-103.083008,-16.523001,295.0,-58.0,-5.0,0.0,1.0,0.0,0.0,true
Jun 4 2024 11:22:39:498 AM,38432.757812,-49532.96875,4876.759766,0.0,-11.0,3.0,147.916,566.220032,-110.038002,-17.279001,360.0,-70.0,-8.0,0.0,1.0,0.0,0.0,true
