,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 10:23:50:7 AM,37606.070312,-49438.230469,5014.469727,0.0,0.0,0.0,0.0,0.0,0.0,-122.464005,0.0,0.0,-1225.0,0.0,0.0,0.0,true
May 21 2024 10:23:50:8 AM,37606.070312,-49438.230469,5014.469727,0.0,0.0,0.0,0.0,0.0,0.0,-122.464005,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:23:50:8 AM,37606.070312,-49438.230469,5014.469727,0.0,0.0,0.0,0.0,0.0,0.0,-122.464005,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:23:50:306 AM,37606.070312,-49438.230469,4996.52002,0.0,0.0,0.0,17.953001,0.0,0.0,-220.284012,0.0,0.0,-978.0,0.0,0.0,0.0,true
May 21 2024 10:23:50:307 AM,37606.070312,-49438.230469,4996.52002,0.0,0.0,0.0,17.953001,0.0,0.0,-220.284012,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:23:50:307 AM,37606.070312,-49438.230469,4996.52002,0.0,0.0,0.0,17.953001,0.0,0.0,-220.284012,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:23:50:341 AM,37606.070312,-49438.230469,4987.609863,0.0,0.0,0.0,26.860001,0.0,0.0,-255.958008,0.0,0.0,-357.0,0.0,0.0,0.0,true
May 21 2024 10:23:50:454 AM,37606.070312,-49438.230469,4952.609863,0.0,0.0,0.0,61.861004,0.0,0.0,-363.857025,0.0,0.0,-1079.0,0.0,0.0,0.0,true
May 21 2024 10:23:50:540 AM,37604.25,-49438.769531,4922.97998,-2.0,0.0,1.0,91.490005,11.826,24.109001,-250.461014,118.0,241.0,1134.0,0.0,0.0,0.0,true
May 21 2024 10:23:50:661 AM,37602.589844,-49438.398438,4908.839844,-3.0,0.0,2.0,105.637009,2.623,7.106,-45.472004,-92.0,-170.0,2050.0,0.0,0.0,0.0,true
