,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 11:42:15:62 AM,37606.070312,-49438.230469,5012.489746,0.0,0.0,0.0,0.0,0.0,0.0,-136.653,0.0,0.0,-1367.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:42:15:63 AM,37606.070312,-49438.230469,5012.489746,0.0,0.0,0.0,0.0,0.0,0.0,-136.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:42:15:63 AM,37606.070312,-49438.230469,5012.489746,0.0,0.0,0.0,0.0,0.0,0.0,-136.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:42:15:361 AM,37606.070312,-49438.230469,4993.120117,0.0,0.0,0.0,19.372002,0.0,0.0,-234.460007,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:42:15:362 AM,37606.070312,-49438.230469,4993.120117,0.0,0.0,0.0,19.372002,0.0,0.0,-234.460007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:42:15:362 AM,37606.070312,-49438.230469,4993.120117,0.0,0.0,0.0,19.372002,0.0,0.0,-234.460007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:42:15:452 AM,37606.070312,-49438.230469,4966.600098,0.0,0.0,0.0,45.891003,0.0,0.0,-325.205017,0.0,0.0,-907.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:42:15:550 AM,37605.289062,-49438.167969,4931.029785,-1.0,0.0,1.0,81.462006,-42.529003,-1.694,-331.164001,-425.0,-17.0,-60.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:42:15:647 AM,37603.160156,-49437.917969,4912.359863,-3.0,0.0,2.0,100.136002,-14.153001,1.874,-99.011002,284.0,36.0,2322.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:42:15:746 AM,37602.570312,-49437.828125,4907.819824,-3.0,0.0,2.0,104.675003,-3.343,-0.463,-12.281,108.0,-23.0,867.0,0.0,0.0,0.0,0.0,true
