,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:28:15:929 AM,37606.070312,-49438.230469,5013.870117,0.0,0.0,0.0,0.0,0.0,0.0,-126.738007,0.0,0.0,-1267.0,0.0,0.0,0.0,true
May 22 2024 10:28:15:929 AM,37606.070312,-49438.230469,5013.870117,0.0,0.0,0.0,0.0,0.0,0.0,-126.738007,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:15:929 AM,37606.070312,-49438.230469,5013.870117,0.0,0.0,0.0,0.0,0.0,0.0,-126.738007,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:232 AM,37606.070312,-49438.230469,4995.489746,0.0,0.0,0.0,18.381001,0.0,0.0,-224.554016,0.0,0.0,-978.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:232 AM,37606.070312,-49438.230469,4995.489746,0.0,0.0,0.0,18.381001,0.0,0.0,-224.554016,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:232 AM,37606.070312,-49438.230469,4995.489746,0.0,0.0,0.0,18.381001,0.0,0.0,-224.554016,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:276 AM,37606.070312,-49438.230469,4983.549805,0.0,0.0,0.0,30.317001,0.0,0.0,-270.580017,0.0,0.0,-460.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:381 AM,37606.070312,-49438.230469,4949.109863,0.0,0.0,0.0,64.759003,0.0,0.0,-373.053009,0.0,0.0,-1025.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:479 AM,37603.667969,-49438.96875,4918.779785,-2.0,0.0,1.0,95.087006,8.706,17.740002,-194.130005,87.0,177.0,1789.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:576 AM,37602.429688,-49438.738281,4909.089844,-3.0,0.0,2.0,104.782005,2.711,6.628,-49.724003,-60.0,-111.0,1444.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:671 AM,37602.378906,-49438.257812,4907.879883,-3.0,0.0,2.0,105.994003,-0.989,1.022,2.177,-37.0,-56.0,519.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:784 AM,37602.46875,-49438.328125,4908.779785,-3.0,0.0,2.0,106.900002,0.523,1.974,10.152,15.0,10.0,80.0,0.0,0.0,0.0,true
May 22 2024 10:28:16:877 AM,37602.507812,-49438.378906,4909.709961,-3.0,0.0,2.0,107.827003,0.657,1.79,9.319,1.0,-2.0,-8.0,0.0,0.0,0.0,true
May 22 2024 10:28:19:818 AM,37602.550781,-49438.488281,4910.810059,-3.0,0.0,2.0,108.924004,0.46,0.495,5.416,-2.0,-13.0,-39.0,0.0,0.0,0.0,true
May 22 2024 10:28:19:818 AM,37602.550781,-49438.488281,4910.810059,-3.0,0.0,2.0,108.924004,0.46,0.495,5.416,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:19:818 AM,37602.550781,-49438.488281,4910.810059,-3.0,0.0,2.0,108.924004,0.46,0.495,5.416,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:19:819 AM,37602.550781,-49438.488281,4910.810059,-3.0,0.0,2.0,108.924004,0.46,0.495,5.416,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:19:870 AM,37602.558594,-49438.519531,4911.069824,-3.0,0.0,2.0,109.189003,0.388,0.502,4.351,-1.0,0.0,-11.0,0.0,0.0,0.0,true
May 22 2024 10:28:19:958 AM,37602.589844,-49438.550781,4911.419922,-3.0,0.0,2.0,109.541008,0.279,0.287,3.365,-1.0,-2.0,-10.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:59 AM,37602.597656,-49438.597656,4911.649902,-3.0,0.0,2.0,109.771004,0.181,-0.038,1.873,-1.0,-3.0,-15.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:164 AM,37602.597656,-49438.640625,4911.799805,-3.0,0.0,2.0,109.916008,0.13,-0.184,1.192,-1.0,-1.0,-7.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:265 AM,37602.597656,-49438.679688,4911.870117,-3.0,0.0,2.0,109.988007,0.061,-0.179,0.338,-1.0,0.0,-9.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:361 AM,37602.589844,-49438.71875,4911.929688,-3.0,0.0,2.0,110.044006,0.07,-0.333,0.63,0.0,-2.0,3.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:466 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,-1.0,3.0,-6.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:561 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:655 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:760 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:868 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:20:964 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:58 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:159 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:269 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:371 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:458 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:563 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:665 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:768 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:857 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:21:959 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:22:63 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:28:22:164 AM,37602.589844,-49438.75,4911.959961,-3.0,0.0,2.0,110.074005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
