,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 5 2024 10:05:16:365 AM,37606.070312,-49438.230469,5013.639648,0.0,0.0,0.0,0.0,0.0,0.0,-128.333008,0.0,0.0,-1283.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:16:366 AM,37606.070312,-49438.230469,5013.639648,0.0,0.0,0.0,0.0,0.0,0.0,-128.333008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:16:366 AM,37606.070312,-49438.230469,5013.639648,0.0,0.0,0.0,0.0,0.0,0.0,-128.333008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:16:468 AM,37606.070312,-49438.230469,4995.100098,0.0,0.0,0.0,18.540001,0.0,0.0,-226.147003,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:16:601 AM,37606.070312,-49438.230469,4966.779785,0.0,0.0,0.0,46.855003,0.0,0.0,-323.864014,0.0,0.0,-977.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:16:639 AM,37606.070312,-49438.230469,4953.189941,0.0,0.0,0.0,60.450005,0.0,0.0,-362.032013,0.0,0.0,-382.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:16:748 AM,37603.980469,-49437.957031,4919.27002,-2.0,0.0,2.0,94.370003,-27.465002,1.917,-196.42601,-275.0,19.0,1656.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:16:849 AM,37602.730469,-49437.820312,4909.120117,-3.0,0.0,2.0,104.522003,-6.657001,1.096,-46.515003,208.0,-8.0,1499.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:16:953 AM,37602.558594,-49437.789062,4907.850098,-3.0,0.0,2.0,105.783005,0.681,-0.719,3.606,73.0,-18.0,501.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:27 AM,37602.640625,-49437.847656,4908.47998,-3.0,0.0,2.0,106.411003,1.265,-0.735,10.199,6.0,0.0,66.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:129 AM,37602.75,-49437.917969,4909.52002,-3.0,0.0,2.0,107.449005,1.203,-0.784,10.01,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:237 AM,37602.847656,-49437.988281,4910.469727,-3.0,0.0,2.0,108.402008,0.853,-0.626,7.688,-3.0,2.0,-23.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:342 AM,37602.917969,-49438.039062,4911.129883,-3.0,0.0,2.0,109.054008,0.552,-0.495,5.121,-3.0,1.0,-26.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:442 AM,37602.949219,-49438.089844,4911.509766,-3.0,0.0,2.0,109.438004,0.342,-0.545,2.667,-2.0,-1.0,-25.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:539 AM,37602.980469,-49438.128906,4911.739746,-3.0,0.0,2.0,109.672005,0.218,-0.511,1.619,-1.0,0.0,-10.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:629 AM,37603.007812,-49438.179688,4911.879883,-3.0,0.0,2.0,109.804008,0.145,-0.484,1.235,-1.0,0.0,-4.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:739 AM,37603.007812,-49438.21875,4911.97998,-3.0,0.0,2.0,109.907005,0.083,-0.091,0.905,-1.0,4.0,-3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:829 AM,37603.007812,-49438.21875,4912.040039,-3.0,0.0,2.0,109.965004,0.044,0.006,0.426,0.0,1.0,-5.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:17:942 AM,37603.007812,-49438.21875,4912.080078,-3.0,0.0,2.0,110.013008,0.07,-0.015,0.748,0.0,0.0,3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:38 AM,37603.007812,-49438.21875,4912.129883,-3.0,0.0,2.0,110.059006,0.042,0.014,0.406,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:132 AM,37603.007812,-49438.21875,4912.129883,-3.0,0.0,2.0,110.063004,0.006,0.064,-0.189,0.0,1.0,-6.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:238 AM,37603.007812,-49438.21875,4912.159668,-3.0,0.0,2.0,110.084007,0.027,0.018,0.339,0.0,0.0,5.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:362 AM,37603.007812,-49438.21875,4912.169922,-3.0,0.0,2.0,110.099007,0.019,0.015,0.234,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:437 AM,37603.007812,-49438.21875,4912.159668,-3.0,0.0,2.0,110.104004,0.012,0.034,-0.128,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:555 AM,37603.007812,-49438.21875,4912.169922,-3.0,0.0,2.0,110.112007,0.015,0.005,0.192,0.0,0.0,3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:640 AM,37603.007812,-49438.21875,4912.179688,-3.0,0.0,2.0,110.123009,0.022,-0.019,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:741 AM,37603.007812,-49438.21875,4912.189941,-3.0,0.0,2.0,110.126007,0.017,-0.013,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:846 AM,37603.007812,-49438.21875,4912.199707,-3.0,0.0,2.0,110.141006,0.039,-0.02,0.415,0.0,0.0,3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 10:05:18:950 AM,37603.007812,-49438.21875,4912.199707,-3.0,0.0,2.0,110.143005,0.028,-0.018,0.345,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
