,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:05:22:630 AM,37602.609375,-49438.558594,4911.609863,-3.0,0.0,2.0,109.491005,0.183,0.185,2.224,-1.0,-4.0,-13.0,-0.07,0.0,0.0,true
May 22 2024 10:05:22:728 AM,37602.609375,-49438.597656,4911.77002,-3.0,0.0,2.0,109.650002,0.131,0.02,1.513,-1.0,-2.0,-7.0,-0.07,0.0,0.0,true
May 22 2024 10:05:22:825 AM,37602.609375,-49438.628906,4911.839844,-3.0,0.0,2.0,109.721008,0.041,-0.175,0.435,-1.0,-2.0,-11.0,-0.07,0.0,0.0,true
May 22 2024 10:05:22:925 AM,37602.609375,-49438.667969,4911.879883,-3.0,0.0,2.0,109.761002,0.043,-0.2,0.431,0.0,0.0,0.0,-0.07,0.0,0.0,true
May 22 2024 10:05:23:24 AM,37602.597656,-49438.71875,4911.929688,-3.0,0.0,2.0,109.817009,0.076,-0.121,0.716,0.0,1.0,3.0,-0.07,0.0,0.0,true
May 22 2024 10:05:23:123 AM,37602.597656,-49438.707031,4911.97998,-3.0,0.0,2.0,109.862007,0.034,-0.061,0.3,0.0,1.0,-4.0,-0.07,0.0,0.0,true
May 22 2024 10:05:23:223 AM,37602.597656,-49438.707031,4912.0,-3.0,0.0,2.0,109.889008,0.021,-0.036,0.13,0.0,0.0,-2.0,-1.07,1.0,0.0,true
May 22 2024 10:05:23:324 AM,37603.050781,-49438.777344,4912.009766,-3.0,0.0,2.0,109.893005,7.712,-0.78,-0.274,77.0,-7.0,-4.0,-1.07,1.0,0.0,true
May 22 2024 10:05:23:426 AM,37605.519531,-49439.199219,4911.919922,-3.0,0.0,3.0,109.977005,32.803001,-4.343,-1.854,251.0,-36.0,-16.0,-1.07,1.0,0.0,true
May 22 2024 10:05:23:529 AM,37611.757812,-49440.96875,4911.649902,-3.0,-1.0,3.0,110.256004,74.293007,-17.173,-4.731,415.0,-128.0,-29.0,-1.07,0.0,0.0,true
May 22 2024 10:05:23:623 AM,37619.980469,-49444.050781,4911.169922,-2.0,-3.0,3.0,110.733002,92.900002,-28.659002,-6.015,186.0,-115.0,-13.0,-1.07,0.0,0.0,true
May 22 2024 10:05:23:720 AM,37629.097656,-49447.777344,4910.649902,-2.0,-4.0,4.0,111.247002,98.428001,-36.254002,-4.448,55.0,-76.0,16.0,-1.07,0.0,0.0,true
May 22 2024 10:05:23:823 AM,37638.9375,-49452.140625,4910.25,-3.0,-6.0,4.0,111.655006,98.051003,-41.258003,-3.499,-4.0,-50.0,9.0,-1.07,0.0,0.0,true
May 22 2024 10:05:23:927 AM,37648.578125,-49456.789062,4909.899902,-3.0,-8.0,4.0,111.999008,95.140007,-44.143002,-3.046,-29.0,-29.0,5.0,-1.07,0.0,0.0,true
May 22 2024 10:05:24:25 AM,37657.519531,-49461.390625,4909.600098,-3.0,-10.0,4.0,112.307007,93.038002,-44.668003,-3.267,-21.0,-5.0,-2.0,-0.07,0.0,0.0,true
May 22 2024 10:05:24:123 AM,37666.800781,-49465.109375,4909.259766,-3.0,-11.0,3.0,112.641006,96.769005,-35.93,-3.376,37.0,87.0,-1.0,-0.07,0.0,0.0,true
May 22 2024 10:05:24:226 AM,37676.859375,-49467.628906,4908.839844,-3.0,-11.0,3.0,113.063004,97.604004,-24.090002,-4.057,8.0,118.0,-7.0,-0.07,0.0,0.0,true
May 22 2024 10:05:24:328 AM,37686.640625,-49469.730469,4908.409668,-3.0,-11.0,3.0,113.495003,95.539001,-19.968,-4.197,-21.0,41.0,-1.0,-0.07,0.0,0.0,true
May 22 2024 10:05:24:420 AM,37695.277344,-49471.578125,4908.02002,-3.0,-11.0,3.0,113.884003,93.123001,-18.626001,-4.185,-24.0,13.0,0.0,-0.07,0.0,0.0,true
May 22 2024 10:05:24:522 AM,37704.578125,-49473.558594,4907.600098,-3.0,-11.0,3.0,114.304008,90.311005,-18.078001,-4.12,-28.0,5.0,1.0,-0.07,0.0,0.0,true
May 22 2024 10:05:24:624 AM,37713.609375,-49475.507812,4907.189941,-3.0,-11.0,3.0,114.711006,87.530006,-17.842001,-4.055,-28.0,2.0,1.0,-0.07,0.0,0.0,true
May 22 2024 10:05:24:728 AM,37722.597656,-49476.980469,4906.77002,-3.0,-11.0,3.0,115.132004,85.644005,-12.309001,-4.031,-19.0,55.0,0.0,0.93,0.0,0.0,true
May 22 2024 10:05:24:825 AM,37730.730469,-49477.558594,4906.350098,-3.0,-11.0,3.0,115.550003,78.858002,-5.136,-3.867,-68.0,72.0,2.0,0.93,1.0,0.0,true
May 22 2024 10:05:24:926 AM,37738.078125,-49478.378906,4905.989746,-3.0,-11.0,3.0,115.908005,73.526001,-9.441,-3.487,-53.0,-43.0,4.0,-0.07,1.0,0.0,true
May 22 2024 10:05:25:25 AM,37746.167969,-49479.957031,4905.669922,-3.0,-11.0,3.0,116.237007,87.132004,-15.824,-4.019,136.0,-64.0,-5.0,-0.07,0.0,0.0,true
May 22 2024 10:05:25:123 AM,37755.558594,-49481.859375,4905.279785,-3.0,-11.0,3.0,116.619003,95.841003,-19.036001,-4.329,87.0,-32.0,-3.0,-0.07,0.0,0.0,true
May 22 2024 10:05:25:222 AM,37765.289062,-49483.867188,4904.870117,-2.0,-11.0,3.0,117.037003,98.855003,-20.279001,-4.403,30.0,-12.0,-1.0,-0.07,0.0,0.0,true
