,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:03:23:314 AM,37606.070312,-49438.230469,5014.419922,0.0,0.0,0.0,0.0,0.0,0.0,-122.823006,0.0,0.0,-1228.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:03:23:314 AM,37606.070312,-49438.230469,5014.419922,0.0,0.0,0.0,0.0,0.0,0.0,-122.823006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:03:23:314 AM,37606.070312,-49438.230469,5014.419922,0.0,0.0,0.0,0.0,0.0,0.0,-122.823006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:03:23:779 AM,37606.070312,-49438.230469,4996.429688,0.0,0.0,0.0,17.989,0.0,0.0,-220.643005,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:03:23:780 AM,37606.070312,-49438.230469,4996.429688,0.0,0.0,0.0,17.989,0.0,0.0,-220.643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:03:23:780 AM,37606.070312,-49438.230469,4996.429688,0.0,0.0,0.0,17.989,0.0,0.0,-220.643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:03:23:780 AM,37606.070312,-49438.230469,4996.429688,0.0,0.0,0.0,17.989,0.0,0.0,-220.643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:03:23:888 AM,37606.070312,-49438.230469,4964.75,0.0,0.0,0.0,49.671001,0.0,0.0,-330.508026,0.0,0.0,-1099.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:03:23:978 AM,37605.179688,-49438.867188,4932.129883,-1.0,0.0,1.0,82.297005,10.471001,19.622002,-344.752014,105.0,196.0,-142.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:03:24:106 AM,37602.789062,-49438.308594,4910.219727,-3.0,0.0,2.0,104.200005,3.678,9.349,-70.318001,-68.0,-103.0,2744.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:03:24:179 AM,37602.550781,-49437.757812,4907.899902,-3.0,0.0,2.0,106.524002,-2.725,1.43,-7.082,-64.0,-79.0,632.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:03:24:278 AM,37602.648438,-49437.820312,4908.259766,-3.0,0.0,2.0,106.888008,0.057,2.128,8.211,28.0,7.0,153.0,-0.02,0.0,0.0,0.0,true
