,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 11:32:40:117 AM,37606.070312,-49438.230469,5009.669922,0.0,0.0,0.0,0.0,0.0,0.0,-154.610001,0.0,0.0,-1546.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:32:40:117 AM,37606.070312,-49438.230469,5009.669922,0.0,0.0,0.0,0.0,0.0,0.0,-154.610001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:32:40:118 AM,37606.070312,-49438.230469,5009.669922,0.0,0.0,0.0,0.0,0.0,0.0,-154.610001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:32:40:491 AM,37606.070312,-49438.230469,4988.5,0.0,0.0,0.0,21.166,0.0,0.0,-252.39801,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:32:40:491 AM,37606.070312,-49438.230469,4988.5,0.0,0.0,0.0,21.166,0.0,0.0,-252.39801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:32:40:492 AM,37606.070312,-49438.230469,4988.5,0.0,0.0,0.0,21.166,0.0,0.0,-252.39801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:32:40:502 AM,37606.070312,-49438.230469,4985.279785,0.0,0.0,0.0,24.387001,0.0,0.0,-264.309998,0.0,0.0,-119.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:32:40:642 AM,37606.070312,-49438.238281,4940.389648,0.0,0.0,0.0,69.275002,-1.356,-4.222,-378.629028,-14.0,-42.0,-1143.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:32:40:713 AM,37604.050781,-49438.058594,4918.689941,-2.0,0.0,2.0,90.974007,-26.285002,1.97,-188.952011,-249.0,62.0,1897.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:32:40:812 AM,37602.878906,-49437.929688,4909.080078,-3.0,0.0,2.0,100.584007,-6.565001,1.104,-45.885002,197.0,-9.0,1431.0,0.0,0.0,0.0,0.0,true
