,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 11:20:59:913 AM,37606.070312,-49438.230469,5011.77002,0.0,0.0,0.0,0.0,0.0,0.0,-141.277008,0.0,0.0,-1413.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:59:913 AM,37606.070312,-49438.230469,5011.77002,0.0,0.0,0.0,0.0,0.0,0.0,-141.277008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:59:913 AM,37606.070312,-49438.230469,5011.77002,0.0,0.0,0.0,0.0,0.0,0.0,-141.277008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:00:421 AM,37606.070312,-49438.230469,4991.939941,0.0,0.0,0.0,19.833,0.0,0.0,-239.078018,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:00:421 AM,37606.070312,-49438.230469,4991.939941,0.0,0.0,0.0,19.833,0.0,0.0,-239.078018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:00:421 AM,37606.070312,-49438.230469,4991.939941,0.0,0.0,0.0,19.833,0.0,0.0,-239.078018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:00:422 AM,37606.070312,-49438.230469,4991.939941,0.0,0.0,0.0,19.833,0.0,0.0,-239.078018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:00:551 AM,37606.070312,-49438.230469,4952.629883,0.0,0.0,0.0,59.138004,0.0,0.0,-363.830017,0.0,0.0,-1248.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:00:647 AM,37604.039062,-49438.777344,4920.830078,-2.0,0.0,1.0,90.940002,18.774,21.056002,-220.763016,188.0,211.0,1431.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:00:735 AM,37602.667969,-49438.519531,4910.089844,-3.0,0.0,2.0,101.681007,3.469,8.549001,-66.489006,-153.0,-125.0,1543.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:00:826 AM,37602.46875,-49437.96875,4907.919922,-3.0,0.0,2.0,103.848007,-1.581,0.41,-2.062,-50.0,-81.0,644.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:00:927 AM,37602.550781,-49438.019531,4908.549805,-3.0,0.0,2.0,104.478004,0.346,2.102,9.555,19.0,17.0,116.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:25 AM,37602.609375,-49438.078125,4909.540039,-3.0,0.0,2.0,105.466003,0.686,1.842,9.972,3.0,-3.0,4.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:127 AM,37602.648438,-49438.148438,4910.409668,-3.0,0.0,2.0,106.338005,0.587,1.234,7.675,-1.0,-6.0,-23.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:232 AM,37602.667969,-49438.199219,4911.060059,-3.0,0.0,2.0,106.989006,0.416,0.65,5.13,-2.0,-6.0,-25.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:341 AM,37602.699219,-49438.25,4911.47998,-3.0,0.0,2.0,107.407005,0.291,0.262,3.186,-1.0,-4.0,-19.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:432 AM,37602.710938,-49438.308594,4911.679688,-3.0,0.0,2.0,107.602005,0.189,-0.49,1.767,-1.0,-8.0,-14.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:531 AM,37602.710938,-49438.347656,4911.859863,-3.0,0.0,2.0,107.785004,0.13,-0.23,1.291,-1.0,3.0,-5.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:625 AM,37602.699219,-49438.378906,4911.949707,-3.0,0.0,2.0,107.878006,0.103,-0.123,0.969,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:731 AM,37602.699219,-49438.378906,4911.97998,-3.0,0.0,2.0,107.908005,0.062,-0.037,0.582,0.0,1.0,-4.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:825 AM,37602.699219,-49438.378906,4912.02002,-3.0,0.0,2.0,107.939003,0.048,-0.017,0.454,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:01:927 AM,37602.699219,-49438.367188,4912.040039,-3.0,0.0,2.0,107.969002,0.016,-0.101,-0.063,0.0,-1.0,-5.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:02:32 AM,37602.699219,-49438.367188,4912.060059,-3.0,0.0,2.0,107.981003,0.022,-0.056,0.151,0.0,0.0,2.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:02:122 AM,37602.699219,-49438.359375,4912.060059,-3.0,0.0,2.0,107.988007,0.017,-0.034,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:02:227 AM,37602.699219,-49438.359375,4912.080078,-3.0,0.0,2.0,108.002007,0.026,-0.065,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:02:321 AM,37602.699219,-49438.359375,4912.089844,-3.0,0.0,2.0,108.012009,0.029,-0.034,0.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:02:427 AM,37602.6875,-49438.359375,4912.100098,-3.0,0.0,2.0,108.028008,0.029,-0.049,0.1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:02:532 AM,37602.6875,-49438.359375,4912.120117,-3.0,0.0,2.0,108.041008,0.019,-0.018,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:21:02:621 AM,37602.6875,-49438.347656,4912.120117,-3.0,0.0,2.0,108.046005,0.021,-0.036,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
