,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 10:43:07:417 AM,37606.070312,-49438.230469,5013.799805,0.0,0.0,0.0,0.0,0.0,0.0,-127.244003,0.0,0.0,-1272.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:07:417 AM,37606.070312,-49438.230469,5013.799805,0.0,0.0,0.0,0.0,0.0,0.0,-127.244003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:07:418 AM,37606.070312,-49438.230469,5013.799805,0.0,0.0,0.0,0.0,0.0,0.0,-127.244003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:17 AM,37606.070312,-49438.230469,4995.370117,0.0,0.0,0.0,18.431002,0.0,0.0,-225.060013,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:17 AM,37606.070312,-49438.230469,4995.370117,0.0,0.0,0.0,18.431002,0.0,0.0,-225.060013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:18 AM,37606.070312,-49438.230469,4995.370117,0.0,0.0,0.0,18.431002,0.0,0.0,-225.060013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:18 AM,37606.070312,-49438.230469,4995.370117,0.0,0.0,0.0,18.431002,0.0,0.0,-225.060013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:119 AM,37606.070312,-49438.230469,4966.0,0.0,0.0,0.0,47.802002,0.0,0.0,-327.358002,0.0,0.0,-1023.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:231 AM,37604.738281,-49438.738281,4926.52002,-1.0,0.0,1.0,87.278008,26.067001,28.144001,-297.229004,261.0,281.0,301.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:317 AM,37602.96875,-49438.339844,4911.870117,-3.0,0.0,2.0,101.930008,4.728,11.905001,-94.418007,-213.0,-162.0,2028.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:417 AM,37602.519531,-49437.859375,4907.889648,-3.0,0.0,2.0,105.909004,-2.154,-0.964,-5.75,-69.0,-129.0,887.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:523 AM,37602.609375,-49437.9375,4908.359863,-3.0,0.0,2.0,106.379005,0.282,1.701,9.136001,24.0,27.0,149.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:616 AM,37602.660156,-49438.007812,4909.310059,-3.0,0.0,2.0,107.331009,0.673,1.901,10.172001,4.0,2.0,10.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:716 AM,37602.699219,-49438.078125,4910.219727,-3.0,0.0,2.0,108.236008,0.616,1.508,7.879,-1.0,-4.0,-23.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:817 AM,37602.71875,-49438.128906,4910.879883,-3.0,0.0,2.0,108.904007,0.463,0.911,5.355,-2.0,-6.0,-25.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:08:922 AM,37602.738281,-49438.1875,4911.339844,-3.0,0.0,2.0,109.364006,0.3,0.459,3.523,-2.0,-5.0,-18.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:09:27 AM,37602.769531,-49438.230469,4911.620117,-3.0,0.0,2.0,109.637009,0.174,0.138,1.871,-1.0,-3.0,-17.0,0.0,0.0,0.0,0.0,true
May 22 2024 10:43:09:116 AM,37602.757812,-49438.269531,4911.77002,-3.0,0.0,2.0,109.792007,0.152,-0.013,1.509,0.0,-2.0,-4.0,-0.02,0.0,0.0,0.0,true
May 22 2024 10:43:09:218 AM,37602.757812,-49438.289062,4911.879883,-3.0,0.0,2.0,109.898003,0.0,0.0,0.0,-2.0,0.0,-15.0,-0.02,0.0,0.0,0.0,true
May 22 2024 10:43:09:315 AM,37602.757812,-49438.320312,4911.909668,-3.0,0.0,2.0,109.932007,0.038,-0.175,0.338,0.0,-2.0,3.0,-1.02,0.0,0.0,0.0,true
May 22 2024 10:43:09:420 AM,37602.75,-49438.320312,4911.959961,-3.0,0.0,2.0,109.979004,0.04,-0.059,0.354,0.0,1.0,0.0,-1.02,1.0,0.0,0.0,true
May 22 2024 10:43:09:516 AM,37602.828125,-49438.339844,4911.989746,-3.0,0.0,2.0,110.012009,2.939,-0.631,0.182,29.0,-6.0,-2.0,-1.02,1.0,0.0,0.0,true
May 22 2024 10:43:09:621 AM,37603.878906,-49438.667969,4911.97998,-3.0,0.0,3.0,110.020004,17.091002,-4.033,-0.811,142.0,-34.0,-10.0,-1.02,1.0,0.0,0.0,true
May 22 2024 10:43:09:721 AM,37607.1875,-49440.0,4911.850098,-3.0,-1.0,3.0,110.154007,44.653004,-12.644001,-2.822,276.0,-86.0,-20.0,-1.02,1.0,0.0,0.0,true
May 22 2024 10:43:09:818 AM,37614.078125,-49442.71875,4911.5,-2.0,-2.0,3.0,110.504005,84.186005,-25.698002,-5.85,395.0,-131.0,-30.0,-1.02,1.0,0.0,0.0,true
May 22 2024 10:43:09:918 AM,37624.6875,-49447.078125,4910.929688,-2.0,-4.0,4.0,111.077003,119.830009,-41.893002,-6.154,356.0,-162.0,-3.0,-1.02,1.0,0.0,0.0,true
May 22 2024 10:43:10:22 AM,37639.730469,-49452.6875,4910.330078,-2.0,-6.0,4.0,111.675003,162.715012,-50.941002,-6.861001,429.0,-90.0,-7.0,-0.02,1.0,0.0,0.0,true
May 22 2024 10:43:10:116 AM,37657.449219,-49456.910156,4909.580078,-2.0,-7.0,3.0,112.423004,203.988007,-43.853001,-9.108001,413.0,71.0,-22.0,-0.02,1.0,0.0,0.0,true
May 22 2024 10:43:10:221 AM,37681.449219,-49460.398438,4908.47998,-1.0,-8.0,3.0,113.520004,245.34201,-37.563004,-11.417001,414.0,63.0,-23.0,-0.02,0.0,0.0,0.0,true
May 22 2024 10:43:10:315 AM,37706.078125,-49463.847656,4907.330078,-1.0,-8.0,3.0,114.671005,268.995026,-37.560001,-12.598001,237.0,0.0,-12.0,-0.02,0.0,0.0,0.0,true
