,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 9:55:19:353 AM,37606.070312,-49438.230469,5013.939941,0.0,0.0,0.0,0.0,0.0,0.0,-126.219009,0.0,0.0,-1262.0,0.0,0.0,0.0,true
May 22 2024 9:55:19:354 AM,37606.070312,-49438.230469,5013.939941,0.0,0.0,0.0,0.0,0.0,0.0,-126.219009,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:55:19:355 AM,37606.070312,-49438.230469,5013.939941,0.0,0.0,0.0,0.0,0.0,0.0,-126.219009,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:55:19:941 AM,37606.070312,-49438.230469,4995.620117,0.0,0.0,0.0,18.329,0.0,0.0,-224.036011,0.0,0.0,-978.0,0.0,0.0,0.0,true
May 22 2024 9:55:19:942 AM,37606.070312,-49438.230469,4995.620117,0.0,0.0,0.0,18.329,0.0,0.0,-224.036011,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:55:19:942 AM,37606.070312,-49438.230469,4995.620117,0.0,0.0,0.0,18.329,0.0,0.0,-224.036011,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:55:19:943 AM,37606.070312,-49438.230469,4995.620117,0.0,0.0,0.0,18.329,0.0,0.0,-224.036011,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:55:20:48 AM,37606.070312,-49438.230469,4964.239746,0.0,0.0,0.0,49.708004,0.0,0.0,-332.111023,0.0,0.0,-1081.0,0.0,0.0,0.0,true
May 22 2024 9:55:20:139 AM,37605.097656,-49438.847656,4931.279785,-1.0,0.0,1.0,82.664001,12.728001,19.85,-341.639008,127.0,198.0,-95.0,0.0,0.0,0.0,true
May 22 2024 9:55:20:238 AM,37603.078125,-49438.347656,4912.199707,-3.0,0.0,2.0,101.749008,5.049,12.297001,-99.173004,-77.0,-76.0,2425.0,0.0,0.0,0.0,true
May 22 2024 9:55:20:339 AM,37602.597656,-49437.898438,4907.909668,-3.0,0.0,2.0,106.037003,-2.414,-1.402,-7.170001,-75.0,-137.0,920.0,0.0,0.0,0.0,true
May 22 2024 9:55:20:438 AM,37602.6875,-49437.96875,4908.27002,-3.0,0.0,2.0,106.396004,0.143,1.527,8.443001,26.0,29.0,156.0,0.0,0.0,0.0,true
May 22 2024 9:55:20:544 AM,37602.75,-49438.050781,4909.319824,-3.0,0.0,2.0,107.446007,0.664,1.918,9.929001,5.0,4.0,15.0,0.0,0.0,0.0,true
May 22 2024 9:55:20:646 AM,37602.789062,-49438.117188,4910.239746,-3.0,0.0,2.0,108.366005,0.634,1.456,7.860001,0.0,-5.0,-21.0,0.0,0.0,0.0,true
May 22 2024 9:55:20:744 AM,37602.820312,-49438.160156,4910.879883,-3.0,0.0,2.0,109.004005,0.459,0.891,5.438,-2.0,-6.0,-24.0,0.0,0.0,0.0,true
May 22 2024 9:55:20:845 AM,37602.828125,-49438.207031,4911.299805,-3.0,0.0,2.0,109.433006,0.315,0.523,3.454,-1.0,-4.0,-20.0,0.0,0.0,0.0,true
