,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 10:34:50:123 AM,37602.710938,-49438.1875,4911.620117,-3.0,0.0,2.0,110.123009,0.213,0.071,2.278,-1.0,-3.0,-13.0,0.02,0.0,0.0,true
May 21 2024 10:34:50:228 AM,37602.699219,-49438.230469,4911.790039,-3.0,0.0,2.0,110.298004,0.123,-0.105,1.172,-1.0,-2.0,-11.0,0.02,0.0,0.0,true
May 21 2024 10:34:50:325 AM,37602.699219,-49438.25,4911.839844,-3.0,0.0,2.0,110.350006,0.068,-0.212,0.514,-1.0,-1.0,-7.0,0.02,0.0,0.0,true
May 21 2024 10:34:50:421 AM,37602.699219,-49438.308594,4911.889648,-3.0,0.0,2.0,110.398003,0.084,-0.255,0.742,0.0,0.0,2.0,0.02,0.0,0.0,true
May 21 2024 10:34:50:520 AM,37602.6875,-49438.347656,4911.939941,-3.0,0.0,2.0,110.453003,0.058,-0.235,0.595,0.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 10:34:50:624 AM,37602.6875,-49438.347656,4911.989746,-3.0,0.0,2.0,110.500008,0.046,-0.055,0.372,0.0,2.0,-2.0,0.02,0.0,0.0,true
May 21 2024 10:34:50:718 AM,37602.6875,-49438.347656,4912.009766,-3.0,0.0,2.0,110.520004,0.026,-0.053,0.151,0.0,0.0,-2.0,0.02,0.0,0.0,true
May 21 2024 10:34:50:818 AM,37602.6875,-49438.339844,4912.029785,-3.0,0.0,2.0,110.539001,0.034,-0.058,0.201,0.0,0.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:34:50:921 AM,37602.6875,-49438.339844,4912.049805,-3.0,0.0,2.0,110.557007,0.035,-0.05,0.186,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:18 AM,37602.6875,-49438.328125,4912.060059,-3.0,0.0,2.0,110.570007,0.032,-0.045,0.169,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:124 AM,37602.6875,-49438.328125,4912.069824,-3.0,0.0,2.0,110.578003,0.028,-0.062,0.06,0.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:218 AM,37602.6875,-49438.328125,4912.080078,-3.0,0.0,2.0,110.583008,0.016,-0.037,0.051,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:320 AM,37602.6875,-49438.320312,4912.080078,-3.0,0.0,2.0,110.591003,0.022,-0.052,0.07,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:422 AM,37602.6875,-49438.320312,4912.089844,-3.0,0.0,2.0,110.596008,0.018,-0.041,0.055,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:517 AM,37602.6875,-49438.320312,4912.089844,-3.0,0.0,2.0,110.599007,0.015,-0.029,-0.008,0.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:620 AM,37602.6875,-49438.308594,4912.089844,-3.0,0.0,2.0,110.600006,0.019,-0.034,0.018,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:721 AM,37602.6875,-49438.308594,4912.100098,-3.0,0.0,2.0,110.605003,0.02,-0.039,0.033,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:818 AM,37602.6875,-49438.308594,4912.100098,-3.0,0.0,2.0,110.605003,0.002,-0.051,-0.064,0.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 10:34:51:918 AM,37602.6875,-49438.308594,4912.100098,-3.0,0.0,2.0,110.606003,0.0,0.0,0.0,0.0,1.0,1.0,0.02,1.0,0.0,true
May 21 2024 10:34:52:21 AM,37602.6875,-49438.308594,4912.109863,-3.0,0.0,2.0,110.616005,0.029,-0.036,0.07,0.0,0.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:34:52:122 AM,37602.6875,-49438.308594,4912.109863,-3.0,0.0,2.0,110.618004,0.02,-0.031,0.01,0.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 10:34:52:222 AM,37602.6875,-49438.308594,4912.109863,-3.0,0.0,2.0,110.618004,0.029,-0.052,0.028,0.0,0.0,0.0,0.02,1.0,0.0,true
May 21 2024 10:34:52:322 AM,37602.929688,-49438.308594,4912.100098,-3.0,0.0,2.0,110.626007,5.792,-0.219,-0.356,58.0,-2.0,-4.0,0.02,1.0,0.0,true
May 21 2024 10:34:52:423 AM,37604.820312,-49438.308594,4912.029785,-3.0,0.0,2.0,110.702003,26.377001,-0.21,-1.49,206.0,0.0,-11.0,0.02,1.0,0.0,true
May 21 2024 10:34:52:523 AM,37610.039062,-49438.300781,4911.799805,-3.0,0.0,2.0,110.927002,66.724007,-0.133,-3.759,403.0,1.0,-23.0,0.02,1.0,0.0,true
May 21 2024 10:34:52:623 AM,37619.679688,-49438.308594,4911.330078,-2.0,0.0,2.0,111.400002,109.187004,0.339,-6.637,425.0,5.0,-29.0,0.02,1.0,0.0,true
May 21 2024 10:34:52:723 AM,37633.210938,-49438.21875,4910.620117,-2.0,0.0,2.0,112.104004,148.779007,0.579,-8.186001,396.0,2.0,-15.0,0.02,1.0,0.0,true
May 21 2024 10:34:52:823 AM,37650.46875,-49438.097656,4909.72998,-2.0,0.0,2.0,113.002007,187.225006,0.898,-10.083,384.0,3.0,-19.0,0.02,1.0,0.0,true
May 21 2024 10:34:52:923 AM,37671.390625,-49438.660156,4908.629883,-2.0,0.0,3.0,114.099007,224.248016,-7.619,-12.338,370.0,-85.0,-23.0,-0.98,1.0,0.0,true
May 21 2024 10:34:53:18 AM,37694.480469,-49441.289062,4907.389648,-2.0,-1.0,3.0,115.342003,256.400024,-26.322001,-14.360001,322.0,-187.0,-20.0,-0.98,1.0,0.0,true
May 21 2024 10:34:53:117 AM,37721.027344,-49447.050781,4905.919922,-2.0,-4.0,4.0,116.809006,284.346008,-55.572002,-16.429001,279.0,-293.0,-21.0,-0.98,1.0,0.0,true
May 21 2024 10:34:53:221 AM,37750.847656,-49457.238281,4904.649902,-2.0,-8.0,5.0,118.072006,301.067017,-102.997002,-10.034,167.0,-474.0,64.0,-0.98,1.0,0.0,true
May 21 2024 10:34:53:324 AM,37782.238281,-49471.609375,4903.850098,-2.0,-13.0,5.0,118.878006,328.79303,-140.197006,-9.758,277.0,-372.0,3.0,0.02,1.0,0.0,true
May 21 2024 10:34:53:418 AM,37815.550781,-49485.078125,4902.72998,-1.0,-15.0,5.0,119.998009,371.623016,-143.218002,-13.534,428.0,-30.0,-38.0,0.02,1.0,0.0,true
May 21 2024 10:34:53:522 AM,37857.328125,-49497.859375,4901.089844,-1.0,-16.0,4.0,121.642006,416.097015,-130.968002,-16.366001,445.0,123.0,-28.0,0.02,1.0,0.0,true
May 21 2024 10:34:53:624 AM,37902.460938,-49510.628906,4899.310059,-1.0,-16.0,3.0,123.422005,455.250031,-131.789001,-17.836,392.0,-8.0,-15.0,0.02,1.0,0.0,true
May 21 2024 10:34:53:718 AM,37947.230469,-49523.007812,4897.580078,-1.0,-16.0,3.0,125.146004,489.337036,-136.518005,-18.733002,341.0,-47.0,-9.0,0.02,1.0,0.0,true
May 21 2024 10:34:53:822 AM,38000.148438,-49537.417969,4895.549805,-1.0,-16.0,3.0,127.173004,525.628052,-143.724014,-20.093,363.0,-72.0,-14.0,0.02,1.0,0.0,true
May 21 2024 10:34:53:926 AM,38057.027344,-49552.71875,4893.409668,-1.0,-15.0,3.0,129.315002,561.343018,-151.036011,-20.854,357.0,-73.0,-8.0,0.02,1.0,0.0,true
May 21 2024 10:34:54:19 AM,38110.960938,-49567.019531,4891.449707,-1.0,-15.0,3.0,131.274002,587.597046,-156.227005,-21.063002,263.0,-52.0,-2.0,0.02,1.0,0.0,true
May 21 2024 10:34:54:119 AM,38169.578125,-49582.378906,4889.330078,-1.0,-15.0,3.0,133.397003,590.513,-155.016006,-20.319,29.0,12.0,7.0,0.02,1.0,0.0,true
May 21 2024 10:34:54:219 AM,38228.398438,-49597.597656,4887.27002,-1.0,-15.0,3.0,135.457001,593.200012,-154.081009,-20.081001,27.0,9.0,2.0,0.02,1.0,0.0,true
May 21 2024 10:34:54:319 AM,38287.679688,-49612.730469,4885.239746,-1.0,-15.0,3.0,137.490005,595.777039,-153.305008,-19.904001,26.0,8.0,2.0,0.02,1.0,0.0,true
May 21 2024 10:34:54:419 AM,38347.800781,-49627.859375,4883.25,-1.0,-14.0,3.0,139.481003,598.377014,-152.114014,-19.061001,26.0,12.0,8.0,0.02,1.0,0.0,true
May 21 2024 10:34:54:519 AM,38407.929688,-49642.769531,4881.350098,-1.0,-14.0,3.0,141.376007,609.070007,-152.529007,-18.765001,107.0,-4.0,3.0,0.02,1.0,0.0,true
May 21 2024 10:34:54:620 AM,38472.257812,-49658.46875,4879.489746,-1.0,-14.0,3.0,143.236008,657.255005,-161.905014,-19.702002,482.0,-94.0,-9.0,0.02,1.0,0.0,true
May 21 2024 10:34:54:720 AM,38540.96875,-49675.128906,4877.600098,-1.0,-14.0,2.0,145.131012,697.425049,-173.571014,-19.506001,402.0,-117.0,2.0,-0.98,1.0,0.0,true
May 21 2024 10:34:54:820 AM,38612.117188,-49695.738281,4875.799805,0.0,-15.0,3.0,146.933014,719.120056,-215.784012,-18.202002,217.0,-422.0,13.0,-0.98,1.0,0.0,true
May 21 2024 10:34:54:920 AM,38683.359375,-49723.300781,4874.27002,0.0,-19.0,4.0,148.459,716.779053,-285.578003,-15.219001,-23.0,-698.0,30.0,-0.98,1.0,0.0,true
May 21 2024 10:34:55:22 AM,38752.667969,-49759.789062,4873.879883,0.0,-25.0,5.0,148.852005,683.121033,-380.558014,-4.321,-337.0,-950.0,109.0,0.02,1.0,0.0,true
May 21 2024 10:34:55:120 AM,38817.988281,-49801.9375,4873.310059,0.0,-31.0,5.0,149.415009,682.536011,-444.074036,-9.704,-6.0,-635.0,-54.0,0.02,1.0,0.0,true
May 21 2024 10:34:55:217 AM,38885.597656,-49845.5,4872.120117,0.0,-34.0,4.0,150.605011,701.639038,-468.35202,-11.934001,191.0,-243.0,-22.0,0.02,1.0,0.0,true
May 21 2024 10:34:55:318 AM,38958.429688,-49892.878906,4870.830078,0.0,-34.0,4.0,151.901001,722.823059,-489.60202,-12.998,212.0,-213.0,-11.0,0.02,1.0,0.0,true
May 21 2024 10:34:55:418 AM,39032.96875,-49941.71875,4869.379883,0.0,-33.0,3.0,153.351013,748.062012,-503.001038,-14.579,252.0,-134.0,-16.0,0.02,1.0,0.0,true
May 21 2024 10:34:55:521 AM,39112.507812,-49993.507812,4867.899902,0.0,-33.0,2.0,154.826004,775.372009,-513.406006,-13.799001,273.0,-104.0,8.0,0.02,1.0,0.0,true
May 21 2024 10:34:55:618 AM,39190.878906,-50041.917969,4866.569824,0.0,-32.0,1.0,156.154007,810.840027,-501.311035,-13.22,355.0,121.0,6.0,1.02,1.0,0.0,true
May 21 2024 10:34:55:717 AM,39275.089844,-50085.828125,4865.259766,0.0,-29.0,-1.0,157.472,857.506042,-446.726013,-12.992001,467.0,546.0,2.0,1.02,1.0,0.0,true
May 21 2024 10:34:55:820 AM,39366.4375,-50121.980469,4864.589844,0.0,-22.0,-2.0,158.134003,904.958069,-339.106018,-2.534,475.0,1076.0,105.0,1.02,1.0,0.0,true
May 21 2024 10:34:55:924 AM,39462.960938,-50144.628906,4864.699707,-1.0,-12.0,-4.0,158.243011,930.194031,-189.645004,4.971,252.0,1495.0,75.0,1.02,1.0,0.0,true
May 21 2024 10:34:56:21 AM,39551.539062,-50151.449219,4865.469727,0.0,-2.0,-5.0,159.007004,935.171021,-44.343002,4.586,50.0,1453.0,-4.0,1.02,1.0,0.0,true
May 21 2024 10:34:56:123 AM,39646.917969,-50144.007812,4866.080078,0.0,9.0,-6.0,159.625,935.84906,100.654007,-3.86,7.0,1450.0,-84.0,0.02,1.0,0.0,true
May 21 2024 10:34:56:223 AM,39739.488281,-50127.257812,4865.759766,0.0,16.0,-6.0,159.944,944.025024,200.820007,-8.003,82.0,1002.0,-41.0,0.02,1.0,0.0,true
May 21 2024 10:34:56:319 AM,39830.417969,-50104.347656,4865.069824,0.0,18.0,-5.0,160.643005,950.871033,275.424011,-7.623,68.0,746.0,4.0,0.02,1.0,0.0,true
May 21 2024 10:34:56:424 AM,39932.257812,-50072.859375,4864.069824,0.0,19.0,-5.0,161.641006,964.71106,328.891022,-7.418,138.0,535.0,2.0,0.02,1.0,0.0,true
May 21 2024 10:34:56:525 AM,40030.480469,-50039.449219,4863.25,1.0,19.0,-4.0,162.459015,983.808044,356.904022,-7.504,191.0,280.0,-1.0,0.02,1.0,0.0,true
May 21 2024 10:34:56:623 AM,40129.167969,-50004.46875,4862.699707,1.0,20.0,-3.0,163.005005,1005.035034,373.928009,-3.455,212.0,170.0,40.0,0.02,1.0,0.0,false
May 21 2024 10:34:56:721 AM,40229.898438,-49967.867188,4862.580078,1.0,20.0,-2.0,163.128006,1026.810059,386.882019,0.628,218.0,130.0,41.0,0.02,1.0,0.0,false
May 21 2024 10:34:56:820 AM,40332.488281,-49929.878906,4862.850098,1.0,20.0,-1.0,163.395004,1048.197021,398.889008,4.013,214.0,120.0,34.0,0.02,1.0,0.0,false
May 21 2024 10:34:56:925 AM,40445.097656,-49889.019531,4863.489746,1.0,20.0,-1.0,164.039001,1076.351074,389.850006,7.630001,282.0,-90.0,36.0,-0.98,1.0,0.0,false
May 21 2024 10:34:57:23 AM,40553.660156,-49856.449219,4864.379883,2.0,17.0,1.0,164.924011,1107.603027,332.004028,9.837001,313.0,-578.0,22.0,-0.98,1.0,0.0,false
May 21 2024 10:34:57:118 AM,40660.398438,-49834.109375,4865.72998,1.0,12.0,3.0,166.282013,1130.64502,227.018005,20.687,230.0,-1050.0,108.0,-0.98,1.0,0.0,false
May 21 2024 10:34:57:220 AM,40775.757812,-49821.417969,4868.040039,1.0,3.0,4.0,168.586014,1154.996094,118.090004,19.300001,244.0,-1089.0,-14.0,0.02,1.0,0.0,false
May 21 2024 10:34:57:325 AM,40898.25,-49814.300781,4869.870117,1.0,-1.0,4.0,170.417007,1181.605103,49.140003,15.017001,266.0,-690.0,-43.0,0.02,1.0,0.0,false
May 21 2024 10:34:57:418 AM,41009.070312,-49812.609375,4871.27002,1.0,-2.0,4.0,171.813004,1202.620117,-4.256,13.620001,210.0,-534.0,-14.0,0.02,1.0,0.0,false
May 21 2024 10:34:57:523 AM,41136.117188,-49814.21875,4872.459961,1.0,-2.0,3.0,173.004013,1216.973999,-31.969002,10.154,144.0,-277.0,-35.0,1.02,1.0,0.0,false
May 21 2024 10:34:57:618 AM,41251.679688,-49813.027344,4873.27002,1.0,0.0,2.0,173.818008,1208.865112,2.149,10.196,-81.0,341.0,0.0,1.02,1.0,0.0,true
May 21 2024 10:34:57:721 AM,41374.46875,-49802.679688,4874.219727,1.0,5.0,-1.0,174.767014,1181.494995,95.550003,9.763,-274.0,934.0,-4.0,1.02,1.0,0.0,true
May 21 2024 10:34:57:825 AM,41493.117188,-49778.777344,4875.339844,0.0,13.0,-4.0,175.883011,1120.005005,227.753006,8.575001,-615.0,1322.0,-12.0,1.02,1.0,0.0,false
May 21 2024 10:34:57:918 AM,41589.777344,-49748.238281,4878.049805,1.0,22.0,-5.0,178.600006,1033.89502,355.028015,31.079002,-861.0,1273.0,225.0,1.02,1.0,0.0,false
May 21 2024 10:34:58:20 AM,41686.570312,-49701.378906,4881.129883,1.0,32.0,-6.0,181.67601,930.161072,488.404022,25.726002,-1037.0,1334.0,-54.0,0.02,1.0,0.0,true
May 21 2024 10:34:58:124 AM,41777.167969,-49641.46875,4883.259766,1.0,41.0,-7.0,183.806015,867.301025,608.572021,6.745,-629.0,1202.0,-190.0,0.02,1.0,0.0,false
May 21 2024 10:34:58:219 AM,41855.789062,-49580.128906,4884.149902,1.0,46.0,-6.0,184.697006,822.124023,691.896057,5.104,-452.0,833.0,-16.0,0.02,1.0,0.0,false
May 21 2024 10:34:58:325 AM,41943.417969,-49501.867188,4886.850098,2.0,47.0,-5.0,187.395004,774.471008,770.194031,13.134001,-477.0,783.0,80.0,0.02,1.0,0.0,false
May 21 2024 10:34:58:425 AM,42022.429688,-49420.9375,4889.609863,4.0,47.0,-4.0,190.158005,760.921021,811.657043,18.107,-135.0,415.0,50.0,0.02,1.0,0.0,false
May 21 2024 10:34:58:517 AM,42094.070312,-49347.128906,4893.569824,4.0,48.0,-2.0,194.113007,747.679016,843.830017,44.255001,-132.0,322.0,261.0,0.02,1.0,0.0,false
May 21 2024 10:34:58:622 AM,42173.4375,-49260.398438,4897.830078,3.0,48.0,0.0,198.379013,754.465027,863.324036,44.376003,68.0,195.0,1.0,0.02,1.0,0.0,false
May 21 2024 10:34:58:723 AM,42248.917969,-49173.980469,4901.439941,2.0,48.0,0.0,201.987015,775.161011,870.427063,35.652,207.0,71.0,-87.0,0.02,1.0,0.0,true
May 21 2024 10:34:58:823 AM,42326.699219,-49086.148438,4903.850098,2.0,49.0,-1.0,204.396011,784.917053,888.677063,16.763,98.0,183.0,-189.0,0.02,1.0,0.0,true
May 21 2024 10:34:58:923 AM,42405.199219,-48996.328125,4904.879883,1.0,49.0,-1.0,205.424011,793.913025,907.209045,7.653,90.0,185.0,-91.0,0.02,1.0,0.0,true
May 21 2024 10:34:59:23 AM,42484.398438,-48905.027344,4905.189941,1.0,49.0,-1.0,205.736008,800.580017,927.966064,2.892,67.0,208.0,-48.0,0.02,1.0,0.0,true
May 21 2024 10:34:59:123 AM,42564.058594,-48811.410156,4904.959961,0.0,50.0,-1.0,205.960007,810.921021,946.065063,-4.225,103.0,181.0,-71.0,0.02,1.0,0.0,true
May 21 2024 10:34:59:223 AM,42644.890625,-48715.617188,4903.909668,0.0,50.0,-1.0,207.017014,819.057068,966.029053,-19.009001,81.0,200.0,-148.0,0.02,1.0,0.0,false
May 21 2024 10:34:59:323 AM,42725.367188,-48618.410156,4900.75,-1.0,50.0,-2.0,210.174011,832.04303,982.702026,-41.072002,130.0,167.0,-221.0,0.02,1.0,0.0,false
May 21 2024 10:34:59:423 AM,42805.558594,-48520.367188,4895.350098,-3.0,51.0,-3.0,215.57901,825.112061,1015.903076,-62.034004,-69.0,332.0,-210.0,1.02,1.0,0.0,false
May 21 2024 10:34:59:523 AM,42881.828125,-48415.738281,4887.779785,-4.0,54.0,-5.0,223.142014,794.261047,1056.498047,-85.661003,-309.0,406.0,-236.0,1.02,1.0,0.0,false
May 21 2024 10:34:59:625 AM,42923.800781,-48351.488281,4882.799805,-2.0,56.0,-4.0,228.130005,-102.289001,40.677002,23.789001,-8966.0,-10158.0,1094.0,1.02,1.0,0.0,true
May 21 2024 10:34:59:719 AM,42923.089844,-48349.148438,4883.549805,-1.0,56.0,-1.0,228.883011,-22.307001,20.536001,6.758,800.0,-201.0,-170.0,1.02,1.0,0.0,true
May 21 2024 10:34:59:820 AM,42923.078125,-48347.667969,4883.159668,-1.0,56.0,-1.0,229.271011,11.481001,20.817001,-9.382,338.0,3.0,-161.0,1.02,1.0,0.0,true
May 21 2024 10:34:59:922 AM,42923.609375,-48345.757812,4881.959961,-2.0,57.0,-1.0,230.473007,17.965,22.687,-11.445001,65.0,19.0,-21.0,1.02,1.0,0.0,true
May 21 2024 10:35:00:26 AM,42923.71875,-48345.527344,4881.589844,-2.0,57.0,-1.0,230.840012,1.57,-1.475,-3.018,-164.0,-242.0,84.0,1.02,1.0,0.0,true
May 21 2024 10:35:00:125 AM,42923.800781,-48345.480469,4881.379883,-2.0,57.0,-2.0,231.052017,1.424,-1.287,-1.621,-1.0,2.0,14.0,1.02,1.0,0.0,true
May 21 2024 10:35:00:225 AM,42923.417969,-48344.757812,4880.819824,-1.0,57.0,-2.0,231.609009,2.419,-2.15,-5.886,10.0,-9.0,-43.0,0.02,1.0,0.0,true
May 21 2024 10:35:00:325 AM,42923.21875,-48344.398438,4880.580078,-1.0,57.0,-2.0,231.853012,0.129,-0.096,-0.251,-23.0,21.0,56.0,0.02,0.0,0.0,true
May 21 2024 10:35:00:417 AM,42923.230469,-48344.417969,4880.569824,-1.0,57.0,-2.0,231.85701,0.329,-0.002,0.063,2.0,1.0,3.0,0.02,0.0,0.0,true
May 21 2024 10:35:00:522 AM,42923.25,-48344.4375,4880.569824,-1.0,57.0,-2.0,231.863007,0.329,-0.17,-0.048,0.0,-2.0,-1.0,0.02,0.0,0.0,true
May 21 2024 10:35:00:619 AM,42923.269531,-48344.449219,4880.560059,-1.0,57.0,-2.0,231.867004,0.372,0.021,0.059,0.0,2.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:35:00:724 AM,42923.117188,-48344.480469,4880.52002,-1.0,57.0,-3.0,231.912018,-0.172,0.065,1.383,-5.0,0.0,13.0,0.02,0.0,0.0,true
May 21 2024 10:35:00:818 AM,42923.167969,-48344.550781,4880.560059,-1.0,57.0,-2.0,231.955017,0.28,-0.099,0.113,5.0,-2.0,-13.0,0.02,0.0,0.0,true
May 21 2024 10:35:00:922 AM,42923.1875,-48344.570312,4880.560059,-1.0,57.0,-2.0,231.959015,0.256,-0.177,-0.356,0.0,-1.0,-5.0,0.02,-1.0,0.0,true
May 21 2024 10:35:01:25 AM,42923.050781,-48344.917969,4880.560059,-1.0,57.0,-3.0,231.963013,0.535,-3.051,-1.011,3.0,-29.0,-7.0,0.02,-1.0,0.0,true
May 21 2024 10:35:01:120 AM,42922.097656,-48346.539062,4880.299805,-2.0,57.0,-3.0,232.230011,-5.248,-14.797001,-2.091,-58.0,-117.0,-11.0,0.02,-1.0,0.0,true
May 21 2024 10:35:01:224 AM,42919.890625,-48350.140625,4880.089844,-3.0,57.0,-3.0,232.440018,-22.624001,-42.709003,0.329,-174.0,-279.0,24.0,0.02,-1.0,0.0,true
May 21 2024 10:35:01:323 AM,42915.578125,-48357.050781,4880.209961,-4.0,57.0,-3.0,232.562012,-43.688004,-76.024002,3.402,-211.0,-333.0,31.0,0.02,-1.0,0.0,true
May 21 2024 10:35:01:418 AM,42909.667969,-48366.429688,4880.629883,-4.0,57.0,-3.0,232.986008,-61.734001,-104.240005,6.019,-180.0,-282.0,26.0,0.02,-1.0,0.0,false
May 21 2024 10:35:01:524 AM,42901.589844,-48379.488281,4881.649902,-5.0,57.0,-3.0,233.998016,-82.154007,-132.496002,11.821,-204.0,-283.0,58.0,0.02,-1.0,0.0,false
May 21 2024 10:35:01:620 AM,42892.410156,-48393.867188,4882.709961,-5.0,57.0,-3.0,235.060013,-97.235008,-159.611008,11.000001,-151.0,-271.0,-8.0,0.02,-1.0,0.0,false
May 21 2024 10:35:01:717 AM,42881.5,-48410.96875,4883.839844,-5.0,57.0,-4.0,236.194016,-113.075005,-185.831009,12.331,-158.0,-262.0,13.0,0.02,-1.0,0.0,false
May 21 2024 10:35:01:819 AM,42868.4375,-48431.519531,4885.419922,-5.0,57.0,-4.0,237.775009,-130.89801,-212.516006,15.285001,-178.0,-267.0,30.0,0.02,-1.0,0.0,false
May 21 2024 10:35:01:924 AM,42853.039062,-48455.550781,4886.969727,-6.0,57.0,-4.0,239.328018,-151.320007,-239.687012,12.911,-204.0,-272.0,-24.0,0.02,-1.0,0.0,false
May 21 2024 10:35:02:19 AM,42837.71875,-48479.570312,4888.259766,-6.0,57.0,-4.0,240.614014,-173.072006,-262.369019,15.578001,-218.0,-227.0,27.0,0.02,-1.0,0.0,false
May 21 2024 10:35:02:123 AM,42819.167969,-48508.347656,4890.129883,-6.0,56.0,-4.0,242.478012,-194.035004,-288.827026,21.481001,-210.0,-265.0,59.0,0.02,-1.0,0.0,false
May 21 2024 10:35:02:219 AM,42800.558594,-48537.097656,4892.310059,-5.0,56.0,-3.0,244.66301,-212.494003,-313.484009,23.614,-185.0,-247.0,21.0,0.02,-1.0,0.0,false
May 21 2024 10:35:02:320 AM,42779.148438,-48569.847656,4894.870117,-5.0,56.0,-3.0,247.222015,-231.807007,-337.073029,26.208002,-193.0,-236.0,26.0,-0.98,0.0,0.0,false
May 21 2024 10:35:02:424 AM,42753.9375,-48604.488281,4897.069824,-4.0,57.0,-3.0,249.419006,-254.458008,-340.585022,17.165001,-227.0,-35.0,-90.0,-0.98,0.0,0.0,false
