,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:51:05:64 AM,37606.070312,-49438.230469,5014.060059,0.0,0.0,0.0,0.0,0.0,0.0,-125.439003,0.0,0.0,-1254.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:05:65 AM,37606.070312,-49438.230469,5014.060059,0.0,0.0,0.0,0.0,0.0,0.0,-125.439003,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:05:65 AM,37606.070312,-49438.230469,5014.060059,0.0,0.0,0.0,0.0,0.0,0.0,-125.439003,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:05:620 AM,37606.070312,-49438.230469,4995.810059,0.0,0.0,0.0,18.25,0.0,0.0,-223.256012,0.0,0.0,-978.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:05:620 AM,37606.070312,-49438.230469,4995.810059,0.0,0.0,0.0,18.25,0.0,0.0,-223.256012,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:05:621 AM,37606.070312,-49438.230469,4995.810059,0.0,0.0,0.0,18.25,0.0,0.0,-223.256012,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:05:621 AM,37606.070312,-49438.230469,4995.810059,0.0,0.0,0.0,18.25,0.0,0.0,-223.256012,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:05:719 AM,37606.070312,-49438.230469,4967.239746,0.0,0.0,0.0,46.812004,0.0,0.0,-323.296021,0.0,0.0,-1000.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:05:831 AM,37604.738281,-49438.929688,4927.419922,-1.0,0.0,1.0,86.640007,22.677002,26.594002,-306.737,227.0,266.0,166.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:05:924 AM,37602.878906,-49438.539062,4911.609863,-3.0,0.0,2.0,102.443008,4.534,10.664001,-90.231003,-181.0,-159.0,2165.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:06:20 AM,37602.449219,-49438.019531,4907.879883,-3.0,0.0,2.0,106.171005,-2.442,-0.861,-7.662,-70.0,-115.0,826.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:06:132 AM,37602.550781,-49438.148438,4908.379883,-3.0,0.0,2.0,106.664001,0.238,1.53,8.804001,27.0,24.0,165.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:06:229 AM,37602.609375,-49438.21875,4909.350098,-3.0,0.0,2.0,107.637009,0.68,1.741,9.856001,4.0,2.0,11.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:06:324 AM,37602.648438,-49438.257812,4910.199707,-3.0,0.0,2.0,108.484009,0.65,1.589,8.455001,0.0,-2.0,-14.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:06:424 AM,37602.667969,-49438.308594,4910.859863,-3.0,0.0,2.0,109.142006,0.496,1.035,5.881,-2.0,-6.0,-26.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:06:529 AM,37602.6875,-49438.359375,4911.319824,-3.0,0.0,2.0,109.605003,0.296,0.561,2.991,-2.0,-5.0,-29.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:51:06:630 AM,37602.710938,-49438.410156,4911.600098,-3.0,0.0,2.0,109.881004,0.242,0.163,2.57,-1.0,-4.0,-4.0,0.02,0.0,0.0,0.0,true
