,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 4 2024 11:20:07:525 AM,37606.070312,-49438.230469,5011.5,0.0,0.0,0.0,0.0,0.0,0.0,-142.992004,0.0,0.0,-1430.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:07:525 AM,37606.070312,-49438.230469,5011.5,0.0,0.0,0.0,0.0,0.0,0.0,-142.992004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:07:526 AM,37606.070312,-49438.230469,5011.5,0.0,0.0,0.0,0.0,0.0,0.0,-142.992004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:07:998 AM,37606.070312,-49438.230469,4991.489746,0.0,0.0,0.0,20.005001,0.0,0.0,-240.792007,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:07:999 AM,37606.070312,-49438.230469,4991.489746,0.0,0.0,0.0,20.005001,0.0,0.0,-240.792007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:07:999 AM,37606.070312,-49438.230469,4991.489746,0.0,0.0,0.0,20.005001,0.0,0.0,-240.792007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:07:999 AM,37606.070312,-49438.230469,4991.489746,0.0,0.0,0.0,20.005001,0.0,0.0,-240.792007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:08:120 AM,37606.070312,-49438.230469,4954.629883,0.0,0.0,0.0,56.872002,0.0,0.0,-358.39801,0.0,0.0,-1176.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:08:210 AM,37604.300781,-49438.75,4923.27002,-2.0,0.0,1.0,88.232002,14.549001,23.766001,-246.950012,145.0,238.0,1114.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:08:298 AM,37602.71875,-49438.417969,4910.799805,-3.0,0.0,2.0,100.693008,3.956,9.939,-77.816002,-106.0,-138.0,1691.0,0.0,0.0,0.0,0.0,true
Jun 4 2024 11:20:08:413 AM,37602.449219,-49437.839844,4907.969727,-3.0,0.0,2.0,103.523003,-1.326,1.787,0.78,-53.0,-82.0,786.0,0.0,0.0,0.0,0.0,true
