,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:05:39:256 AM,37606.070312,-49438.230469,5013.379883,0.0,0.0,0.0,0.0,0.0,0.0,-130.109009,0.0,0.0,-1301.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:39:257 AM,37606.070312,-49438.230469,5013.379883,0.0,0.0,0.0,0.0,0.0,0.0,-130.109009,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:39:257 AM,37606.070312,-49438.230469,5013.379883,0.0,0.0,0.0,0.0,0.0,0.0,-130.109009,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:39:671 AM,37606.070312,-49438.230469,4994.659668,0.0,0.0,0.0,18.718,0.0,0.0,-227.922012,0.0,0.0,-978.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:39:671 AM,37606.070312,-49438.230469,4994.659668,0.0,0.0,0.0,18.718,0.0,0.0,-227.922012,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:39:671 AM,37606.070312,-49438.230469,4994.659668,0.0,0.0,0.0,18.718,0.0,0.0,-227.922012,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:39:671 AM,37606.070312,-49438.230469,4994.659668,0.0,0.0,0.0,18.718,0.0,0.0,-227.922012,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:39:783 AM,37606.070312,-49438.230469,4961.509766,0.0,0.0,0.0,51.870003,0.0,0.0,-339.733002,0.0,0.0,-1118.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:39:874 AM,37604.75,-49439.117188,4928.629883,-1.0,0.0,1.0,84.746002,17.814001,22.223001,-321.614014,178.0,222.0,181.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:39:981 AM,37602.789062,-49438.699219,4910.839844,-3.0,0.0,2.0,102.533005,4.094,9.280001,-80.391006,-137.0,-129.0,2412.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:76 AM,37602.480469,-49438.1875,4907.859863,-3.0,0.0,2.0,105.516006,-2.184,-1.52,-4.578,-63.0,-108.0,758.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:180 AM,37602.570312,-49438.21875,4908.399902,-3.0,0.0,2.0,106.055008,0.257,1.867,9.121,24.0,34.0,137.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:278 AM,37602.628906,-49438.289062,4909.379883,-3.0,0.0,2.0,107.034004,0.673,2.038,9.876,4.0,2.0,8.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:376 AM,37602.660156,-49438.347656,4910.239746,-3.0,0.0,2.0,107.897003,0.596,1.61,7.710001,-1.0,-4.0,-22.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:476 AM,37602.6875,-49438.398438,4910.870117,-3.0,0.0,2.0,108.529007,0.451,0.964,5.357,-1.0,-6.0,-24.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:576 AM,37602.699219,-49438.4375,4911.299805,-3.0,0.0,2.0,108.953003,0.325,0.732,3.441,-1.0,-2.0,-19.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:675 AM,37602.71875,-49438.488281,4911.569824,-3.0,0.0,2.0,109.225006,0.192,-0.007,2.194,-1.0,-7.0,-12.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:780 AM,37602.730469,-49438.527344,4911.75,-3.0,0.0,2.0,109.406006,0.135,-0.074,1.194,-1.0,-1.0,-10.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:884 AM,37602.730469,-49438.558594,4911.859863,-3.0,0.0,2.0,109.511002,0.07,-0.179,0.515,-1.0,-1.0,-7.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:40:973 AM,37602.71875,-49438.597656,4911.909668,-3.0,0.0,2.0,109.567009,0.058,-0.374,0.486,0.0,-2.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:72 AM,37602.71875,-49438.640625,4911.929688,-3.0,0.0,2.0,109.589005,0.021,-0.258,0.099,0.0,1.0,-4.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:169 AM,37602.71875,-49438.628906,4911.959961,-3.0,0.0,2.0,109.611008,0.031,-0.102,0.28,0.0,2.0,2.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:271 AM,37602.71875,-49438.617188,4911.97998,-3.0,0.0,2.0,109.633003,0.028,-0.081,0.254,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:374 AM,37602.71875,-49438.617188,4912.009766,-3.0,0.0,2.0,109.667007,0.052,-0.02,0.731,0.0,1.0,5.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:481 AM,37602.71875,-49438.609375,4912.02002,-3.0,0.0,2.0,109.674004,-0.018,-0.095,-0.651,-1.0,-1.0,-14.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:569 AM,37602.71875,-49438.609375,4912.0,-3.0,0.0,2.0,109.690002,0.024,-0.076,-0.037,0.0,0.0,6.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:682 AM,37602.71875,-49438.597656,4912.02002,-3.0,0.0,2.0,109.707008,0.033,-0.064,0.196,0.0,0.0,2.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:772 AM,37602.71875,-49438.597656,4912.040039,-3.0,0.0,2.0,109.724007,0.005,-0.044,0.064,0.0,0.0,-1.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:874 AM,37602.71875,-49438.597656,4912.040039,-3.0,0.0,2.0,109.725006,0.0,0.0,0.0,0.0,0.0,-1.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:41:982 AM,37602.71875,-49438.597656,4912.060059,-3.0,0.0,2.0,109.747002,0.014,-0.05,0.037,0.0,-1.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:42:71 AM,37602.71875,-49438.597656,4912.060059,-3.0,0.0,2.0,109.749008,0.009,-0.061,-0.018,0.0,0.0,-1.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:42:171 AM,37602.71875,-49438.589844,4912.069824,-3.0,0.0,2.0,109.755005,-0.005,-0.045,0.026,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:42:271 AM,37602.71875,-49438.578125,4912.060059,-3.0,0.0,2.0,109.762009,0.03,-0.04,0.151,0.0,0.0,1.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:42:369 AM,37602.71875,-49438.578125,4912.069824,-3.0,0.0,2.0,109.768005,0.012,-0.029,0.118,0.0,0.0,0.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:42:480 AM,37603.039062,-49438.617188,4912.060059,-3.0,0.0,2.0,109.777008,4.651,-0.182,-0.165,46.0,-2.0,-3.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:42:580 AM,37604.710938,-49438.679688,4911.97998,-3.0,0.0,2.0,109.856003,25.267002,-0.394,-1.46,206.0,-2.0,-13.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:42:675 AM,37609.597656,-49438.75,4911.77002,-3.0,0.0,2.0,110.061005,59.874004,-0.79,-3.54,346.0,-4.0,-21.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:42:775 AM,37618.730469,-49438.898438,4911.319824,-2.0,0.0,2.0,110.513008,106.691002,-1.17,-6.45,468.0,-4.0,-29.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:42:877 AM,37632.777344,-49439.039062,4910.609863,-2.0,0.0,2.0,111.225006,152.770004,-1.679,-8.396001,461.0,-5.0,-19.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:42:970 AM,37649.308594,-49439.230469,4909.759766,-2.0,0.0,2.0,112.077003,191.365005,-2.264,-10.700001,386.0,-6.0,-23.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:43:70 AM,37670.800781,-49439.507812,4908.629883,-2.0,0.0,2.0,113.200005,231.157013,-2.895,-12.324,398.0,-6.0,-16.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:43:172 AM,37696.980469,-49439.898438,4907.279785,-1.0,-1.0,2.0,114.558006,271.320007,-4.0,-14.227,402.0,-11.0,-19.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:43:270 AM,37726.097656,-49440.417969,4905.759766,-1.0,-1.0,2.0,116.074005,309.553009,-5.568,-16.131001,382.0,-16.0,-19.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:43:373 AM,37760.320312,-49441.199219,4904.0,-1.0,-1.0,3.0,117.835007,348.259003,-7.679,-18.225,387.0,-21.0,-21.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:43:476 AM,37797.777344,-49442.660156,4901.959961,-1.0,-1.0,3.0,119.875008,385.34201,-16.131001,-20.781,371.0,-85.0,-26.0,-1.02,1.0,0.0,0.0,true
May 22 2024 11:05:43:571 AM,37836.078125,-49446.898438,4900.029785,-2.0,-3.0,3.0,121.80201,413.811005,-44.574001,-20.216002,285.0,-284.0,6.0,-1.02,1.0,0.0,0.0,true
May 22 2024 11:05:43:681 AM,37882.269531,-49456.828125,4898.330078,-2.0,-6.0,4.0,123.506004,435.847015,-98.345001,-12.341001,220.0,-538.0,79.0,-1.02,1.0,0.0,0.0,true
May 22 2024 11:05:43:778 AM,37925.289062,-49470.757812,4896.949707,-2.0,-11.0,5.0,124.885002,460.486023,-137.411011,-16.890001,246.0,-391.0,-45.0,-0.02,1.0,0.0,0.0,true
May 22 2024 11:05:43:878 AM,37974.007812,-49484.097656,4894.919922,-1.0,-13.0,5.0,126.915009,500.471039,-131.893005,-21.355001,400.0,55.0,-45.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:43:975 AM,38024.378906,-49496.109375,4892.830078,-1.0,-13.0,4.0,129.0,521.054016,-129.505005,-20.618,206.0,24.0,7.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:74 AM,38075.71875,-49508.339844,4890.790039,-1.0,-13.0,4.0,131.040009,521.392029,-127.001007,-19.611,3.0,25.0,10.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:180 AM,38129.480469,-49521.25,4888.75,-2.0,-13.0,4.0,133.07901,507.979034,-123.486008,-18.201,-134.0,35.0,14.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:283 AM,38179.527344,-49533.390625,4886.929688,-2.0,-14.0,4.0,134.903,487.36203,-119.205009,-16.693001,-206.0,43.0,15.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:372 AM,38222.339844,-49543.878906,4885.399902,-2.0,-14.0,4.0,136.436005,466.325012,-114.723007,-15.710001,-210.0,45.0,10.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:476 AM,38268.96875,-49555.410156,4883.830078,-2.0,-14.0,4.0,138.0,440.322021,-109.460007,-13.777,-260.0,53.0,19.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:577 AM,38311.609375,-49566.078125,4882.489746,-2.0,-14.0,4.0,139.34201,414.735016,-104.205002,-12.551001,-256.0,53.0,12.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:678 AM,38352.167969,-49576.347656,4881.259766,-2.0,-14.0,4.0,140.573013,389.173004,-99.421005,-11.421,-256.0,48.0,11.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:779 AM,38389.820312,-49586.007812,4880.149902,-2.0,-14.0,3.0,141.685013,365.378021,-94.530006,-10.534,-238.0,49.0,9.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:884 AM,38425.507812,-49595.257812,4879.120117,-2.0,-15.0,3.0,142.716003,343.063019,-89.807007,-9.626,-223.0,47.0,9.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:44:974 AM,38456.347656,-49603.339844,4878.259766,-2.0,-15.0,3.0,143.578003,323.969025,-85.536003,-9.356001,-191.0,43.0,3.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:45:73 AM,38487.949219,-49611.679688,4877.389648,-2.0,-15.0,3.0,144.439011,304.526001,-81.260002,-8.143001,-194.0,43.0,12.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:45:179 AM,38518.558594,-49619.839844,4876.589844,-2.0,-15.0,3.0,145.242004,285.832001,-76.893005,-7.092,-187.0,44.0,11.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:45:281 AM,38547.1875,-49627.519531,4875.889648,-2.0,-15.0,3.0,145.945007,268.497009,-72.764,-6.675,-173.0,41.0,4.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:45:381 AM,38573.21875,-49634.570312,4875.239746,-2.0,-15.0,3.0,146.59201,252.776016,-69.186005,-6.65,-157.0,36.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:45:483 AM,38598.167969,-49641.390625,4874.620117,-2.0,-15.0,3.0,147.21701,237.776016,-66.016006,-6.266,-150.0,32.0,4.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:45:574 AM,38619.347656,-49647.21875,4874.100098,-2.0,-15.0,3.0,147.733002,225.187012,-62.960003,-5.76,-126.0,31.0,5.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:45:675 AM,38641.5,-49653.339844,4873.549805,-2.0,-15.0,3.0,148.285004,212.160004,-59.669003,-5.319,-130.0,33.0,4.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:05:45:773 AM,38661.710938,-49658.957031,4873.060059,-2.0,-15.0,3.0,148.772003,200.275009,-56.754002,-4.876,-119.0,29.0,4.0,-0.02,0.0,0.0,0.0,true
