,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 9:58:11:405 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:11:513 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:11:616 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:11:714 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:11:805 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:11:906 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:9 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:116 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:221 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:313 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:407 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:502 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:608 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:713 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:809 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:12:903 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:8 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:107 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:214 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:317 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:407 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:515 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:615 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:707 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:816 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:13:911 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:14:15 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:14:107 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:14:204 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:14:307 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:14:415 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 9:58:14:511 AM,37602.640625,-49438.558594,4911.919922,-3.0,0.0,2.0,108.488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
