,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 10:40:18:55 AM,37606.070312,-49438.230469,5013.949707,0.0,0.0,0.0,0.0,0.0,0.0,-126.170006,0.0,0.0,-1262.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:56 AM,37606.070312,-49438.230469,5013.949707,0.0,0.0,0.0,0.0,0.0,0.0,-126.170006,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:56 AM,37606.070312,-49438.230469,5013.949707,0.0,0.0,0.0,0.0,0.0,0.0,-126.170006,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:351 AM,37606.070312,-49438.230469,4995.629883,0.0,0.0,0.0,18.323,0.0,0.0,-223.987015,0.0,0.0,-978.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:351 AM,37606.070312,-49438.230469,4995.629883,0.0,0.0,0.0,18.323,0.0,0.0,-223.987015,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:351 AM,37606.070312,-49438.230469,4995.629883,0.0,0.0,0.0,18.323,0.0,0.0,-223.987015,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:409 AM,37606.070312,-49438.230469,4980.040039,0.0,0.0,0.0,33.912003,0.0,0.0,-282.700012,0.0,0.0,-587.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:519 AM,37606.007812,-49438.46875,4942.989746,0.0,0.0,0.0,70.959,-0.116,-0.656,-379.683014,-1.0,-7.0,-970.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:612 AM,37603.417969,-49438.6875,4916.75,-2.0,0.0,1.0,97.198006,7.709001,16.723001,-163.388,78.0,174.0,2163.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:710 AM,37602.359375,-49438.480469,4908.540039,-3.0,0.0,2.0,105.413002,2.329,6.092,-37.142002,-54.0,-106.0,1262.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:810 AM,37602.410156,-49438.160156,4908.0,-3.0,0.0,2.0,105.951004,-0.423,0.75,5.181,-28.0,-53.0,423.0,0.0,0.0,0.0,true
May 21 2024 10:40:18:904 AM,37602.480469,-49438.230469,4908.830078,-3.0,0.0,2.0,106.785004,0.555,1.868,10.262,10.0,11.0,51.0,0.0,0.0,0.0,true
