,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 10:43:17:570 AM,38072.679688,-49515.140625,4891.439941,-1.0,-13.0,5.0,123.347008,554.597046,-168.042007,-15.615001,154.0,-572.0,56.0,0.02,1.0,0.0,true
May 21 2024 10:43:17:668 AM,38128.808594,-49531.96875,4889.659668,-1.0,-15.0,5.0,125.123009,585.32605,-170.346008,-19.578001,307.0,-23.0,-40.0,0.02,1.0,0.0,true
May 21 2024 10:43:17:766 AM,38186.6875,-49547.539062,4887.620117,-1.0,-15.0,4.0,127.165009,589.17804,-164.437012,-19.783001,39.0,59.0,-2.0,0.02,1.0,0.0,true
May 21 2024 10:43:17:863 AM,38243.871094,-49562.667969,4885.629883,-1.0,-15.0,4.0,129.14801,592.404053,-160.714005,-19.693001,32.0,37.0,1.0,0.02,1.0,0.0,true
May 21 2024 10:43:17:970 AM,38307.449219,-49579.21875,4883.5,-1.0,-15.0,4.0,131.279999,595.58905,-157.636002,-19.217001,32.0,31.0,5.0,0.02,1.0,0.0,true
May 21 2024 10:43:18:65 AM,38364.128906,-49593.757812,4881.699707,-1.0,-15.0,3.0,133.082001,598.130005,-155.412003,-18.145,25.0,22.0,11.0,0.02,1.0,0.0,true
May 21 2024 10:43:18:171 AM,38427.828125,-49609.898438,4879.790039,-1.0,-15.0,3.0,134.992004,609.618042,-157.396011,-17.666,115.0,-20.0,5.0,-0.98,1.0,0.0,true
May 21 2024 10:43:18:267 AM,38488.617188,-49627.820312,4878.209961,-1.0,-15.0,4.0,136.573013,644.301025,-195.420013,-17.610001,347.0,-380.0,1.0,-0.98,1.0,0.0,true
May 21 2024 10:43:18:365 AM,38552.058594,-49651.71875,4876.719727,-1.0,-18.0,5.0,138.059006,662.504028,-249.752014,-16.625,182.0,-543.0,10.0,0.02,1.0,0.0,true
May 21 2024 10:43:18:462 AM,38618.769531,-49676.617188,4875.149902,0.0,-20.0,4.0,139.634003,697.742004,-262.350006,-16.147001,352.0,-126.0,5.0,0.02,1.0,0.0,true
May 21 2024 10:43:18:568 AM,38695.257812,-49704.140625,4873.449707,0.0,-20.0,3.0,141.32901,732.564026,-273.625,-15.461,348.0,-113.0,7.0,0.02,1.0,0.0,true
May 21 2024 10:43:18:671 AM,38772.96875,-49731.859375,4871.859863,0.0,-20.0,3.0,142.924011,764.807007,-281.538025,-15.137001,322.0,-79.0,3.0,0.02,1.0,0.0,true
May 21 2024 10:43:18:770 AM,38851.507812,-49759.507812,4870.359863,0.0,-20.0,2.0,144.424011,794.80304,-287.633026,-14.550001,300.0,-61.0,6.0,0.02,1.0,0.0,true
May 21 2024 10:43:18:866 AM,38929.117188,-49786.457031,4869.009766,0.0,-19.0,2.0,145.772003,822.612061,-292.212006,-13.77,278.0,-46.0,8.0,0.02,1.0,0.0,true
May 21 2024 10:43:18:967 AM,39014.398438,-49815.660156,4867.589844,0.0,-19.0,1.0,147.19101,851.477051,-296.568024,-14.02,289.0,-44.0,-2.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:67 AM,39100.96875,-49844.898438,4866.209961,0.0,-19.0,1.0,148.569,879.367065,-300.226013,-13.442,279.0,-37.0,6.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:168 AM,39191.929688,-49875.089844,4864.879883,0.0,-18.0,1.0,149.905014,907.081055,-304.106018,-12.479001,277.0,-39.0,10.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:265 AM,39280.910156,-49904.300781,4863.669922,0.0,-18.0,1.0,151.115005,933.254028,-306.97403,-12.981001,262.0,-29.0,-5.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:367 AM,39378.597656,-49935.808594,4862.359863,0.0,-18.0,0.0,152.419006,960.820068,-309.541016,-12.247001,276.0,-26.0,7.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:467 AM,39475.738281,-49966.539062,4861.299805,1.0,-18.0,0.0,153.484009,986.897034,-311.939026,-9.834001,261.0,-24.0,24.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:563 AM,39572.238281,-49996.519531,4860.540039,1.0,-17.0,0.0,154.248001,1011.762024,-313.774017,-7.264,249.0,-18.0,26.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:664 AM,39676.5,-50028.269531,4860.049805,1.0,-17.0,0.0,154.738007,1037.473999,-315.601013,-3.851,257.0,-18.0,34.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:771 AM,39789.628906,-50062.007812,4859.949707,1.0,-17.0,0.0,154.831009,1064.199097,-317.086029,0.776,267.0,-15.0,46.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:869 AM,39895.21875,-50092.800781,4860.139648,1.0,-16.0,0.0,155.022003,1088.335083,-318.512024,2.699,241.0,-14.0,19.0,0.02,1.0,0.0,true
May 21 2024 10:43:19:969 AM,40005.1875,-50124.289062,4860.580078,1.0,-16.0,0.0,155.458008,1112.835083,-318.696014,5.69,245.0,-2.0,30.0,0.02,1.0,0.0,true
May 21 2024 10:43:20:64 AM,40112.75,-50154.347656,4861.159668,1.0,-16.0,0.0,156.036011,1135.975098,-319.282013,5.911,231.0,-6.0,2.0,0.02,1.0,0.0,true
May 21 2024 10:43:20:169 AM,40233.9375,-50187.5,4861.850098,1.0,-15.0,-1.0,156.729004,1161.481079,-318.595001,6.722,255.0,7.0,8.0,0.02,1.0,0.0,false
May 21 2024 10:43:20:263 AM,40344.007812,-50216.96875,4862.52002,1.0,-15.0,-1.0,157.402008,1184.394043,-316.381012,7.56,229.0,22.0,8.0,0.02,1.0,0.0,false
May 21 2024 10:43:20:366 AM,40467.199219,-50249.148438,4863.310059,1.0,-15.0,-1.0,158.189011,1209.404053,-313.682007,7.821001,250.0,27.0,3.0,0.02,1.0,0.0,false
May 21 2024 10:43:20:466 AM,40588.570312,-50281.488281,4864.0,1.0,-15.0,0.0,158.882004,1210.898071,-325.978027,6.949,15.0,-123.0,-9.0,-0.98,1.0,0.0,false
May 21 2024 10:43:20:567 AM,40708.230469,-50319.789062,4864.560059,1.0,-17.0,1.0,159.443008,1187.042114,-373.372009,5.285,-239.0,-474.0,-17.0,0.02,1.0,0.0,false
May 21 2024 10:43:20:669 AM,40827.167969,-50359.1875,4865.179688,1.0,-20.0,1.0,160.059006,1179.889038,-387.073029,7.153,-72.0,-137.0,19.0,0.02,1.0,0.0,false
May 21 2024 10:43:20:763 AM,40938.660156,-50397.128906,4865.859863,1.0,-20.0,2.0,160.742004,1172.675049,-400.546021,7.108,-72.0,-135.0,0.0,0.02,1.0,0.0,false
May 21 2024 10:43:20:864 AM,41056.820312,-50437.820312,4866.689941,1.0,-19.0,2.0,161.567001,1167.919067,-406.282013,9.532001,-48.0,-57.0,24.0,0.02,1.0,0.0,false
May 21 2024 10:43:20:968 AM,41179.308594,-50479.898438,4867.75,1.0,-19.0,1.0,162.632004,1182.040039,-412.335022,10.619,141.0,-61.0,11.0,-0.98,1.0,0.0,false
May 21 2024 10:43:21:69 AM,41298.910156,-50524.5,4868.909668,1.0,-20.0,2.0,163.791,1185.587036,-454.34903,10.97,35.0,-420.0,4.0,-0.98,1.0,0.0,false
May 21 2024 10:43:21:166 AM,41411.558594,-50575.070312,4870.159668,1.0,-24.0,3.0,165.043015,1157.917114,-531.525024,19.120001,-277.0,-772.0,82.0,-0.98,1.0,0.0,false
May 21 2024 10:43:21:267 AM,41524.21875,-50634.738281,4871.909668,1.0,-30.0,4.0,166.792007,1137.226074,-606.436035,13.828001,-207.0,-749.0,-53.0,0.02,1.0,0.0,false
May 21 2024 10:43:21:370 AM,41640.570312,-50700.21875,4873.199707,1.0,-32.0,4.0,168.075012,1130.037109,-658.200012,11.489,-72.0,-518.0,-23.0,0.02,1.0,0.0,false
May 21 2024 10:43:21:465 AM,41748.589844,-50764.96875,4874.179688,1.0,-33.0,3.0,169.063004,1128.200073,-697.045044,9.530001,-18.0,-388.0,-20.0,0.02,1.0,0.0,false
May 21 2024 10:43:21:565 AM,41862.398438,-50835.507812,4875.009766,1.0,-33.0,3.0,169.894012,1133.802002,-724.799011,8.033,56.0,-278.0,-15.0,-0.98,1.0,0.0,false
May 21 2024 10:43:21:665 AM,41974.679688,-50910.800781,4875.939941,1.0,-34.0,3.0,170.817001,1113.916992,-777.655029,11.116,-199.0,-529.0,31.0,-0.98,1.0,0.0,false
May 21 2024 10:43:21:765 AM,42081.277344,-50993.6875,4877.279785,1.0,-39.0,4.0,172.158005,1061.197998,-854.137024,13.790001,-527.0,-765.0,27.0,0.02,1.0,0.0,false
May 21 2024 10:43:21:866 AM,42185.257812,-51082.417969,4878.279785,1.0,-43.0,3.0,173.154007,1042.228027,-904.595032,7.048,-190.0,-505.0,-67.0,0.02,1.0,0.0,false
May 21 2024 10:43:21:966 AM,42290.910156,-51175.078125,4880.449707,2.0,-45.0,2.0,175.328003,1023.218079,-950.344055,14.671,-190.0,-457.0,76.0,0.02,1.0,0.0,false
May 21 2024 10:43:22:66 AM,42395.4375,-51271.347656,4882.879883,3.0,-44.0,0.0,177.764008,1012.490051,-985.581055,26.166,-107.0,-352.0,115.0,0.02,1.0,0.0,false
May 21 2024 10:43:22:166 AM,42499.257812,-51369.75,4887.179688,3.0,-44.0,-1.0,182.057007,1010.671021,-1009.68103,47.136002,-18.0,-241.0,210.0,0.02,1.0,0.0,false
May 21 2024 10:43:22:266 AM,42602.96875,-51469.648438,4892.239746,3.0,-44.0,-3.0,187.123016,1023.152039,-1018.503052,56.743004,125.0,-88.0,96.0,0.02,1.0,0.0,false
May 21 2024 10:43:22:366 AM,42707.167969,-51571.238281,4898.22998,3.0,-43.0,-3.0,193.113007,1047.637085,-1015.010071,60.092003,245.0,35.0,33.0,0.02,1.0,0.0,false
May 21 2024 10:43:22:466 AM,42810.460938,-51674.859375,4903.339844,3.0,-44.0,-2.0,198.220016,1047.812012,-1034.577026,46.261002,2.0,-196.0,-138.0,-0.98,1.0,0.0,false
May 21 2024 10:43:22:567 AM,42911.25,-51782.167969,4907.330078,2.0,-47.0,0.0,202.206009,1035.725098,-1065.779053,39.155003,-121.0,-312.0,-71.0,0.02,1.0,0.0,false
May 21 2024 10:43:22:671 AM,43017.230469,-51894.648438,4910.790039,2.0,-48.0,0.0,205.667007,1032.95105,-1092.935059,28.344002,-28.0,-272.0,-108.0,0.02,1.0,0.0,true
May 21 2024 10:43:22:766 AM,43113.667969,-52001.207031,4913.139648,2.0,-49.0,1.0,208.015015,1009.523071,-1132.972046,22.295002,-234.0,-400.0,-60.0,-0.98,1.0,0.0,true
May 21 2024 10:43:22:866 AM,43210.0,-52120.148438,4915.169922,1.0,-52.0,2.0,210.046005,945.217041,-1190.93811,26.559002,-643.0,-580.0,43.0,-0.98,1.0,0.0,true
May 21 2024 10:43:22:966 AM,43294.210938,-52243.777344,4917.509766,1.0,-59.0,4.0,212.386017,841.498047,-1257.815063,15.516001,-1037.0,-669.0,-110.0,0.02,1.0,0.0,true
May 21 2024 10:43:23:66 AM,43371.597656,-52373.007812,4918.879883,0.0,-65.0,5.0,213.765015,771.142029,-1315.417114,8.309,-704.0,-576.0,-72.0,-0.98,1.0,0.0,true
May 21 2024 10:43:23:166 AM,43440.6875,-52508.21875,4920.589844,0.0,-69.0,6.0,215.469009,658.300049,-1376.044067,16.888,-1128.0,-606.0,86.0,-0.98,1.0,0.0,true
May 21 2024 10:43:23:266 AM,43497.5,-52648.839844,4922.72998,1.0,-74.0,6.0,217.606003,537.362,-1422.919067,14.805,-1209.0,-469.0,-21.0,0.02,1.0,0.0,false
May 21 2024 10:43:23:368 AM,43546.25,-52794.917969,4924.330078,1.0,-78.0,6.0,219.213013,452.221008,-1463.95105,10.983001,-851.0,-410.0,-38.0,0.02,1.0,0.0,false
May 21 2024 10:43:23:468 AM,43587.597656,-52943.019531,4925.709961,1.0,-79.0,6.0,220.59201,382.651031,-1497.988037,10.18,-696.0,-340.0,-8.0,1.02,1.0,0.0,false
May 21 2024 10:43:23:568 AM,43627.21875,-53093.859375,4926.5,1.0,-78.0,5.0,221.378006,381.132019,-1512.227051,9.001,-15.0,-142.0,-12.0,1.02,1.0,0.0,false
May 21 2024 10:43:23:668 AM,43670.929688,-53245.238281,4927.47998,1.0,-74.0,3.0,222.359009,408.623016,-1520.769043,12.759001,275.0,-85.0,38.0,0.02,1.0,0.0,false
May 21 2024 10:43:23:768 AM,43716.347656,-53397.410156,4928.850098,1.0,-72.0,2.0,223.730011,445.798035,-1528.137085,15.363001,372.0,-74.0,26.0,0.02,1.0,0.0,false
May 21 2024 10:43:23:868 AM,43765.300781,-53549.96875,4930.5,1.0,-71.0,1.0,225.376007,487.403015,-1532.717041,17.58,416.0,-46.0,22.0,0.02,1.0,0.0,false
May 21 2024 10:43:23:968 AM,43817.4375,-53703.160156,4932.319824,2.0,-70.0,0.0,227.202011,524.223999,-1538.238037,18.595001,368.0,-55.0,10.0,0.02,1.0,0.0,false
May 21 2024 10:43:24:68 AM,43872.347656,-53857.160156,4934.27002,2.0,-70.0,-1.0,229.145004,555.467041,-1545.170044,19.879002,312.0,-69.0,13.0,1.02,1.0,0.0,false
May 21 2024 10:43:24:171 AM,43934.308594,-54015.019531,4936.379883,2.0,-68.0,-1.0,231.254013,617.449036,-1533.322021,20.377001,620.0,118.0,5.0,1.02,1.0,0.0,false
May 21 2024 10:43:24:268 AM,44000.617188,-54161.070312,4938.939941,1.0,-64.0,-2.0,233.823013,695.275024,-1506.890015,27.297001,778.0,264.0,69.0,0.02,1.0,0.0,false
May 21 2024 10:43:24:371 AM,44076.230469,-54314.46875,4941.409668,1.0,-60.0,-3.0,236.293015,756.318054,-1494.362061,23.323002,610.0,125.0,-40.0,0.02,1.0,0.0,false
May 21 2024 10:43:24:465 AM,44148.597656,-54453.628906,4943.120117,1.0,-60.0,-2.0,237.99501,792.640015,-1490.56604,15.281001,363.0,38.0,-80.0,-0.98,1.0,0.0,false
May 21 2024 10:43:24:570 AM,44228.4375,-54614.777344,4944.629883,1.0,-63.0,0.0,239.513016,772.990051,-1513.606079,14.059001,-197.0,-230.0,-12.0,0.02,1.0,0.0,false
May 21 2024 10:43:24:667 AM,44300.878906,-54763.730469,4945.529785,1.0,-65.0,1.0,240.411011,776.134033,-1530.9021,6.219,31.0,-173.0,-78.0,0.02,1.0,0.0,false
May 21 2024 10:43:24:771 AM,44377.640625,-54925.269531,4946.310059,1.0,-66.0,3.0,241.19101,757.984009,-1546.25708,6.26,-182.0,-154.0,0.0,0.02,1.0,0.0,false
May 21 2024 10:43:24:865 AM,44445.847656,-55071.878906,4947.149902,1.0,-66.0,5.0,242.029007,738.688049,-1551.314087,8.173,-193.0,-51.0,19.0,-0.98,1.0,0.0,false
May 21 2024 10:43:24:964 AM,44514.898438,-55226.308594,4948.319824,1.0,-67.0,6.0,243.202011,716.199036,-1556.289062,10.632001,-225.0,-50.0,25.0,0.02,1.0,0.0,false
May 21 2024 10:43:25:65 AM,44585.027344,-55383.058594,4949.489746,1.0,-67.0,7.0,244.373016,705.868042,-1557.093018,9.479,-103.0,-8.0,-12.0,0.02,1.0,0.0,false
May 21 2024 10:43:25:166 AM,44655.867188,-55541.308594,4950.399902,0.0,-66.0,8.0,245.281006,701.672058,-1555.393066,6.864,-42.0,17.0,-26.0,0.02,1.0,0.0,false
May 21 2024 10:43:25:266 AM,44726.46875,-55696.867188,4950.779785,0.0,-66.0,7.0,245.656006,707.328064,-1562.486084,2.863,57.0,-71.0,-40.0,0.02,1.0,0.0,false
May 21 2024 10:43:25:366 AM,44798.738281,-55853.980469,4951.100098,1.0,-65.0,7.0,245.979019,720.767029,-1575.489136,5.32,134.0,-130.0,25.0,0.02,1.0,0.0,false
May 21 2024 10:43:25:466 AM,44872.277344,-56012.5,4951.75,1.0,-65.0,7.0,246.630005,727.011047,-1589.216064,7.766,62.0,-137.0,24.0,-0.98,1.0,0.0,true
May 21 2024 10:43:25:566 AM,44887.777344,-56093.449219,4952.22998,0.0,-60.0,4.0,247.114014,-258.271027,-253.899017,42.517002,-9853.0,13353.0,348.0,-0.98,1.0,0.0,true
May 21 2024 10:43:25:666 AM,44877.9375,-56112.0,4956.779785,-1.0,-57.0,2.0,251.656006,-33.708,-190.624008,41.454002,2246.0,633.0,-11.0,0.02,1.0,0.0,true
May 21 2024 10:43:25:766 AM,44883.800781,-56128.878906,4959.169922,-1.0,-57.0,1.0,254.044006,88.314003,-173.365005,8.354,1220.0,173.0,-331.0,0.02,1.0,0.0,true
May 21 2024 10:43:25:866 AM,44895.320312,-56147.820312,4959.040039,0.0,-57.0,1.0,254.167007,136.692001,-186.560013,-8.336,484.0,-132.0,-167.0,0.02,1.0,0.0,true
May 21 2024 10:43:25:966 AM,44905.289062,-56164.417969,4958.239746,0.0,-57.0,2.0,254.972015,-17.439001,-28.147001,2.786,-1541.0,1584.0,111.0,0.02,1.0,0.0,true
May 21 2024 10:43:26:66 AM,44905.417969,-56165.339844,4958.159668,0.0,-57.0,2.0,255.052017,2.68,2.324,-2.032,201.0,305.0,-48.0,-0.98,1.0,0.0,true
May 21 2024 10:43:26:168 AM,44905.347656,-56165.449219,4958.0,0.0,-57.0,2.0,255.214005,2.183,4.203,-2.089,-5.0,19.0,-1.0,-0.98,1.0,0.0,true
May 21 2024 10:43:26:264 AM,44905.289062,-56165.558594,4957.850098,1.0,-57.0,3.0,255.355011,2.54,4.637,-2.033,4.0,4.0,1.0,-0.98,1.0,0.0,true
May 21 2024 10:43:26:369 AM,44905.210938,-56165.679688,4957.709961,1.0,-57.0,3.0,255.49501,1.412,3.331,-1.821,-11.0,-13.0,2.0,-0.98,1.0,0.0,true
May 21 2024 10:43:26:468 AM,44905.1875,-56165.707031,4957.649902,1.0,-57.0,3.0,255.563019,0.14,0.385,-0.054,-13.0,-29.0,18.0,0.02,0.0,0.0,true
May 21 2024 10:43:26:568 AM,44905.230469,-56165.667969,4957.639648,1.0,-57.0,3.0,255.56601,0.344,0.334,-0.013,2.0,-1.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:43:26:668 AM,44905.238281,-56165.648438,4957.639648,1.0,-57.0,3.0,255.570007,0.209,0.21,0.021,-1.0,-1.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:43:26:768 AM,44905.257812,-56165.617188,4957.639648,1.0,-57.0,3.0,255.572006,0.184,0.235,-0.005,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:43:26:868 AM,44905.257812,-56165.617188,4957.629883,1.0,-57.0,3.0,255.581009,0.158,0.347,-0.266,0.0,1.0,-3.0,0.02,0.0,0.0,true
May 21 2024 10:43:26:968 AM,44905.257812,-56165.609375,4957.620117,1.0,-57.0,3.0,255.593018,0.474,0.348,-0.109,3.0,0.0,2.0,0.02,0.0,0.0,true
May 21 2024 10:43:27:69 AM,44905.277344,-56165.597656,4957.609863,1.0,-57.0,3.0,255.598007,0.443,0.371,-0.04,0.0,0.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:43:27:163 AM,44905.289062,-56165.578125,4957.609863,1.0,-57.0,3.0,255.603012,0.168,0.156,-0.043,-3.0,-2.0,0.0,0.02,0.0,0.0,true
May 21 2024 10:43:27:262 AM,44905.300781,-56165.570312,4957.600098,1.0,-57.0,3.0,255.60701,0.057,0.289,-0.237,-1.0,1.0,-2.0,0.02,0.0,0.0,true
May 21 2024 10:43:27:362 AM,44905.300781,-56165.570312,4957.589844,1.0,-57.0,3.0,255.62001,0.575,0.463,-0.127,5.0,2.0,1.0,0.02,0.0,0.0,true
May 21 2024 10:43:27:462 AM,44905.300781,-56165.570312,4957.589844,1.0,-57.0,3.0,255.623016,0.105,-0.012,0.127,-5.0,-5.0,3.0,0.01,0.0,0.0,true
May 21 2024 10:43:27:562 AM,44905.308594,-56165.558594,4957.589844,1.0,-57.0,3.0,255.625015,-0.01,-0.004,0.137,-1.0,0.0,0.0,0.01,0.0,0.0,true
May 21 2024 10:43:27:663 AM,44905.300781,-56165.558594,4957.589844,1.0,-57.0,3.0,255.626007,0.129,0.276,-0.119,1.0,3.0,-3.0,0.01,0.0,0.0,true
May 21 2024 10:43:27:764 AM,44905.277344,-56165.589844,4957.569824,1.0,-57.0,3.0,255.642014,-0.061,0.107,-0.428,-2.0,-2.0,-3.0,0.01,0.0,0.0,true
May 21 2024 10:43:27:865 AM,44905.277344,-56165.589844,4957.580078,1.0,-57.0,3.0,255.647018,-0.012,-0.036,0.076,0.0,-1.0,5.0,0.01,0.0,0.0,true
May 21 2024 10:43:27:970 AM,44905.289062,-56165.578125,4957.580078,1.0,-57.0,3.0,255.64801,0.035,0.053,0.05,0.0,1.0,0.0,0.01,0.0,0.0,true
May 21 2024 10:43:28:62 AM,44905.289062,-56165.578125,4957.569824,1.0,-57.0,3.0,255.651016,-0.024,0.075,-0.195,-1.0,0.0,-2.0,0.01,0.0,0.0,true
May 21 2024 10:43:28:170 AM,44905.269531,-56165.609375,4957.569824,1.0,-57.0,3.0,255.658005,0.066,0.14,0.042,1.0,1.0,2.0,0.0,0.0,1.0,true
May 21 2024 10:43:28:270 AM,44905.269531,-56165.609375,4957.569824,1.0,-57.0,3.0,255.659012,-0.003,0.024,-0.117,-1.0,-1.0,-2.0,-0.02,0.0,1.0,true
May 21 2024 10:43:28:370 AM,44905.269531,-56165.609375,4957.569824,1.0,-57.0,3.0,255.659012,0.046,0.05,0.062,0.0,0.0,2.0,-0.02,0.0,0.0,true
May 21 2024 10:43:28:470 AM,44905.257812,-56165.609375,4957.569824,1.0,-57.0,3.0,255.660019,0.0,0.0,0.0,0.0,0.0,-1.0,-0.02,0.0,0.0,true
May 21 2024 10:43:28:570 AM,44905.25,-56165.628906,4957.560059,1.0,-57.0,3.0,255.667007,0.312,0.231,0.021,3.0,2.0,0.0,-0.02,0.0,0.0,true
May 21 2024 10:43:28:670 AM,44905.25,-56165.628906,4957.560059,1.0,-57.0,3.0,255.669006,-0.046,-0.01,-0.101,-4.0,-2.0,-1.0,-0.02,0.0,0.0,true
May 21 2024 10:43:28:770 AM,44905.25,-56165.628906,4957.560059,1.0,-57.0,3.0,255.670013,-0.018,0.007,0.045,0.0,0.0,1.0,-0.02,0.0,0.0,true
May 21 2024 10:43:28:870 AM,44905.25,-56165.628906,4957.560059,1.0,-57.0,3.0,255.670013,0.008,0.026,-0.012,0.0,0.0,-1.0,-0.02,0.0,0.0,true
May 21 2024 10:43:28:970 AM,44905.230469,-56165.648438,4957.549805,1.0,-57.0,3.0,255.677017,0.039,0.178,-0.058,0.0,2.0,0.0,-0.02,0.0,0.0,true
May 21 2024 10:43:29:70 AM,44905.21875,-56165.667969,4957.549805,1.0,-57.0,3.0,255.679016,0.0,0.025,0.049,0.0,-2.0,1.0,-0.02,0.27,0.0,true
