,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 9:45:55:581 AM,37602.238281,-49437.9375,4908.049805,-3.0,0.0,2.0,108.456009,-2.816,0.098,-12.531,-87.0,-139.0,1089.0,0.0,0.0,0.0,true
May 21 2024 9:45:55:674 AM,37602.328125,-49437.988281,4908.109863,-3.0,0.0,2.0,108.521004,-0.186,1.243,6.791,26.0,11.0,193.0,0.0,0.0,0.0,true
May 21 2024 9:45:55:782 AM,37602.398438,-49438.070312,4909.149902,-3.0,0.0,2.0,109.554008,0.62,1.931,10.268001,8.0,7.0,35.0,0.0,0.0,0.0,true
May 21 2024 9:45:55:876 AM,37602.449219,-49438.128906,4910.040039,-3.0,0.0,2.0,110.445007,0.624,1.628,8.477,0.0,-3.0,-18.0,0.0,0.0,0.0,true
May 21 2024 9:45:55:975 AM,37602.480469,-49438.1875,4910.75,-3.0,0.0,2.0,111.156006,0.484,1.099,6.065,-1.0,-5.0,-24.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:77 AM,37602.488281,-49438.238281,4911.219727,-3.0,0.0,2.0,111.626007,0.348,0.631,3.847,-1.0,-5.0,-22.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:177 AM,37602.507812,-49438.277344,4911.540039,-3.0,0.0,2.0,111.945007,0.233,0.234,2.632,-1.0,-4.0,-12.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:280 AM,37602.519531,-49438.328125,4911.72998,-3.0,0.0,2.0,112.143005,0.146,0.007,1.624,-1.0,-2.0,-10.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:382 AM,37602.507812,-49438.359375,4911.859863,-3.0,0.0,2.0,112.269005,0.078,-0.109,0.732,-1.0,-1.0,-9.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:479 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,-1.0,1.0,-7.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:577 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:683 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:776 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:875 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:56:983 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:75 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:178 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:286 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:380 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:477 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:586 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:685 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:777 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:879 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:57:981 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:83 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:185 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:282 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:384 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:480 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:582 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:686 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:774 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:880 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:58:986 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:88 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:176 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:277 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:376 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:480 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:577 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:682 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:782 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:883 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:45:59:976 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:75 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:180 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:287 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:381 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:481 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:576 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:678 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:785 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:885 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:00:983 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:83 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:176 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:282 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:380 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:486 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:580 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:685 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:782 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:875 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:01:974 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:78 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:183 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:284 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:384 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:477 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:579 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:675 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:779 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:881 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:02:984 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:84 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:178 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:279 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:383 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:484 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:580 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:675 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:784 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:878 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:03:985 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:75 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:186 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:276 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:377 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:485 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:582 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:677 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:778 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:879 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:04:978 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:84 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:177 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:282 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:381 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:482 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:575 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:677 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:776 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:879 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:05:983 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:78 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:186 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:283 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:386 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:479 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:577 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:682 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:780 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:880 AM,37602.507812,-49438.367188,4911.870117,-3.0,0.0,2.0,112.280006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:46:06:979 AM,37602.507812,-49438.410156,4911.870117,-3.0,0.0,2.0,112.285004,0.058,-0.275,0.338,1.0,-3.0,3.0,0.02,0.0,0.0,true
May 21 2024 9:46:07:81 AM,37602.507812,-49438.449219,4911.899902,-3.0,0.0,2.0,112.322006,0.057,-0.196,0.439,0.0,1.0,1.0,0.02,0.0,0.0,true
May 21 2024 9:46:07:186 AM,37602.507812,-49438.449219,4911.949707,-3.0,0.0,2.0,112.364006,0.028,-0.048,0.275,0.0,1.0,-2.0,0.02,0.0,0.0,true
May 21 2024 9:46:07:277 AM,37602.507812,-49438.449219,4911.97998,-3.0,0.0,2.0,112.402008,0.038,-0.058,0.35,0.0,0.0,1.0,0.02,1.0,0.0,true
May 21 2024 9:46:07:383 AM,37602.621094,-49438.46875,4912.0,-3.0,0.0,2.0,112.417007,2.734,-0.224,0.109,27.0,-2.0,-2.0,-0.98,1.0,0.0,true
May 21 2024 9:46:07:481 AM,37603.699219,-49438.648438,4911.989746,-3.0,0.0,2.0,112.432007,18.359001,-2.1,-0.849,156.0,-19.0,-10.0,-0.98,1.0,0.0,true
May 21 2024 9:46:07:585 AM,37607.371094,-49439.449219,4911.839844,-3.0,-1.0,3.0,112.579002,43.551003,-8.150001,-2.582,252.0,-61.0,-17.0,-0.98,1.0,0.0,true
May 21 2024 9:46:07:681 AM,37613.71875,-49441.457031,4911.52002,-3.0,-1.0,3.0,112.893005,81.324005,-20.372002,-5.693,378.0,-122.0,-31.0,-0.98,1.0,0.0,true
May 21 2024 9:46:07:784 AM,37624.738281,-49445.738281,4910.919922,-2.0,-3.0,4.0,113.496002,122.432007,-38.587002,-7.358,411.0,-182.0,-17.0,-0.98,1.0,0.0,true
May 21 2024 9:46:07:875 AM,37637.660156,-49451.167969,4910.370117,-2.0,-6.0,4.0,114.043007,153.879013,-57.882004,-6.794,314.0,-193.0,6.0,-0.98,1.0,0.0,true
May 21 2024 9:46:07:976 AM,37655.660156,-49458.199219,4909.699707,-2.0,-8.0,4.0,114.717003,193.950012,-65.907005,-7.846,401.0,-80.0,-11.0,0.02,0.0,0.0,true
May 21 2024 9:46:08:77 AM,37676.417969,-49463.488281,4908.810059,-2.0,-9.0,3.0,115.610008,214.025009,-50.607002,-9.018001,201.0,153.0,-12.0,0.02,0.0,0.0,true
May 21 2024 9:46:08:178 AM,37698.238281,-49467.039062,4907.77002,-2.0,-9.0,3.0,116.648003,218.062012,-38.249001,-9.679001,40.0,124.0,-7.0,0.02,0.0,0.0,true
May 21 2024 9:46:08:276 AM,37718.96875,-49470.25,4906.759766,-2.0,-9.0,3.0,117.661003,214.905014,-33.356003,-9.727,-32.0,49.0,0.0,0.02,0.0,0.0,true
May 21 2024 9:46:08:386 AM,37741.570312,-49473.667969,4905.659668,-2.0,-9.0,3.0,118.753006,207.520004,-30.431002,-9.531,-74.0,29.0,2.0,0.02,0.0,0.0,true
May 21 2024 9:46:08:475 AM,37759.570312,-49476.347656,4904.810059,-3.0,-9.0,3.0,119.604004,200.142014,-28.875002,-9.086,-74.0,16.0,4.0,0.02,0.0,0.0,true
May 21 2024 9:46:08:577 AM,37779.179688,-49479.238281,4903.879883,-3.0,-9.0,3.0,120.535004,191.369003,-27.410002,-8.8,-88.0,15.0,3.0,0.02,0.0,0.0,true
May 21 2024 9:46:08:686 AM,37799.25,-49482.160156,4902.939941,-3.0,-9.0,3.0,121.479004,182.078003,-25.996,-8.516001,-93.0,14.0,3.0,0.02,0.0,0.0,true
May 21 2024 9:46:08:779 AM,37815.917969,-49484.609375,4902.139648,-3.0,-9.0,3.0,122.276009,174.199005,-25.537001,-7.963,-79.0,5.0,6.0,-0.01,0.0,0.0,true
May 21 2024 9:46:08:875 AM,37832.058594,-49487.359375,4901.429688,-3.0,-9.0,3.0,122.984009,165.688004,-28.258001,-7.223001,-85.0,-27.0,7.0,-0.09,0.0,0.0,true
May 21 2024 9:46:08:981 AM,37849.097656,-49490.667969,4900.699707,-3.0,-9.0,3.0,123.718002,156.888,-29.931002,-6.778,-88.0,-17.0,4.0,-0.12,0.0,0.0,true
