,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,VO,OutOfBounds
Jun 6 2024 9:15:06:633 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.791016,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.61,1.0,true
Jun 6 2024 9:15:06:682 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.791016,0.003,0.011,0.016,0.0,0.0,0.0,-0.01,0.0,0.0,0.56,1.0,true
Jun 6 2024 9:15:06:732 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.791016,0.0,0.011,-0.08,0.0,0.0,-2.0,-0.01,0.0,0.0,0.55,1.0,true
Jun 6 2024 9:15:06:782 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.791016,0.002,0.012,-0.016,0.0,0.0,1.0,-0.01,0.0,0.0,0.44,1.0,true
Jun 6 2024 9:15:06:835 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.795013,0.001,0.017,-0.104,0.0,0.0,-2.0,-0.01,0.0,0.0,0.28,1.0,true
Jun 6 2024 9:15:06:879 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,173.803009,0.006,0.011,0.401,0.0,0.0,10.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:06:931 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.809006,0.0,0.011,0.061,0.0,0.0,-7.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:06:982 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.809006,-0.001,0.009,-0.108,0.0,0.0,-3.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:33 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.810013,0.002,0.011,-0.045,0.0,0.0,1.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:85 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.811005,0.009,-0.006,0.116,0.0,0.0,3.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:128 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.813004,0.008,0.034,0.063,0.0,1.0,-1.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:177 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.815002,0.004,0.005,0.104,0.0,-1.0,1.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:228 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.817001,0.004,0.01,0.031,0.0,0.0,-1.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:282 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.821014,0.013,0.025,0.056,0.0,0.0,1.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:335 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.821014,0.013,0.018,0.135,0.0,0.0,2.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:385 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.825012,0.002,0.009,0.093,0.0,0.0,-1.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:435 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.826004,0.001,0.009,0.029,0.0,0.0,-1.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:485 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.827011,0.003,0.009,-0.042,0.0,0.0,-1.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:529 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,173.833008,-0.005,0.032,-0.024,0.0,0.0,0.0,-0.01,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:15:07:584 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.84201,0.014,0.024,0.01,0.0,0.0,1.0,-0.01,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:15:07:634 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.846008,0.016,0.021,0.096,0.0,0.0,2.0,-0.01,0.0,0.0,0.12,1.0,true
Jun 6 2024 9:15:07:683 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.848007,0.003,0.009,0.027,0.0,0.0,-1.0,-0.01,0.0,0.0,0.22,1.0,true
Jun 6 2024 9:15:07:733 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.848007,0.004,0.009,-0.032,0.0,0.0,-1.0,-0.01,0.0,0.0,0.24,1.0,true
Jun 6 2024 9:15:07:783 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.848007,0.003,0.007,-0.101,0.0,0.0,-1.0,-0.01,0.0,0.0,0.34,1.0,true
Jun 6 2024 9:15:07:835 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.851013,0.004,0.01,-0.127,0.0,0.0,-1.0,-0.01,0.0,0.0,0.58,1.0,true
Jun 6 2024 9:15:07:886 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.851013,0.003,0.007,-0.006,0.0,0.0,2.0,-0.01,0.0,0.0,0.83,1.0,true
Jun 6 2024 9:15:07:935 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.854004,0.001,0.007,-0.037,0.0,0.0,-1.0,-0.01,0.0,0.0,0.95,1.0,true
Jun 6 2024 9:15:07:978 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.862015,0.014,0.027,0.073,0.0,0.0,2.0,-0.01,0.0,0.0,0.95,1.0,true
Jun 6 2024 9:15:08:26 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.867004,0.002,0.012,-0.018,0.0,0.0,-2.0,-0.01,0.0,0.0,0.91,1.0,true
Jun 6 2024 9:15:08:79 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.867004,-0.001,0.008,-0.186,0.0,0.0,-3.0,-0.01,0.0,0.0,0.89,1.0,true
Jun 6 2024 9:15:08:130 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.867004,-0.005,0.032,0.059,0.0,0.0,5.0,-0.01,0.0,0.0,0.89,1.0,true
Jun 6 2024 9:15:08:180 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.868011,0.004,0.011,0.006,0.0,0.0,-1.0,-0.01,0.0,0.0,0.89,1.0,true
Jun 6 2024 9:15:08:232 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.868011,0.003,0.011,-0.152,0.0,0.0,-3.0,-0.01,0.0,0.0,0.89,1.0,true
Jun 6 2024 9:15:08:281 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.871002,0.002,0.007,0.0,0.0,0.0,3.0,-0.01,0.0,0.0,0.85,1.0,true
Jun 6 2024 9:15:08:332 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.871002,0.003,0.01,-0.014,0.0,0.0,0.0,-0.01,0.0,0.0,0.84,1.0,true
Jun 6 2024 9:15:08:381 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,173.873001,0.004,0.012,0.084,0.0,0.0,2.0,-0.01,0.0,0.0,0.8,1.0,true
Jun 6 2024 9:15:08:432 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.874008,0.002,0.011,0.042,0.0,0.0,-1.0,-0.01,0.0,0.0,0.8,1.0,true
Jun 6 2024 9:15:08:483 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.876007,-0.001,0.013,-0.3,0.0,0.0,-7.0,-0.01,0.0,0.0,0.79,1.0,true
Jun 6 2024 9:15:08:527 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.886002,0.0,0.013,-0.164,0.0,0.0,3.0,-0.01,0.0,0.0,0.78,1.0,true
Jun 6 2024 9:15:08:578 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.893005,0.0,0.01,-0.003,0.0,0.0,3.0,-0.01,0.0,0.0,0.78,1.0,true
Jun 6 2024 9:15:08:630 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.894012,0.002,0.011,0.147,0.0,0.0,3.0,-0.01,0.0,0.0,0.76,1.0,true
Jun 6 2024 9:15:08:681 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.894012,0.001,0.012,-0.047,0.0,0.0,-4.0,-0.01,0.0,0.0,0.73,1.0,true
Jun 6 2024 9:15:08:733 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.897003,-0.005,-0.001,0.123,0.0,0.0,3.0,-0.01,0.0,0.0,0.7,1.0,true
Jun 6 2024 9:15:08:787 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.899002,0.008,0.018,0.132,0.0,0.0,0.0,-0.01,0.0,0.0,0.69,1.0,true
Jun 6 2024 9:15:08:838 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.902008,-0.002,0.005,0.086,0.0,0.0,-1.0,-0.01,0.0,0.0,0.69,1.0,true
Jun 6 2024 9:15:08:887 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,173.906006,-0.001,0.007,0.081,0.0,0.0,0.0,-0.01,0.0,0.0,0.68,1.0,true
Jun 6 2024 9:15:08:927 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.909012,0.001,0.01,-0.12,0.0,0.0,-4.0,-0.01,0.0,0.0,0.68,1.0,true
Jun 6 2024 9:15:08:978 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.910004,0.014,0.025,0.083,0.0,0.0,4.0,-1.01,0.0,0.0,0.67,1.0,true
Jun 6 2024 9:15:09:30 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.911011,0.013,0.024,0.07,0.0,0.0,0.0,-1.01,0.0,0.0,0.67,1.0,true
Jun 6 2024 9:15:09:83 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.912003,0.014,0.021,0.049,0.0,0.0,0.0,-1.01,0.0,0.0,0.66,1.0,true
Jun 6 2024 9:15:09:134 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.912003,0.0,0.0,0.0,0.0,0.0,-1.0,-1.01,0.0,0.0,0.66,1.0,true
Jun 6 2024 9:15:09:184 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.91301,0.007,0.01,-0.003,0.0,0.0,0.0,-1.01,0.0,0.0,0.65,1.0,true
Jun 6 2024 9:15:09:232 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.915009,0.005,0.006,-0.002,0.0,0.0,0.0,-1.01,0.0,0.0,0.65,1.0,true
Jun 6 2024 9:15:09:282 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.915009,0.006,0.007,0.031,0.0,0.0,1.0,-1.01,0.0,0.0,0.65,1.0,true
Jun 6 2024 9:15:09:337 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.924011,0.005,0.007,-0.432,0.0,0.0,-9.0,-1.01,0.0,0.0,0.65,1.0,true
Jun 6 2024 9:15:09:387 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.928009,0.007,0.006,0.087,0.0,0.0,10.0,-0.01,0.0,0.0,0.65,1.0,true
Jun 6 2024 9:15:09:437 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.932007,0.018,0.021,0.143,0.0,0.0,1.0,-0.01,0.0,0.0,0.64,1.0,true
Jun 6 2024 9:15:09:488 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.932007,0.006,0.009,0.053,0.0,0.0,-2.0,-0.01,0.0,0.0,0.63,1.0,true
Jun 6 2024 9:15:09:529 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.935013,0.005,0.042,-0.083,0.0,1.0,-3.0,-0.01,0.0,0.0,0.58,1.0,true
Jun 6 2024 9:15:09:582 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.940002,0.012,0.02,-0.021,0.0,0.0,1.0,-0.01,0.0,0.0,0.45,1.0,true
Jun 6 2024 9:15:09:633 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.942001,-0.004,0.021,-0.025,0.0,0.0,0.0,-0.01,0.0,0.0,1.3,1.0,true
Jun 6 2024 9:15:09:684 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.943008,-0.001,0.02,0.034,0.0,0.0,1.0,-0.01,0.0,0.0,1.27,1.0,true
Jun 6 2024 9:15:09:733 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.947006,-0.001,0.017,0.057,0.0,0.0,0.0,-0.01,0.0,0.0,1.33,1.0,true
Jun 6 2024 9:15:09:784 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.948013,0.007,0.002,0.016,0.0,0.0,-1.0,-0.01,0.0,0.0,1.38,1.0,true
Jun 6 2024 9:15:09:833 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.949005,0.006,0.006,0.057,0.0,0.0,1.0,-0.01,0.0,0.0,1.38,1.0,true
Jun 6 2024 9:15:09:889 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.955002,-0.006,0.031,0.024,0.0,0.0,-1.0,-0.01,0.0,0.0,1.36,1.0,true
Jun 6 2024 9:15:09:930 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.957001,-0.006,0.022,-0.138,0.0,0.0,-3.0,-0.01,0.0,0.0,1.35,1.0,true
Jun 6 2024 9:15:09:980 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.958008,0.002,0.011,0.042,0.0,0.0,4.0,-0.01,0.0,0.0,1.34,1.0,true
Jun 6 2024 9:15:10:30 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.959015,0.003,0.013,0.04,0.0,0.0,0.0,-0.01,0.0,0.0,1.34,1.0,true
Jun 6 2024 9:15:10:83 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.959015,0.003,0.014,0.01,0.0,0.0,-1.0,-0.01,0.0,0.0,1.34,1.0,true
Jun 6 2024 9:15:10:137 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.961014,0.005,0.015,0.126,0.0,0.0,2.0,-0.01,0.0,0.0,1.34,1.0,true
Jun 6 2024 9:15:10:188 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.964005,0.013,0.025,0.031,0.0,0.0,-2.0,-0.01,0.0,0.0,1.33,1.0,true
Jun 6 2024 9:15:10:241 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.964005,0.009,-0.009,-0.062,0.0,-1.0,-2.0,-0.01,0.0,0.0,1.31,1.0,true
Jun 6 2024 9:15:10:276 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.96701,0.003,0.015,0.174,0.0,0.0,5.0,-0.01,0.0,0.0,1.3,1.0,true
Jun 6 2024 9:15:10:329 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.96701,0.0,0.017,-0.047,0.0,0.0,-4.0,-0.01,0.0,0.0,1.29,1.0,true
Jun 6 2024 9:15:10:381 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.971008,0.002,0.014,0.112,0.0,0.0,3.0,-0.01,0.0,0.0,1.29,1.0,true
Jun 6 2024 9:15:10:427 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.974014,-0.005,0.003,0.061,0.0,0.0,-1.0,-0.01,0.0,0.0,1.29,1.0,true
Jun 6 2024 9:15:10:489 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.976013,0.001,0.019,0.414,0.0,0.0,7.0,-0.01,0.0,0.0,1.28,1.0,true
Jun 6 2024 9:15:10:532 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,173.985016,0.005,0.003,-0.009,0.0,0.0,-8.0,-0.01,0.0,0.0,0.28,1.0,true
Jun 6 2024 9:15:10:583 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.987015,0.001,0.002,-0.023,0.0,0.0,0.0,-0.01,0.0,0.0,0.26,1.0,true
Jun 6 2024 9:15:10:632 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.993011,0.005,0.04,0.157,0.0,1.0,4.0,-0.01,0.0,0.0,0.25,1.0,true
Jun 6 2024 9:15:10:685 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.994003,0.011,0.017,0.053,0.0,0.0,-2.0,-0.01,0.0,0.0,0.25,1.0,true
Jun 6 2024 9:15:10:736 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.998001,0.006,0.017,0.004,0.0,0.0,-1.0,-0.01,0.0,0.0,1.25,1.0,true
Jun 6 2024 9:15:10:789 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,173.999008,0.007,0.016,-0.065,0.0,0.0,-1.0,-0.01,0.0,0.0,1.26,1.0,true
Jun 6 2024 9:15:10:827 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.002014,0.003,0.007,-0.022,0.0,0.0,1.0,-0.01,0.0,0.0,1.27,1.0,true
Jun 6 2024 9:15:10:878 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,174.004013,-0.006,0.002,0.038,0.0,0.0,1.0,-0.01,0.0,0.0,1.27,1.0,true
Jun 6 2024 9:15:10:928 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.005005,-0.002,0.008,0.041,0.0,0.0,0.0,-0.01,0.0,0.0,1.28,1.0,true
Jun 6 2024 9:15:10:979 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,174.006012,-0.003,0.009,-0.078,0.0,0.0,-2.0,-0.01,0.0,0.0,0.29,1.0,true
Jun 6 2024 9:15:11:30 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.008011,-0.001,0.006,0.003,0.0,0.0,2.0,-0.01,0.0,0.0,0.31,1.0,true
Jun 6 2024 9:15:11:79 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.009003,0.01,0.021,-0.031,0.0,0.0,-1.0,-0.01,0.0,0.0,0.33,1.0,true
Jun 6 2024 9:15:11:136 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,174.014008,0.01,0.022,-0.056,0.0,0.0,-1.0,-0.01,0.0,0.0,0.33,1.0,true
Jun 6 2024 9:15:11:189 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,174.014008,-0.001,0.008,0.066,0.0,0.0,2.0,-0.01,0.0,0.0,0.33,1.0,true
Jun 6 2024 9:15:11:226 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.018005,-0.008,0.025,0.224,0.0,0.0,3.0,-0.01,0.0,0.0,0.33,1.0,true
Jun 6 2024 9:15:11:276 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.020004,0.011,-0.003,0.093,0.0,-1.0,-3.0,-0.01,0.0,0.0,0.33,1.0,true
Jun 6 2024 9:15:11:326 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.021011,0.007,0.006,0.053,0.0,0.0,-1.0,-0.01,0.0,0.0,0.33,1.0,true
Jun 6 2024 9:15:11:377 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.021011,0.005,0.014,-0.018,0.0,0.0,-1.0,-0.01,0.0,0.0,0.31,1.0,true
Jun 6 2024 9:15:11:432 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.025009,-0.001,0.035,0.096,0.0,0.0,2.0,-0.01,0.0,0.0,0.3,1.0,true
Jun 6 2024 9:15:11:484 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.026001,-0.002,0.005,0.05,0.0,-1.0,-1.0,-0.01,0.0,0.0,0.29,1.0,true
Jun 6 2024 9:15:11:537 AM,39404.339844,-49502.4375,4849.009766,-1.0,-4.0,2.0,174.028015,0.01,0.021,0.092,0.0,0.0,1.0,-0.01,0.0,0.0,0.29,1.0,true
Jun 6 2024 9:15:11:577 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.030014,-0.001,0.008,0.142,0.0,0.0,1.0,-0.01,0.0,0.0,0.29,1.0,true
Jun 6 2024 9:15:11:639 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.035004,-0.003,0.003,-0.025,0.0,0.0,-3.0,-0.01,0.0,0.0,0.31,1.0,true
Jun 6 2024 9:15:11:678 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.037003,0.002,0.009,-0.088,0.0,0.0,-1.0,-0.01,0.0,0.0,0.35,1.0,true
Jun 6 2024 9:15:11:730 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.03801,0.005,0.016,-0.025,0.0,0.0,1.0,-0.01,0.0,0.0,0.37,1.0,true
Jun 6 2024 9:15:11:781 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.03801,0.006,0.015,0.109,0.0,0.0,3.0,-0.03,0.0,0.0,0.38,1.0,true
Jun 6 2024 9:15:11:832 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.040009,0.007,0.016,0.062,0.0,0.0,-1.0,-0.06,0.0,0.0,0.39,1.0,true
Jun 6 2024 9:15:11:882 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.042007,0.007,0.016,0.084,0.0,0.0,0.0,-0.09,0.0,0.0,0.39,1.0,true
Jun 6 2024 9:15:11:932 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.043015,-0.002,0.007,0.02,0.0,0.0,-1.0,-0.13,0.0,0.0,0.35,1.0,true
Jun 6 2024 9:15:11:982 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.044006,0.0,0.007,0.011,0.0,0.0,0.0,-0.16,0.0,0.0,0.27,1.0,true
Jun 6 2024 9:15:12:31 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.044006,0.001,0.01,-0.07,0.0,0.0,-2.0,-0.19,0.0,0.0,0.19,1.0,true
Jun 6 2024 9:15:12:89 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.05101,0.0,0.0,0.0,0.0,0.0,1.0,-0.23,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:128 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.058014,0.009,0.012,0.228,0.0,0.0,5.0,-0.25,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:180 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,174.063004,0.001,0.006,0.116,0.0,0.0,-2.0,-0.28,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:230 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,174.067001,0.005,0.008,0.081,0.0,0.0,-1.0,-0.31,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:280 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,174.068008,0.006,0.013,-0.015,0.0,0.0,-2.0,-0.34,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:331 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,174.070007,0.01,0.011,0.011,0.0,0.0,1.0,-0.38,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:383 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,174.071014,0.002,0.029,0.056,0.0,0.0,1.0,-0.41,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:435 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,174.074005,0.01,0.009,0.02,0.0,0.0,-1.0,-0.44,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:486 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,174.075012,0.002,0.029,-0.016,0.0,0.0,-1.0,-0.46,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:535 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,174.077011,0.02,0.02,0.213,0.0,0.0,5.0,-0.48,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:585 AM,39404.339844,-49502.4375,4849.029785,-1.0,-4.0,2.0,174.07901,0.017,0.02,-0.058,0.0,0.0,-5.0,-0.5,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:639 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.084015,0.014,0.017,-0.189,0.0,0.0,-3.0,-0.52,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:679 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.085007,0.015,0.01,0.021,0.0,0.0,4.0,-0.52,0.0,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:729 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.088013,0.005,0.025,0.058,0.0,0.0,1.0,-0.52,0.05,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:780 AM,39404.339844,-49502.4375,4849.02002,-1.0,-4.0,2.0,174.088013,0.013,0.006,0.095,0.0,0.0,1.0,-0.51,0.31,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:831 AM,39404.328125,-49502.417969,4849.029785,-1.0,-4.0,2.0,174.091003,0.185,0.234,0.043,3.0,5.0,-1.0,-0.52,0.4,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:881 AM,39404.339844,-49502.398438,4849.029785,-1.0,-4.0,2.0,174.091003,0.791,0.121,-0.052,12.0,-2.0,-2.0,-0.52,0.42,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:929 AM,39404.367188,-49502.390625,4849.02002,-1.0,-4.0,2.0,174.09201,1.521,-0.022,0.023,15.0,-3.0,1.0,-0.52,0.46,0.0,0.05,1.0,true
Jun 6 2024 9:15:12:980 AM,39404.449219,-49502.390625,4849.02002,-1.0,-4.0,2.0,174.098007,2.366,-0.237,-0.177,17.0,-4.0,-4.0,-0.52,0.53,0.0,0.05,1.0,true
Jun 6 2024 9:15:13:30 AM,39404.578125,-49502.398438,4849.009766,-1.0,-4.0,2.0,174.102005,3.353,-0.476,-0.029,20.0,-5.0,3.0,-0.53,0.62,0.0,0.05,1.0,true
Jun 6 2024 9:15:13:83 AM,39404.96875,-49502.480469,4849.0,-1.0,-4.0,2.0,174.119003,11.452001,-2.468,-0.241,162.0,-40.0,-4.0,-0.56,0.69,0.0,0.05,1.0,true
