,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,VO,OutOfBounds
Jun 6 2024 9:14:50:84 AM,37603.929688,-49438.0,4915.919922,-2.0,0.0,2.0,97.668007,-21.256001,2.003,-151.807007,375.0,56.0,3093.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:137 AM,37603.289062,-49437.917969,4910.629883,-3.0,0.0,2.0,102.963005,-10.353001,1.627,-73.102005,218.0,-8.0,1574.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:180 AM,37603.027344,-49437.890625,4908.560059,-3.0,0.0,2.0,105.035004,-5.285,0.83,-37.017002,101.0,-16.0,722.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:227 AM,37602.910156,-49437.859375,4907.709961,-3.0,0.0,2.0,105.883003,-1.587,-0.585,-7.915,74.0,-28.0,582.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:286 AM,37602.949219,-49437.878906,4907.939941,-3.0,0.0,2.0,106.113007,0.897,-0.614,6.492,50.0,-1.0,288.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:332 AM,37603.0,-49437.910156,4908.359863,-3.0,0.0,2.0,106.540009,1.234,-0.743,9.793,7.0,-3.0,66.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:379 AM,37603.058594,-49437.9375,4908.850098,-3.0,0.0,2.0,107.028008,1.292,-0.776,10.676001,1.0,-1.0,18.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:435 AM,37603.128906,-49437.96875,4909.459961,-3.0,0.0,2.0,107.640007,1.2,-0.755,10.115001,-2.0,0.0,-11.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:484 AM,37603.167969,-49438.0,4909.919922,-3.0,0.0,2.0,108.101006,1.066,-0.741,8.881001,-3.0,0.0,-25.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:534 AM,37603.21875,-49438.019531,4910.339844,-3.0,0.0,2.0,108.517006,0.897,-0.648,7.880001,-3.0,2.0,-20.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:581 AM,37603.257812,-49438.058594,4910.679688,-3.0,0.0,2.0,108.858002,0.767,-0.609,6.562,-3.0,1.0,-26.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:628 AM,37603.277344,-49438.078125,4910.959961,-3.0,0.0,2.0,109.139008,0.633,-0.555,5.522,-3.0,1.0,-21.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:689 AM,37603.320312,-49438.117188,4911.25,-3.0,0.0,2.0,109.426003,0.479,-0.533,4.122,-3.0,0.0,-28.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:730 AM,37603.328125,-49438.140625,4911.399902,-3.0,0.0,2.0,109.576004,0.402,-0.525,3.385,-2.0,0.0,-15.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:790 AM,37603.347656,-49438.167969,4911.569824,-3.0,0.0,2.0,109.746002,0.298,-0.537,2.43,-2.0,0.0,-19.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:829 AM,37603.359375,-49438.199219,4911.669922,-3.0,0.0,2.0,109.845009,0.261,-0.47,2.357,-1.0,1.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:883 AM,37603.371094,-49438.230469,4911.77002,-3.0,0.0,2.0,109.951004,0.198,-0.452,1.823,-1.0,0.0,-11.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:935 AM,37603.378906,-49438.25,4911.859863,-3.0,0.0,2.0,110.033005,0.164,-0.44,1.371,-1.0,0.0,-9.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:50:995 AM,37603.378906,-49438.269531,4911.909668,-3.0,0.0,2.0,110.089005,0.104,-0.49,0.616,-1.0,-1.0,-15.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:37 AM,37603.378906,-49438.289062,4911.949707,-3.0,0.0,2.0,110.126007,0.11,-0.308,0.756,0.0,4.0,3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:86 AM,37603.378906,-49438.289062,4912.0,-3.0,0.0,2.0,110.173004,0.096,-0.099,0.884,0.0,4.0,3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:139 AM,37603.378906,-49438.289062,4912.009766,-3.0,0.0,2.0,110.188004,0.029,0.022,0.091,-1.0,2.0,-16.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:177 AM,37603.378906,-49438.289062,4912.029785,-3.0,0.0,2.0,110.202003,0.04,0.044,0.39,0.0,0.0,6.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:231 AM,37603.378906,-49438.289062,4912.049805,-3.0,0.0,2.0,110.222008,0.049,0.031,0.451,0.0,0.0,1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:283 AM,37603.378906,-49438.300781,4912.060059,-3.0,0.0,2.0,110.240005,0.051,0.018,0.442,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:339 AM,37603.378906,-49438.300781,4912.080078,-3.0,0.0,2.0,110.253006,0.038,0.036,0.384,0.0,0.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:378 AM,37603.378906,-49438.300781,4912.089844,-3.0,0.0,2.0,110.267006,0.046,0.007,0.319,0.0,-1.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:437 AM,37603.378906,-49438.300781,4912.109863,-3.0,0.0,2.0,110.290009,0.03,0.013,0.242,0.0,0.0,-2.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:488 AM,37603.378906,-49438.300781,4912.129883,-3.0,0.0,2.0,110.301003,0.027,0.015,0.219,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:527 AM,37603.378906,-49438.300781,4912.129883,-3.0,0.0,2.0,110.304008,0.0,0.0,0.0,-1.0,0.0,-4.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:581 AM,37603.378906,-49438.300781,4912.129883,-3.0,0.0,2.0,110.304008,0.024,0.034,0.023,0.0,1.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:634 AM,37603.378906,-49438.300781,4912.129883,-3.0,0.0,2.0,110.310005,0.015,0.024,0.159,0.0,0.0,3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:684 AM,37603.378906,-49438.300781,4912.139648,-3.0,0.0,2.0,110.320007,0.022,0.01,0.231,0.0,0.0,1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:736 AM,37603.378906,-49438.300781,4912.149902,-3.0,0.0,2.0,110.325005,0.014,0.011,0.042,0.0,0.0,-4.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:789 AM,37603.378906,-49438.300781,4912.149902,-3.0,0.0,2.0,110.330002,0.022,0.013,0.218,0.0,0.0,4.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:828 AM,37603.378906,-49438.300781,4912.159668,-3.0,0.0,2.0,110.334007,0.015,0.0,-0.032,0.0,0.0,-5.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:877 AM,37603.378906,-49438.300781,4912.169922,-3.0,0.0,2.0,110.342003,0.015,0.007,0.143,0.0,0.0,4.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:927 AM,37603.378906,-49438.300781,4912.169922,-3.0,0.0,2.0,110.348007,0.022,-0.014,0.11,0.0,0.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:51:976 AM,37603.378906,-49438.300781,4912.169922,-3.0,0.0,2.0,110.348007,0.011,-0.001,-0.163,0.0,0.0,-5.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:38 AM,37603.378906,-49438.300781,4912.179688,-3.0,0.0,2.0,110.354004,0.023,-0.014,0.077,0.0,0.0,5.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:87 AM,37603.378906,-49438.300781,4912.179688,-3.0,0.0,2.0,110.355003,0.017,-0.01,0.001,0.0,0.0,-2.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:137 AM,37603.378906,-49438.300781,4912.179688,-3.0,0.0,2.0,110.357002,0.014,0.003,0.161,0.0,0.0,3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:187 AM,37603.378906,-49438.300781,4912.179688,-3.0,0.0,2.0,110.358002,0.012,0.001,0.043,0.0,0.0,-2.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:238 AM,37603.378906,-49438.300781,4912.179688,-3.0,0.0,2.0,110.361008,0.015,-0.005,0.07,0.0,0.0,1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:278 AM,37603.378906,-49438.300781,4912.179688,-3.0,0.0,2.0,110.361008,0.019,-0.008,0.138,0.0,0.0,1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:329 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.363007,0.014,-0.008,0.005,0.0,0.0,-3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:388 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.367004,0.011,-0.007,0.017,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:437 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.368004,0.02,-0.008,0.178,0.0,0.0,3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:488 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.369003,0.012,-0.014,-0.066,0.0,0.0,-5.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:537 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.369003,0.009,-0.012,-0.108,0.0,0.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:589 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.370003,0.016,-0.012,0.009,0.0,0.0,2.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:629 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.372002,0.017,-0.011,0.077,0.0,0.0,1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:679 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.375008,0.01,-0.003,0.079,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:728 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.378006,0.01,-0.012,0.036,0.0,0.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:781 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.380005,0.0,0.0,0.0,0.0,0.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:831 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.382004,0.01,-0.01,-0.052,0.0,0.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:882 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.385002,0.018,-0.021,-0.035,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:933 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.388008,0.021,-0.025,0.07,0.0,0.0,2.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:52:987 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.393005,0.016,-0.015,0.055,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:38 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.395004,0.017,-0.023,0.049,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:77 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.396004,0.009,-0.016,-0.077,0.0,0.0,-3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:129 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.398003,0.006,-0.004,0.01,0.0,0.0,2.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:189 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.408005,0.006,-0.003,-0.038,0.0,0.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:235 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.408005,0.012,-0.014,0.062,0.0,0.0,2.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:279 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.416008,0.003,-0.022,-0.148,0.0,0.0,-4.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:331 AM,37603.378906,-49438.300781,4912.199707,-3.0,0.0,2.0,110.419006,0.013,-0.019,0.019,0.0,0.0,3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:391 AM,37603.378906,-49438.300781,4912.199707,-3.0,0.0,2.0,110.425003,0.041,-0.047,0.356,1.0,-1.0,7.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:434 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.434006,-0.009,-0.019,-0.027,-1.0,1.0,-8.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:481 AM,37603.378906,-49438.300781,4912.199707,-3.0,0.0,2.0,110.439003,0.011,-0.013,-0.021,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:534 AM,37603.378906,-49438.300781,4912.199707,-3.0,0.0,2.0,110.440002,0.011,-0.011,0.008,0.0,0.0,1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:579 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.451004,-0.006,0.013,-0.383,0.0,0.0,-8.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:640 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.453003,0.031,-0.015,0.371,1.0,-1.0,15.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:677 AM,37603.378906,-49438.300781,4912.189941,-3.0,0.0,2.0,110.459007,0.033,-0.047,0.229,0.0,-1.0,-3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:738 AM,37603.378906,-49438.300781,4912.199707,-3.0,0.0,2.0,110.469002,0.015,-0.025,0.063,0.0,0.0,-3.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:790 AM,37603.378906,-49438.300781,4912.199707,-3.0,0.0,2.0,110.469002,0.017,-0.012,0.021,0.0,0.0,-1.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:826 AM,37603.378906,-49438.300781,4912.199707,-3.0,0.0,2.0,110.469002,0.016,-0.01,-0.004,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:888 AM,37603.378906,-49438.300781,4912.209961,-3.0,0.0,2.0,110.471008,0.014,-0.013,0.014,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:937 AM,37603.378906,-49438.300781,4912.209961,-3.0,0.0,2.0,110.471008,0.01,-0.012,-0.053,0.0,0.0,-1.0,-0.01,0.02,0.0,0.0,1.0,true
Jun 6 2024 9:14:53:985 AM,37603.378906,-49438.300781,4912.209961,-3.0,0.0,2.0,110.471008,0.015,-0.025,-0.099,0.0,0.0,-1.0,-0.01,0.09,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:37 AM,37603.371094,-49438.308594,4912.199707,-3.0,0.0,2.0,110.473007,-1.053,-0.269,-0.043,-21.0,-5.0,1.0,-0.01,0.18,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:87 AM,37603.460938,-49438.320312,4912.189941,-3.0,0.0,2.0,110.487007,2.331,-0.303,-0.02,68.0,-1.0,0.0,-0.01,0.27,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:136 AM,37603.667969,-49438.339844,4912.169922,-3.0,0.0,2.0,110.505005,4.545,-0.348,-0.269,44.0,-1.0,-5.0,-0.01,0.4,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:186 AM,37603.988281,-49438.347656,4912.139648,-3.0,0.0,2.0,110.536003,6.455,-0.376,-0.713,38.0,-1.0,-9.0,-0.01,0.5,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:235 AM,37604.378906,-49438.367188,4912.120117,-3.0,0.0,2.0,110.562004,8.326,-0.398,-0.475,37.0,0.0,5.0,-0.01,0.6,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:283 AM,37604.917969,-49438.378906,4912.080078,-3.0,0.0,2.0,110.602005,13.993001,-0.468,-0.877,113.0,-1.0,-8.0,-0.01,0.69,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:326 AM,37605.769531,-49438.398438,4912.02002,-3.0,0.0,2.0,110.662003,22.461,-0.53,-1.382,169.0,-1.0,-10.0,-0.01,0.76,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:386 AM,37607.539062,-49438.4375,4911.899902,-3.0,0.0,2.0,110.780006,33.801003,-0.593,-1.924,227.0,-1.0,-11.0,-0.01,0.84,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:426 AM,37609.097656,-49438.457031,4911.790039,-3.0,0.0,2.0,110.884003,42.198002,-0.579,-2.353,168.0,0.0,-9.0,-0.01,0.89,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:477 AM,37611.609375,-49438.488281,4911.639648,-3.0,0.0,2.0,111.041008,54.322002,-0.694,-2.933,242.0,-2.0,-12.0,-0.01,0.92,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:538 AM,37615.621094,-49438.539062,4911.389648,-3.0,0.0,2.0,111.291008,75.618004,-0.948,-4.467,426.0,-5.0,-31.0,-0.01,0.95,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:587 AM,37620.089844,-49438.578125,4911.100098,-3.0,0.0,2.0,111.581009,99.519005,-0.491,-5.807,478.0,9.0,-27.0,-0.01,0.95,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:636 AM,37625.699219,-49438.597656,4910.759766,-3.0,0.0,2.0,111.917007,122.568008,-0.296,-6.661,461.0,4.0,-17.0,-0.01,0.95,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:685 AM,37632.46875,-49438.628906,4910.370117,-4.0,0.0,2.0,112.308006,143.843002,-0.433,-7.992001,425.0,-3.0,-27.0,-0.01,0.97,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:727 AM,37639.0,-49438.660156,4910.0,-4.0,0.0,2.0,112.682007,160.914001,-0.609,-8.602,341.0,-4.0,-12.0,-0.01,0.98,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:778 AM,37647.800781,-49438.707031,4909.509766,-4.0,0.0,2.0,113.166008,180.895004,-0.875,-9.412001,400.0,-5.0,-16.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:831 AM,37657.890625,-49438.777344,4908.959961,-4.0,0.0,2.0,113.713005,201.058014,-1.177,-10.624001,403.0,-6.0,-24.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:881 AM,37668.269531,-49438.847656,4908.409668,-4.0,0.0,2.0,114.269005,219.768005,-1.488,-11.690001,374.0,-6.0,-21.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:932 AM,37680.378906,-49438.949219,4907.759766,-4.0,0.0,2.0,114.918007,239.647018,-1.818,-12.553,398.0,-7.0,-17.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:54:984 AM,37693.558594,-49439.078125,4907.060059,-4.0,0.0,2.0,115.616005,259.516022,-2.199,-13.830001,397.0,-8.0,-26.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:34 AM,37707.007812,-49439.207031,4906.359863,-4.0,0.0,2.0,116.320007,278.396027,-2.619,-14.678,378.0,-8.0,-17.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:81 AM,37720.679688,-49439.359375,4905.639648,-4.0,0.0,2.0,117.037003,296.371002,-3.061,-15.707001,360.0,-9.0,-21.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:137 AM,37737.6875,-49439.589844,4904.759766,-4.0,-1.0,2.0,117.916008,316.688019,-4.357,-16.098001,406.0,-26.0,-8.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:187 AM,37754.371094,-49439.847656,4903.919922,-4.0,-1.0,2.0,118.757004,335.521027,-5.016,-17.012001,377.0,-13.0,-18.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:237 AM,37771.808594,-49440.128906,4902.989746,-4.0,-1.0,2.0,119.684006,354.27301,-5.78,-18.951,375.0,-15.0,-39.0,-0.01,1.0,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:285 AM,37789.308594,-49440.417969,4902.029785,-4.0,-1.0,2.0,120.647003,372.124023,-6.439,-20.528002,357.0,-13.0,-32.0,-0.01,0.98,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:336 AM,37809.039062,-49440.769531,4900.97998,-4.0,-1.0,2.0,121.702003,390.940033,-6.672,-20.498001,376.0,-5.0,1.0,-0.01,0.94,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:378 AM,37825.667969,-49441.070312,4900.129883,-4.0,-1.0,2.0,122.544006,405.732025,-6.936,-20.007002,296.0,-5.0,10.0,-0.01,0.91,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:429 AM,37847.007812,-49441.449219,4899.129883,-4.0,-1.0,2.0,123.543007,423.420013,-7.361001,-19.156,354.0,-8.0,17.0,-0.01,0.88,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:480 AM,37869.21875,-49441.878906,4898.120117,-4.0,-1.0,2.0,124.559006,440.519012,-8.194,-20.243,342.0,-17.0,-22.0,-0.01,0.87,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:529 AM,37891.46875,-49442.320312,4897.080078,-4.0,-1.0,2.0,125.599007,456.498016,-8.984,-21.438002,320.0,-16.0,-24.0,-0.01,0.86,0.0,0.0,1.0,true
Jun 6 2024 9:14:55:579 AM,37914.4375,-49442.800781,4896.0,-4.0,-1.0,2.0,126.678009,471.902008,-9.719001,-22.363001,308.0,-15.0,-19.0,-0.01,0.85,0.0,0.0,1.0,true
