,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:15:05:167 AM,37606.070312,-49438.230469,5013.97998,0.0,0.0,0.0,0.0,0.0,0.0,-125.944008,0.0,0.0,-1259.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:05:168 AM,37606.070312,-49438.230469,5013.97998,0.0,0.0,0.0,0.0,0.0,0.0,-125.944008,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:05:168 AM,37606.070312,-49438.230469,5013.97998,0.0,0.0,0.0,0.0,0.0,0.0,-125.944008,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:05:686 AM,37606.070312,-49438.230469,4995.679688,0.0,0.0,0.0,18.301001,0.0,0.0,-223.761017,0.0,0.0,-978.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:05:687 AM,37606.070312,-49438.230469,4995.679688,0.0,0.0,0.0,18.301001,0.0,0.0,-223.761017,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:05:687 AM,37606.070312,-49438.230469,4995.679688,0.0,0.0,0.0,18.301001,0.0,0.0,-223.761017,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:05:687 AM,37606.070312,-49438.230469,4995.679688,0.0,0.0,0.0,18.301001,0.0,0.0,-223.761017,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:05:818 AM,37606.070312,-49438.230469,4957.319824,0.0,0.0,0.0,56.665001,0.0,0.0,-351.436005,0.0,0.0,-1277.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:05:888 AM,37604.757812,-49439.0,4929.959961,-1.0,0.0,1.0,84.025002,11.109,20.383001,-331.495026,111.0,204.0,199.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:05:985 AM,37602.71875,-49438.558594,4912.060059,-3.0,0.0,2.0,101.921005,4.684,11.388,-98.404007,-64.0,-90.0,2331.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:87 AM,37602.25,-49438.019531,4907.899902,-3.0,0.0,2.0,106.084007,-2.261,-0.607,-6.389,-69.0,-120.0,920.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:197 AM,37602.339844,-49438.089844,4908.379883,-3.0,0.0,2.0,106.563004,0.254,2.09,8.940001,25.0,27.0,153.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:291 AM,37602.398438,-49438.167969,4909.319824,-3.0,0.0,2.0,107.508003,0.627,1.92,9.613001,4.0,-2.0,7.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:390 AM,37602.4375,-49438.230469,4910.199707,-3.0,0.0,2.0,108.383003,0.609,1.543,8.005,0.0,-4.0,-16.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:492 AM,37602.46875,-49438.289062,4910.879883,-3.0,0.0,2.0,109.059006,0.469,0.914,5.793,-1.0,-6.0,-22.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:589 AM,37602.488281,-49438.339844,4911.299805,-3.0,0.0,2.0,109.480003,0.31,0.443,3.735,-2.0,-5.0,-21.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:690 AM,37602.507812,-49438.378906,4911.569824,-3.0,0.0,2.0,109.749008,0.208,0.155,2.12,-1.0,-3.0,-16.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:794 AM,37602.507812,-49438.4375,4911.759766,-3.0,0.0,2.0,109.945007,0.133,-0.086,1.264,-1.0,-2.0,-9.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:891 AM,37602.507812,-49438.46875,4911.870117,-3.0,0.0,2.0,110.056007,0.097,-0.226,0.969,0.0,-1.0,-3.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:06:984 AM,37602.5,-49438.519531,4911.939941,-3.0,0.0,2.0,110.124008,0.067,-0.333,0.532,0.0,-1.0,-4.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:90 AM,37602.5,-49438.550781,4911.969727,-3.0,0.0,2.0,110.151009,0.035,-0.157,0.337,0.0,2.0,-2.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:192 AM,37602.5,-49438.539062,4912.0,-3.0,0.0,2.0,110.181007,0.042,-0.083,0.355,0.0,1.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:294 AM,37602.5,-49438.539062,4912.02002,-3.0,0.0,2.0,110.206009,0.029,-0.085,0.187,0.0,0.0,-2.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:389 AM,37602.5,-49438.527344,4912.040039,-3.0,0.0,2.0,110.221008,0.031,-0.067,0.239,0.0,0.0,1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:493 AM,37602.5,-49438.519531,4912.040039,-3.0,0.0,2.0,110.228004,0.022,-0.059,0.116,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:590 AM,37602.5,-49438.519531,4912.049805,-3.0,0.0,2.0,110.234009,0.015,-0.053,0.086,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:691 AM,37602.5,-49438.507812,4912.069824,-3.0,0.0,2.0,110.249008,0.032,-0.062,0.135,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:791 AM,37602.5,-49438.507812,4912.069824,-3.0,0.0,2.0,110.258003,0.007,-0.045,-0.064,0.0,0.0,-2.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:893 AM,37602.5,-49438.507812,4912.080078,-3.0,0.0,2.0,110.261002,0.008,-0.061,0.111,0.0,0.0,2.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:07:984 AM,37602.5,-49438.5,4912.080078,-3.0,0.0,2.0,110.264008,0.015,-0.047,0.113,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:08:85 AM,37602.5,-49438.5,4912.089844,-3.0,0.0,2.0,110.269005,0.028,-0.033,0.059,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:08:183 AM,37602.5,-49438.488281,4912.089844,-3.0,0.0,2.0,110.276009,0.018,-0.039,0.075,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:08:292 AM,37602.5,-49438.488281,4912.100098,-3.0,0.0,2.0,110.279007,0.022,-0.05,0.11,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:08:392 AM,37602.5,-49438.488281,4912.100098,-3.0,0.0,2.0,110.279007,0.017,-0.03,0.056,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:08:492 AM,37602.5,-49438.488281,4912.100098,-3.0,0.0,2.0,110.280006,0.022,-0.041,0.051,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:15:08:592 AM,37602.5,-49438.488281,4912.100098,-3.0,0.0,2.0,110.281006,0.015,-0.023,0.059,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
