,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:02:49:208 AM,37606.070312,-49438.230469,5014.389648,0.0,0.0,0.0,0.0,0.0,0.0,-123.060005,0.0,0.0,-1231.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:02:49:208 AM,37606.070312,-49438.230469,5014.389648,0.0,0.0,0.0,0.0,0.0,0.0,-123.060005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:02:49:208 AM,37606.070312,-49438.230469,5014.389648,0.0,0.0,0.0,0.0,0.0,0.0,-123.060005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:02:49:499 AM,37606.070312,-49438.230469,4996.379883,0.0,0.0,0.0,18.013,0.0,0.0,-220.880005,0.0,0.0,-978.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:02:49:499 AM,37606.070312,-49438.230469,4996.379883,0.0,0.0,0.0,18.013,0.0,0.0,-220.880005,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:02:49:499 AM,37606.070312,-49438.230469,4996.379883,0.0,0.0,0.0,18.013,0.0,0.0,-220.880005,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 22 2024 11:02:49:565 AM,37606.070312,-49438.230469,4978.379883,0.0,0.0,0.0,36.012001,0.0,0.0,-288.403015,0.0,0.0,-675.0,-0.03,0.0,0.0,0.0,true
May 22 2024 11:02:49:664 AM,37606.007812,-49438.5,4943.359863,0.0,0.0,0.0,71.033005,-0.609,-2.372,-382.235016,-6.0,-24.0,-938.0,-0.03,0.0,0.0,0.0,true
May 22 2024 11:02:49:770 AM,37603.449219,-49438.769531,4915.469727,-2.0,0.0,2.0,98.925003,6.99,14.908001,-150.680008,76.0,173.0,2316.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:02:49:862 AM,37602.519531,-49438.597656,4908.359863,-3.0,0.0,2.0,106.034004,2.2,5.704,-35.658001,-48.0,-92.0,1150.0,0.03,0.0,0.0,0.0,true
May 22 2024 11:02:49:961 AM,37602.597656,-49438.109375,4907.989746,-3.0,0.0,2.0,106.398003,-0.458,1.816,5.549,-27.0,-39.0,412.0,0.03,0.0,0.0,0.0,true
May 22 2024 11:02:50:65 AM,37602.667969,-49438.179688,4908.939941,-3.0,0.0,2.0,107.346008,0.609,2.062,10.204,11.0,2.0,47.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:02:50:165 AM,37602.71875,-49438.25,4909.909668,-3.0,0.0,2.0,108.313004,0.66,1.593,8.771001,1.0,-5.0,-14.0,-0.03,0.0,0.0,0.0,true
May 22 2024 11:02:50:262 AM,37602.75,-49438.300781,4910.629883,-3.0,0.0,2.0,109.039001,0.532,1.086,6.39,-1.0,-5.0,-24.0,-0.03,0.0,0.0,0.0,true
May 22 2024 11:02:50:361 AM,37602.769531,-49438.347656,4911.139648,-3.0,0.0,2.0,109.546005,0.394,0.544,4.291,-1.0,-5.0,-21.0,-0.03,0.0,0.0,0.0,true
May 22 2024 11:02:50:458 AM,37602.777344,-49438.378906,4911.469727,-3.0,0.0,2.0,109.877007,0.272,0.188,2.702,-1.0,-4.0,-16.0,-0.03,0.0,0.0,0.0,true
May 22 2024 11:02:50:559 AM,37602.800781,-49438.4375,4911.679688,-3.0,0.0,2.0,110.090004,0.161,-0.04,1.696,-1.0,-2.0,-10.0,-0.03,0.0,0.0,0.0,true
May 22 2024 11:02:50:657 AM,37602.789062,-49438.46875,4911.819824,-3.0,0.0,2.0,110.223007,0.115,-0.205,1.099,0.0,-2.0,-6.0,-0.03,0.0,0.0,0.0,true
May 22 2024 11:02:50:773 AM,37602.789062,-49438.519531,4911.870117,-3.0,0.0,2.0,110.275002,0.061,-0.281,0.594,-1.0,-1.0,-5.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:02:50:861 AM,37602.789062,-49438.558594,4911.909668,-3.0,0.0,2.0,110.316002,0.073,-0.323,0.506,0.0,0.0,-1.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:02:50:957 AM,37602.777344,-49438.578125,4911.949707,-3.0,0.0,2.0,110.360008,0.047,-0.14,0.37,0.0,2.0,-1.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:02:51:56 AM,37602.777344,-49438.570312,4911.97998,-3.0,0.0,2.0,110.389008,0.036,-0.079,0.344,0.0,1.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:02:51:166 AM,37602.777344,-49438.558594,4912.0,-3.0,0.0,2.0,110.406006,0.027,-0.065,0.203,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:02:51:267 AM,37602.777344,-49438.558594,4912.009766,-3.0,0.0,2.0,110.419006,0.026,-0.079,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 11:02:51:356 AM,37602.777344,-49438.550781,4912.029785,-3.0,0.0,2.0,110.433006,0.036,-0.056,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
