,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:17:38:966 AM,37606.070312,-49438.230469,5014.560059,0.0,0.0,0.0,0.0,0.0,0.0,-121.830009,0.0,0.0,-1218.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:38:966 AM,37606.070312,-49438.230469,5014.560059,0.0,0.0,0.0,0.0,0.0,0.0,-121.830009,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:38:966 AM,37606.070312,-49438.230469,5014.560059,0.0,0.0,0.0,0.0,0.0,0.0,-121.830009,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:249 AM,37606.070312,-49438.230469,4996.669922,0.0,0.0,0.0,17.890001,0.0,0.0,-219.651016,0.0,0.0,-978.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:250 AM,37606.070312,-49438.230469,4996.669922,0.0,0.0,0.0,17.890001,0.0,0.0,-219.651016,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:250 AM,37606.070312,-49438.230469,4996.669922,0.0,0.0,0.0,17.890001,0.0,0.0,-219.651016,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:336 AM,37606.070312,-49438.230469,4972.439941,0.0,0.0,0.0,42.125004,0.0,0.0,-307.40802,0.0,0.0,-878.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:434 AM,37605.738281,-49438.867188,4937.529785,0.0,0.0,1.0,77.030006,2.657,15.139001,-372.130005,27.0,151.0,-647.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:531 AM,37603.1875,-49438.667969,4914.310059,-3.0,0.0,2.0,100.253006,6.213,13.743001,-130.487,36.0,-14.0,2416.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:631 AM,37602.410156,-49438.199219,4908.080078,-3.0,0.0,2.0,106.476006,-1.81,6.129,-17.613001,-80.0,-76.0,1129.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:734 AM,37602.5,-49438.167969,4908.129883,-3.0,0.0,2.0,106.522003,-0.067,1.419,7.254,17.0,-47.0,249.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:825 AM,37602.558594,-49438.238281,4909.009766,-3.0,0.0,2.0,107.403008,0.601,1.948,10.234,7.0,5.0,30.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:39:929 AM,37602.621094,-49438.320312,4910.0,-3.0,0.0,2.0,108.394005,0.62,1.638,8.54,0.0,-3.0,-17.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:27 AM,37602.648438,-49438.378906,4910.709961,-3.0,0.0,2.0,109.101006,0.47,1.09,6.071,-2.0,-5.0,-25.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:134 AM,37602.667969,-49438.4375,4911.22998,-3.0,0.0,2.0,109.624008,0.341,0.526,3.967,-1.0,-6.0,-21.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:230 AM,37602.6875,-49438.480469,4911.529785,-3.0,0.0,2.0,109.926003,0.245,0.177,2.566,-1.0,-3.0,-14.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:332 AM,37602.699219,-49438.539062,4911.739746,-3.0,0.0,2.0,110.130005,0.165,-0.056,1.557,-1.0,-2.0,-10.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:431 AM,37602.6875,-49438.570312,4911.850098,-3.0,0.0,2.0,110.245003,0.105,-0.161,0.884,-1.0,-1.0,-7.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:527 AM,37602.6875,-49438.609375,4911.889648,-3.0,0.0,2.0,110.282005,0.045,-0.258,0.363,-1.0,-1.0,-5.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:628 AM,37602.679688,-49438.648438,4911.919922,-3.0,0.0,2.0,110.317009,0.064,-0.328,0.311,0.0,-1.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:734 AM,37602.679688,-49438.660156,4911.969727,-3.0,0.0,2.0,110.360008,0.045,-0.075,0.416,0.0,3.0,1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:825 AM,37602.679688,-49438.648438,4912.0,-3.0,0.0,2.0,110.392006,0.037,-0.049,0.311,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:40:928 AM,37602.679688,-49438.648438,4912.02002,-3.0,0.0,2.0,110.408005,0.028,-0.045,0.185,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:31 AM,37602.679688,-49438.648438,4912.029785,-3.0,0.0,2.0,110.424004,0.026,-0.063,0.192,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:133 AM,37602.679688,-49438.640625,4912.049805,-3.0,0.0,2.0,110.438004,0.03,-0.08,0.201,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:235 AM,37602.679688,-49438.640625,4912.060059,-3.0,0.0,2.0,110.450005,0.014,-0.062,0.061,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:329 AM,37602.679688,-49438.628906,4912.060059,-3.0,0.0,2.0,110.455002,0.017,-0.04,0.041,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:430 AM,37602.679688,-49438.628906,4912.069824,-3.0,0.0,2.0,110.461006,0.003,-0.037,0.064,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:534 AM,37602.679688,-49438.628906,4912.069824,-3.0,0.0,2.0,110.466003,0.026,-0.053,0.053,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:630 AM,37602.679688,-49438.617188,4912.080078,-3.0,0.0,2.0,110.469002,0.025,-0.037,0.097,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:730 AM,37602.679688,-49438.617188,4912.080078,-3.0,0.0,2.0,110.475006,0.014,-0.029,-0.019,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:830 AM,37602.679688,-49438.617188,4912.080078,-3.0,0.0,2.0,110.477005,0.017,-0.032,0.008,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:41:934 AM,37602.679688,-49438.609375,4912.080078,-3.0,0.0,2.0,110.477005,0.015,-0.041,-0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:26 AM,37602.679688,-49438.609375,4912.080078,-3.0,0.0,2.0,110.478004,0.02,-0.032,0.023,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:133 AM,37602.679688,-49438.609375,4912.080078,-3.0,0.0,2.0,110.478004,0.011,-0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:227 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.481003,0.02,-0.036,-0.009,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:331 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.483002,0.013,-0.029,-0.003,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:433 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.484009,0.017,-0.028,0.021,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:528 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.486008,0.001,-0.054,-0.185,0.0,0.0,-2.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:631 AM,37602.679688,-49438.609375,4912.100098,-3.0,0.0,2.0,110.495003,0.016,-0.019,0.026,0.0,0.0,2.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:733 AM,37602.679688,-49438.609375,4912.100098,-3.0,0.0,2.0,110.495003,0.015,-0.034,-0.043,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:826 AM,37602.679688,-49438.609375,4912.100098,-3.0,0.0,2.0,110.497002,0.016,-0.025,0.019,0.0,0.0,1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:42:929 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.498009,0.015,-0.03,-0.009,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:32 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.498009,0.017,-0.026,0.019,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:127 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.501007,0.017,-0.025,0.013,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:229 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.503006,0.016,-0.023,0.018,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:331 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.503006,0.016,-0.03,0.013,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:436 AM,37602.679688,-49438.597656,4912.089844,-3.0,0.0,2.0,110.511002,0.016,-0.06,-0.054,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:529 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.519005,0.023,-0.004,0.047,0.0,1.0,1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:627 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.521004,0.022,-0.018,0.071,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:737 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.524002,0.011,-0.034,-0.098,0.0,0.0,-2.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:829 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.525002,0.023,-0.002,0.161,0.0,0.0,3.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:43:931 AM,37602.679688,-49438.609375,4912.100098,-3.0,0.0,2.0,110.534004,0.017,-0.023,0.003,0.0,0.0,-2.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:32 AM,37602.679688,-49438.609375,4912.100098,-3.0,0.0,2.0,110.535004,0.019,-0.022,0.018,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:136 AM,37602.679688,-49438.609375,4912.100098,-3.0,0.0,2.0,110.537003,0.013,-0.033,-0.074,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:233 AM,37602.679688,-49438.609375,4912.100098,-3.0,0.0,2.0,110.539001,0.008,-0.028,-0.111,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:329 AM,37602.679688,-49438.609375,4912.100098,-3.0,0.0,2.0,110.539001,0.008,-0.033,-0.111,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:433 AM,37602.679688,-49438.609375,4912.100098,-3.0,0.0,2.0,110.540009,0.015,-0.029,-0.023,0.0,0.0,1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:528 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.542007,0.009,-0.036,-0.161,0.0,0.0,-1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:633 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.543007,0.015,-0.015,-0.015,0.0,0.0,1.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:726 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.543007,0.018,-0.022,0.025,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:832 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.545006,0.019,-0.018,0.037,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
May 22 2024 11:17:44:928 AM,37602.679688,-49438.609375,4912.089844,-3.0,0.0,2.0,110.546005,0.019,-0.02,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,true
