,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 10:32:30:172 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,-1061.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:172 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:173 AM,37606.070312,-49438.230469,5016.5,0.0,0.0,0.0,0.0,0.0,0.0,-106.101006,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:187 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,-978.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:188 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:188 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:188 AM,37606.070312,-49438.230469,5000.189941,0.0,0.0,0.0,16.318001,0.0,0.0,-203.938004,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:404 AM,37606.070312,-49438.230469,4974.089844,0.0,0.0,0.0,42.414001,0.0,0.0,-301.677002,0.0,0.0,-977.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:404 AM,37606.070312,-49438.230469,4974.089844,0.0,0.0,0.0,42.414001,0.0,0.0,-301.677002,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:498 AM,37605.820312,-49438.847656,4939.009766,0.0,0.0,0.0,77.491005,-0.963,9.691,-375.501007,-10.0,97.0,-738.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:596 AM,37603.097656,-49438.539062,4914.929688,-3.0,0.0,2.0,101.570007,6.493001,15.275001,-139.209,75.0,56.0,2363.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:695 AM,37602.210938,-49438.390625,4908.120117,-3.0,0.0,2.0,108.383003,2.091,5.618,-29.768002,-44.0,-97.0,1094.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:789 AM,37602.328125,-49437.9375,4908.080078,-3.0,0.0,2.0,108.428001,-0.349,1.525,6.108,-24.0,-41.0,359.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:885 AM,37602.410156,-49438.019531,4908.97998,-3.0,0.0,2.0,109.332008,0.564,2.057,10.257001,9.0,5.0,41.0,0.0,0.0,0.0,true
May 21 2024 10:32:30:988 AM,37602.460938,-49438.089844,4909.97998,-3.0,0.0,2.0,110.329002,0.632,1.661,8.673,1.0,-4.0,-16.0,0.0,0.0,0.0,true
May 21 2024 10:32:31:87 AM,37602.480469,-49438.148438,4910.699707,-3.0,0.0,2.0,111.057007,0.482,1.102,6.25,-1.0,-6.0,-24.0,0.02,0.0,0.0,true
May 21 2024 10:32:31:187 AM,37602.5,-49438.207031,4911.209961,-3.0,0.0,2.0,111.564003,0.374,0.568,4.132,-1.0,-5.0,-21.0,0.02,0.0,0.0,true
May 21 2024 10:32:31:294 AM,37602.527344,-49438.257812,4911.560059,-3.0,0.0,2.0,111.912003,0.239,0.175,2.459,-1.0,-4.0,-17.0,0.02,0.0,0.0,true
May 21 2024 10:32:31:392 AM,37602.539062,-49438.308594,4911.739746,-3.0,0.0,2.0,112.096008,0.17,-0.081,1.65,-1.0,-3.0,-8.0,0.02,0.0,0.0,true
May 21 2024 10:32:31:495 AM,37602.527344,-49438.347656,4911.819824,-3.0,0.0,2.0,112.172005,0.044,-0.19,0.315,-1.0,-1.0,-13.0,0.02,0.0,0.0,true
May 21 2024 10:32:31:587 AM,37602.527344,-49438.390625,4911.879883,-3.0,0.0,2.0,112.231003,0.078,-0.285,0.66,0.0,-1.0,3.0,0.02,0.0,0.0,true
May 21 2024 10:32:31:689 AM,37602.527344,-49438.449219,4911.929688,-3.0,0.0,2.0,112.283005,0.067,-0.32,0.316,0.0,0.0,-3.0,0.02,0.0,0.0,true
May 21 2024 10:32:31:792 AM,37602.519531,-49438.449219,4911.97998,-3.0,0.0,2.0,112.334007,0.054,-0.072,0.484,0.0,2.0,2.0,0.02,1.0,0.0,true
May 21 2024 10:32:31:889 AM,37603.027344,-49438.480469,4912.0,-3.0,0.0,2.0,112.354004,9.675,-0.271,-0.21,96.0,-2.0,-7.0,0.02,1.0,0.0,true
May 21 2024 10:32:31:985 AM,37605.347656,-49438.617188,4911.939941,-3.0,0.0,2.0,112.417007,31.834002,-1.884,-1.59,222.0,-16.0,-14.0,-0.98,1.0,0.0,true
May 21 2024 10:32:32:92 AM,37611.648438,-49439.488281,4911.669922,-3.0,-1.0,3.0,112.683006,76.442001,-8.859,-4.469,446.0,-70.0,-29.0,-0.98,1.0,0.0,true
May 21 2024 10:32:32:193 AM,37622.121094,-49441.820312,4911.120117,-2.0,-2.0,3.0,113.231003,115.468002,-21.908001,-7.152,390.0,-130.0,-27.0,-0.98,1.0,0.0,true
May 21 2024 10:32:32:291 AM,37635.070312,-49446.078125,4910.389648,-2.0,-3.0,4.0,113.963005,145.42601,-41.536003,-8.479,300.0,-196.0,-13.0,-0.98,1.0,0.0,true
May 21 2024 10:32:32:392 AM,37651.140625,-49452.820312,4909.699707,-2.0,-6.0,4.0,114.656006,173.762009,-66.085007,-7.29,283.0,-245.0,12.0,-0.98,1.0,0.0,true
May 21 2024 10:32:32:493 AM,37670.507812,-49461.398438,4909.02002,-2.0,-9.0,4.0,115.339005,210.875015,-82.324005,-7.818,371.0,-162.0,-5.0,0.02,1.0,0.0,true
May 21 2024 10:32:32:593 AM,37694.347656,-49469.257812,4908.120117,-1.0,-11.0,4.0,116.238007,256.411011,-77.770004,-10.123,455.0,46.0,-23.0,0.02,1.0,0.0,true
May 21 2024 10:32:32:693 AM,37722.679688,-49475.347656,4906.909668,-1.0,-11.0,3.0,117.446007,298.495026,-66.662003,-12.832001,421.0,111.0,-27.0,0.02,1.0,0.0,true
May 21 2024 10:32:32:793 AM,37754.890625,-49481.648438,4905.509766,-1.0,-11.0,3.0,118.844009,337.661011,-67.128006,-14.837001,392.0,-5.0,-20.0,0.02,1.0,0.0,true
May 21 2024 10:32:32:885 AM,37787.828125,-49487.949219,4904.069824,-1.0,-11.0,3.0,120.288002,372.537018,-70.825005,-16.532001,349.0,-37.0,-17.0,0.02,1.0,0.0,true
May 21 2024 10:32:32:986 AM,37827.519531,-49495.398438,4902.319824,-1.0,-11.0,3.0,122.036003,409.886017,-76.236,-18.027,373.0,-54.0,-15.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:92 AM,37873.46875,-49503.898438,4900.339844,-1.0,-11.0,3.0,124.020004,448.631012,-82.061005,-19.299002,387.0,-58.0,-13.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:187 AM,37917.800781,-49511.957031,4898.469727,-1.0,-11.0,3.0,125.890007,482.542023,-87.170006,-20.175001,339.0,-51.0,-9.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:288 AM,37968.738281,-49521.097656,4896.379883,-1.0,-11.0,3.0,127.976006,518.233032,-92.375008,-21.315001,357.0,-52.0,-11.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:388 AM,38022.539062,-49530.589844,4894.199707,-1.0,-10.0,3.0,130.152008,552.913025,-97.098007,-22.214001,347.0,-47.0,-9.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:488 AM,38079.210938,-49540.390625,4891.959961,-1.0,-10.0,3.0,132.397003,586.809021,-101.277008,-22.967001,339.0,-42.0,-8.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:589 AM,38140.160156,-49550.75,4889.600098,-1.0,-10.0,3.0,134.757004,603.359009,-102.067001,-23.139002,165.0,-8.0,-2.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:690 AM,38201.257812,-49560.910156,4887.259766,-1.0,-10.0,3.0,137.098999,606.482056,-100.317001,-22.203001,31.0,18.0,9.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:788 AM,38259.910156,-49570.449219,4885.100098,-1.0,-10.0,3.0,139.26001,609.310059,-98.620003,-21.533001,28.0,17.0,7.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:891 AM,38323.070312,-49580.507812,4882.870117,-1.0,-9.0,3.0,141.489014,612.205017,-96.984001,-21.141001,29.0,16.0,4.0,0.02,1.0,0.0,true
May 21 2024 10:32:33:986 AM,38381.199219,-49589.558594,4880.899902,-2.0,-9.0,3.0,143.45401,614.704041,-95.563004,-20.279001,25.0,14.0,9.0,0.02,1.0,0.0,true
May 21 2024 10:32:34:87 AM,38444.128906,-49599.167969,4878.879883,-1.0,-9.0,3.0,145.480011,641.889038,-97.678001,-20.538,272.0,-21.0,-3.0,0.02,1.0,0.0,true
May 21 2024 10:32:34:192 AM,38515.078125,-49609.738281,4876.739746,-1.0,-9.0,3.0,147.616013,689.937012,-102.574005,-21.232,480.0,-49.0,-7.0,0.02,1.0,0.0,true
May 21 2024 10:32:34:286 AM,38582.640625,-49619.578125,4874.779785,-1.0,-9.0,3.0,149.574005,727.685059,-105.658005,-21.541,377.0,-31.0,-3.0,0.02,1.0,0.0,true
May 21 2024 10:32:34:388 AM,38659.25,-49630.449219,4872.629883,0.0,-8.0,3.0,151.725006,764.478027,-108.435005,-21.791,368.0,-28.0,-2.0,0.02,1.0,0.0,true
May 21 2024 10:32:34:490 AM,38739.480469,-49641.527344,4870.459961,0.0,-8.0,3.0,153.892014,798.514038,-110.233002,-21.326,340.0,-18.0,5.0,0.02,1.0,0.0,true
May 21 2024 10:32:34:587 AM,38819.0,-49652.160156,4868.419922,0.0,-8.0,3.0,155.936005,829.202026,-110.985008,-20.950001,307.0,-8.0,4.0,0.02,1.0,0.0,true
May 21 2024 10:32:34:686 AM,38902.609375,-49662.96875,4866.399902,0.0,-7.0,3.0,157.950012,859.034058,-110.909004,-20.084002,298.0,1.0,9.0,0.02,1.0,0.0,true
