,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 12:01:56:288 PM,37606.070312,-49438.230469,5013.839844,0.0,0.0,0.0,0.0,0.0,0.0,-126.925003,0.0,0.0,-1269.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:56:288 PM,37606.070312,-49438.230469,5013.839844,0.0,0.0,0.0,0.0,0.0,0.0,-126.925003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:56:288 PM,37606.070312,-49438.230469,5013.839844,0.0,0.0,0.0,0.0,0.0,0.0,-126.925003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:56:876 PM,37606.070312,-49438.230469,4995.439941,0.0,0.0,0.0,18.399,0.0,0.0,-224.741013,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:56:876 PM,37606.070312,-49438.230469,4995.439941,0.0,0.0,0.0,18.399,0.0,0.0,-224.741013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:56:877 PM,37606.070312,-49438.230469,4995.439941,0.0,0.0,0.0,18.399,0.0,0.0,-224.741013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:56:877 PM,37606.070312,-49438.230469,4995.439941,0.0,0.0,0.0,18.399,0.0,0.0,-224.741013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:56:987 PM,37606.070312,-49438.230469,4962.709961,0.0,0.0,0.0,51.128002,0.0,0.0,-336.390015,0.0,0.0,-1116.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:57:77 PM,37604.808594,-49439.167969,4929.899902,-1.0,0.0,1.0,83.945007,12.305,19.443001,-330.969025,123.0,194.0,54.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:57:186 PM,37602.699219,-49438.738281,4911.129883,-3.0,0.0,2.0,102.711006,4.214,9.669001,-83.985001,-81.0,-98.0,2470.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:57:278 PM,37602.359375,-49438.289062,4907.879883,-3.0,0.0,2.0,105.964005,-2.055,-1.268,-5.578,-63.0,-109.0,784.0,0.0,0.0,0.0,0.0,true
May 22 2024 12:01:57:375 PM,37602.4375,-49438.359375,4908.279785,-3.0,0.0,2.0,106.366005,0.197,1.59,8.572001,23.0,29.0,142.0,0.0,0.0,0.0,0.0,true
