,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 9:48:11:494 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:11:600 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:11:695 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:11:799 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:11:900 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:11:995 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:98 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:197 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:300 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:398 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:491 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:592 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:693 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:801 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:900 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:12:998 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:13:95 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:13:190 AM,37602.519531,-49438.507812,4911.899902,-3.0,0.0,2.0,109.465004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:48:13:293 AM,37602.519531,-49438.519531,4911.879883,-3.0,0.0,2.0,109.483002,0.03,-0.18,-0.036,0.0,-2.0,0.0,-0.02,0.18,0.0,true
May 21 2024 9:48:13:395 AM,37602.609375,-49438.558594,4911.899902,-3.0,0.0,2.0,109.512009,2.259,-0.275,0.394,22.0,-1.0,4.0,-0.02,0.15,0.0,true
May 21 2024 9:48:13:498 AM,37603.199219,-49438.597656,4911.919922,-3.0,0.0,2.0,109.532005,6.988,-0.477,0.108,47.0,-2.0,-3.0,-0.02,0.12,0.0,true
May 21 2024 9:48:13:594 AM,37603.980469,-49438.640625,4911.919922,-3.0,0.0,2.0,109.539001,9.222,-0.465,-0.138,22.0,0.0,-2.0,-0.02,0.09,0.0,true
May 21 2024 9:48:13:696 AM,37605.019531,-49438.6875,4911.889648,-3.0,0.0,2.0,109.566002,11.746,-0.443,-0.406,25.0,0.0,-3.0,-0.02,0.02,0.0,true
May 21 2024 9:48:13:791 AM,37606.5,-49438.75,4911.830078,-3.0,0.0,2.0,109.630005,18.482,-0.624,-0.957,67.0,-2.0,-6.0,-0.02,0.0,0.0,true
May 21 2024 9:48:13:894 AM,37608.847656,-49438.828125,4911.709961,-3.0,0.0,2.0,109.751007,24.551001,-0.687,-1.229,61.0,-1.0,-3.0,-0.02,0.0,0.0,true
May 21 2024 9:48:13:994 AM,37611.589844,-49438.898438,4911.569824,-3.0,0.0,2.0,109.885002,28.670002,-0.71,-1.49,41.0,0.0,-3.0,-0.02,0.0,0.0,true
May 21 2024 9:48:14:99 AM,37614.777344,-49438.988281,4911.389648,-3.0,0.0,2.0,110.069008,32.193001,-0.707,-2.044,35.0,0.0,-6.0,-0.02,0.0,0.0,true
May 21 2024 9:48:14:199 AM,37618.089844,-49439.050781,4911.199707,-3.0,0.0,2.0,110.256004,32.483002,-0.578,-1.688,3.0,1.0,4.0,-0.02,0.01,0.0,true
May 21 2024 9:48:14:295 AM,37620.398438,-49439.050781,4911.080078,-3.0,0.0,2.0,110.382004,22.865002,-0.267,-0.945,-96.0,3.0,7.0,-0.02,0.09,0.0,true
May 21 2024 9:48:14:396 AM,37622.300781,-49439.039062,4910.97998,-3.0,0.0,2.0,110.479004,19.011002,-0.141,-0.749,-39.0,1.0,2.0,-0.02,0.41,0.0,true
May 21 2024 9:48:14:491 AM,37624.320312,-49439.050781,4910.879883,-3.0,0.0,2.0,110.574005,24.401001,-0.196,-1.241,54.0,-1.0,-5.0,-0.04,0.62,0.0,true
May 21 2024 9:48:14:592 AM,37627.6875,-49439.128906,4910.739746,-3.0,0.0,2.0,110.718002,37.433002,-0.856,-2.07,130.0,-7.0,-8.0,-0.08,0.7,0.0,true
May 21 2024 9:48:14:692 AM,37632.527344,-49439.347656,4910.509766,-3.0,-1.0,2.0,110.951004,54.862003,-2.012,-3.106,174.0,-12.0,-10.0,-0.11,0.79,0.0,true
May 21 2024 9:48:14:793 AM,37640.269531,-49439.769531,4910.129883,-3.0,-1.0,3.0,111.330002,92.759003,-4.295,-5.223,379.0,-23.0,-21.0,-0.14,0.98,0.0,true
May 21 2024 9:48:14:893 AM,37652.667969,-49440.589844,4909.52002,-2.0,-1.0,3.0,111.940002,137.060013,-7.694,-7.674,443.0,-34.0,-25.0,-0.15,1.0,0.0,true
May 21 2024 9:48:15:2 AM,37670.667969,-49441.929688,4908.580078,-2.0,-2.0,3.0,112.874008,181.033005,-11.793,-10.181001,440.0,-41.0,-25.0,-0.15,1.0,0.0,true
May 21 2024 9:48:15:100 AM,37690.710938,-49443.597656,4907.529785,-2.0,-2.0,3.0,113.925003,219.177017,-16.276001,-11.923,381.0,-45.0,-17.0,-0.15,1.0,0.0,true
May 21 2024 9:48:15:197 AM,37714.148438,-49445.71875,4906.290039,-2.0,-3.0,3.0,115.168007,256.513,-20.998001,-13.910001,373.0,-47.0,-20.0,-0.14,1.0,0.0,true
May 21 2024 9:48:15:298 AM,37742.089844,-49448.429688,4904.830078,-2.0,-3.0,3.0,116.626007,294.879028,-26.279001,-15.536001,384.0,-53.0,-16.0,-0.12,1.0,0.0,true
May 21 2024 9:48:15:398 AM,37773.828125,-49451.550781,4903.25,-2.0,-4.0,3.0,118.209007,333.700012,-31.075001,-16.446001,388.0,-48.0,-9.0,-0.08,1.0,0.0,true
May 21 2024 9:48:15:492 AM,37806.898438,-49454.609375,4901.649902,-1.0,-4.0,3.0,119.804008,369.348022,-34.151001,-17.986,356.0,-31.0,-15.0,-0.06,1.0,0.0,true
May 21 2024 9:48:15:593 AM,37846.179688,-49458.457031,4899.859863,-1.0,-5.0,3.0,121.602005,405.981018,-40.761002,-18.394001,366.0,-66.0,-4.0,-0.06,1.0,0.0,true
May 21 2024 9:48:15:690 AM,37888.179688,-49462.929688,4897.909668,-1.0,-5.0,3.0,123.546005,441.660034,-45.957001,-21.028002,357.0,-52.0,-26.0,-0.06,1.0,0.0,true
May 21 2024 9:48:15:799 AM,37938.519531,-49468.4375,4895.600098,-1.0,-6.0,3.0,125.854004,480.857025,-52.130001,-21.637001,392.0,-62.0,-6.0,-0.05,1.0,0.0,true
May 21 2024 9:48:15:900 AM,37989.257812,-49474.109375,4893.399902,-1.0,-6.0,3.0,128.062012,517.022034,-57.547001,-22.422001,362.0,-54.0,-8.0,-0.03,1.0,0.0,true
May 21 2024 9:48:15:992 AM,38039.078125,-49479.820312,4891.279785,-1.0,-6.0,3.0,130.177002,549.5,-63.246002,-23.264002,325.0,-57.0,-8.0,-0.03,1.0,0.0,true
May 21 2024 9:48:16:96 AM,38098.328125,-49486.917969,4888.830078,-1.0,-7.0,3.0,132.630005,585.092041,-70.223,-23.966002,356.0,-70.0,-7.0,-0.03,1.0,0.0,true
May 21 2024 9:48:16:199 AM,38159.679688,-49494.550781,4886.359863,-1.0,-7.0,3.0,135.103012,605.748047,-75.643005,-24.236002,207.0,-54.0,-3.0,-0.03,1.0,0.0,true
May 21 2024 9:48:16:295 AM,38218.007812,-49502.097656,4884.040039,-1.0,-7.0,3.0,137.415009,607.995056,-78.747002,-23.140001,22.0,-31.0,11.0,-0.03,1.0,0.0,true
May 21 2024 9:48:16:393 AM,38276.828125,-49509.820312,4881.799805,-1.0,-7.0,3.0,139.655014,610.475037,-80.274002,-22.318001,25.0,-15.0,8.0,-0.01,1.0,0.0,true
May 21 2024 9:48:16:498 AM,38341.128906,-49518.148438,4879.459961,-2.0,-8.0,3.0,141.998001,613.333008,-79.676003,-21.599001,29.0,6.0,7.0,0.01,1.0,0.0,true
May 21 2024 9:48:16:603 AM,38405.789062,-49526.167969,4877.219727,-2.0,-7.0,3.0,144.240005,616.30304,-76.818001,-20.888,30.0,29.0,7.0,0.02,1.0,0.0,true
May 21 2024 9:48:16:699 AM,38465.160156,-49533.199219,4875.25,-2.0,-7.0,3.0,146.209,637.067017,-75.868004,-20.992001,208.0,9.0,-1.0,0.02,1.0,0.0,true
May 21 2024 9:48:16:792 AM,38527.550781,-49540.289062,4873.299805,-1.0,-7.0,3.0,148.157013,681.207031,-77.696007,-21.776001,441.0,-18.0,-8.0,0.02,1.0,0.0,true
May 21 2024 9:48:16:895 AM,38600.597656,-49548.238281,4871.100098,-1.0,-7.0,3.0,150.356003,723.603027,-78.545006,-22.241001,424.0,-8.0,-5.0,0.02,1.0,0.0,true
May 21 2024 9:48:17:1 AM,38680.878906,-49556.558594,4868.759766,0.0,-6.0,3.0,152.699005,762.993042,-78.663002,-22.495001,394.0,-1.0,-3.0,0.02,1.0,0.0,true
May 21 2024 9:48:17:97 AM,38755.5,-49564.109375,4866.689941,0.0,-6.0,3.0,154.772003,795.007019,-80.394005,-21.917002,320.0,-17.0,6.0,0.0,1.0,0.0,true
May 21 2024 9:48:17:195 AM,38835.238281,-49572.75,4864.620117,0.0,-6.0,3.0,156.841003,825.034058,-89.300003,-21.131001,300.0,-89.0,8.0,-0.05,1.0,0.0,true
May 21 2024 9:48:17:299 AM,38922.339844,-49583.4375,4862.569824,0.0,-7.0,3.0,158.889008,854.29303,-103.948006,-19.579,293.0,-146.0,16.0,-0.06,1.0,0.0,true
May 21 2024 9:48:17:394 AM,39005.347656,-49594.769531,4860.810059,0.0,-8.0,4.0,160.650009,879.898071,-119.751007,-18.248001,256.0,-158.0,13.0,-0.07,1.0,0.0,true
May 21 2024 9:48:17:492 AM,39092.820312,-49608.449219,4859.209961,0.0,-9.0,4.0,162.251007,903.516052,-142.818008,-15.775001,236.0,-231.0,25.0,-0.11,1.0,0.0,true
May 21 2024 9:48:17:599 AM,39191.148438,-49626.980469,4857.739746,0.0,-10.0,4.0,163.715012,925.635071,-177.840012,-13.278001,221.0,-350.0,25.0,-0.15,1.0,0.0,true
May 21 2024 9:48:17:698 AM,39283.410156,-49647.789062,4857.02002,0.0,-13.0,5.0,164.439011,941.741028,-219.549011,-7.403,161.0,-417.0,59.0,-0.17,1.0,0.0,true
May 21 2024 9:48:17:804 AM,39381.429688,-49674.367188,4856.569824,1.0,-15.0,5.0,164.88501,954.579041,-268.972015,-4.692,128.0,-494.0,27.0,-0.18,1.0,0.0,true
May 21 2024 9:48:17:894 AM,39469.597656,-49702.308594,4856.379883,1.0,-18.0,5.0,165.078003,962.248047,-316.992004,-0.332,77.0,-480.0,44.0,-0.18,0.99,0.0,true
May 21 2024 9:48:17:996 AM,39567.878906,-49738.5,4856.549805,1.0,-21.0,5.0,165.248001,966.680054,-371.752014,5.04,44.0,-548.0,54.0,-0.18,0.93,0.0,true
May 21 2024 9:48:18:97 AM,39665.238281,-49779.570312,4857.149902,1.0,-23.0,5.0,165.845001,965.098022,-429.497009,5.721,-16.0,-577.0,7.0,-0.18,0.93,0.0,true
May 21 2024 9:48:18:202 AM,39765.238281,-49827.457031,4858.359863,1.0,-26.0,5.0,167.056015,957.60907,-490.747009,12.566001,-75.0,-613.0,68.0,-0.18,0.93,0.0,true
May 21 2024 9:48:18:299 AM,39857.277344,-49877.707031,4859.569824,1.0,-29.0,4.0,168.270004,949.312073,-544.277039,13.303,-83.0,-535.0,7.0,-0.18,0.94,0.0,true
May 21 2024 9:48:18:399 AM,39951.757812,-49935.1875,4861.0,1.0,-32.0,4.0,169.698013,937.468018,-599.392029,12.857,-118.0,-551.0,-4.0,-0.17,0.95,0.0,true
May 21 2024 9:48:18:500 AM,40041.808594,-49996.628906,4861.889648,1.0,-35.0,4.0,170.585007,926.881042,-649.223022,7.806,-106.0,-498.0,-51.0,-0.12,0.95,0.0,true
May 21 2024 9:48:18:601 AM,40138.050781,-50066.878906,4862.509766,1.0,-37.0,3.0,171.207001,921.923035,-692.384033,4.23,-50.0,-432.0,-36.0,-0.03,0.93,0.0,true
May 21 2024 9:48:18:700 AM,40229.609375,-50135.429688,4862.899902,1.0,-38.0,3.0,171.593002,931.195068,-711.877014,4.998,93.0,-195.0,8.0,0.06,0.76,0.0,true
May 21 2024 9:48:18:803 AM,40328.488281,-50207.648438,4863.279785,1.0,-37.0,2.0,171.977005,952.649048,-709.218018,2.946,215.0,27.0,-21.0,0.12,0.58,0.0,true
May 21 2024 9:48:18:901 AM,40424.628906,-50273.96875,4863.459961,1.0,-35.0,0.0,172.153015,978.626038,-686.051025,3.159,260.0,232.0,2.0,0.16,0.46,0.0,false
May 21 2024 9:48:19:2 AM,40526.917969,-50338.449219,4863.859863,1.0,-32.0,-1.0,172.555008,1007.281067,-635.721008,4.396,287.0,503.0,12.0,0.22,0.29,0.0,false
May 21 2024 9:48:19:99 AM,40626.769531,-50393.570312,4864.290039,1.0,-28.0,-2.0,172.990005,1036.702026,-567.454041,3.424,294.0,683.0,-10.0,0.28,0.04,0.0,false
May 21 2024 9:48:19:203 AM,40737.289062,-50444.398438,4865.310059,0.0,-23.0,-4.0,174.003006,1068.655029,-469.903015,14.378,320.0,976.0,110.0,0.35,0.0,0.0,false
