,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:25:30:164 AM,39084.667969,-49580.988281,4858.299805,0.0,-12.0,4.0,162.690002,890.539062,-186.052002,-14.373001,241.0,-75.0,20.0,-0.02,1.0,0.0,true
May 22 2024 10:25:30:268 AM,39180.25,-49600.980469,4856.879883,0.0,-12.0,4.0,164.106003,916.410034,-194.584015,-12.797001,259.0,-85.0,16.0,-0.02,0.0,0.0,true
May 22 2024 10:25:30:367 AM,39271.550781,-49620.46875,4855.72998,0.0,-12.0,4.0,165.262009,926.052063,-200.033005,-10.451,96.0,-54.0,23.0,-0.02,0.0,0.0,true
May 22 2024 10:25:30:473 AM,39368.628906,-49641.519531,4854.709961,0.0,-12.0,4.0,166.279007,920.97406,-199.821014,-8.053,-51.0,2.0,24.0,0.98,0.0,0.0,true
May 22 2024 10:25:30:574 AM,39461.230469,-49658.640625,4853.870117,0.0,-11.0,3.0,167.119003,910.726013,-173.752014,-5.886,-102.0,261.0,22.0,-0.02,0.0,0.0,true
May 22 2024 10:25:30:663 AM,39541.789062,-49674.25,4853.540039,0.0,-11.0,3.0,167.446014,895.197021,-173.371002,-2.377,-155.0,4.0,35.0,-0.02,0.0,0.0,true
May 22 2024 10:25:30:774 AM,39639.71875,-49693.230469,4853.419922,0.0,-11.0,3.0,167.56601,876.733032,-171.302002,0.526,-185.0,21.0,29.0,-0.02,0.0,0.0,true
May 22 2024 10:25:30:866 AM,39720.847656,-49709.21875,4853.639648,0.0,-11.0,3.0,167.781006,873.899048,-173.830002,3.345,-28.0,-25.0,28.0,-0.02,-1.0,0.0,true
May 22 2024 10:25:30:966 AM,39807.0,-49726.507812,4854.279785,0.0,-12.0,3.0,168.420013,847.39502,-173.233002,8.237,-265.0,6.0,49.0,-0.02,-1.0,0.0,true
May 22 2024 10:25:31:72 AM,39893.039062,-49744.179688,4855.109863,0.0,-12.0,3.0,169.257004,795.035034,-167.983002,8.756001,-524.0,53.0,5.0,-0.02,0.0,0.0,true
May 22 2024 10:25:31:171 AM,39971.097656,-49759.1875,4856.0,0.0,-11.0,2.0,170.142014,786.938049,-150.715012,9.693001,-81.0,173.0,9.0,0.98,0.0,0.0,true
May 22 2024 10:25:31:270 AM,40049.769531,-49768.738281,4856.939941,0.0,-9.0,1.0,171.07901,784.516052,-95.918007,9.278001,-24.0,548.0,-4.0,0.98,0.0,0.0,true
May 22 2024 10:25:31:368 AM,40123.0,-49770.660156,4857.929688,0.0,-4.0,-1.0,172.072006,713.315063,-7.516,15.920001,-712.0,884.0,66.0,0.98,0.0,0.0,true
May 22 2024 10:25:31:467 AM,40189.027344,-49763.429688,4859.659668,0.0,3.0,-1.0,173.809006,635.06604,91.034004,15.653001,-782.0,985.0,-3.0,-0.02,0.0,0.0,true
May 22 2024 10:25:31:568 AM,40249.339844,-49749.6875,4860.549805,0.0,9.0,-1.0,174.693008,581.585999,136.980011,2.963,-535.0,459.0,-127.0,-0.02,0.0,0.0,true
May 22 2024 10:25:31:671 AM,40306.46875,-49737.410156,4860.549805,0.0,11.0,-1.0,174.693008,541.742004,123.822006,0.001,-398.0,-132.0,-30.0,-0.02,0.0,0.0,true
May 22 2024 10:25:31:770 AM,40358.179688,-49727.167969,4860.5,-1.0,11.0,0.0,174.747009,503.545013,111.144005,-0.031,-382.0,-127.0,0.0,-0.02,0.0,0.0,true
May 22 2024 10:25:31:864 AM,40403.597656,-49718.257812,4860.509766,-1.0,11.0,1.0,174.765015,470.574036,99.445007,0.576,-330.0,-117.0,6.0,-0.02,0.0,0.0,true
May 22 2024 10:25:31:971 AM,40452.25,-49709.058594,4860.659668,-1.0,11.0,1.0,174.914001,435.52301,84.463005,2.085,-351.0,-150.0,15.0,-1.02,0.0,0.0,true
May 22 2024 10:25:32:66 AM,40492.320312,-49703.867188,4860.969727,-1.0,10.0,2.0,175.224014,406.52002,54.321003,3.538,-290.0,-301.0,15.0,-0.02,0.0,0.0,true
May 22 2024 10:25:32:171 AM,40533.25,-49698.378906,4861.379883,-1.0,9.0,2.0,175.628006,373.808014,49.433002,3.883,-327.0,-49.0,3.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:32:266 AM,40566.699219,-49695.667969,4861.790039,-1.0,8.0,2.0,176.041016,331.671021,23.106001,4.729,-421.0,-263.0,8.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:32:369 AM,40597.277344,-49695.578125,4862.609863,-1.0,5.0,2.0,176.85701,273.005005,-8.798,6.673,-587.0,-319.0,19.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:32:471 AM,40621.5,-49698.347656,4863.419922,-1.0,3.0,2.0,177.669006,208.048004,-34.168003,5.885,-650.0,-254.0,-8.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:32:573 AM,40638.820312,-49702.640625,4863.959961,-1.0,0.0,2.0,178.210007,141.837006,-43.174004,2.987,-662.0,-90.0,-29.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:32:663 AM,40647.410156,-49705.21875,4864.120117,-1.0,-2.0,1.0,178.367004,62.032001,-27.295002,0.984,-798.0,159.0,-20.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:32:766 AM,40648.699219,-49705.558594,4864.049805,-1.0,-2.0,1.0,178.430008,1.214,-4.377,-1.696,-608.0,229.0,-27.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:32:866 AM,40648.949219,-49705.707031,4863.879883,-1.0,-2.0,1.0,178.606003,-8.085,0.651,-2.63,-93.0,50.0,-9.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:32:968 AM,40647.1875,-49705.109375,4863.649902,0.0,-2.0,1.0,178.836014,-32.451,9.326,-2.799,-244.0,87.0,-2.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:71 AM,40642.460938,-49703.449219,4863.379883,0.0,-1.0,1.0,179.102005,-68.169006,21.611002,-2.916,-357.0,123.0,-1.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:164 AM,40633.699219,-49700.289062,4863.049805,0.0,1.0,1.0,179.433014,-109.382004,34.787003,-3.342,-412.0,132.0,-4.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:272 AM,40619.097656,-49695.628906,4862.629883,-1.0,3.0,1.0,179.850006,-151.509003,43.263,-3.673,-421.0,85.0,-3.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:375 AM,40601.480469,-49690.949219,4862.219727,-1.0,6.0,1.0,180.259003,-189.419006,44.666,-4.114,-379.0,14.0,-4.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:464 AM,40582.609375,-49686.988281,4861.819824,-1.0,10.0,1.0,180.66301,-222.604004,40.237003,-4.574,-332.0,-44.0,-5.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:567 AM,40557.519531,-49683.359375,4861.359863,-1.0,14.0,2.0,181.122009,-259.932007,27.960001,-4.419,-373.0,-123.0,2.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:669 AM,40528.988281,-49681.429688,4860.899902,-1.0,19.0,2.0,181.581009,-295.680023,7.804,-4.418,-357.0,-202.0,0.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:773 AM,40496.117188,-49682.039062,4860.439941,-1.0,24.0,2.0,182.041016,-329.560028,-21.754002,-4.199,-339.0,-296.0,2.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:873 AM,40461.460938,-49685.867188,4859.949707,-1.0,30.0,3.0,182.533005,-357.53302,-59.281002,-4.909,-280.0,-375.0,-7.0,-1.02,-1.0,0.0,true
May 22 2024 10:25:33:963 AM,40427.71875,-49692.699219,4859.689941,-2.0,35.0,3.0,182.791016,-376.666016,-101.229004,-0.927,-191.0,-419.0,40.0,-1.02,0.0,0.0,true
May 22 2024 10:25:34:65 AM,40389.257812,-49705.609375,4859.709961,-2.0,42.0,3.0,182.806015,-375.818024,-164.443008,1.954,8.0,-632.0,29.0,-0.02,0.0,0.0,true
May 22 2024 10:25:34:171 AM,40352.699219,-49727.660156,4860.399902,-2.0,46.0,4.0,183.498001,-332.322021,-239.824005,5.76,435.0,-754.0,38.0,-0.02,0.0,0.0,true
May 22 2024 10:25:34:264 AM,40325.507812,-49752.230469,4860.939941,-1.0,46.0,5.0,184.033005,-285.188019,-273.859009,2.946,471.0,-340.0,-28.0,-0.02,0.0,0.0,true
May 22 2024 10:25:34:367 AM,40297.929688,-49779.957031,4861.069824,-1.0,47.0,4.0,184.170013,-257.581024,-276.643005,-0.198,276.0,-28.0,-31.0,-0.02,0.0,0.0,true
May 22 2024 10:25:34:470 AM,40272.289062,-49806.488281,4860.989746,0.0,47.0,4.0,184.252014,-238.654007,-266.980011,-1.602,189.0,97.0,-14.0,-0.02,0.0,0.0,true
May 22 2024 10:25:34:572 AM,40248.480469,-49831.480469,4860.879883,0.0,47.0,3.0,184.365005,-223.517014,-252.429016,-1.074,151.0,146.0,5.0,-0.02,0.0,0.0,true
May 22 2024 10:25:34:667 AM,40227.238281,-49853.929688,4860.819824,0.0,47.0,2.0,184.422012,-210.784012,-237.251007,-0.312,127.0,152.0,8.0,-0.02,0.0,0.0,true
May 22 2024 10:25:34:768 AM,40206.300781,-49876.148438,4860.810059,1.0,47.0,2.0,184.434006,-198.236008,-221.552017,0.109,125.0,157.0,4.0,-0.02,0.0,0.0,true
May 22 2024 10:25:34:874 AM,40185.667969,-49898.128906,4860.830078,1.0,47.0,1.0,184.458008,-185.590012,-205.867004,0.307,126.0,157.0,2.0,-0.02,0.0,0.0,true
May 22 2024 10:25:34:967 AM,40168.71875,-49916.21875,4860.870117,1.0,47.0,1.0,184.499008,-174.909012,-193.085007,0.672,107.0,128.0,4.0,-0.02,0.0,0.0,true
May 22 2024 10:25:35:68 AM,40151.488281,-49934.648438,4860.939941,1.0,47.0,1.0,184.567001,-163.646011,-180.278015,0.55,113.0,128.0,-1.0,-0.02,0.0,0.0,true
May 22 2024 10:25:35:173 AM,40134.789062,-49952.589844,4861.0,1.0,47.0,1.0,184.628006,-152.850006,-167.835007,0.066,108.0,124.0,-5.0,-0.02,0.0,0.0,true
May 22 2024 10:25:35:263 AM,40121.269531,-49967.148438,4861.009766,1.0,48.0,1.0,184.638016,-144.416,-157.591003,0.057,84.0,102.0,0.0,-0.02,0.0,0.0,true
May 22 2024 10:25:35:372 AM,40105.929688,-49983.71875,4860.989746,1.0,48.0,1.0,184.664001,-134.445007,-146.305008,-0.186,100.0,113.0,-2.0,-0.02,0.0,0.0,true
May 22 2024 10:25:35:476 AM,40093.140625,-49998.988281,4860.959961,1.0,47.0,1.0,184.687012,-116.998009,-142.23201,-0.343,174.0,41.0,-2.0,0.98,0.0,0.0,true
May 22 2024 10:25:35:567 AM,40083.710938,-50011.839844,4860.969727,1.0,46.0,1.0,184.694016,-101.809006,-137.825012,0.125,152.0,44.0,5.0,0.98,0.0,0.0,true
May 22 2024 10:25:35:671 AM,40074.308594,-50026.257812,4861.0,1.0,44.0,1.0,184.720001,-85.731003,-130.949005,0.361,161.0,69.0,2.0,0.98,0.0,0.0,true
May 22 2024 10:25:35:763 AM,40067.308594,-50038.320312,4861.009766,1.0,42.0,1.0,184.729004,-72.958,-124.329002,0.05,128.0,66.0,-3.0,0.98,0.0,0.0,true
May 22 2024 10:25:35:871 AM,40059.960938,-50051.238281,4860.97998,1.0,40.0,1.0,184.749008,-66.254005,-113.055008,-0.233,67.0,113.0,-3.0,0.98,1.0,0.0,true
May 22 2024 10:25:35:964 AM,40056.128906,-50057.359375,4861.069824,1.0,39.0,0.0,184.831009,-24.457001,-47.598003,-0.075,418.0,655.0,2.0,-0.02,1.0,0.0,true
May 22 2024 10:25:36:66 AM,40054.0,-50060.0,4861.100098,1.0,38.0,0.0,184.864014,-16.942001,-20.789001,-0.284,75.0,268.0,-2.0,-0.02,1.0,0.0,true
May 22 2024 10:25:36:173 AM,40052.789062,-50061.148438,4861.069824,1.0,38.0,0.0,184.896011,-4.643,-2.48,-0.117,123.0,183.0,2.0,-0.02,1.0,0.0,true
May 22 2024 10:25:36:268 AM,40053.4375,-50060.667969,4861.040039,1.0,38.0,0.0,184.92601,13.213,13.453001,-0.459,179.0,159.0,-3.0,-0.02,1.0,0.0,true
May 22 2024 10:25:36:371 AM,40056.109375,-50058.609375,4861.049805,1.0,38.0,0.0,184.937012,37.274002,32.081001,0.286,241.0,186.0,7.0,-0.02,1.0,0.0,true
May 22 2024 10:25:36:469 AM,40062.167969,-50053.898438,4861.120117,1.0,38.0,0.0,185.008011,76.974007,62.532001,0.246,397.0,305.0,0.0,-0.02,1.0,0.0,true
May 22 2024 10:25:36:570 AM,40072.21875,-50046.089844,4861.209961,2.0,38.0,0.0,185.095001,113.960007,90.810005,0.337,370.0,283.0,1.0,-0.02,1.0,0.0,false
May 22 2024 10:25:36:672 AM,40086.398438,-50035.078125,4861.279785,2.0,38.0,0.0,185.167007,147.88501,116.629005,0.552,339.0,258.0,2.0,-0.02,1.0,0.0,false
May 22 2024 10:25:36:772 AM,40102.890625,-50022.300781,4861.339844,2.0,38.0,0.0,185.224014,177.983002,139.309006,0.363,301.0,227.0,-2.0,-0.02,1.0,0.0,false
May 22 2024 10:25:36:865 AM,40120.550781,-50007.71875,4861.350098,2.0,38.0,0.0,185.242004,198.644012,166.92601,-0.005,207.0,276.0,-4.0,0.98,1.0,0.0,false
May 22 2024 10:25:36:971 AM,40141.847656,-49986.917969,4861.370117,2.0,40.0,0.0,185.256012,213.456009,204.434006,0.257,148.0,375.0,3.0,-0.02,1.0,0.0,false
May 22 2024 10:25:37:72 AM,40165.339844,-49965.828125,4861.409668,2.0,40.0,0.0,185.294006,247.558014,218.71701,0.456,341.0,143.0,2.0,-0.02,0.0,0.0,false
May 22 2024 10:25:37:172 AM,40191.597656,-49943.609375,4861.449707,2.0,40.0,0.0,185.340012,264.286011,226.455017,0.925,167.0,77.0,5.0,-0.02,0.0,0.0,false
May 22 2024 10:25:37:273 AM,40218.0,-49921.4375,4861.469727,1.0,40.0,1.0,185.35701,264.534027,223.843018,0.571,2.0,-26.0,-4.0,-0.02,0.0,0.0,false
May 22 2024 10:25:37:365 AM,40241.5,-49901.820312,4861.389648,1.0,40.0,1.0,185.438004,257.480011,217.171005,-0.203,-71.0,-67.0,-8.0,-0.02,0.0,0.0,false
May 22 2024 10:25:37:469 AM,40267.179688,-49880.4375,4861.27002,0.0,40.0,1.0,185.552002,245.659012,206.556015,-0.167,-118.0,-106.0,0.0,-0.02,0.0,0.0,false
May 22 2024 10:25:37:569 AM,40290.96875,-49860.6875,4861.209961,0.0,40.0,1.0,185.619003,232.56601,194.722015,0.12,-131.0,-118.0,3.0,-0.02,0.0,0.0,false
May 22 2024 10:25:37:673 AM,40314.148438,-49841.527344,4861.159668,0.0,40.0,1.0,185.665009,219.047012,181.810013,0.131,-135.0,-129.0,0.0,-1.02,0.0,0.0,false
May 22 2024 10:25:37:772 AM,40335.667969,-49825.5,4861.189941,0.0,39.0,1.0,185.69101,213.379013,157.639008,0.762,-57.0,-242.0,6.0,-1.02,0.0,0.0,false
May 22 2024 10:25:37:871 AM,40356.699219,-49812.628906,4861.27002,-1.0,38.0,2.0,185.771011,203.739014,123.887009,1.087,-96.0,-338.0,3.0,-1.02,-1.0,0.0,false
May 22 2024 10:25:37:964 AM,40374.46875,-49803.980469,4861.339844,-1.0,36.0,2.0,185.846008,180.459015,89.106003,1.182,-233.0,-348.0,1.0,-0.02,0.0,0.0,false
May 22 2024 10:25:38:73 AM,40391.988281,-49794.359375,4861.419922,-1.0,34.0,1.0,185.919006,155.472,88.682007,1.123,-250.0,-4.0,-1.0,-0.02,0.0,0.0,false
May 22 2024 10:25:38:165 AM,40405.199219,-49785.558594,4861.47998,-1.0,34.0,1.0,185.987015,141.405014,90.321007,0.647,-141.0,16.0,-5.0,-0.02,0.0,0.0,false
May 22 2024 10:25:38:270 AM,40419.429688,-49776.0,4861.560059,-1.0,34.0,1.0,186.063004,129.568008,86.845001,0.547,-118.0,-35.0,-1.0,-0.02,0.0,0.0,false
May 22 2024 10:25:38:368 AM,40431.878906,-49767.609375,4861.620117,-1.0,34.0,1.0,186.121002,120.386009,82.686005,0.091,-92.0,-42.0,-5.0,-0.02,0.0,0.0,false
May 22 2024 10:25:38:474 AM,40444.25,-49759.269531,4861.620117,-1.0,34.0,1.0,186.121002,111.992004,77.711006,-0.45,-84.0,-50.0,-5.0,-0.02,0.0,0.0,false
May 22 2024 10:25:38:565 AM,40454.558594,-49752.9375,4861.620117,0.0,34.0,1.0,186.124008,108.226006,67.518005,-0.128,-38.0,-102.0,3.0,-1.02,0.0,0.0,false
May 22 2024 10:25:38:674 AM,40466.378906,-49746.449219,4861.620117,0.0,33.0,2.0,186.126007,101.638008,60.831001,-0.241,-66.0,-67.0,-1.0,-0.02,0.0,0.0,false
May 22 2024 10:25:38:774 AM,40476.027344,-49740.207031,4861.639648,0.0,33.0,1.0,186.142014,93.052002,60.164001,0.192,-86.0,-7.0,4.0,-0.02,0.0,0.0,false
May 22 2024 10:25:38:865 AM,40484.230469,-49734.878906,4861.659668,0.0,33.0,1.0,186.168015,87.030006,57.467003,0.191,-60.0,-27.0,0.0,-0.02,0.0,0.0,false
May 22 2024 10:25:38:971 AM,40493.289062,-49728.988281,4861.679688,0.0,33.0,2.0,186.184006,80.813004,53.840004,0.182,-62.0,-36.0,0.0,-0.02,0.0,0.0,false
May 22 2024 10:25:39:64 AM,40500.609375,-49724.238281,4861.689941,0.0,33.0,2.0,186.201004,75.931007,50.663002,0.002,-49.0,-32.0,-2.0,-0.02,0.0,0.0,false
May 22 2024 10:25:39:167 AM,40508.210938,-49719.289062,4861.709961,0.0,33.0,2.0,186.218002,70.898003,47.269001,0.028,-50.0,-34.0,0.0,-0.02,0.0,0.0,false
