,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,VO,OutOfBounds
Jun 6 2024 9:24:37:283 AM,38684.429688,-48772.117188,4810.330078,6.0,49.0,0.0,216.599014,6.822001,9.337001,-1.723,-18.0,-1.0,-62.0,0.18,0.0,0.0,0.56,1.0,true
Jun 6 2024 9:24:37:339 AM,38684.789062,-48771.648438,4810.350098,6.0,49.0,0.0,216.621017,6.506001,7.898,2.627,-6.0,-29.0,87.0,0.18,0.0,0.0,0.55,1.0,true
Jun 6 2024 9:24:37:380 AM,38685.039062,-48771.320312,4810.359863,6.0,49.0,0.0,216.628006,6.517,8.103001,2.654,0.0,4.0,1.0,0.18,0.0,0.0,0.54,1.0,true
Jun 6 2024 9:24:37:436 AM,38685.089844,-48771.300781,4810.27002,6.0,49.0,0.0,216.715012,-0.025,-0.905,-2.07,-131.0,-180.0,-94.0,0.18,0.0,0.0,0.52,1.0,true
Jun 6 2024 9:24:37:492 AM,38685.097656,-48771.289062,4810.339844,6.0,49.0,0.0,216.786011,-0.115,0.086,1.072,-2.0,20.0,63.0,0.18,0.0,0.0,0.5,1.0,true
Jun 6 2024 9:24:37:535 AM,38685.089844,-48771.289062,4810.339844,6.0,49.0,0.0,216.787018,-0.138,0.092,0.84,0.0,0.0,-5.0,0.18,0.0,0.0,0.49,1.0,true
Jun 6 2024 9:24:37:590 AM,38685.089844,-48771.277344,4810.330078,6.0,49.0,0.0,216.799011,-0.243,0.306,-1.201,-2.0,4.0,-41.0,0.18,0.0,0.0,0.47,1.0,true
Jun 6 2024 9:24:37:634 AM,38685.089844,-48771.277344,4810.350098,6.0,49.0,0.0,216.817017,-0.098,0.05,0.031,3.0,-5.0,25.0,0.18,0.0,0.0,0.44,1.0,true
Jun 6 2024 9:24:37:690 AM,38685.078125,-48771.277344,4810.339844,6.0,49.0,0.0,216.823013,-0.012,0.007,2.195,2.0,-1.0,43.0,0.18,0.0,0.0,0.4,1.0,true
Jun 6 2024 9:24:37:735 AM,38685.078125,-48771.277344,4810.350098,6.0,49.0,0.0,216.831009,-0.076,0.043,0.03,-1.0,1.0,-43.0,0.18,0.0,0.0,0.34,1.0,true
Jun 6 2024 9:24:37:779 AM,38685.078125,-48771.269531,4810.339844,6.0,49.0,0.0,216.835007,-0.009,-0.002,2.028,1.0,-1.0,40.0,0.18,0.0,0.0,0.29,1.0,true
Jun 6 2024 9:24:37:834 AM,38685.078125,-48771.269531,4810.319824,6.0,49.0,0.0,216.860016,0.0,0.0,0.0,0.0,0.0,-41.0,0.18,0.0,0.0,0.25,1.0,true
Jun 6 2024 9:24:37:893 AM,38685.078125,-48771.257812,4810.330078,6.0,49.0,0.0,216.875015,-0.198,0.284,-1.203,-4.0,6.0,-24.0,0.18,0.0,0.0,0.2,1.0,true
Jun 6 2024 9:24:37:934 AM,38685.078125,-48771.269531,4810.350098,6.0,49.0,0.0,216.894012,-0.074,0.04,0.032,2.0,-5.0,25.0,0.18,0.0,0.0,0.17,1.0,true
Jun 6 2024 9:24:37:979 AM,38685.070312,-48771.257812,4810.350098,6.0,49.0,0.0,216.895004,-0.012,0.028,0.097,1.0,0.0,1.0,0.18,0.0,0.0,0.1,1.0,true
Jun 6 2024 9:24:38:38 AM,38685.058594,-48771.257812,4810.350098,6.0,49.0,0.0,216.896011,-0.144,0.096,1.292,-3.0,1.0,24.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:79 AM,38685.058594,-48771.257812,4810.350098,6.0,49.0,0.0,216.897003,-0.018,0.016,0.007,3.0,-2.0,-26.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:139 AM,38685.058594,-48771.25,4810.330078,6.0,49.0,0.0,216.919006,-0.139,0.312,-1.524,-2.0,6.0,-31.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:181 AM,38685.058594,-48771.25,4810.319824,6.0,49.0,0.0,216.932007,-0.248,0.372,-1.411,-2.0,1.0,2.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:238 AM,38685.050781,-48771.238281,4810.310059,6.0,49.0,0.0,216.935013,-0.257,0.403,-1.7,0.0,1.0,-6.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:282 AM,38685.050781,-48771.238281,4810.350098,6.0,49.0,0.0,216.974014,-0.112,0.115,1.161,3.0,-6.0,57.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:338 AM,38685.050781,-48771.25,4810.330078,6.0,49.0,0.0,216.997009,-0.226,-0.317,-1.878,-2.0,-9.0,-61.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:381 AM,38685.050781,-48771.238281,4810.359863,6.0,49.0,0.0,217.024017,-0.011,0.012,0.17,4.0,7.0,41.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:437 AM,38685.050781,-48771.238281,4810.330078,6.0,49.0,0.0,217.053009,-0.258,-0.259,-2.208,-5.0,-5.0,-48.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:480 AM,38685.050781,-48771.238281,4810.359863,6.0,49.0,0.0,217.084015,-0.007,0.015,0.932,5.0,5.0,63.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:535 AM,38685.039062,-48771.238281,4810.339844,6.0,49.0,0.0,217.103012,-0.139,0.282,-1.271,-3.0,5.0,-44.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:578 AM,38685.039062,-48771.238281,4810.310059,6.0,49.0,0.0,217.129013,-0.318,-0.56,-2.321,-4.0,-17.0,-21.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:636 AM,38685.039062,-48771.238281,4810.350098,6.0,49.0,0.0,217.161011,-0.153,0.27,-1.219,3.0,17.0,22.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:681 AM,38685.027344,-48771.238281,4810.359863,6.0,49.0,0.0,217.174011,0.0,0.0,0.0,3.0,-5.0,24.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:735 AM,38685.027344,-48771.230469,4810.370117,6.0,49.0,0.0,217.182007,0.033,0.005,0.072,1.0,0.0,1.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:780 AM,38685.027344,-48771.238281,4810.299805,6.0,49.0,0.0,217.251007,-0.362,-0.806,-2.124,-8.0,-16.0,-44.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:835 AM,38685.027344,-48771.21875,4810.370117,6.0,49.0,0.0,217.318008,0.034,-0.01,0.025,8.0,16.0,43.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:890 AM,38685.027344,-48771.21875,4810.370117,6.0,49.0,0.0,217.318008,-0.06,0.007,0.492,-2.0,0.0,9.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:936 AM,38685.027344,-48771.21875,4810.359863,6.0,49.0,0.0,217.319016,-0.064,0.067,0.945,0.0,1.0,9.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:38:993 AM,38685.027344,-48771.21875,4810.359863,6.0,49.0,0.0,217.319016,-0.035,0.059,0.702,1.0,0.0,-5.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:39:36 AM,38685.027344,-48771.21875,4810.370117,6.0,49.0,0.0,217.321014,0.0,0.011,0.025,1.0,-1.0,-14.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:39:81 AM,38685.019531,-48771.21875,4810.350098,6.0,49.0,0.0,217.337006,-0.156,0.273,-1.267,-3.0,5.0,-26.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:39:138 AM,38685.019531,-48771.207031,4810.370117,6.0,49.0,0.0,217.354004,0.005,0.017,0.023,3.0,-5.0,26.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:39:182 AM,38685.019531,-48771.207031,4810.359863,6.0,49.0,0.0,217.358017,-0.045,0.06,0.57,-1.0,1.0,11.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:39:237 AM,38685.019531,-48771.207031,4810.370117,6.0,49.0,0.0,217.363007,0.0,0.009,-0.004,1.0,-1.0,-11.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:282 AM,38685.019531,-48771.21875,4810.359863,6.0,49.0,0.0,217.369003,0.051,0.006,1.57,1.0,0.0,31.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:338 AM,38685.007812,-48771.21875,4810.370117,6.0,49.0,0.0,217.373016,-0.062,0.053,0.782,-2.0,1.0,-16.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:382 AM,38685.007812,-48771.207031,4810.319824,6.0,49.0,0.0,217.415009,-0.198,0.385,-1.699,-3.0,7.0,-50.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:439 AM,38685.007812,-48771.21875,4810.319824,6.0,49.0,0.0,217.418015,-0.294,-0.539,-2.38,-2.0,-18.0,-14.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:488 AM,38685.007812,-48771.21875,4810.359863,6.0,49.0,0.0,217.459015,-0.096,0.197,-0.851,4.0,15.0,31.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:538 AM,38685.007812,-48771.21875,4810.350098,6.0,49.0,0.0,217.473007,-0.114,-0.365,-1.601,0.0,-11.0,-15.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:582 AM,38685.007812,-48771.21875,4810.370117,6.0,49.0,0.0,217.492004,0.034,-0.002,-0.003,3.0,7.0,32.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:637 AM,38685.007812,-48771.21875,4810.370117,6.0,49.0,0.0,217.492004,0.002,0.008,-0.002,-1.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:682 AM,38685.007812,-48771.21875,4810.370117,6.0,49.0,0.0,217.492004,0.005,0.01,-0.007,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:736 AM,38685.007812,-48771.21875,4810.370117,6.0,49.0,0.0,217.492004,0.002,0.009,-0.009,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:779 AM,38685.007812,-48771.21875,4810.370117,6.0,49.0,0.0,217.493011,-0.016,0.016,0.008,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:835 AM,38685.007812,-48771.21875,4810.339844,6.0,49.0,0.0,217.524017,-0.227,-0.362,-2.135,-4.0,-8.0,-43.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:880 AM,38685.007812,-48771.21875,4810.370117,6.0,49.0,0.0,217.555008,0.007,0.006,0.17,5.0,7.0,46.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:938 AM,38685.007812,-48771.207031,4810.370117,6.0,49.0,0.0,217.558014,0.034,-0.002,-0.017,1.0,0.0,-4.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:39:988 AM,38685.0,-48771.207031,4810.370117,6.0,49.0,0.0,217.559006,0.064,0.0,0.086,1.0,0.0,2.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:43 AM,38685.0,-48771.199219,4810.350098,6.0,49.0,0.0,217.581009,0.0,0.0,0.0,-1.0,0.0,-2.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:84 AM,38685.0,-48771.199219,4810.370117,6.0,49.0,0.0,217.602005,0.068,-0.018,-0.03,1.0,0.0,-1.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:139 AM,38685.0,-48771.199219,4810.370117,6.0,49.0,0.0,217.604004,0.048,-0.009,0.106,0.0,0.0,3.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:182 AM,38684.988281,-48771.199219,4810.370117,6.0,49.0,0.0,217.604004,-0.043,0.058,0.603,-2.0,1.0,10.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:242 AM,38684.988281,-48771.199219,4810.370117,6.0,49.0,0.0,217.606003,0.012,0.007,-0.008,1.0,-1.0,-12.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:284 AM,38684.988281,-48771.199219,4810.370117,6.0,49.0,0.0,217.606003,0.006,0.008,-0.006,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:342 AM,38684.988281,-48771.199219,4810.370117,6.0,49.0,0.0,217.606003,0.008,0.008,-0.007,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:385 AM,38684.988281,-48771.199219,4810.370117,6.0,49.0,0.0,217.606003,0.008,0.007,-0.005,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:429 AM,38684.988281,-48771.199219,4810.370117,6.0,49.0,0.0,217.606003,0.008,0.008,-0.007,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:487 AM,38684.988281,-48771.1875,4810.359863,6.0,49.0,0.0,217.621017,-0.127,0.262,-1.229,-3.0,5.0,-24.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:533 AM,38684.988281,-48771.199219,4810.379883,6.0,49.0,0.0,217.640015,0.076,-0.003,0.046,4.0,-5.0,26.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:590 AM,38684.988281,-48771.199219,4810.370117,6.0,49.0,0.0,217.649017,0.049,-0.006,0.704,-1.0,0.0,13.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:633 AM,38684.980469,-48771.1875,4810.330078,6.0,49.0,0.0,217.683014,-0.202,0.378,-1.634,-5.0,8.0,-47.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:679 AM,38684.980469,-48771.1875,4810.339844,6.0,49.0,0.0,217.686005,-0.156,0.349,-1.623,1.0,-1.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:737 AM,38684.980469,-48771.199219,4810.339844,6.0,49.0,0.0,217.688004,-0.196,-0.244,-2.296,-1.0,-12.0,-13.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:784 AM,38684.980469,-48771.1875,4810.370117,6.0,49.0,0.0,217.71701,-0.006,0.047,0.568,4.0,6.0,57.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:840 AM,38684.980469,-48771.1875,4810.370117,6.0,49.0,0.0,217.724014,-0.036,0.074,0.989,-1.0,1.0,8.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:886 AM,38684.980469,-48771.1875,4810.379883,6.0,49.0,0.0,217.726013,0.0,0.0,0.0,1.0,-1.0,-20.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:935 AM,38684.980469,-48771.1875,4810.379883,6.0,49.0,0.0,217.726013,0.127,-0.163,0.268,3.0,-3.0,5.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:40:989 AM,38684.980469,-48771.1875,4810.330078,6.0,49.0,0.0,217.776016,-0.234,-0.334,-2.916,-7.0,-3.0,-64.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:30 AM,38684.980469,-48771.1875,4810.339844,6.0,49.0,0.0,217.790009,-0.152,-0.418,-2.266,2.0,-2.0,13.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:85 AM,38684.980469,-48771.1875,4810.379883,6.0,49.0,0.0,217.828003,0.03,0.001,0.056,4.0,8.0,46.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:130 AM,38684.980469,-48771.179688,4810.359863,6.0,49.0,0.0,217.843018,-0.084,0.244,-1.172,-2.0,5.0,-25.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:189 AM,38684.96875,-48771.179688,4810.330078,6.0,49.0,-1.0,217.873016,-0.211,0.38,-1.631,-3.0,3.0,-9.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:236 AM,38684.980469,-48771.179688,4810.379883,6.0,49.0,0.0,217.917007,-0.002,0.018,0.258,4.0,-7.0,38.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:280 AM,38684.980469,-48771.179688,4810.379883,6.0,49.0,0.0,217.918015,-0.03,0.055,0.81,-1.0,1.0,11.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:337 AM,38684.980469,-48771.179688,4810.379883,6.0,49.0,0.0,217.920013,0.014,0.003,0.058,1.0,-1.0,-15.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:382 AM,38684.96875,-48771.179688,4810.370117,6.0,49.0,0.0,217.924011,-0.063,0.085,1.037,-2.0,2.0,20.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:430 AM,38684.96875,-48771.179688,4810.379883,6.0,49.0,0.0,217.927017,0.13,-0.032,0.1,4.0,-2.0,-19.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:487 AM,38684.96875,-48771.167969,4810.379883,6.0,49.0,0.0,217.927017,-0.023,-0.005,0.537,-3.0,1.0,9.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:544 AM,38684.96875,-48771.167969,4810.379883,6.0,49.0,0.0,217.929016,0.066,-0.035,0.541,2.0,-1.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:585 AM,38684.96875,-48771.167969,4810.379883,6.0,49.0,0.0,217.930008,0.039,-0.02,0.185,-1.0,0.0,-7.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:632 AM,38684.96875,-48771.160156,4810.359863,6.0,49.0,0.0,217.949005,-0.087,0.248,-1.261,-3.0,5.0,-29.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:687 AM,38684.96875,-48771.167969,4810.350098,6.0,49.0,0.0,217.965012,-0.185,-0.201,-2.144,-2.0,-9.0,-18.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:729 AM,38684.96875,-48771.167969,4810.379883,6.0,49.0,0.0,217.999008,0.0,0.0,0.0,4.0,4.0,43.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:784 AM,38684.960938,-48771.160156,4810.379883,6.0,49.0,0.0,218.000015,0.052,-0.015,0.297,1.0,0.0,6.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:842 AM,38684.960938,-48771.160156,4810.379883,6.0,49.0,0.0,218.000015,0.025,0.003,-0.022,-1.0,0.0,-6.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:884 AM,38684.960938,-48771.160156,4810.379883,6.0,49.0,0.0,218.001007,0.015,0.003,-0.017,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:933 AM,38684.960938,-48771.160156,4810.379883,6.0,49.0,0.0,218.001007,0.021,0.004,-0.01,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:41:980 AM,38684.96875,-48771.160156,4810.370117,6.0,49.0,0.0,218.01001,0.085,-0.015,1.636,1.0,0.0,33.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:35 AM,38684.960938,-48771.160156,4810.379883,6.0,49.0,0.0,218.019012,0.02,0.002,-0.004,-1.0,0.0,-33.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:91 AM,38684.960938,-48771.160156,4810.350098,6.0,49.0,0.0,218.053009,-0.216,-0.38,-2.204,-5.0,-8.0,-44.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:137 AM,38684.960938,-48771.160156,4810.379883,6.0,49.0,0.0,218.083008,-0.041,0.085,1.736,4.0,9.0,79.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:192 AM,38684.96875,-48771.148438,4810.370117,6.0,49.0,0.0,218.086014,0.072,-0.007,1.065,2.0,-2.0,-13.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:235 AM,38684.96875,-48771.148438,4810.379883,6.0,49.0,0.0,218.090012,0.007,0.006,-0.011,-1.0,0.0,-22.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:279 AM,38684.96875,-48771.148438,4810.379883,6.0,49.0,0.0,218.090012,0.018,0.005,-0.019,0.0,0.0,0.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:334 AM,38684.960938,-48771.160156,4810.350098,6.0,49.0,0.0,218.114014,-0.181,-0.346,-2.045,-4.0,-7.0,-41.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:393 AM,38684.96875,-48771.148438,4810.379883,6.0,49.0,0.0,218.140015,-0.025,0.042,0.619,3.0,8.0,53.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:435 AM,38684.960938,-48771.148438,4810.350098,6.0,49.0,0.0,218.167007,-0.168,-0.296,-2.231,-3.0,-7.0,-57.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:492 AM,38684.960938,-48771.148438,4810.350098,6.0,49.0,0.0,218.168015,-0.189,-0.383,-2.205,0.0,-2.0,1.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:533 AM,38684.960938,-48771.148438,4810.350098,6.0,49.0,0.0,218.169006,-0.165,-0.379,-1.829,0.0,0.0,8.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:589 AM,38684.960938,-48771.148438,4810.379883,6.0,49.0,0.0,218.203003,0.095,-0.021,0.037,5.0,7.0,37.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:630 AM,38684.960938,-48771.148438,4810.379883,6.0,49.0,0.0,218.209015,0.072,-0.023,1.461,0.0,0.0,28.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:685 AM,38684.960938,-48771.148438,4810.339844,6.0,49.0,0.0,218.247009,-0.224,0.393,-1.667,-6.0,8.0,-63.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:741 AM,38684.960938,-48771.148438,4810.350098,6.0,49.0,0.0,218.259018,-0.173,-0.352,-1.99,1.0,-15.0,-6.0,0.18,0.0,0.0,1.0,1.0,true
Jun 6 2024 9:24:42:783 AM,38684.960938,-48771.148438,4810.379883,6.0,49.0,0.0,218.28801,0.062,-0.015,0.14,5.0,7.0,43.0,0.18,0.0,0.0,0.01,1.0,true
Jun 6 2024 9:24:42:838 AM,38684.960938,-48771.148438,4810.379883,6.0,49.0,0.0,218.292007,0.053,-0.012,1.276,0.0,0.0,23.0,0.18,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:42:880 AM,38684.949219,-48771.148438,4810.350098,6.0,49.0,0.0,218.315018,-0.172,-0.361,-2.095,-5.0,-7.0,-67.0,0.18,0.0,0.0,0.06,1.0,true
Jun 6 2024 9:24:42:935 AM,38684.949219,-48771.148438,4810.379883,6.0,49.0,0.0,218.339005,0.084,-0.029,1.473,5.0,7.0,71.0,0.18,0.0,0.0,0.14,1.0,true
Jun 6 2024 9:24:42:993 AM,38684.949219,-48771.148438,4810.350098,6.0,49.0,0.0,218.369003,-0.241,-0.394,-2.314,-7.0,-7.0,-76.0,0.18,0.0,0.0,0.29,1.0,true
Jun 6 2024 9:24:43:34 AM,38684.949219,-48771.148438,4810.379883,6.0,49.0,0.0,218.39801,-0.051,0.07,1.259,4.0,9.0,71.0,0.18,0.0,0.0,0.42,1.0,true
Jun 6 2024 9:24:43:91 AM,38684.9375,-48771.140625,4810.339844,6.0,49.0,-1.0,218.436005,-0.177,0.378,-1.796,-3.0,6.0,-61.0,0.18,0.0,0.0,0.56,1.0,true
Jun 6 2024 9:24:43:134 AM,38684.949219,-48771.140625,4810.370117,6.0,49.0,0.0,218.472015,0.037,-0.006,0.667,4.0,-8.0,49.0,0.18,0.0,0.0,0.61,1.0,true
Jun 6 2024 9:24:43:189 AM,38684.949219,-48771.148438,4810.330078,6.0,49.0,0.0,218.514008,-0.233,-0.524,-2.303,-5.0,-10.0,-59.0,0.19,0.0,0.0,0.62,1.0,true
Jun 6 2024 9:24:43:233 AM,38684.960938,-48771.140625,4810.379883,6.0,49.0,0.0,218.560013,0.076,-0.001,0.694,6.0,10.0,60.0,0.19,0.0,0.0,0.62,1.0,true
Jun 6 2024 9:24:43:286 AM,38684.960938,-48771.140625,4810.379883,6.0,49.0,0.0,218.561005,-0.044,0.039,0.65,-2.0,1.0,-1.0,0.19,0.0,0.0,0.61,1.0,true
Jun 6 2024 9:24:43:343 AM,38684.960938,-48771.148438,4810.339844,6.0,49.0,0.0,218.599014,-0.236,-0.421,-2.383,-4.0,-9.0,-61.0,0.19,0.0,0.0,0.55,1.0,true
Jun 6 2024 9:24:43:385 AM,38684.96875,-48771.140625,4810.379883,6.0,49.0,0.0,218.636017,0.0,0.0,0.0,5.0,8.0,48.0,0.19,0.0,0.0,0.44,1.0,true
Jun 6 2024 9:24:43:441 AM,38684.960938,-48771.148438,4810.350098,6.0,49.0,0.0,218.664017,-0.201,-0.359,-2.114,-4.0,-7.0,-42.0,0.19,0.0,0.0,0.29,1.0,true
Jun 6 2024 9:24:43:485 AM,38684.96875,-48771.140625,4810.379883,6.0,49.0,0.0,218.693008,0.025,-0.003,0.166,5.0,7.0,46.0,0.19,0.0,0.0,0.19,1.0,true
Jun 6 2024 9:24:43:542 AM,38684.96875,-48771.140625,4810.379883,6.0,49.0,0.0,218.694016,0.024,0.001,0.696,0.0,0.0,11.0,0.19,0.0,0.0,0.11,1.0,true
Jun 6 2024 9:24:43:584 AM,38684.96875,-48771.140625,4810.379883,6.0,49.0,0.0,218.696014,-0.059,0.07,0.874,-2.0,1.0,4.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:43:642 AM,38684.96875,-48771.128906,4810.339844,6.0,49.0,0.0,218.73201,-0.182,0.361,-1.583,-2.0,6.0,-49.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:43:684 AM,38684.96875,-48771.128906,4810.379883,6.0,49.0,0.0,218.772003,0.005,0.047,0.703,4.0,-6.0,46.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:43:742 AM,38684.96875,-48771.128906,4810.359863,6.0,49.0,0.0,218.790009,-0.075,0.202,-1.015,-2.0,3.0,-34.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:43:784 AM,38684.96875,-48771.128906,4810.370117,6.0,49.0,0.0,218.798004,0.023,0.001,-0.004,2.0,-4.0,20.0,0.19,0.0,0.0,0.04,1.0,true
Jun 6 2024 9:24:43:838 AM,38684.96875,-48771.128906,4810.359863,6.0,49.0,0.0,218.815018,-0.139,0.269,-1.256,-3.0,5.0,-25.0,0.19,0.0,0.0,0.04,1.0,true
