,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:05:43:342 AM,38032.078125,-49459.289062,4890.489746,-3.0,-3.0,3.0,131.473007,282.747009,-18.382,-14.916,-157.0,16.0,-11.0,-0.04,0.0,0.0,true
May 22 2024 10:05:43:441 AM,38059.289062,-49461.207031,4889.159668,-3.0,-4.0,3.0,132.807007,267.853027,-18.245001,-12.514001,-149.0,1.0,24.0,-0.04,0.0,0.0,true
May 22 2024 10:05:43:540 AM,38085.097656,-49463.089844,4888.02002,-3.0,-4.0,3.0,133.943008,253.740005,-18.459002,-10.858001,-141.0,-2.0,17.0,-0.04,0.0,0.0,true
May 22 2024 10:05:43:639 AM,38109.371094,-49464.949219,4887.009766,-3.0,-4.0,3.0,134.958008,236.610016,-18.143002,-9.84,-171.0,3.0,10.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:43:741 AM,38131.738281,-49466.71875,4886.060059,-3.0,-4.0,3.0,135.904007,203.854004,-16.310001,-8.405001,-328.0,18.0,14.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:43:841 AM,38149.230469,-49468.148438,4885.290039,-3.0,-4.0,3.0,136.669006,159.934006,-13.204,-6.677001,-439.0,31.0,17.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:43:941 AM,38162.398438,-49469.238281,4884.709961,-4.0,-4.0,3.0,137.254013,113.985008,-9.521001,-4.641,-459.0,37.0,20.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:42 AM,38169.789062,-49469.640625,4884.489746,-4.0,-4.0,3.0,137.471008,36.554001,-4.863,2.553,-774.0,47.0,72.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:144 AM,38170.621094,-49469.609375,4884.779785,-4.0,-4.0,3.0,137.754013,2.912,-0.577,1.117,-336.0,43.0,-14.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:237 AM,38171.0,-49469.597656,4884.799805,-4.0,-4.0,3.0,137.777008,-8.071,1.917,-0.378,-110.0,25.0,-15.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:337 AM,38169.347656,-49469.398438,4884.799805,-4.0,-4.0,3.0,137.781006,-28.904001,4.102,0.066,-208.0,22.0,4.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:437 AM,38164.339844,-49468.867188,4884.889648,-4.0,-4.0,3.0,137.872009,-67.007004,7.55,1.663,-381.0,34.0,16.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:543 AM,38154.648438,-49467.910156,4885.159668,-4.0,-4.0,3.0,138.145004,-108.887009,11.073001,3.566,-419.0,35.0,19.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:641 AM,38141.777344,-49466.679688,4885.609863,-4.0,-4.0,3.0,138.600006,-144.19101,13.867001,5.535,-353.0,28.0,20.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:743 AM,38125.089844,-49465.128906,4886.27002,-4.0,-4.0,3.0,139.252014,-178.374008,16.482,7.228,-342.0,26.0,17.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:843 AM,38105.5,-49463.359375,4887.069824,-4.0,-4.0,3.0,140.053009,-211.059006,18.697001,8.717,-327.0,22.0,15.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:44:936 AM,38084.289062,-49461.527344,4887.949707,-4.0,-4.0,3.0,140.936005,-241.384018,20.485001,10.190001,-303.0,18.0,15.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:45:41 AM,38056.800781,-49459.269531,4889.109863,-4.0,-4.0,3.0,142.09201,-272.297028,21.618002,11.702001,-309.0,11.0,15.0,-0.04,1.0,0.0,true
May 22 2024 10:05:45:138 AM,38030.359375,-49457.207031,4890.319824,-4.0,-3.0,3.0,143.304001,-271.271027,19.786001,13.02,10.0,-18.0,13.0,-0.04,1.0,0.0,true
May 22 2024 10:05:45:244 AM,38004.578125,-49455.289062,4891.739746,-3.0,-3.0,3.0,144.729004,-237.055008,15.019001,12.623,342.0,-48.0,-4.0,-0.04,1.0,0.0,true
May 22 2024 10:05:45:343 AM,37984.1875,-49453.878906,4892.909668,-3.0,-3.0,3.0,145.892014,-193.113007,12.124001,9.622001,439.0,-29.0,-30.0,-0.04,1.0,0.0,true
May 22 2024 10:05:45:444 AM,37968.238281,-49452.808594,4893.790039,-2.0,-3.0,3.0,146.774002,-143.035004,8.797001,6.749001,501.0,-33.0,-29.0,-0.04,1.0,0.0,true
May 22 2024 10:05:45:538 AM,37957.988281,-49452.128906,4894.350098,-2.0,-3.0,3.0,147.338013,-91.916008,5.527,4.316,511.0,-33.0,-24.0,-0.04,1.0,0.0,true
May 22 2024 10:05:45:638 AM,37954.949219,-49451.898438,4894.629883,-1.0,-3.0,3.0,147.616013,-6.623,0.422,0.197,853.0,-51.0,-41.0,-0.04,1.0,0.0,true
May 22 2024 10:05:45:741 AM,37954.839844,-49451.890625,4894.600098,-1.0,-2.0,3.0,147.645004,6.955,-0.581,-0.537,136.0,-10.0,-7.0,-0.04,1.0,0.0,true
May 22 2024 10:05:45:842 AM,37956.578125,-49452.0,4894.449707,-1.0,-2.0,3.0,147.794006,31.443001,-1.877,-1.629,245.0,-13.0,-11.0,-0.04,1.0,0.0,true
May 22 2024 10:05:45:942 AM,37962.097656,-49452.328125,4894.179688,-1.0,-3.0,3.0,148.063004,78.570007,-4.529,-3.738,471.0,-27.0,-21.0,-0.04,1.0,0.0,true
May 22 2024 10:05:46:44 AM,37972.769531,-49452.957031,4893.699707,-1.0,-3.0,3.0,148.549011,122.244003,-7.057,-5.844,437.0,-25.0,-21.0,-0.04,1.0,0.0,true
May 22 2024 10:05:46:136 AM,37985.917969,-49453.957031,4893.100098,-1.0,-3.0,3.0,149.149002,157.53801,-12.872001,-7.307,353.0,-58.0,-15.0,-1.04,0.0,0.0,true
May 22 2024 10:05:46:244 AM,38004.648438,-49456.917969,4892.290039,-1.0,-4.0,3.0,149.959,184.278015,-28.801001,-8.018001,267.0,-159.0,-7.0,-1.04,0.0,0.0,true
May 22 2024 10:05:46:340 AM,38022.078125,-49461.488281,4891.469727,-1.0,-5.0,4.0,150.771011,185.570007,-44.755001,-9.307,13.0,-160.0,-13.0,-1.04,0.0,0.0,true
May 22 2024 10:05:46:441 AM,38039.628906,-49468.179688,4890.629883,-2.0,-8.0,4.0,151.615005,173.502014,-62.765003,-7.144001,-121.0,-180.0,22.0,-1.04,0.0,0.0,true
May 22 2024 10:05:46:544 AM,38055.199219,-49476.039062,4890.100098,-2.0,-11.0,4.0,152.149002,158.546005,-76.305,-4.382,-150.0,-135.0,28.0,-1.04,1.0,0.0,true
May 22 2024 10:05:46:643 AM,38070.519531,-49484.96875,4889.72998,-2.0,-13.0,4.0,152.513,157.397003,-89.233002,-3.431,-11.0,-129.0,10.0,-1.04,1.0,0.0,true
May 22 2024 10:05:46:740 AM,38086.148438,-49495.21875,4889.5,-2.0,-17.0,5.0,152.748001,168.817001,-107.621002,-2.843,114.0,-184.0,6.0,-1.04,1.0,0.0,true
May 22 2024 10:05:46:839 AM,38103.679688,-49508.1875,4889.310059,-1.0,-20.0,5.0,152.938004,183.924011,-132.14801,-2.605,151.0,-245.0,2.0,-1.04,1.0,0.0,true
May 22 2024 10:05:46:941 AM,38124.078125,-49523.609375,4889.100098,-1.0,-24.0,5.0,153.150009,216.463013,-151.638,-3.303,325.0,-195.0,-7.0,-0.04,1.0,0.0,true
May 22 2024 10:05:47:44 AM,38148.789062,-49539.75,4888.669922,0.0,-26.0,4.0,153.578003,250.960007,-167.46701,-5.174,345.0,-158.0,-19.0,-1.04,1.0,0.0,true
May 22 2024 10:05:47:143 AM,38173.859375,-49558.96875,4888.22998,0.0,-29.0,5.0,154.021011,260.995026,-203.210007,-5.132,100.0,-357.0,0.0,-1.04,1.0,0.0,true
May 22 2024 10:05:47:241 AM,38198.089844,-49582.808594,4887.919922,0.0,-33.0,5.0,154.322006,252.64801,-249.081009,-3.25,-83.0,-459.0,19.0,-1.04,1.0,0.0,true
May 22 2024 10:05:47:342 AM,38220.898438,-49611.707031,4887.929688,0.0,-39.0,6.0,154.332001,237.309006,-299.734009,0.942,-153.0,-507.0,42.0,-1.04,1.0,0.0,true
May 22 2024 10:05:47:438 AM,38241.210938,-49643.597656,4888.259766,0.0,-45.0,6.0,154.656006,218.263016,-345.160004,3.892,-190.0,-454.0,29.0,-1.04,0.0,0.0,true
May 22 2024 10:05:47:544 AM,38260.238281,-49682.347656,4888.569824,0.0,-51.0,6.0,154.971008,182.879013,-376.698029,1.681,-354.0,-315.0,-22.0,-1.04,0.0,0.0,true
May 22 2024 10:05:47:641 AM,38274.039062,-49719.578125,4889.0,0.0,-58.0,6.0,155.402008,135.57901,-388.198029,3.093,-473.0,-115.0,14.0,-1.04,0.0,0.0,true
May 22 2024 10:05:47:737 AM,38283.257812,-49756.007812,4889.290039,0.0,-63.0,6.0,155.688004,87.323006,-386.478027,5.747,-483.0,17.0,27.0,-1.04,1.0,0.0,true
May 22 2024 10:05:47:838 AM,38288.449219,-49793.828125,4889.600098,0.0,-69.0,6.0,156.001007,48.02,-385.814026,3.082,-393.0,7.0,-27.0,-0.04,1.0,0.0,true
May 22 2024 10:05:47:941 AM,38293.640625,-49834.269531,4889.739746,0.0,-74.0,5.0,156.139008,52.626003,-405.294006,0.652,46.0,-195.0,-24.0,-0.04,1.0,0.0,true
May 22 2024 10:05:48:45 AM,38302.488281,-49876.777344,4889.560059,0.0,-75.0,4.0,156.324005,83.517006,-422.354034,-1.986,309.0,-171.0,-26.0,-0.04,1.0,0.0,true
May 22 2024 10:05:48:141 AM,38312.519531,-49918.769531,4889.299805,0.0,-76.0,3.0,156.57901,99.033005,-444.253021,-3.094,155.0,-219.0,-11.0,-0.04,1.0,0.0,true
May 22 2024 10:05:48:241 AM,38323.589844,-49964.988281,4888.939941,0.0,-76.0,2.0,156.935013,108.574005,-471.538025,-3.841,95.0,-273.0,-7.0,-0.04,1.0,0.0,true
May 22 2024 10:05:48:338 AM,38334.648438,-50012.039062,4888.529785,1.0,-76.0,2.0,157.348007,115.780006,-499.890015,-4.642,72.0,-284.0,-8.0,-0.04,1.0,0.0,true
May 22 2024 10:05:48:439 AM,38346.621094,-50040.769531,4890.689941,0.0,-78.0,3.0,159.511002,132.656006,0.788,43.867001,169.0,5007.0,485.0,-0.04,1.0,0.0,true
May 22 2024 10:05:48:536 AM,38350.96875,-50045.878906,4892.399902,0.0,-79.0,5.0,161.219009,50.846001,-26.846001,1.489,-818.0,-276.0,-424.0,-0.04,1.0,0.0,true
May 22 2024 10:05:48:641 AM,38351.929688,-50046.1875,4891.919922,0.0,-80.0,5.0,161.706009,7.641,0.067,-8.386001,-432.0,269.0,-99.0,-0.04,1.0,0.0,true
May 22 2024 10:05:48:746 AM,38352.640625,-50046.519531,4891.040039,0.0,-80.0,5.0,162.583008,0.205,1.518,-8.361,-74.0,15.0,0.0,-0.04,1.0,0.0,true
May 22 2024 10:05:48:840 AM,38353.269531,-50046.789062,4890.370117,1.0,-80.0,5.0,163.250015,-0.439,1.239,-6.356,-6.0,-3.0,20.0,-0.04,0.0,0.0,true
May 22 2024 10:05:48:944 AM,38353.480469,-50046.648438,4889.810059,1.0,-80.0,5.0,163.813004,-8.166,15.536001,-4.906,-77.0,143.0,14.0,-0.04,-1.0,0.0,true
May 22 2024 10:05:49:40 AM,38352.507812,-50040.378906,4889.100098,0.0,-80.0,4.0,164.524002,-21.545,77.021004,-5.028,-134.0,615.0,-1.0,0.96,-1.0,0.0,true
May 22 2024 10:05:49:140 AM,38349.988281,-50029.058594,4888.5,-1.0,-80.0,4.0,165.125015,-35.045002,119.729004,-3.538,-135.0,427.0,15.0,0.96,-1.0,0.0,false
May 22 2024 10:05:49:240 AM,38345.660156,-50014.507812,4888.159668,-1.0,-81.0,3.0,165.460007,-50.364002,154.334015,-1.716,-153.0,346.0,18.0,0.96,-1.0,0.0,false
May 22 2024 10:05:49:341 AM,38339.449219,-49997.019531,4888.080078,-1.0,-83.0,3.0,165.545013,-66.338005,184.189011,1.596,-160.0,299.0,33.0,0.96,-1.0,0.0,false
May 22 2024 10:05:49:444 AM,38331.238281,-49976.5,4888.27002,-1.0,-86.0,3.0,165.737015,-81.265007,211.170013,2.293,-149.0,270.0,7.0,0.96,0.0,0.0,false
May 22 2024 10:05:49:542 AM,38323.078125,-49954.578125,4888.469727,-1.0,-90.0,3.0,165.940002,-78.224007,230.703018,1.709,30.0,195.0,-6.0,0.96,0.0,0.0,false
May 22 2024 10:05:49:641 AM,38316.078125,-49931.539062,4888.669922,0.0,-94.0,3.0,166.141006,-64.002007,235.671005,1.612,142.0,50.0,-1.0,0.96,0.0,0.0,false
May 22 2024 10:05:49:740 AM,38311.027344,-49908.597656,4888.799805,0.0,-98.0,2.0,166.271011,-39.732002,236.66301,0.051,243.0,10.0,-16.0,-1.04,0.0,0.0,false
May 22 2024 10:05:49:837 AM,38310.160156,-49886.25,4888.719727,0.0,-100.0,1.0,166.356003,0.236,233.707016,-1.753,400.0,-30.0,-18.0,-1.04,0.0,0.0,false
May 22 2024 10:05:49:941 AM,38313.460938,-49863.140625,4888.469727,0.0,-100.0,0.0,166.602005,37.521,217.132004,-3.1,373.0,-166.0,-13.0,-1.04,0.0,0.0,false
May 22 2024 10:05:50:44 AM,38318.738281,-49842.25,4888.159668,1.0,-99.0,0.0,166.915009,55.816002,198.998016,-3.562,183.0,-181.0,-5.0,-1.04,0.0,0.0,false
May 22 2024 10:05:50:141 AM,38324.558594,-49824.058594,4887.879883,1.0,-97.0,1.0,167.194016,63.524002,182.478012,-3.235,77.0,-165.0,3.0,-1.04,0.0,0.0,false
May 22 2024 10:05:50:239 AM,38330.871094,-49807.277344,4887.580078,1.0,-95.0,1.0,167.489014,66.427002,166.533005,-3.287,29.0,-159.0,-1.0,-1.04,0.0,0.0,false
May 22 2024 10:05:50:338 AM,38337.410156,-49791.640625,4887.239746,1.0,-92.0,1.0,167.82901,65.283005,154.841003,-4.134,-11.0,-117.0,-8.0,-1.03,0.0,0.0,false
May 22 2024 10:05:50:438 AM,38343.21875,-49776.539062,4886.759766,1.0,-90.0,2.0,168.313004,57.087002,149.835007,-5.625,-82.0,-50.0,-15.0,-1.03,1.0,0.0,false
May 22 2024 10:05:50:538 AM,38347.878906,-49762.570312,4886.22998,1.0,-87.0,2.0,168.847015,42.773003,130.550003,-5.569,-143.0,-193.0,1.0,-1.03,1.0,0.0,false
May 22 2024 10:05:50:637 AM,38350.480469,-49753.707031,4885.939941,1.0,-85.0,3.0,169.128006,21.987001,62.608002,-3.045,-208.0,-679.0,25.0,-1.03,1.0,0.0,false
May 22 2024 10:05:50:744 AM,38350.898438,-49752.449219,4885.969727,2.0,-85.0,4.0,169.156006,3.484,5.269,-0.909,-185.0,-573.0,21.0,-1.03,1.0,0.0,false
May 22 2024 10:05:50:843 AM,38351.070312,-49752.308594,4885.899902,2.0,-85.0,4.0,169.230011,-0.821,-8.741,-0.003,-43.0,-140.0,9.0,-1.03,1.0,0.0,false
May 22 2024 10:05:50:941 AM,38350.757812,-49754.109375,4885.909668,2.0,-86.0,3.0,169.242004,-7.061,-31.923002,0.978,-62.0,-232.0,10.0,-1.03,1.0,0.0,false
May 22 2024 10:05:51:40 AM,38349.378906,-49759.007812,4886.080078,2.0,-86.0,3.0,169.410004,-15.842001,-68.286003,2.39,-88.0,-364.0,14.0,-1.03,1.0,0.0,false
May 22 2024 10:05:51:136 AM,38347.308594,-49767.589844,4886.389648,2.0,-88.0,3.0,169.720001,-19.986,-106.999008,3.622,-41.0,-387.0,12.0,-0.03,1.0,0.0,false
May 22 2024 10:05:51:240 AM,38345.199219,-49780.800781,4886.819824,2.0,-89.0,3.0,170.151001,-23.432001,-143.300003,4.91,-34.0,-363.0,13.0,-1.03,1.0,0.0,false
May 22 2024 10:05:51:336 AM,38342.949219,-49796.257812,4887.25,2.0,-90.0,3.0,170.584015,-21.660002,-178.850006,4.498,18.0,-356.0,-4.0,0.97,1.0,0.0,false
May 22 2024 10:05:51:442 AM,38342.75,-49817.417969,4887.569824,2.0,-90.0,2.0,170.899002,-1.959,-216.252014,2.154,197.0,-374.0,-23.0,0.97,1.0,0.0,false
May 22 2024 10:05:51:538 AM,38344.769531,-49839.667969,4887.639648,2.0,-89.0,2.0,170.971008,20.416,-246.299011,0.447,224.0,-300.0,-17.0,0.97,1.0,0.0,false
May 22 2024 10:05:51:637 AM,38349.6875,-49865.21875,4887.569824,2.0,-87.0,1.0,171.040009,50.497002,-272.446014,-0.679,301.0,-261.0,-11.0,0.97,1.0,0.0,false
May 22 2024 10:05:51:741 AM,38359.140625,-49894.519531,4887.350098,1.0,-83.0,1.0,171.259003,92.928001,-291.436005,-2.177,424.0,-190.0,-15.0,0.97,0.0,0.0,false
May 22 2024 10:05:51:837 AM,38372.097656,-49922.320312,4887.02002,1.0,-79.0,0.0,171.595001,134.403,-300.466003,-0.897,415.0,-90.0,13.0,0.97,0.0,0.0,false
May 22 2024 10:05:51:945 AM,38390.269531,-49953.128906,4886.529785,1.0,-73.0,0.0,172.07901,170.127014,-292.016022,-4.826,357.0,84.0,-39.0,0.97,0.0,0.0,false
May 22 2024 10:05:52:43 AM,38409.1875,-49979.410156,4885.879883,0.0,-68.0,0.0,172.729004,193.057007,-270.473022,-6.011,229.0,215.0,-12.0,0.97,0.0,0.0,false
May 22 2024 10:05:52:139 AM,38429.410156,-50002.929688,4885.159668,0.0,-64.0,0.0,173.448013,208.822006,-242.727005,-6.604,158.0,277.0,-6.0,0.97,1.0,0.0,false
May 22 2024 10:05:52:237 AM,38450.808594,-50023.917969,4884.419922,-1.0,-59.0,-1.0,174.190002,221.844009,-216.241013,-6.897,130.0,265.0,-3.0,0.97,1.0,0.0,true
May 22 2024 10:05:52:344 AM,38476.5,-50045.058594,4883.600098,-1.0,-54.0,-1.0,175.008011,243.153015,-196.948013,-7.303,213.0,193.0,-4.0,0.97,0.0,0.0,true
May 22 2024 10:05:52:441 AM,38501.21875,-50062.4375,4882.879883,-1.0,-49.0,-1.0,175.733002,256.820007,-176.73201,-7.341001,137.0,202.0,0.0,0.97,0.0,0.0,true
May 22 2024 10:05:52:536 AM,38526.429688,-50077.089844,4882.149902,-2.0,-45.0,-1.0,176.459015,262.923004,-150.38501,-7.241,61.0,263.0,1.0,0.97,0.0,0.0,true
May 22 2024 10:05:52:643 AM,38554.9375,-50090.558594,4881.350098,-2.0,-40.0,-1.0,177.266006,263.296021,-120.342003,-7.128,4.0,300.0,1.0,0.97,0.0,0.0,false
May 22 2024 10:05:52:743 AM,38580.960938,-50101.070312,4880.580078,-2.0,-36.0,-1.0,178.033005,259.513,-108.805008,-7.572001,-38.0,115.0,-4.0,-0.03,0.0,0.0,false
May 22 2024 10:05:52:841 AM,38605.308594,-50113.078125,4879.859863,-2.0,-34.0,0.0,178.749008,243.036011,-121.647003,-6.955,-165.0,-128.0,6.0,-0.03,0.0,0.0,false
