,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 1:57:15:333 PM,39924.6875,-41203.628906,4883.0,-1.0,122.0,1.0,238.265015,-844.321045,1497.846069,-29.359001,-570.0,-175.0,-182.0,0.01,1.0,0.0,false
May 21 2024 1:57:15:433 PM,39836.828125,-41056.507812,4880.489746,-1.0,122.0,0.0,240.779007,-879.394043,1474.456055,-19.368,-351.0,-234.0,100.0,0.01,1.0,0.0,false
May 21 2024 1:57:15:533 PM,39745.640625,-40910.980469,4878.189941,-1.0,123.0,-1.0,243.077011,-898.424072,1459.858032,-23.101002,-190.0,-146.0,-37.0,0.01,1.0,0.0,false
May 21 2024 1:57:15:633 PM,39653.398438,-40766.027344,4876.27002,0.0,123.0,-2.0,244.99501,-916.435059,1444.924072,-12.979001,-180.0,-149.0,101.0,0.01,1.0,0.0,false
May 21 2024 1:57:15:733 PM,39561.46875,-40623.910156,4873.549805,-1.0,124.0,-3.0,247.721008,-927.05603,1430.322021,-15.147,-106.0,-146.0,-22.0,0.01,1.0,0.0,false
May 21 2024 1:57:15:833 PM,39468.078125,-40479.679688,4873.209961,0.0,124.0,-2.0,248.055008,-932.71106,1423.042114,-23.35,-57.0,-73.0,-82.0,0.01,1.0,0.0,false
May 21 2024 1:57:15:933 PM,39377.257812,-40336.347656,4870.379883,0.0,124.0,0.0,250.892014,-947.416016,1412.337036,-7.845,-147.0,-107.0,155.0,0.01,1.0,0.0,false
May 21 2024 1:57:16:35 PM,39283.21875,-40194.007812,4871.569824,-1.0,125.0,2.0,252.081009,-959.412048,1405.950073,-22.805,-120.0,-64.0,-150.0,0.01,1.0,0.0,false
May 21 2024 1:57:16:135 PM,39192.46875,-40046.539062,4865.279785,-1.0,126.0,8.0,258.362,-981.881042,1390.773071,-96.418007,-225.0,-152.0,-736.0,0.01,1.0,0.0,false
May 21 2024 1:57:16:236 PM,39092.730469,-39910.039062,4860.439941,-3.0,126.0,7.0,263.20401,-998.040039,1378.518066,-72.615005,-162.0,-123.0,238.0,0.01,1.0,0.0,false
May 21 2024 1:57:16:336 PM,38999.488281,-39770.769531,4848.179688,-5.0,127.0,12.0,275.469025,-1025.657104,1363.871094,-153.779007,-276.0,-146.0,-812.0,1.01,1.0,0.0,false
May 21 2024 1:57:16:436 PM,38897.800781,-39633.609375,4832.259766,-5.0,128.0,15.0,291.386017,-1065.710083,1323.70105,-229.814011,-401.0,-402.0,-760.0,1.01,1.0,0.0,false
May 21 2024 1:57:16:536 PM,38790.828125,-39504.867188,4807.560059,-7.0,130.0,15.0,316.087006,-1097.269043,1296.708008,-183.778015,-316.0,-270.0,460.0,0.01,1.0,0.0,false
May 21 2024 1:57:16:636 PM,38677.789062,-39373.960938,4789.199707,-6.0,132.0,14.0,334.443024,-1090.718018,1290.797119,-254.571014,66.0,-59.0,-708.0,0.01,1.0,0.0,false
May 21 2024 1:57:16:736 PM,38559.75,-39250.910156,4781.0,3.0,130.0,1.0,342.651031,-887.229065,1273.466064,-49.138,2035.0,-173.0,2054.0,0.01,1.0,0.0,false
May 21 2024 1:57:16:836 PM,38472.988281,-39115.007812,4783.830078,7.0,126.0,5.0,345.484009,-886.176025,1248.567017,40.049004,11.0,-249.0,892.0,-0.99,1.0,0.0,false
May 21 2024 1:57:16:936 PM,38371.390625,-39001.570312,4789.040039,6.0,123.0,-8.0,350.699005,-835.605042,1275.44812,-8.910001,506.0,269.0,-490.0,-0.99,1.0,0.0,false
May 21 2024 1:57:17:36 PM,38292.847656,-38874.070312,4792.370117,5.0,120.0,-10.0,354.02301,-755.515015,1304.577026,67.910004,801.0,291.0,768.0,0.01,1.0,0.0,false
May 21 2024 1:57:17:136 PM,38217.308594,-38743.097656,4800.52002,4.0,117.0,-12.0,362.18103,-708.716003,1334.036011,64.318001,468.0,295.0,-36.0,0.01,1.0,0.0,false
May 21 2024 1:57:17:236 PM,38141.738281,-38613.308594,4804.429688,3.0,116.0,-18.0,366.086029,-640.30603,1367.08606,45.593002,684.0,330.0,-187.0,0.01,1.0,0.0,false
May 21 2024 1:57:17:337 PM,38076.917969,-38477.078125,4811.399902,3.0,116.0,-20.0,373.061005,-624.331055,1373.059082,32.833,160.0,60.0,-128.0,0.01,1.0,0.0,false
May 21 2024 1:57:17:437 PM,38013.199219,-38335.308594,4823.22998,7.0,114.0,-22.0,384.889008,-583.581055,1356.054077,115.763008,408.0,-170.0,829.0,0.01,1.0,0.0,false
May 21 2024 1:57:17:537 PM,37955.109375,-38200.800781,4832.949707,7.0,114.0,-23.0,394.605011,-514.248047,1346.968018,174.202011,693.0,-91.0,584.0,-0.99,1.0,0.0,false
May 21 2024 1:57:17:637 PM,37907.578125,-38069.949219,4844.929688,4.0,113.0,-21.0,406.587006,-517.989014,1329.31311,69.855003,-37.0,-177.0,-1043.0,-0.99,1.0,0.0,false
May 21 2024 1:57:17:737 PM,37864.308594,-37937.929688,4843.909668,1.0,112.0,-16.0,407.611023,-496.744019,1319.837036,17.214001,212.0,-95.0,-526.0,-0.99,1.0,0.0,false
May 21 2024 1:57:17:837 PM,37820.550781,-37803.660156,4839.899902,0.0,107.0,-15.0,411.617004,-428.775024,1315.850098,-47.878002,680.0,-40.0,-651.0,-0.99,1.0,0.0,false
May 21 2024 1:57:17:940 PM,37783.578125,-37667.597656,4835.209961,0.0,102.0,-14.0,416.311005,-333.508026,1335.14209,-45.203003,953.0,193.0,27.0,0.01,1.0,0.0,false
May 21 2024 1:57:18:31 PM,37758.398438,-37543.960938,4831.189941,-2.0,98.0,-14.0,420.326019,-257.350006,1356.746094,-46.800003,762.0,216.0,-16.0,0.01,1.0,0.0,false
May 21 2024 1:57:18:131 PM,37736.878906,-37407.660156,4824.469727,-3.0,96.0,-13.0,427.053009,-212.478012,1377.553101,-54.876003,449.0,208.0,-81.0,0.01,1.0,0.0,false
May 21 2024 1:57:18:232 PM,37721.378906,-37266.148438,4818.879883,-2.0,94.0,-11.0,432.644012,-174.443008,1396.669067,-66.224007,380.0,191.0,-113.0,0.01,1.0,0.0,false
May 21 2024 1:57:18:332 PM,37708.859375,-37120.4375,4815.75,0.0,93.0,-10.0,435.767029,-110.771004,1416.001099,9.992001,637.0,193.0,762.0,0.01,1.0,0.0,false
May 21 2024 1:57:18:433 PM,37701.730469,-36974.929688,4814.879883,1.0,92.0,-8.0,436.63501,-89.021004,1432.550049,-24.887001,218.0,165.0,-349.0,-0.99,1.0,0.0,false
May 21 2024 1:57:18:531 PM,37698.039062,-36836.679688,4814.069824,-1.0,91.0,-6.0,437.447021,-40.977001,1443.069092,-7.162,480.0,105.0,177.0,-0.99,1.0,0.0,false
May 21 2024 1:57:18:635 PM,37701.589844,-36685.949219,4811.029785,-1.0,88.0,-4.0,440.492035,5.337,1457.608032,-36.292,463.0,145.0,-291.0,0.01,1.0,0.0,false
May 21 2024 1:57:18:738 PM,37704.359375,-36535.328125,4805.890137,-2.0,86.0,-4.0,445.625031,46.616001,1474.52002,-60.512001,413.0,169.0,-242.0,0.01,1.0,0.0,false
May 21 2024 1:57:18:834 PM,37712.429688,-36393.480469,4799.929688,-2.0,85.0,-2.0,451.590027,76.93,1492.981079,-59.427002,303.0,185.0,11.0,0.01,1.0,0.0,false
May 21 2024 1:57:18:932 PM,37723.109375,-36245.179688,4794.859863,-2.0,85.0,-1.0,456.663025,98.689003,1511.567017,-66.660004,218.0,186.0,-72.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:36 PM,37738.140625,-36082.960938,4794.060059,1.0,85.0,1.0,457.455017,112.909004,1529.112061,20.786001,142.0,175.0,874.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:132 PM,37751.210938,-35933.679688,4795.049805,2.0,86.0,3.0,458.439026,111.859009,1541.62207,-1.143,-10.0,125.0,-219.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:239 PM,37767.25,-35789.898438,4816.959961,7.0,85.0,0.0,480.347015,213.281006,1099.212036,182.459015,1014.0,-4424.0,1836.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:333 PM,37789.910156,-35678.339844,4831.509766,12.0,82.0,1.0,494.904022,204.338013,1106.784058,94.288002,-89.0,76.0,-882.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:433 PM,37799.078125,-35566.1875,4843.569824,14.0,81.0,-8.0,506.965027,240.557007,1056.776001,109.181007,362.0,-500.0,149.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:536 PM,37812.429688,-35459.027344,4851.72998,12.0,82.0,-15.0,515.117004,240.143005,1053.296997,26.148001,-4.0,-35.0,-830.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:633 PM,37825.769531,-35358.660156,4852.109863,10.0,82.0,-20.0,515.5,225.852005,1053.75708,-43.275002,-143.0,5.0,-694.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:730 PM,37839.789062,-35260.808594,4846.239746,7.0,83.0,-25.0,521.369019,204.860016,1054.628052,-94.608002,-210.0,9.0,-513.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:836 PM,37856.167969,-35155.429688,4833.889648,2.0,83.0,-27.0,533.720032,175.567001,1063.159058,-115.970009,-293.0,85.0,-214.0,0.01,1.0,0.0,false
May 21 2024 1:57:19:936 PM,37875.320312,-35053.339844,4820.310059,-1.0,83.0,-24.0,547.299011,134.149002,1081.596069,-112.907005,-414.0,184.0,31.0,0.01,0.0,0.0,false
May 21 2024 1:57:20:32 PM,37899.738281,-34950.390625,4806.159668,-1.0,84.0,-15.0,561.447021,94.815002,1090.574097,-128.654007,-393.0,90.0,-157.0,0.01,0.0,0.0,false
May 21 2024 1:57:20:138 PM,37921.4375,-34836.347656,4790.52002,0.0,85.0,-5.0,577.092041,31.739002,1100.811035,-96.202003,-631.0,102.0,325.0,0.01,0.0,0.0,false
