,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 30 2024 12:07:37:222 PM,37606.070312,-49438.230469,5013.699707,0.0,0.0,0.0,0.0,0.0,0.0,-127.904007,0.0,0.0,-1279.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:37:222 PM,37606.070312,-49438.230469,5013.699707,0.0,0.0,0.0,0.0,0.0,0.0,-127.904007,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:37:223 PM,37606.070312,-49438.230469,5013.699707,0.0,0.0,0.0,0.0,0.0,0.0,-127.904007,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:37:734 PM,37606.070312,-49438.230469,4995.199707,0.0,0.0,0.0,18.497002,0.0,0.0,-225.719009,0.0,0.0,-978.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:37:734 PM,37606.070312,-49438.230469,4995.199707,0.0,0.0,0.0,18.497002,0.0,0.0,-225.719009,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:37:734 PM,37606.070312,-49438.230469,4995.199707,0.0,0.0,0.0,18.497002,0.0,0.0,-225.719009,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:37:734 PM,37606.070312,-49438.230469,4995.199707,0.0,0.0,0.0,18.497002,0.0,0.0,-225.719009,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:37:835 PM,37606.070312,-49438.230469,4965.75,0.0,0.0,0.0,47.953003,0.0,0.0,-327.562012,0.0,0.0,-1018.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:37:941 PM,37604.808594,-49438.828125,4928.080078,-1.0,0.0,1.0,85.620003,22.584002,26.950001,-308.298004,226.0,269.0,193.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:38:62 PM,37602.679688,-49438.339844,4909.859863,-3.0,0.0,2.0,103.841003,3.368,8.607,-61.400002,-192.0,-183.0,2469.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:38:131 PM,37602.507812,-49437.957031,4907.989746,-3.0,0.0,2.0,105.711006,-2.206,-1.399,-6.251,-56.0,-100.0,551.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:38:238 PM,37602.589844,-49438.027344,4908.419922,-3.0,0.0,2.0,106.139008,0.221,1.637,8.728001,24.0,30.0,150.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:38:335 PM,37602.640625,-49438.109375,4909.419922,-3.0,0.0,2.0,107.138008,0.664,1.914,9.699,4.0,3.0,10.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:38:437 PM,37602.699219,-49438.167969,4910.330078,-3.0,0.0,2.0,108.055008,0.621,1.467,7.769001,0.0,-4.0,-19.0,-0.01,0.0,0.0,0.0,true
May 30 2024 12:07:38:541 PM,37602.71875,-49438.238281,4911.0,-3.0,0.0,2.0,108.716003,0.423,0.945,5.14,-2.0,-5.0,-26.0,-0.03,0.0,0.0,0.0,true
May 30 2024 12:07:38:640 PM,37602.738281,-49438.277344,4911.409668,-3.0,0.0,2.0,109.135002,0.306,0.459,3.442,-1.0,-5.0,-17.0,-0.05,0.11,0.0,0.0,true
May 30 2024 12:07:38:734 PM,37603.027344,-49438.320312,4911.659668,-3.0,0.0,2.0,109.385002,3.566,0.202,2.099,33.0,-3.0,-13.0,-0.07,0.26,0.0,0.0,true
May 30 2024 12:07:38:839 PM,37603.757812,-49438.367188,4911.819824,-3.0,0.0,2.0,109.539001,7.077,-0.122,0.912,35.0,-3.0,-12.0,-0.1,0.41,0.0,0.0,true
May 30 2024 12:07:38:935 PM,37604.859375,-49438.449219,4911.850098,-3.0,0.0,2.0,109.566002,12.789001,-0.52,0.037,57.0,-4.0,-9.0,-0.12,0.55,0.0,0.0,true
