,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:27:06:114 AM,37680.910156,-49469.730469,4908.819824,-1.0,-12.0,5.0,112.442009,221.456009,-110.968002,-7.078001,255.0,-268.0,1.0,-0.98,1.0,0.0,true
May 22 2024 10:27:06:219 AM,37705.257812,-49484.1875,4908.239746,-1.0,-16.0,5.0,113.020004,253.031006,-139.723999,-7.387001,316.0,-288.0,-3.0,0.02,1.0,0.0,true
May 22 2024 10:27:06:321 AM,37733.609375,-49498.777344,4907.330078,-1.0,-19.0,5.0,113.932007,299.798004,-146.041,-10.574,468.0,-63.0,-32.0,0.02,1.0,0.0,true
May 22 2024 10:27:06:416 AM,37765.398438,-49511.140625,4906.100098,-1.0,-20.0,4.0,115.160004,343.549011,-136.183014,-12.944,438.0,99.0,-24.0,0.02,1.0,0.0,true
May 22 2024 10:27:06:516 AM,37802.179688,-49524.230469,4904.649902,-1.0,-20.0,3.0,116.611008,382.636017,-139.354004,-15.057001,391.0,-32.0,-21.0,0.02,1.0,0.0,true
May 22 2024 10:27:06:614 AM,37841.699219,-49538.007812,4903.089844,-1.0,-20.0,3.0,118.167007,418.475006,-147.071014,-16.242001,358.0,-77.0,-12.0,0.02,1.0,0.0,true
May 22 2024 10:27:06:714 AM,37885.507812,-49553.097656,4901.409668,-1.0,-19.0,3.0,119.856003,453.690033,-156.519012,-17.215,352.0,-94.0,-10.0,0.02,1.0,0.0,true
May 22 2024 10:27:06:813 AM,37932.449219,-49569.097656,4899.669922,-1.0,-19.0,3.0,121.592003,487.657013,-166.843002,-17.915001,340.0,-103.0,-7.0,0.02,1.0,0.0,true
May 22 2024 10:27:06:914 AM,37984.097656,-49586.539062,4897.719727,-1.0,-19.0,3.0,123.541008,521.549011,-178.029007,-19.898001,339.0,-112.0,-20.0,0.02,1.0,0.0,true
May 22 2024 10:27:07:13 AM,38037.167969,-49604.308594,4895.719727,-1.0,-19.0,3.0,125.542007,554.054016,-187.491013,-20.699001,325.0,-95.0,-8.0,0.02,1.0,0.0,true
May 22 2024 10:27:07:115 AM,38095.1875,-49623.507812,4893.589844,-1.0,-19.0,3.0,127.676003,575.914001,-192.955002,-20.725,219.0,-55.0,0.0,0.02,1.0,0.0,true
May 22 2024 10:27:07:214 AM,38152.1875,-49642.140625,4891.509766,-1.0,-18.0,2.0,129.751007,579.322021,-191.918015,-20.157001,34.0,10.0,6.0,0.02,1.0,0.0,true
May 22 2024 10:27:07:315 AM,38210.839844,-49662.0,4889.489746,-1.0,-19.0,3.0,131.771011,576.914001,-202.796005,-18.813002,-24.0,-109.0,13.0,-0.98,1.0,0.0,true
May 22 2024 10:27:07:421 AM,38269.878906,-49687.019531,4887.689941,-1.0,-21.0,3.0,133.577011,555.52301,-242.894012,-16.234001,-214.0,-401.0,26.0,-0.98,1.0,0.0,true
May 22 2024 10:27:07:511 AM,38316.878906,-49712.859375,4886.47998,-1.0,-25.0,4.0,134.787003,520.425049,-290.679016,-13.008,-351.0,-478.0,32.0,-0.98,1.0,0.0,true
May 22 2024 10:27:07:613 AM,38365.320312,-49747.949219,4885.899902,-1.0,-30.0,5.0,135.361008,467.850037,-359.848022,-5.458,-526.0,-692.0,75.0,-0.98,1.0,0.0,true
May 22 2024 10:27:07:721 AM,38415.058594,-49792.570312,4885.330078,-1.0,-37.0,5.0,135.932007,477.94101,-432.923035,-8.613001,101.0,-731.0,-32.0,0.02,1.0,0.0,true
May 22 2024 10:27:07:821 AM,38466.0,-49836.699219,4884.179688,0.0,-40.0,4.0,137.07901,515.170044,-456.703033,-11.715,372.0,-238.0,-31.0,0.02,1.0,0.0,true
May 22 2024 10:27:07:913 AM,38515.730469,-49878.347656,4882.810059,0.0,-40.0,3.0,138.451004,546.700012,-472.634033,-16.036001,315.0,-159.0,-43.0,0.02,1.0,0.0,true
May 22 2024 10:27:08:21 AM,38578.410156,-49930.308594,4880.969727,0.0,-40.0,2.0,140.292007,580.755005,-490.307037,-16.847,341.0,-177.0,-8.0,0.02,1.0,0.0,true
May 22 2024 10:27:08:121 AM,38637.949219,-49979.089844,4879.290039,0.0,-39.0,2.0,141.970001,608.545044,-506.292023,-17.192001,278.0,-160.0,-3.0,0.02,1.0,0.0,true
May 22 2024 10:27:08:211 AM,38695.667969,-50024.667969,4877.689941,0.0,-39.0,1.0,143.571014,641.492004,-507.040039,-17.18,329.0,-7.0,0.0,1.02,1.0,0.0,true
May 22 2024 10:27:08:322 AM,38770.839844,-50075.359375,4875.759766,0.0,-36.0,0.0,145.501007,697.061035,-466.331024,-17.198,556.0,407.0,0.0,1.02,1.0,0.0,true
May 22 2024 10:27:08:415 AM,38839.460938,-50117.039062,4874.339844,0.0,-32.0,-1.0,146.923004,735.751038,-457.201019,-14.658001,387.0,91.0,25.0,0.02,1.0,0.0,true
May 22 2024 10:27:08:514 AM,38913.289062,-50161.910156,4872.669922,0.0,-31.0,-1.0,148.589005,765.902039,-462.16803,-18.432001,302.0,-50.0,-38.0,0.02,1.0,0.0,true
May 22 2024 10:27:08:614 AM,38991.898438,-50208.570312,4870.77002,0.0,-31.0,-1.0,150.496002,795.017029,-468.653015,-19.223001,291.0,-65.0,-8.0,0.02,1.0,0.0,true
May 22 2024 10:27:08:715 AM,39073.917969,-50256.46875,4868.870117,0.0,-30.0,-1.0,152.389008,822.617065,-476.896027,-18.374001,276.0,-82.0,8.0,0.02,1.0,0.0,true
May 22 2024 10:27:08:815 AM,39158.628906,-50303.019531,4867.100098,0.0,-29.0,-1.0,154.165009,858.106018,-463.005035,-17.715,355.0,139.0,7.0,1.02,1.0,0.0,true
May 22 2024 10:27:08:917 AM,39249.550781,-50346.507812,4865.409668,0.0,-26.0,-2.0,155.849014,896.289062,-429.345032,-13.160001,382.0,337.0,46.0,0.02,0.0,0.0,true
May 22 2024 10:27:09:13 AM,39335.410156,-50386.957031,4863.939941,0.0,-25.0,-2.0,157.319,907.807068,-420.840027,-15.776001,115.0,85.0,-26.0,0.02,0.0,0.0,true
May 22 2024 10:27:09:119 AM,39431.1875,-50430.507812,4862.319824,0.0,-24.0,-2.0,158.945007,909.14502,-406.734009,-14.161,13.0,141.0,16.0,0.02,0.0,0.0,true
May 22 2024 10:27:09:212 AM,39516.429688,-50467.359375,4861.080078,0.0,-24.0,-2.0,160.183014,916.637024,-385.742004,-12.562,75.0,210.0,16.0,1.02,0.0,0.0,true
May 22 2024 10:27:09:319 AM,39616.109375,-50503.019531,4859.929688,0.0,-20.0,-3.0,161.32901,930.177063,-325.703003,-10.138,135.0,600.0,24.0,0.02,0.0,0.0,true
May 22 2024 10:27:09:412 AM,39703.019531,-50532.109375,4859.139648,0.0,-18.0,-3.0,162.122009,934.929016,-312.340027,-7.249001,48.0,134.0,29.0,0.02,0.0,0.0,true
May 22 2024 10:27:09:511 AM,39796.417969,-50560.410156,4858.649902,0.0,-17.0,-3.0,162.608002,943.446045,-271.960022,-3.84,85.0,404.0,34.0,1.02,0.0,0.0,true
May 22 2024 10:27:09:616 AM,39896.148438,-50582.347656,4858.929688,0.0,-13.0,-4.0,162.887009,941.381042,-185.804016,6.175,-21.0,862.0,100.0,1.02,0.0,0.0,true
May 22 2024 10:27:09:721 AM,39991.570312,-50593.097656,4860.639648,0.0,-6.0,-4.0,164.590012,873.331055,-66.124001,18.178001,-680.0,1197.0,120.0,1.02,0.0,0.0,true
May 22 2024 10:27:09:825 AM,40076.308594,-50590.347656,4862.469727,0.0,2.0,-5.0,166.421005,790.370056,52.666004,19.523001,-830.0,1188.0,13.0,1.02,0.0,0.0,true
May 22 2024 10:27:09:919 AM,40144.96875,-50577.207031,4863.939941,0.0,9.0,-5.0,167.89801,700.521057,159.182007,14.474001,-898.0,1065.0,-50.0,1.02,0.0,0.0,true
May 22 2024 10:27:10:26 AM,40211.347656,-50552.347656,4865.239746,0.0,19.0,-6.0,169.189011,596.210022,254.838013,5.688,-1043.0,957.0,-88.0,0.02,0.0,0.0,true
May 22 2024 10:27:10:115 AM,40259.929688,-50526.640625,4865.429688,0.0,25.0,-6.0,169.380005,538.526001,295.588013,-3.274,-577.0,407.0,-90.0,0.02,0.0,0.0,true
May 22 2024 10:27:10:217 AM,40312.558594,-50498.097656,4864.909668,0.0,28.0,-4.0,169.89801,499.106018,288.486023,-5.129,-394.0,-71.0,-19.0,0.02,0.0,0.0,true
May 22 2024 10:27:10:322 AM,40362.878906,-50471.039062,4864.179688,0.0,28.0,-3.0,170.630005,462.779022,269.303009,-4.257,-363.0,-192.0,9.0,0.02,0.0,0.0,true
May 22 2024 10:27:10:416 AM,40405.878906,-50449.0,4863.719727,-1.0,28.0,-2.0,171.090012,439.051025,236.600006,-2.579,-237.0,-327.0,17.0,-0.98,0.0,0.0,true
May 22 2024 10:27:10:517 AM,40449.808594,-50430.589844,4863.469727,-1.0,26.0,0.0,171.335007,419.261017,182.474014,-0.984,-198.0,-541.0,16.0,-0.98,0.0,0.0,true
May 22 2024 10:27:10:620 AM,40492.730469,-50418.097656,4863.399902,-1.0,22.0,1.0,171.405014,396.639008,117.140007,0.095,-226.0,-653.0,11.0,-0.98,0.0,0.0,true
May 22 2024 10:27:10:718 AM,40530.808594,-50409.050781,4863.459961,-1.0,19.0,1.0,171.463013,377.272003,99.185005,0.951,-194.0,-180.0,9.0,0.02,0.0,0.0,true
May 22 2024 10:27:10:816 AM,40566.0,-50397.929688,4863.560059,-1.0,18.0,1.0,171.565002,347.962006,107.042007,1.049,-293.0,79.0,1.0,0.02,0.0,0.0,true
May 22 2024 10:27:10:921 AM,40600.730469,-50386.21875,4863.679688,-1.0,19.0,0.0,171.686005,321.425018,105.851006,1.162,-265.0,-12.0,1.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:21 AM,40631.757812,-50375.589844,4863.819824,-1.0,19.0,0.0,171.825012,298.971008,101.847008,1.294,-225.0,-40.0,1.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:112 AM,40658.167969,-50366.457031,4863.949707,-1.0,19.0,0.0,171.949005,280.413025,97.227005,1.151,-186.0,-46.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:211 AM,40685.027344,-50357.097656,4864.080078,-1.0,19.0,0.0,172.086014,261.825012,91.854004,1.238,-186.0,-54.0,1.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:313 AM,40710.617188,-50348.117188,4864.219727,0.0,19.0,0.0,172.223007,244.242004,86.318001,1.233,-176.0,-55.0,0.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:413 AM,40734.308594,-50339.757812,4864.350098,0.0,19.0,0.0,172.355011,228.008011,81.018005,1.18,-162.0,-53.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:517 AM,40757.109375,-50331.679688,4864.47998,0.0,19.0,0.0,172.485001,212.375015,75.761002,1.11,-156.0,-53.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:612 AM,40776.898438,-50324.617188,4864.600098,0.0,19.0,0.0,172.60701,198.775009,71.145004,1.341,-136.0,-46.0,2.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:712 AM,40795.917969,-50317.808594,4864.739746,0.0,19.0,0.0,172.746002,185.812012,66.148003,1.278,-130.0,-50.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:812 AM,40813.9375,-50311.328125,4864.870117,0.0,19.0,0.0,172.875015,173.513016,61.462002,1.208,-123.0,-47.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:11:916 AM,40831.410156,-50305.027344,4864.989746,0.0,19.0,0.0,172.993011,161.452011,57.195004,1.112,-121.0,-43.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:16 AM,40846.910156,-50299.417969,4865.109863,0.0,19.0,0.0,173.108002,150.69101,53.500004,1.067,-108.0,-37.0,0.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:118 AM,40861.71875,-50294.050781,4865.209961,0.0,20.0,0.0,173.211014,140.365005,49.978001,0.905,-103.0,-35.0,-2.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:218 AM,40875.128906,-50289.160156,4865.310059,0.0,20.0,0.0,173.309006,130.968002,46.783001,0.868,-94.0,-32.0,0.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:320 AM,40888.007812,-50284.457031,4865.389648,0.0,20.0,0.0,173.396011,121.943008,43.722004,0.767,-90.0,-31.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:420 AM,40899.800781,-50280.148438,4865.469727,0.0,20.0,0.0,173.473007,113.699005,40.941002,0.673,-82.0,-28.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:520 AM,40910.71875,-50276.140625,4865.540039,0.0,20.0,0.0,173.540009,106.037003,38.307003,0.588,-77.0,-26.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:623 AM,40921.257812,-50272.269531,4865.589844,0.0,20.0,0.0,173.596008,98.634003,35.728001,0.204,-74.0,-26.0,-4.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:711 AM,40929.730469,-50269.140625,4865.649902,0.0,20.0,0.0,173.650009,92.653008,33.630001,0.542,-60.0,-21.0,3.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:819 AM,40939.308594,-50265.597656,4865.709961,0.0,20.0,0.0,173.710007,85.876007,31.238001,0.491,-68.0,-24.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:12:921 AM,40947.769531,-50262.46875,4865.75,0.0,20.0,0.0,173.755005,79.863007,29.100002,0.418,-60.0,-21.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:27:13:12 AM,40954.519531,-50259.96875,4865.790039,0.0,20.0,0.0,173.789001,64.042,23.388,0.362,-158.0,-57.0,-1.0,0.02,-1.0,0.0,true
May 22 2024 10:27:13:115 AM,40958.859375,-50258.359375,4865.759766,0.0,20.0,0.0,173.817001,34.154003,12.461,0.21,-299.0,-109.0,-2.0,0.02,-1.0,0.0,true
May 22 2024 10:27:13:214 AM,40961.0,-50257.558594,4865.75,0.0,20.0,0.0,173.827011,15.764001,5.802,0.029,-184.0,-67.0,-2.0,0.02,-1.0,0.0,true
May 22 2024 10:27:13:316 AM,40961.480469,-50257.390625,4865.739746,0.0,20.0,0.0,173.836014,-5.651,-2.07,0.006,-214.0,-79.0,0.0,0.02,-1.0,0.0,true
May 22 2024 10:27:13:416 AM,40959.46875,-50258.160156,4865.699707,0.0,20.0,0.0,173.875015,-29.602001,-10.790001,-0.076,-240.0,-87.0,-1.0,0.02,-1.0,0.0,true
May 22 2024 10:27:13:521 AM,40954.328125,-50260.058594,4865.649902,-1.0,20.0,0.0,173.921005,-66.500999,-24.256001,-0.254,-369.0,-135.0,-2.0,0.02,-1.0,0.0,true
May 22 2024 10:27:13:611 AM,40945.597656,-50263.277344,4865.560059,-1.0,20.0,0.0,174.018005,-111.501007,-40.525002,-0.616,-450.0,-163.0,-4.0,0.02,-1.0,0.0,true
May 22 2024 10:27:13:712 AM,40931.730469,-50268.390625,4865.439941,-1.0,20.0,0.0,174.136002,-152.53801,-55.299004,-0.893,-410.0,-148.0,-3.0,0.02,-1.0,0.0,true
May 22 2024 10:27:13:813 AM,40913.949219,-50274.929688,4865.319824,-1.0,20.0,0.0,174.254013,-190.084015,-68.677002,-1.04,-375.0,-134.0,-1.0,0.02,-1.0,0.0,true
May 22 2024 10:27:13:915 AM,40892.71875,-50282.6875,4865.199707,-1.0,20.0,0.0,174.378006,-225.698013,-81.208,-1.389,-356.0,-125.0,-3.0,0.02,-1.0,0.0,true
May 22 2024 10:27:14:14 AM,40868.398438,-50291.527344,4865.060059,-1.0,20.0,0.0,174.515015,-260.190002,-93.023003,-1.557,-345.0,-118.0,-2.0,0.02,-1.0,0.0,true
May 22 2024 10:27:14:116 AM,40840.097656,-50301.789062,4864.879883,-1.0,19.0,0.0,174.694016,-295.116028,-104.756004,-1.974,-349.0,-117.0,-4.0,0.02,-1.0,0.0,true
May 22 2024 10:27:14:223 AM,40806.257812,-50313.96875,4864.659668,-1.0,19.0,0.0,174.917007,-331.706024,-116.892006,-2.329,-366.0,-121.0,-4.0,0.02,-1.0,0.0,true
May 22 2024 10:27:14:312 AM,40775.417969,-50324.980469,4864.459961,-1.0,19.0,0.0,175.115005,-361.506012,-126.832008,-2.395,-298.0,-99.0,-1.0,0.02,-1.0,0.0,true
May 22 2024 10:27:14:415 AM,40736.609375,-50338.6875,4864.199707,-1.0,19.0,0.0,175.376007,-395.001007,-138.992004,-2.965,-335.0,-122.0,-6.0,0.02,-1.0,0.0,true
May 22 2024 10:27:14:516 AM,40694.359375,-50353.5,4863.969727,-1.0,19.0,0.0,175.603012,-428.308014,-150.169006,-2.297,-333.0,-112.0,7.0,0.02,-1.0,0.0,true
May 22 2024 10:27:14:619 AM,40648.5,-50369.449219,4863.72998,-1.0,19.0,0.0,175.846008,-461.504028,-160.610001,-2.407,-332.0,-104.0,-1.0,0.02,-1.0,0.0,true
May 22 2024 10:27:14:721 AM,40600.027344,-50386.160156,4863.5,-1.0,18.0,0.0,176.072006,-493.911011,-170.229004,-2.324,-324.0,-96.0,1.0,0.02,-1.0,0.0,true
May 22 2024 10:27:14:821 AM,40548.417969,-50404.667969,4863.22998,-1.0,18.0,0.0,176.341003,-520.981995,-190.128006,-2.861,-271.0,-199.0,-5.0,1.02,-1.0,0.0,true
May 22 2024 10:27:14:921 AM,40496.007812,-50425.4375,4862.929688,-1.0,16.0,1.0,176.645004,-546.136047,-206.682007,-3.695,-252.0,-166.0,-8.0,0.02,-1.0,0.0,true
May 22 2024 10:27:15:21 AM,40438.777344,-50443.078125,4862.52002,-1.0,15.0,0.0,177.058014,-587.80603,-181.271011,-4.375,-417.0,254.0,-7.0,0.02,-1.0,0.0,true
May 22 2024 10:27:15:111 AM,40383.828125,-50458.578125,4862.290039,-1.0,15.0,-1.0,177.290009,-620.467041,-172.844009,-2.813,-327.0,84.0,16.0,0.02,-1.0,0.0,true
May 22 2024 10:27:15:222 AM,40313.078125,-50477.640625,4861.850098,-1.0,14.0,-1.0,177.726013,-656.279053,-174.545013,-4.634,-358.0,-17.0,-18.0,0.02,-1.0,0.0,true
May 22 2024 10:27:15:313 AM,40251.878906,-50493.769531,4861.409668,-1.0,14.0,-1.0,178.167007,-684.63501,-178.032013,-5.173,-284.0,-35.0,-5.0,0.02,-1.0,0.0,true
May 22 2024 10:27:15:418 AM,40177.980469,-50512.898438,4860.830078,-1.0,14.0,-1.0,178.747009,-716.642029,-182.623001,-5.535,-320.0,-46.0,-4.0,0.02,-1.0,0.0,true
May 22 2024 10:27:15:512 AM,40109.230469,-50530.289062,4860.319824,-1.0,14.0,-1.0,179.254013,-745.204041,-183.854004,-5.164,-286.0,-12.0,4.0,-0.98,-1.0,0.0,true
May 22 2024 10:27:15:619 AM,40026.828125,-50547.339844,4859.810059,-1.0,15.0,-1.0,179.769012,-778.368042,-158.782013,-5.617,-332.0,251.0,-5.0,-0.98,-1.0,0.0,true
May 22 2024 10:27:15:712 AM,39953.839844,-50560.070312,4859.419922,0.0,19.0,-2.0,180.150009,-799.864014,-150.0,-7.621,-215.0,88.0,-20.0,-0.98,-1.0,0.0,true
May 22 2024 10:27:15:818 AM,39867.390625,-50575.769531,4858.509766,0.0,27.0,-1.0,181.06601,-812.139038,-171.416016,-9.482,-123.0,-214.0,-19.0,-0.98,-1.0,0.0,true
May 22 2024 10:27:15:915 AM,39787.859375,-50594.597656,4857.600098,0.0,37.0,-1.0,181.974014,-806.021057,-228.667007,-9.343,61.0,-573.0,1.0,-0.98,-1.0,0.0,true
May 22 2024 10:27:16:13 AM,39710.949219,-50622.929688,4856.560059,0.0,49.0,1.0,183.017014,-774.887024,-343.865021,-6.529,311.0,-1152.0,28.0,0.02,0.0,0.0,true
May 22 2024 10:27:16:120 AM,39636.640625,-50667.4375,4856.560059,1.0,61.0,3.0,183.021011,-664.684021,-491.045013,-13.839001,1102.0,-1472.0,-73.0,1.02,0.0,0.0,true
May 22 2024 10:27:16:223 AM,39579.269531,-50721.617188,4856.739746,2.0,68.0,5.0,183.203003,-504.140015,-586.616028,-8.674001,1605.0,-956.0,52.0,1.02,1.0,0.0,true
May 22 2024 10:27:16:311 AM,39543.21875,-50775.339844,4856.379883,3.0,71.0,6.0,183.565002,-350.840027,-625.737,-20.654001,1533.0,-391.0,-120.0,1.02,1.0,0.0,true
May 22 2024 10:27:16:420 AM,39516.238281,-50813.007812,4856.120117,3.0,73.0,7.0,183.825012,-162.272003,2.829,13.527,1886.0,6286.0,342.0,0.02,1.0,0.0,true
May 22 2024 10:27:16:517 AM,39510.890625,-50812.769531,4857.089844,3.0,74.0,8.0,184.798004,-6.987,19.074001,0.41,1553.0,162.0,-131.0,0.02,1.0,0.0,true
May 22 2024 10:27:16:622 AM,39511.929688,-50806.269531,4856.279785,3.0,74.0,6.0,185.615005,47.957001,73.573006,-11.359,549.0,545.0,-118.0,0.02,1.0,0.0,false
May 22 2024 10:27:16:717 AM,39514.769531,-50795.199219,4855.040039,4.0,74.0,4.0,186.856003,62.142002,120.398003,-12.102,142.0,468.0,-7.0,1.02,1.0,0.0,false
May 22 2024 10:27:16:821 AM,39517.828125,-50778.25,4853.989746,4.0,75.0,2.0,187.906006,55.551003,166.376007,-7.396,-66.0,460.0,47.0,1.02,1.0,0.0,false
May 22 2024 10:27:16:916 AM,39519.347656,-50759.46875,4853.709961,5.0,77.0,1.0,188.186005,35.897003,202.537003,0.24,-197.0,362.0,76.0,1.02,1.0,0.0,false
May 22 2024 10:27:17:15 AM,39518.640625,-50737.019531,4853.989746,5.0,80.0,0.0,188.473007,6.323,233.790009,4.729,-296.0,313.0,45.0,1.02,1.0,0.0,false
May 22 2024 10:27:17:120 AM,39517.160156,-50710.167969,4854.47998,4.0,83.0,-1.0,188.963013,3.728,278.196014,5.767,-26.0,444.0,10.0,0.02,1.0,0.0,false
May 22 2024 10:27:17:218 AM,39518.75,-50680.988281,4855.069824,4.0,84.0,0.0,189.550003,23.939001,315.038025,7.953001,202.0,368.0,22.0,0.02,1.0,0.0,false
May 22 2024 10:27:17:318 AM,39521.917969,-50648.117188,4855.870117,4.0,84.0,0.0,190.353012,33.988003,349.915009,10.3,100.0,349.0,23.0,0.02,1.0,0.0,false
