,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 5 2024 9:42:54:551 AM,37606.070312,-49438.230469,5013.169922,0.0,0.0,0.0,0.0,0.0,0.0,-132.160004,0.0,0.0,-1322.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:54:551 AM,37606.070312,-49438.230469,5013.169922,0.0,0.0,0.0,0.0,0.0,0.0,-132.160004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:54:552 AM,37606.070312,-49438.230469,5013.169922,0.0,0.0,0.0,0.0,0.0,0.0,-132.160004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:54:795 AM,37606.070312,-49438.230469,4994.25,0.0,0.0,0.0,18.922001,0.0,0.0,-229.971008,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:54:795 AM,37606.070312,-49438.230469,4994.25,0.0,0.0,0.0,18.922001,0.0,0.0,-229.971008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:54:836 AM,37606.070312,-49438.230469,4983.469727,0.0,0.0,0.0,29.698002,0.0,0.0,-271.159027,0.0,0.0,-412.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:54:953 AM,37606.070312,-49438.238281,4944.529785,0.0,0.0,0.0,68.633003,-0.472,-1.706,-382.195007,-5.0,-17.0,-1110.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:61 AM,37603.507812,-49437.988281,4915.5,-2.0,0.0,2.0,97.671005,-20.616001,2.008,-145.274002,-201.0,37.0,2369.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:138 AM,37602.71875,-49437.890625,4909.080078,-3.0,0.0,2.0,104.089005,-6.557,1.142,-45.437,141.0,-9.0,998.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:254 AM,37602.570312,-49437.878906,4907.959961,-3.0,0.0,2.0,105.208008,1.033,-0.702,5.915,76.0,-18.0,514.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:347 AM,37602.667969,-49437.9375,4908.839844,-3.0,0.0,2.0,106.090004,1.307,-0.801,10.454,3.0,-1.0,45.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:442 AM,37602.777344,-49438.007812,4909.830078,-3.0,0.0,2.0,107.076004,1.092,-0.674,9.477,-2.0,1.0,-10.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:548 AM,37602.859375,-49438.078125,4910.659668,-3.0,0.0,2.0,107.911003,0.738,-0.662,6.332,-4.0,0.0,-31.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:643 AM,37602.917969,-49438.128906,4911.189941,-3.0,0.0,2.0,108.442001,0.498,-0.525,4.623,-2.0,1.0,-17.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:754 AM,37602.949219,-49438.1875,4911.600098,-3.0,0.0,2.0,108.846008,0.311,-0.447,2.843,-2.0,1.0,-18.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:845 AM,37602.980469,-49438.21875,4911.790039,-3.0,0.0,2.0,109.038002,0.183,-0.481,1.416,-1.0,0.0,-14.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:55:957 AM,37602.988281,-49438.269531,4911.959961,-3.0,0.0,2.0,109.203003,0.116,-0.566,1.157,-1.0,-1.0,-3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:40 AM,37602.988281,-49438.269531,4912.0,-3.0,0.0,2.0,109.245003,0.058,-0.012,0.601,-1.0,6.0,-6.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:165 AM,37602.988281,-49438.269531,4912.049805,-3.0,0.0,2.0,109.299004,0.043,0.003,0.339,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:257 AM,37602.988281,-49438.269531,4912.060059,-3.0,0.0,2.0,109.312004,0.033,0.028,0.19,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:353 AM,37602.988281,-49438.269531,4912.129883,-3.0,0.0,2.0,109.374008,0.058,-0.038,0.535,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:452 AM,37602.988281,-49438.269531,4912.139648,-3.0,0.0,2.0,109.391006,0.018,0.026,0.031,0.0,1.0,-5.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:537 AM,37602.988281,-49438.269531,4912.159668,-3.0,0.0,2.0,109.405006,0.031,0.008,0.298,0.0,0.0,3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:653 AM,37602.988281,-49438.269531,4912.179688,-3.0,0.0,2.0,109.427002,0.026,0.001,0.176,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:757 AM,37602.988281,-49438.277344,4912.189941,-3.0,0.0,2.0,109.439003,0.014,0.001,0.039,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:844 AM,37602.988281,-49438.277344,4912.169922,-3.0,0.0,2.0,109.455002,0.0,0.011,-0.154,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:56:950 AM,37602.988281,-49438.277344,4912.199707,-3.0,0.0,2.0,109.479004,0.029,-0.017,0.194,0.0,0.0,3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:38 AM,37602.988281,-49438.277344,4912.219727,-3.0,0.0,2.0,109.498009,0.038,-0.021,0.359,0.0,0.0,2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:138 AM,37602.988281,-49438.277344,4912.22998,-3.0,0.0,2.0,109.510002,0.03,-0.01,0.123,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:239 AM,37602.988281,-49438.277344,4912.22998,-3.0,0.0,2.0,109.513008,0.008,0.001,-0.039,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:341 AM,37602.988281,-49438.277344,4912.25,-3.0,0.0,2.0,109.525002,0.024,-0.025,0.096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:445 AM,37602.988281,-49438.277344,4912.239746,-3.0,0.0,2.0,109.527008,0.009,0.01,-0.012,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:538 AM,37602.988281,-49438.277344,4912.25,-3.0,0.0,2.0,109.530006,0.02,-0.008,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:641 AM,37602.988281,-49438.277344,4912.25,-3.0,0.0,2.0,109.533005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:747 AM,37602.988281,-49438.277344,4912.239746,-3.0,0.0,2.0,109.534004,0.014,-0.024,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:844 AM,37602.988281,-49438.277344,4912.25,-3.0,0.0,2.0,109.537003,0.011,-0.001,-0.079,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:57:937 AM,37602.988281,-49438.277344,4912.25,-3.0,0.0,2.0,109.539001,0.012,-0.018,0.016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:38 AM,37602.988281,-49438.277344,4912.239746,-3.0,0.0,2.0,109.545006,0.023,-0.007,-0.043,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:155 AM,37602.988281,-49438.277344,4912.239746,-3.0,0.0,2.0,109.546005,0.016,-0.009,-0.094,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:242 AM,37602.988281,-49438.277344,4912.239746,-3.0,0.0,2.0,109.551003,0.008,-0.01,0.046,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:626 AM,37602.988281,-49438.277344,4912.189941,-3.0,0.0,2.0,109.593002,0.005,0.017,-0.173,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:627 AM,37602.988281,-49438.277344,4912.189941,-3.0,0.0,2.0,109.593002,0.005,0.017,-0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:628 AM,37602.988281,-49438.277344,4912.189941,-3.0,0.0,2.0,109.593002,0.005,0.017,-0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:672 AM,37602.988281,-49438.277344,4912.189941,-3.0,0.0,2.0,109.597008,0.01,-0.007,-0.048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:748 AM,37602.988281,-49438.277344,4912.209961,-3.0,0.0,2.0,109.614006,0.026,-0.027,0.224,0.0,0.0,3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:848 AM,37602.988281,-49438.277344,4912.219727,-3.0,0.0,2.0,109.625008,0.008,-0.042,0.041,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:58:949 AM,37602.988281,-49438.277344,4912.219727,-3.0,0.0,2.0,109.629005,0.02,-0.03,-0.015,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:59:55 AM,37602.988281,-49438.277344,4912.22998,-3.0,0.0,2.0,109.634003,0.017,-0.03,0.135,0.0,0.0,2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:59:146 AM,37602.988281,-49438.277344,4912.219727,-3.0,0.0,2.0,109.642006,0.018,-0.012,0.066,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:59:249 AM,37602.988281,-49438.277344,4912.189941,-3.0,0.0,2.0,109.667007,0.011,-0.01,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:59:347 AM,37602.988281,-49438.277344,4912.209961,-3.0,0.0,2.0,109.678001,0.019,-0.036,-0.106,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:59:455 AM,37602.988281,-49438.277344,4912.199707,-3.0,0.0,2.0,109.682007,0.008,-0.013,-0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:59:544 AM,37602.988281,-49438.277344,4912.219727,-3.0,0.0,2.0,109.697006,0.014,-0.011,0.019,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:59:655 AM,37602.988281,-49438.277344,4912.219727,-3.0,0.0,2.0,109.699005,0.02,-0.026,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:59:760 AM,37602.988281,-49438.277344,4912.22998,-3.0,0.0,2.0,109.705002,0.009,-0.017,-0.123,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:42:59:928 AM,37602.988281,-49438.277344,4912.209961,-3.0,0.0,2.0,109.726006,0.001,0.011,-0.175,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:43:00:33 AM,37602.988281,-49438.277344,4912.209961,-3.0,0.0,2.0,109.733002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:43:00:127 AM,37602.988281,-49438.277344,4912.22998,-3.0,0.0,2.0,109.748009,0.031,-0.056,0.343,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:43:00:216 AM,37602.988281,-49438.277344,4912.25,-3.0,0.0,2.0,109.767006,0.028,-0.039,0.167,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:43:00:313 AM,37602.988281,-49438.277344,4912.22998,-3.0,0.0,2.0,109.787003,0.006,-0.004,0.048,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:43:00:417 AM,37602.988281,-49438.277344,4912.219727,-3.0,0.0,2.0,109.796005,0.015,-0.02,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:43:00:510 AM,37602.988281,-49438.277344,4912.22998,-3.0,0.0,2.0,109.812004,0.02,-0.034,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:43:00:612 AM,37602.988281,-49438.277344,4912.239746,-3.0,0.0,2.0,109.818008,0.023,-0.031,0.293,0.0,0.0,2.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:43:00:714 AM,37602.988281,-49438.277344,4912.22998,-3.0,0.0,2.0,109.830002,-0.021,0.015,-0.477,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:43:00:810 AM,37602.988281,-49438.277344,4912.219727,-3.0,0.0,2.0,109.837006,0.029,-0.025,0.454,0.0,0.0,9.0,0.0,0.0,0.0,0.0,true
