,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 5 2024 9:39:04:0 AM,37606.070312,-49438.230469,5014.759766,0.0,0.0,0.0,0.0,0.0,0.0,-120.350006,0.0,0.0,-1204.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:0 AM,37606.070312,-49438.230469,5014.759766,0.0,0.0,0.0,0.0,0.0,0.0,-120.350006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:0 AM,37606.070312,-49438.230469,5014.759766,0.0,0.0,0.0,0.0,0.0,0.0,-120.350006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:278 AM,37606.070312,-49438.230469,4997.02002,0.0,0.0,0.0,17.742001,0.0,0.0,-218.173004,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:278 AM,37606.070312,-49438.230469,4997.02002,0.0,0.0,0.0,17.742001,0.0,0.0,-218.173004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:305 AM,37606.070312,-49438.230469,4990.109863,0.0,0.0,0.0,24.650002,0.0,0.0,-246.388016,0.0,0.0,-282.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:393 AM,37606.070312,-49438.230469,4963.779785,0.0,0.0,0.0,50.978001,0.0,0.0,-333.427002,0.0,0.0,-870.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:501 AM,37604.730469,-49438.140625,4926.069824,-1.0,0.0,1.0,88.693001,-32.582001,0.397,-280.521027,-326.0,4.0,529.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:604 AM,37602.839844,-49437.949219,4910.580078,-3.0,0.0,2.0,104.181007,-10.354,1.584,-72.160004,222.0,12.0,2084.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:705 AM,37602.480469,-49437.890625,4907.790039,-3.0,0.0,2.0,106.968002,0.365,-1.003,-0.617,107.0,-26.0,715.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:815 AM,37602.578125,-49437.949219,4908.52002,-3.0,0.0,2.0,107.691002,1.307,-0.846,9.759001,9.0,2.0,104.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:900 AM,37602.679688,-49438.019531,4909.459961,-3.0,0.0,2.0,108.637009,1.213,-0.747,10.229,-1.0,1.0,5.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:04:986 AM,37602.757812,-49438.070312,4910.259766,-3.0,0.0,2.0,109.437004,0.926,-0.634,8.234,-3.0,1.0,-20.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:05:90 AM,37602.828125,-49438.128906,4910.97998,-3.0,0.0,2.0,110.153008,0.608,-0.568,5.343,-3.0,1.0,-29.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:05:186 AM,37602.871094,-49438.167969,4911.419922,-3.0,0.0,2.0,110.590004,0.412,-0.441,3.788,-2.0,1.0,-16.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:05:321 AM,37602.917969,-49438.207031,4911.77002,-3.0,0.0,2.0,110.942009,0.228,-0.444,1.842,-2.0,0.0,-19.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:05:413 AM,37602.929688,-49438.257812,4911.889648,-3.0,0.0,2.0,111.068008,0.134,-0.456,1.152,-1.0,0.0,-7.0,0.0,0.0,0.0,0.0,true
Jun 5 2024 9:39:05:502 AM,37602.929688,-49438.269531,4911.959961,-3.0,0.0,2.0,111.131004,0.051,-0.034,0.47,-1.0,4.0,-7.0,0.0,0.0,0.0,0.0,true
