,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:01:59:230 AM,37606.070312,-49438.230469,5014.100098,0.0,0.0,0.0,0.0,0.0,0.0,-125.110008,0.0,0.0,-1251.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:01:59:230 AM,37606.070312,-49438.230469,5014.100098,0.0,0.0,0.0,0.0,0.0,0.0,-125.110008,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:01:59:230 AM,37606.070312,-49438.230469,5014.100098,0.0,0.0,0.0,0.0,0.0,0.0,-125.110008,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:01:59:764 AM,37606.070312,-49438.230469,4995.879883,0.0,0.0,0.0,18.218,0.0,0.0,-222.927017,0.0,0.0,-978.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:01:59:765 AM,37606.070312,-49438.230469,4995.879883,0.0,0.0,0.0,18.218,0.0,0.0,-222.927017,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:01:59:765 AM,37606.070312,-49438.230469,4995.879883,0.0,0.0,0.0,18.218,0.0,0.0,-222.927017,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:01:59:765 AM,37606.070312,-49438.230469,4995.879883,0.0,0.0,0.0,18.218,0.0,0.0,-222.927017,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:01:59:869 AM,37606.070312,-49438.230469,4965.830078,0.0,0.0,0.0,48.277,0.0,0.0,-327.420013,0.0,0.0,-1045.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:01:59:973 AM,37604.667969,-49439.230469,4928.659668,-1.0,0.0,1.0,85.444,15.997001,20.749001,-323.639008,160.0,207.0,38.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:65 AM,37602.859375,-49438.828125,4912.029785,-3.0,0.0,2.0,102.074005,4.724,10.323001,-98.507004,-113.0,-104.0,2251.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:165 AM,37602.398438,-49438.207031,4907.889648,-3.0,0.0,2.0,106.211006,-2.554,1.415,-6.311,-73.0,-89.0,922.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:271 AM,37602.5,-49438.269531,4908.339844,-3.0,0.0,2.0,106.662003,0.2,2.124,8.870001,28.0,7.0,152.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:365 AM,37602.558594,-49438.328125,4909.290039,-3.0,0.0,2.0,107.611008,0.643,2.004,9.964001,4.0,-1.0,11.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:467 AM,37602.597656,-49438.390625,4910.209961,-3.0,0.0,2.0,108.529007,0.63,1.363,7.927001,0.0,-6.0,-20.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:567 AM,37602.628906,-49438.4375,4910.859863,-3.0,0.0,2.0,109.182007,0.467,0.809,5.445,-2.0,-6.0,-25.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:674 AM,37602.640625,-49438.488281,4911.319824,-3.0,0.0,2.0,109.635002,0.311,0.355,3.461,-2.0,-5.0,-20.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:762 AM,37602.660156,-49438.519531,4911.560059,-3.0,0.0,2.0,109.883003,0.218,0.11,2.322,-1.0,-2.0,-11.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:870 AM,37602.667969,-49438.558594,4911.739746,-3.0,0.0,2.0,110.063004,0.136,-0.05,1.293,-1.0,-2.0,-10.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:00:965 AM,37602.660156,-49438.609375,4911.850098,-3.0,0.0,2.0,110.170006,0.105,-0.226,0.863,0.0,-2.0,-4.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:72 AM,37602.660156,-49438.648438,4911.919922,-3.0,0.0,2.0,110.237007,0.082,-0.262,0.594,0.0,0.0,-3.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:163 AM,37602.648438,-49438.6875,4911.929688,-3.0,0.0,2.0,110.254005,0.039,-0.395,0.217,0.0,-1.0,-4.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:271 AM,37602.648438,-49438.679688,4911.959961,-3.0,0.0,2.0,110.282005,0.04,-0.098,0.297,0.0,3.0,1.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:373 AM,37602.648438,-49438.667969,4911.989746,-3.0,0.0,2.0,110.314003,0.035,-0.077,0.284,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:465 AM,37602.648438,-49438.667969,4912.009766,-3.0,0.0,2.0,110.332008,0.013,-0.074,0.018,0.0,0.0,-3.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:568 AM,37602.648438,-49438.660156,4912.02002,-3.0,0.0,2.0,110.341003,0.023,-0.057,0.132,0.0,0.0,1.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:669 AM,37602.648438,-49438.660156,4912.040039,-3.0,0.0,2.0,110.354004,0.026,-0.062,0.157,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:775 AM,37602.648438,-49438.648438,4912.029785,-3.0,0.0,2.0,110.357002,0.023,-0.075,0.044,0.0,0.0,-1.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:869 AM,37602.648438,-49438.640625,4912.029785,-3.0,0.0,2.0,110.358002,0.015,-0.064,0.322,0.0,0.0,3.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:01:971 AM,37602.648438,-49438.628906,4912.029785,-3.0,0.0,2.0,110.367004,0.012,-0.097,-0.069,0.0,0.0,-4.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:02:74 AM,37602.648438,-49438.628906,4912.029785,-3.0,0.0,2.0,110.369003,0.013,-0.055,0.075,0.0,0.0,1.0,-0.02,0.0,0.0,0.0,true
May 22 2024 11:02:02:179 AM,37602.648438,-49438.628906,4912.049805,-3.0,0.0,2.0,110.387009,0.04,0.01,0.645,0.0,1.0,6.0,-0.02,0.0,0.0,0.0,true
