,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 11:21:43:503 AM,37602.519531,-49438.238281,4909.159668,-3.0,0.0,2.0,109.679008,0.655,1.926,10.205001,6.0,7.0,21.0,0.0,0.0,0.0,true
May 21 2024 11:21:43:608 AM,37602.570312,-49438.300781,4910.139648,-3.0,0.0,2.0,110.660004,0.639,1.55,8.155001,0.0,-4.0,-20.0,0.0,0.0,0.0,true
May 21 2024 11:21:43:705 AM,37602.589844,-49438.347656,4910.810059,-3.0,0.0,2.0,111.323006,0.476,1.043,5.865,-2.0,-5.0,-23.0,0.0,0.0,0.0,true
May 21 2024 11:21:43:808 AM,37602.609375,-49438.398438,4911.279785,-3.0,0.0,2.0,111.801003,0.325,0.564,3.698,-2.0,-5.0,-22.0,0.0,0.0,0.0,true
May 21 2024 11:21:43:907 AM,37602.640625,-49438.4375,4911.580078,-3.0,0.0,2.0,112.097008,0.232,0.173,2.424,-1.0,-4.0,-13.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:11 AM,37602.640625,-49438.488281,4911.77002,-3.0,0.0,2.0,112.282005,0.153,-0.065,1.489,-1.0,-2.0,-9.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:102 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,-2.0,1.0,-15.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:201 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:306 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:407 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:507 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:607 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:707 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:807 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:44:908 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:8 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:108 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:209 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:308 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:409 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:508 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:608 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:709 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:809 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:45:908 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:9 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:109 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:203 AM,37602.640625,-49438.507812,4911.850098,-3.0,0.0,2.0,112.365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:306 AM,37602.628906,-49438.519531,4911.830078,-3.0,0.0,2.0,112.380005,0.046,-0.244,0.026,0.0,-2.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:403 AM,37602.628906,-49438.558594,4911.879883,-3.0,0.0,2.0,112.421005,0.059,-0.263,0.541,0.0,0.0,5.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:503 AM,37602.628906,-49438.609375,4911.939941,-3.0,0.0,2.0,112.481003,0.06,-0.126,0.513,0.0,1.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:602 AM,37602.628906,-49438.609375,4911.97998,-3.0,0.0,2.0,112.525009,0.04,-0.039,0.398,0.0,1.0,-1.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:706 AM,37602.628906,-49438.609375,4912.0,-3.0,0.0,2.0,112.550003,0.023,-0.034,0.11,0.0,0.0,-3.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:807 AM,37602.628906,-49438.597656,4912.02002,-3.0,0.0,2.0,112.568008,0.024,-0.058,0.189,0.0,0.0,1.0,0.0,0.0,0.0,true
May 21 2024 11:21:46:909 AM,37602.628906,-49438.597656,4912.040039,-3.0,0.0,2.0,112.587006,0.034,-0.036,0.188,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:47:8 AM,37602.628906,-49438.597656,4912.060059,-3.0,0.0,2.0,112.603004,0.028,-0.047,0.131,0.0,0.0,-1.0,0.0,0.02,0.0,true
May 21 2024 11:21:47:109 AM,37602.710938,-49438.640625,4912.060059,-3.0,0.0,2.0,112.609009,0.118,-0.273,0.027,1.0,-2.0,-1.0,0.0,0.0,0.0,true
May 21 2024 11:21:47:209 AM,37602.699219,-49438.6875,4912.060059,-3.0,0.0,2.0,112.610008,0.06,-0.339,0.011,-1.0,-1.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:47:310 AM,37602.699219,-49438.738281,4912.060059,-3.0,0.0,2.0,112.612007,0.033,-0.357,0.015,0.0,0.0,0.0,0.0,0.06,0.0,true
May 21 2024 11:21:47:410 AM,37602.980469,-49438.789062,4912.049805,-3.0,0.0,2.0,112.622002,4.017,-0.325,-0.236,40.0,0.0,-3.0,0.0,0.13,0.0,true
May 21 2024 11:21:47:509 AM,37603.609375,-49438.839844,4912.02002,-3.0,0.0,2.0,112.653008,6.772,-0.324,-0.398,28.0,0.0,-2.0,0.0,0.15,0.0,true
May 21 2024 11:21:47:609 AM,37604.449219,-49438.890625,4911.97998,-3.0,0.0,2.0,112.697006,8.804001,-0.359,-0.481,20.0,0.0,-1.0,0.0,0.2,0.0,true
May 21 2024 11:21:47:709 AM,37605.527344,-49438.9375,4911.919922,-3.0,0.0,2.0,112.756004,11.768001,-0.381,-0.627,30.0,0.0,-1.0,0.0,0.19,0.0,true
May 21 2024 11:21:47:809 AM,37606.960938,-49438.988281,4911.839844,-3.0,0.0,2.0,112.832008,15.240001,-0.371,-0.869,35.0,0.0,-2.0,0.0,0.18,0.0,true
May 21 2024 11:21:47:910 AM,37608.878906,-49439.039062,4911.739746,-3.0,0.0,2.0,112.939003,20.831001,-0.371,-1.204,56.0,0.0,-3.0,0.0,0.21,0.0,true
May 21 2024 11:21:48:4 AM,37611.167969,-49439.078125,4911.609863,-3.0,0.0,2.0,113.063004,26.960001,-0.396,-1.509,61.0,0.0,-3.0,0.0,0.27,0.0,true
May 21 2024 11:21:48:109 AM,37614.480469,-49439.140625,4911.429688,-3.0,0.0,2.0,113.243004,35.174,-0.394,-2.054,82.0,0.0,-5.0,0.0,0.31,0.0,true
May 21 2024 11:21:48:210 AM,37618.460938,-49439.148438,4911.219727,-3.0,0.0,2.0,113.451004,42.868004,-0.205,-2.088,77.0,2.0,0.0,0.0,0.36,0.0,true
May 21 2024 11:21:48:304 AM,37623.140625,-49439.160156,4911.0,-3.0,0.0,2.0,113.672005,54.178001,-0.269,-2.622,113.0,-1.0,-5.0,0.0,0.43,0.0,true
May 21 2024 11:21:48:402 AM,37629.640625,-49439.1875,4910.689941,-3.0,0.0,2.0,113.980003,73.097,-0.373,-3.841,189.0,-1.0,-12.0,0.0,0.54,0.0,true
May 21 2024 11:21:48:502 AM,37638.238281,-49439.230469,4910.27002,-3.0,0.0,2.0,114.409004,93.573006,-0.503,-5.052,205.0,-1.0,-12.0,0.0,0.55,0.0,true
May 21 2024 11:21:48:609 AM,37649.890625,-49439.269531,4909.659668,-2.0,0.0,2.0,115.014008,117.439003,-0.598,-6.4,239.0,-1.0,-13.0,0.0,0.58,0.0,true
May 21 2024 11:21:48:704 AM,37662.199219,-49439.320312,4909.02002,-2.0,0.0,2.0,115.659004,136.45401,-0.669,-7.327,190.0,-1.0,-9.0,0.0,0.54,0.0,true
May 21 2024 11:21:48:807 AM,37677.328125,-49439.417969,4908.209961,-2.0,0.0,2.0,116.461006,153.435013,-0.821,-8.135,170.0,-2.0,-8.0,0.0,0.25,0.0,true
May 21 2024 11:21:48:909 AM,37693.378906,-49439.507812,4907.359863,-2.0,0.0,2.0,117.318008,162.678009,-0.987,-8.543,92.0,-2.0,-4.0,0.0,0.22,0.0,true
May 21 2024 11:21:49:10 AM,37709.828125,-49439.597656,4906.469727,-2.0,0.0,2.0,118.202003,167.147003,-1.112,-8.756001,45.0,-1.0,-2.0,0.0,0.2,0.0,true
May 21 2024 11:21:49:105 AM,37725.75,-49439.71875,4905.620117,-3.0,0.0,2.0,119.058006,168.839005,-1.532,-8.878,17.0,-4.0,-1.0,0.0,0.17,0.0,true
May 21 2024 11:21:49:207 AM,37742.757812,-49439.898438,4904.72998,-3.0,0.0,2.0,119.950005,168.403015,-2.071,-8.508,-4.0,-5.0,4.0,0.0,0.11,0.0,true
May 21 2024 11:21:49:307 AM,37759.429688,-49440.109375,4903.850098,-3.0,0.0,2.0,120.827003,166.192001,-1.875,-8.866,-22.0,2.0,-4.0,0.0,0.1,0.0,true
May 21 2024 11:21:49:407 AM,37775.699219,-49440.320312,4902.929688,-3.0,0.0,2.0,121.747009,163.401001,-1.465,-9.148001,-28.0,4.0,-3.0,0.0,0.1,0.0,true
May 21 2024 11:21:49:508 AM,37791.6875,-49440.519531,4902.009766,-3.0,0.0,2.0,122.667007,160.195007,-1.414,-8.815001,-32.0,1.0,3.0,0.0,0.1,0.0,true
May 21 2024 11:21:49:608 AM,37807.527344,-49440.6875,4901.169922,-3.0,0.0,2.0,123.506004,156.403,-1.963,-7.91,-38.0,-5.0,9.0,0.0,0.1,0.0,true
May 21 2024 11:21:49:709 AM,37823.019531,-49440.859375,4900.409668,-3.0,-1.0,2.0,124.263008,152.511002,-2.376,-6.940001,-39.0,-4.0,10.0,0.0,0.09,0.0,true
May 21 2024 11:21:49:802 AM,37836.917969,-49441.007812,4899.790039,-3.0,-1.0,2.0,124.884003,148.725006,-2.695,-6.368001,-38.0,-3.0,6.0,0.0,0.06,0.0,true
May 21 2024 11:21:49:903 AM,37851.621094,-49441.1875,4899.149902,-3.0,-1.0,2.0,125.522003,143.996002,-2.705,-6.109,-47.0,0.0,3.0,0.0,0.05,0.0,true
May 21 2024 11:21:50:3 AM,37865.730469,-49441.367188,4898.509766,-3.0,-1.0,2.0,126.16301,139.384003,-2.253,-6.522,-46.0,5.0,-4.0,0.0,0.05,0.0,true
May 21 2024 11:21:50:103 AM,37879.417969,-49441.539062,4897.859863,-3.0,-1.0,2.0,126.818008,134.840012,-2.016,-6.514,-45.0,2.0,0.0,0.0,0.05,0.0,true
May 21 2024 11:21:50:204 AM,37892.871094,-49441.699219,4897.199707,-3.0,-1.0,2.0,127.471008,130.269012,-1.804,-6.305,-46.0,2.0,2.0,0.0,0.04,0.0,true
May 21 2024 11:21:50:308 AM,37906.097656,-49441.878906,4896.560059,-3.0,-1.0,2.0,128.114014,125.69101,-1.663,-6.118001,-46.0,1.0,2.0,0.0,0.04,0.0,true
May 21 2024 11:21:50:404 AM,37917.949219,-49442.039062,4895.989746,-3.0,-1.0,2.0,128.686005,121.636009,-1.614,-5.949,-41.0,0.0,2.0,0.0,0.04,0.0,true
May 21 2024 11:21:50:504 AM,37930.027344,-49442.179688,4895.409668,-3.0,-1.0,2.0,129.264999,117.610008,-1.575,-5.652,-40.0,0.0,3.0,0.0,0.04,0.0,true
May 21 2024 11:21:50:606 AM,37941.820312,-49442.320312,4894.850098,-3.0,-1.0,2.0,129.830002,113.639008,-1.528,-5.432,-40.0,0.0,2.0,0.0,0.04,0.0,true
May 21 2024 11:21:50:710 AM,37953.4375,-49442.457031,4894.290039,-3.0,-1.0,2.0,130.389008,109.852005,-1.419,-5.53,-38.0,1.0,-1.0,0.0,0.04,0.0,true
May 21 2024 11:21:50:803 AM,37963.527344,-49442.617188,4893.719727,-3.0,-1.0,2.0,130.950012,107.755005,-0.494,-6.359,-21.0,9.0,-8.0,0.0,0.04,0.0,true
May 21 2024 11:21:50:905 AM,37974.257812,-49442.757812,4893.089844,-3.0,-1.0,2.0,131.588013,105.022003,-0.452,-5.769,-27.0,0.0,6.0,0.0,0.05,0.0,true
May 21 2024 11:21:51:7 AM,37984.808594,-49442.847656,4892.549805,-3.0,-1.0,2.0,132.124008,101.693008,-0.81,-4.877,-33.0,-4.0,9.0,0.0,0.06,0.0,true
May 21 2024 11:21:51:110 AM,37994.988281,-49442.949219,4892.080078,-3.0,-1.0,2.0,132.596008,99.154007,-0.965,-4.51,-25.0,-2.0,4.0,0.0,0.07,0.0,true
May 21 2024 11:21:51:209 AM,38004.570312,-49443.027344,4891.629883,-3.0,0.0,2.0,133.044006,95.070007,-0.902,-4.63,-41.0,1.0,-1.0,0.0,0.09,0.0,true
May 21 2024 11:21:51:307 AM,38013.699219,-49443.109375,4891.209961,-3.0,0.0,2.0,133.462006,92.725006,-0.875,-4.11,-23.0,0.0,5.0,0.0,0.1,0.0,true
May 21 2024 11:21:51:412 AM,38023.179688,-49443.199219,4890.739746,-3.0,0.0,2.0,133.937012,90.735001,-0.174,-5.007,-20.0,7.0,-9.0,0.0,0.09,0.0,true
May 21 2024 11:21:51:502 AM,38031.289062,-49443.277344,4890.279785,-3.0,0.0,2.0,134.392014,86.163002,0.122,-4.917,-46.0,3.0,1.0,0.0,0.09,0.0,true
May 21 2024 11:21:51:602 AM,38040.058594,-49443.359375,4889.810059,-3.0,0.0,2.0,134.869003,86.429001,0.225,-4.941,3.0,1.0,0.0,0.0,0.07,0.0,true
May 21 2024 11:21:51:712 AM,38049.578125,-49443.429688,4889.279785,-3.0,0.0,3.0,135.39801,85.642006,0.227,-4.945,-8.0,0.0,0.0,0.0,0.05,0.0,true
May 21 2024 11:21:51:810 AM,38058.019531,-49443.457031,4888.839844,-3.0,0.0,3.0,135.831009,86.466003,-0.159,-4.128,8.0,-4.0,8.0,0.0,0.0,0.0,true
May 21 2024 11:21:51:910 AM,38066.859375,-49443.519531,4888.449707,-3.0,0.0,3.0,136.222,88.317001,-0.503,-3.891,19.0,-3.0,2.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:10 AM,38075.738281,-49443.558594,4888.069824,-3.0,0.0,3.0,136.609009,88.115005,-0.58,-3.852,-2.0,-1.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:105 AM,38084.070312,-49443.597656,4887.699707,-3.0,0.0,3.0,136.973999,86.946007,-0.602,-3.81,-12.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:210 AM,38092.96875,-49443.640625,4887.310059,-3.0,0.0,3.0,137.366013,85.193001,-0.573,-3.917,-18.0,0.0,-1.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:307 AM,38101.089844,-49443.667969,4886.939941,-3.0,0.0,3.0,137.73201,83.391006,-0.521,-3.755,-18.0,1.0,2.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:410 AM,38109.71875,-49443.699219,4886.560059,-3.0,0.0,3.0,138.111008,81.391006,-0.468,-3.593,-20.0,1.0,2.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:508 AM,38117.429688,-49443.738281,4886.219727,-3.0,0.0,3.0,138.456009,79.602005,-0.459,-3.504,-18.0,0.0,1.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:609 AM,38125.570312,-49443.777344,4885.859863,-3.0,0.0,3.0,138.819,77.746002,-0.384,-3.488,-19.0,1.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:710 AM,38133.269531,-49443.820312,4885.509766,-3.0,0.0,3.0,139.164001,76.047005,-0.383,-3.396,-17.0,0.0,1.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:802 AM,38140.238281,-49443.847656,4885.199707,-3.0,0.0,3.0,139.477005,74.562004,-0.33,-3.375,-15.0,1.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:52:903 AM,38147.417969,-49443.898438,4884.870117,-3.0,0.0,3.0,139.806,67.652,-0.238,-3.042,-69.0,1.0,3.0,0.0,0.1,0.0,true
May 21 2024 11:21:53:3 AM,38153.96875,-49443.910156,4884.569824,-3.0,0.0,3.0,140.106003,64.215004,-0.17,-2.869,-34.0,1.0,2.0,0.0,0.12,0.0,true
May 21 2024 11:21:53:104 AM,38160.480469,-49443.910156,4884.279785,-3.0,0.0,3.0,140.393005,63.373005,-0.141,-2.819,-8.0,0.0,0.0,0.0,0.11,0.0,true
May 21 2024 11:21:53:205 AM,38167.0,-49443.917969,4884.0,-3.0,0.0,3.0,140.675003,63.898003,-0.167,-2.81,5.0,0.0,0.0,0.0,0.09,0.0,true
May 21 2024 11:21:53:307 AM,38173.628906,-49443.917969,4883.709961,-3.0,0.0,3.0,140.963013,64.131004,-0.143,-2.853,2.0,0.0,0.0,0.0,0.06,0.0,true
May 21 2024 11:21:53:410 AM,38180.257812,-49443.929688,4883.419922,-3.0,0.0,3.0,141.254013,63.588001,-0.186,-2.77,-5.0,0.0,1.0,0.0,0.04,0.0,true
May 21 2024 11:21:53:510 AM,38186.808594,-49443.929688,4883.139648,-3.0,0.0,3.0,141.53801,66.436005,-0.197,-2.916,28.0,0.0,-1.0,0.0,0.0,0.0,true
May 21 2024 11:21:53:603 AM,38193.21875,-49443.9375,4882.859863,-3.0,0.0,3.0,141.813004,68.201004,-0.192,-3.059,18.0,0.0,-1.0,0.0,0.0,0.0,true
May 21 2024 11:21:53:708 AM,38200.371094,-49443.949219,4882.549805,-3.0,0.0,3.0,142.125,68.618004,-0.192,-3.033,4.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:53:804 AM,38206.890625,-49443.957031,4882.259766,-3.0,0.0,3.0,142.41301,68.276001,-0.141,-3.107,-3.0,1.0,-1.0,0.0,0.0,0.0,true
May 21 2024 11:21:53:908 AM,38213.890625,-49443.957031,4881.949707,-3.0,0.0,3.0,142.720001,67.544006,-0.177,-2.958,-7.0,0.0,1.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:10 AM,38220.820312,-49443.980469,4881.620117,-3.0,0.0,3.0,143.054001,67.554001,0.55,-3.885,0.0,7.0,-9.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:103 AM,38227.277344,-49444.007812,4881.22998,-3.0,0.0,3.0,143.44101,67.933006,1.118,-4.473,4.0,6.0,-6.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:203 AM,38234.21875,-49444.039062,4880.790039,-3.0,0.0,3.0,143.888,68.150002,1.424,-4.572,2.0,3.0,-1.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:304 AM,38241.058594,-49444.007812,4880.409668,-3.0,0.0,3.0,144.262009,66.985001,0.772,-3.211,-12.0,-7.0,14.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:406 AM,38247.828125,-49443.980469,4880.120117,-3.0,0.0,3.0,144.558014,65.742004,0.413,-2.685,-12.0,-4.0,5.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:508 AM,38254.488281,-49443.929688,4879.850098,-3.0,0.0,3.0,144.825012,64.525002,0.279,-2.52,-12.0,-1.0,2.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:603 AM,38260.519531,-49443.878906,4879.609863,-3.0,0.0,3.0,145.064011,63.480003,0.26,-2.526,-10.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:706 AM,38266.988281,-49443.828125,4879.350098,-3.0,0.0,3.0,145.324005,62.421001,0.267,-2.492,-11.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:808 AM,38273.347656,-49443.769531,4879.089844,-3.0,0.0,3.0,145.583008,61.434002,0.283,-2.519,-10.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:54:908 AM,38279.449219,-49443.71875,4878.839844,-3.0,0.0,3.0,145.834,60.537003,0.291,-2.543,-9.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:8 AM,38285.480469,-49443.679688,4878.589844,-3.0,0.0,3.0,146.085007,59.702003,0.298,-2.538,-8.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:109 AM,38291.488281,-49443.628906,4878.339844,-3.0,0.0,3.0,146.339005,58.916004,0.314,-2.509,-8.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:202 AM,38296.929688,-49443.589844,4878.109863,-2.0,0.0,3.0,146.569,58.241001,0.32,-2.484,-7.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:302 AM,38302.777344,-49443.539062,4877.859863,-2.0,0.0,3.0,146.815002,57.549004,0.324,-2.45,-7.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:402 AM,38308.507812,-49443.5,4877.620117,-2.0,0.0,3.0,147.057007,56.892002,0.317,-2.425,-7.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:503 AM,38314.179688,-49443.449219,4877.379883,-2.0,0.0,3.0,147.296005,56.277004,0.313,-2.404,-6.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:603 AM,38319.820312,-49443.398438,4877.139648,-2.0,0.0,3.0,147.533005,55.661003,0.352,-2.328,-6.0,0.0,1.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:703 AM,38325.359375,-49443.359375,4876.909668,-2.0,0.0,3.0,147.76001,55.042004,0.378,-2.287,-6.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:806 AM,38331.007812,-49443.328125,4876.679688,-2.0,0.0,3.0,147.993011,54.453003,0.399,-2.237,-6.0,0.0,1.0,0.0,0.0,0.0,true
May 21 2024 11:21:55:906 AM,38336.4375,-49443.289062,4876.459961,-2.0,0.0,3.0,148.214005,53.917004,0.393,-2.224,-5.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:56:8 AM,38341.9375,-49443.25,4876.239746,-2.0,0.0,3.0,148.439011,53.345001,0.367,-2.14,-6.0,0.0,1.0,0.0,0.0,0.0,true
May 21 2024 11:21:56:101 AM,38346.910156,-49443.207031,4876.040039,-2.0,0.0,3.0,148.638,52.828003,0.339,-2.099,-5.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:56:204 AM,38352.308594,-49443.160156,4875.819824,-2.0,0.0,3.0,148.852005,52.300003,0.328,-2.071,-5.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:56:307 AM,38357.667969,-49443.117188,4875.609863,-2.0,0.0,3.0,149.06601,51.806004,0.327,-2.067,-5.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:21:56:410 AM,38362.960938,-49443.070312,4875.399902,-2.0,0.0,3.0,149.278,51.348003,0.322,-2.054,-5.0,0.0,0.0,0.0,0.0,0.0,true
