,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
May 22 2024 11:20:33:781 AM,37606.070312,-49438.230469,5014.540039,0.0,0.0,0.0,0.0,0.0,0.0,-121.983009,0.0,0.0,-1220.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:20:33:782 AM,37606.070312,-49438.230469,5014.540039,0.0,0.0,0.0,0.0,0.0,0.0,-121.983009,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:20:33:782 AM,37606.070312,-49438.230469,5014.540039,0.0,0.0,0.0,0.0,0.0,0.0,-121.983009,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:20:34:333 AM,37606.070312,-49438.230469,4996.629883,0.0,0.0,0.0,17.905001,0.0,0.0,-219.804016,0.0,0.0,-978.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:20:34:334 AM,37606.070312,-49438.230469,4996.629883,0.0,0.0,0.0,17.905001,0.0,0.0,-219.804016,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:20:34:334 AM,37606.070312,-49438.230469,4996.629883,0.0,0.0,0.0,17.905001,0.0,0.0,-219.804016,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:20:34:334 AM,37606.070312,-49438.230469,4996.629883,0.0,0.0,0.0,17.905001,0.0,0.0,-219.804016,0.0,0.0,0.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:20:34:465 AM,37606.070312,-49438.230469,4957.939941,0.0,0.0,0.0,56.598003,0.0,0.0,-349.740021,0.0,0.0,-1299.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:20:34:546 AM,37604.847656,-49438.847656,4927.850098,-1.0,0.0,1.0,86.692001,23.200001,26.752001,-306.069,232.0,268.0,437.0,0.02,0.0,0.0,0.0,true
May 22 2024 11:20:34:638 AM,37602.96875,-49438.449219,4911.939941,-3.0,0.0,2.0,102.596008,4.735,11.544001,-97.001007,-185.0,-152.0,2091.0,0.02,0.0,0.0,0.0,true
