,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 9:43:39:786 AM,37606.070312,-49438.230469,5014.089844,0.0,0.0,0.0,0.0,0.0,0.0,-125.238007,0.0,0.0,-1252.0,0.0,0.0,0.0,true
May 21 2024 9:43:39:786 AM,37606.070312,-49438.230469,5014.089844,0.0,0.0,0.0,0.0,0.0,0.0,-125.238007,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:43:39:787 AM,37606.070312,-49438.230469,5014.089844,0.0,0.0,0.0,0.0,0.0,0.0,-125.238007,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:43:40:483 AM,37606.070312,-49438.230469,4995.850098,0.0,0.0,0.0,18.231001,0.0,0.0,-223.056015,0.0,0.0,-978.0,0.0,0.0,0.0,true
May 21 2024 9:43:40:484 AM,37606.070312,-49438.230469,4995.850098,0.0,0.0,0.0,18.231001,0.0,0.0,-223.056015,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:43:40:484 AM,37606.070312,-49438.230469,4995.850098,0.0,0.0,0.0,18.231001,0.0,0.0,-223.056015,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:43:40:484 AM,37606.070312,-49438.230469,4995.850098,0.0,0.0,0.0,18.231001,0.0,0.0,-223.056015,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 9:43:40:587 AM,37606.070312,-49438.230469,4966.310059,0.0,0.0,0.0,47.776001,0.0,0.0,-326.186005,0.0,0.0,-1031.0,0.0,0.0,0.0,true
May 21 2024 9:43:40:710 AM,37604.371094,-49438.628906,4923.609863,-2.0,0.0,1.0,90.475006,12.144001,25.436001,-255.524017,121.0,254.0,707.0,0.0,0.0,0.0,true
May 21 2024 9:43:40:786 AM,37603.007812,-49438.300781,4911.799805,-3.0,0.0,2.0,102.288002,4.728,11.737,-93.220001,-74.0,-137.0,1623.0,0.0,0.0,0.0,true
May 21 2024 9:43:40:886 AM,37602.558594,-49437.699219,4907.879883,-3.0,0.0,2.0,106.201004,-2.389,0.751,-5.925,-71.0,-110.0,873.0,0.0,0.0,0.0,true
May 21 2024 9:43:40:983 AM,37602.648438,-49437.757812,4908.279785,-3.0,0.0,2.0,106.600006,0.157,2.042,8.502001,25.0,13.0,144.0,0.0,0.0,0.0,true
May 21 2024 9:43:41:94 AM,37602.710938,-49437.839844,4909.370117,-3.0,0.0,2.0,107.688004,0.648,1.905,9.859,5.0,-1.0,14.0,0.0,0.0,0.0,true
May 21 2024 9:43:41:189 AM,37602.757812,-49437.898438,4910.239746,-3.0,0.0,2.0,108.560005,0.581,1.323,7.834001,-1.0,-6.0,-20.0,0.0,0.0,0.0,true
May 21 2024 9:43:41:296 AM,37602.789062,-49437.957031,4910.919922,-3.0,0.0,2.0,109.232002,0.43,0.807,4.924,-2.0,-5.0,-29.0,0.0,0.0,0.0,true
May 21 2024 9:43:41:388 AM,37602.808594,-49438.007812,4911.319824,-3.0,0.0,2.0,109.632004,0.315,0.413,3.819,-1.0,-4.0,-11.0,0.0,0.0,0.0,true
May 21 2024 9:43:41:485 AM,37602.820312,-49438.050781,4911.580078,-3.0,0.0,2.0,109.897003,0.211,0.086,2.365,-1.0,-3.0,-15.0,0.0,0.0,0.0,true
May 21 2024 9:43:41:583 AM,37602.828125,-49438.089844,4911.75,-3.0,0.0,2.0,110.068008,0.13,-0.138,1.218,-1.0,-2.0,-11.0,0.0,0.0,0.0,true
May 21 2024 9:43:41:680 AM,37602.828125,-49438.117188,4911.839844,-3.0,0.0,2.0,110.155006,0.0,0.0,0.0,-1.0,1.0,-12.0,0.0,0.0,0.0,true
