,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 11:31:39:44 AM,37602.539062,-49437.898438,4907.939941,-3.0,0.0,2.0,105.430008,-0.484,1.28,4.903,-33.0,-63.0,536.0,0.0,0.0,0.0,true
May 21 2024 11:31:39:135 AM,37602.609375,-49437.957031,4908.75,-3.0,0.0,2.0,106.234009,0.551,1.997,10.193001,10.0,7.0,53.0,0.0,0.0,0.0,true
May 21 2024 11:31:39:238 AM,37602.667969,-49438.039062,4909.779785,-3.0,0.0,2.0,107.264008,0.685,1.718,9.217,1.0,-3.0,-10.0,0.0,0.0,0.0,true
May 21 2024 11:31:39:338 AM,37602.699219,-49438.089844,4910.569824,-3.0,0.0,2.0,108.053001,0.544,1.18,6.778,-1.0,-5.0,-24.0,0.0,0.0,0.0,true
May 21 2024 11:31:39:438 AM,37602.71875,-49438.140625,4911.109863,-3.0,0.0,2.0,108.600006,0.386,0.634,4.442,-2.0,-5.0,-23.0,0.0,0.0,0.0,true
May 21 2024 11:31:39:538 AM,37602.738281,-49438.179688,4911.469727,-3.0,0.0,2.0,108.960007,0.287,0.214,2.858,-1.0,-4.0,-16.0,0.0,0.0,0.0,true
May 21 2024 11:31:39:632 AM,37602.757812,-49438.230469,4911.679688,-3.0,0.0,2.0,109.169006,0.182,0.025,1.614,-1.0,-2.0,-12.0,0.0,0.0,0.0,true
May 21 2024 11:31:39:731 AM,37602.75,-49438.269531,4911.830078,-3.0,0.0,2.0,109.313004,0.12,-0.146,1.171,-1.0,-2.0,-4.0,0.0,0.0,0.0,true
May 21 2024 11:31:39:832 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,-1.0,1.0,-12.0,0.0,0.0,0.0,true
May 21 2024 11:31:39:937 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:30 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:133 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:236 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:331 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:436 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:531 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:640 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:739 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:832 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:40:938 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:41:586 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:41:689 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:41:790 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:41:894 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:41:992 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:94 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:185 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:288 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:390 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:493 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:586 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:689 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:791 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:890 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:42:984 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:88 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:189 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:284 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:387 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:483 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:589 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:692 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:785 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:891 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:43:990 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:44:91 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:44:185 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:44:288 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:44:389 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:44:492 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:44:586 AM,37602.75,-49438.269531,4911.839844,-3.0,0.0,2.0,109.324005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
May 21 2024 11:31:44:691 AM,37602.75,-49438.308594,4911.850098,-3.0,0.0,2.0,109.336006,0.075,-0.255,0.47,1.0,-3.0,5.0,0.02,0.0,0.0,true
May 21 2024 11:31:44:784 AM,37602.75,-49438.359375,4911.899902,-3.0,0.0,2.0,109.386002,0.068,-0.33,0.591,0.0,-1.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:44:892 AM,37602.738281,-49438.367188,4911.959961,-3.0,0.0,2.0,109.442009,0.057,-0.09,0.416,0.0,2.0,-2.0,0.02,0.0,0.0,true
May 21 2024 11:31:44:984 AM,37602.738281,-49438.367188,4911.989746,-3.0,0.0,2.0,109.478004,0.039,-0.04,0.354,0.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:45:89 AM,37602.738281,-49438.367188,4912.009766,-3.0,0.0,2.0,109.492004,0.014,-0.044,0.245,0.0,0.0,-1.0,0.02,0.0,1.0,true
May 21 2024 11:31:45:192 AM,37602.738281,-49438.359375,4912.029785,-3.0,0.0,2.0,109.514008,0.037,-0.064,0.184,0.0,0.0,-1.0,0.02,0.0,1.0,true
May 21 2024 11:31:45:285 AM,37602.738281,-49438.359375,4912.049805,-3.0,0.0,2.0,109.533005,0.014,-0.044,0.162,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:45:388 AM,37602.738281,-49438.359375,4912.060059,-3.0,0.0,2.0,109.546005,0.032,-0.056,0.192,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:45:492 AM,37602.738281,-49438.359375,4912.069824,-3.0,0.0,2.0,109.553001,0.028,-0.033,0.094,0.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:45:588 AM,37602.738281,-49438.347656,4912.069824,-3.0,0.0,2.0,109.560005,0.029,-0.043,0.095,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:45:683 AM,37602.738281,-49438.347656,4912.080078,-3.0,0.0,2.0,109.566002,0.006,-0.043,-0.043,0.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:45:789 AM,37602.738281,-49438.347656,4912.080078,-3.0,0.0,2.0,109.569008,0.013,-0.053,0.004,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:45:891 AM,37602.738281,-49438.347656,4912.089844,-3.0,0.0,2.0,109.574005,0.014,-0.036,-0.012,0.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:45:984 AM,37602.738281,-49438.339844,4912.089844,-3.0,0.0,2.0,109.576004,0.022,-0.039,0.071,0.0,0.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:46:92 AM,37602.738281,-49438.339844,4912.089844,-3.0,0.0,2.0,109.577003,0.016,-0.03,0.018,0.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:46:184 AM,37602.738281,-49438.339844,4912.089844,-3.0,0.0,2.0,109.583008,0.022,-0.04,0.048,0.0,0.0,0.0,0.02,1.0,0.0,true
May 21 2024 11:31:46:289 AM,37603.109375,-49438.367188,4912.069824,-3.0,0.0,2.0,109.606003,5.25,-0.16,-0.444,52.0,-1.0,-5.0,0.02,1.0,0.0,true
May 21 2024 11:31:46:384 AM,37604.847656,-49438.398438,4912.009766,-3.0,0.0,2.0,109.668007,28.523001,-0.212,-1.514,233.0,-1.0,-11.0,0.02,0.0,0.0,true
May 21 2024 11:31:46:484 AM,37610.078125,-49438.4375,4911.779785,-3.0,0.0,2.0,109.892006,60.757004,-0.271,-3.455,322.0,-1.0,-19.0,0.02,0.0,0.0,true
May 21 2024 11:31:46:593 AM,37617.890625,-49438.480469,4911.359863,-2.0,0.0,2.0,110.315002,75.862007,-0.021,-4.599,151.0,3.0,-11.0,0.02,0.0,0.0,true
May 21 2024 11:31:46:693 AM,37625.808594,-49438.4375,4910.889648,-3.0,0.0,2.0,110.784004,82.260002,0.251,-4.362,64.0,3.0,2.0,0.02,0.0,0.0,true
May 21 2024 11:31:46:793 AM,37634.109375,-49438.359375,4910.419922,-3.0,0.0,2.0,111.251007,84.854004,0.292,-4.323,26.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:46:891 AM,37642.21875,-49438.300781,4909.97998,-3.0,0.0,2.0,111.697006,85.427002,0.353,-4.53,6.0,1.0,-2.0,0.02,0.0,0.0,true
May 21 2024 11:31:46:987 AM,37650.339844,-49438.25,4909.540039,-3.0,0.0,2.0,112.139008,84.967003,0.454,-4.453,-5.0,1.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:47:87 AM,37658.679688,-49438.1875,4909.080078,-3.0,0.0,2.0,112.594002,83.979004,0.535,-4.313,-10.0,1.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:47:193 AM,37667.417969,-49438.128906,4908.609863,-3.0,0.0,2.0,113.064003,82.674004,0.541,-4.369,-13.0,0.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:47:292 AM,37675.527344,-49438.070312,4908.169922,-3.0,0.0,2.0,113.506004,81.337006,0.54,-4.116,-13.0,0.0,3.0,0.02,0.0,0.0,true
May 21 2024 11:31:47:384 AM,37682.878906,-49438.058594,4907.790039,-3.0,0.0,2.0,113.887009,80.047005,-0.324,-4.281,-13.0,-9.0,-2.0,-0.98,0.0,0.0,true
May 21 2024 11:31:47:492 AM,37691.308594,-49438.628906,4907.330078,-3.0,0.0,3.0,114.343002,77.968002,-5.397,-4.309,-21.0,-51.0,0.0,-0.98,0.0,0.0,true
May 21 2024 11:31:47:586 AM,37698.46875,-49439.757812,4906.929688,-3.0,-1.0,3.0,114.746002,75.358002,-10.802,-4.289,-26.0,-54.0,0.0,-0.98,0.0,0.0,true
May 21 2024 11:31:47:688 AM,37705.839844,-49441.628906,4906.5,-3.0,-2.0,3.0,115.178009,71.788002,-16.844,-4.327,-36.0,-60.0,0.0,-0.98,0.0,0.0,true
May 21 2024 11:31:47:793 AM,37713.140625,-49444.027344,4906.040039,-3.0,-3.0,3.0,115.633003,71.582001,-19.023001,-4.489,-2.0,-22.0,-2.0,0.02,0.0,0.0,true
May 21 2024 11:31:47:892 AM,37720.289062,-49445.4375,4905.620117,-3.0,-3.0,3.0,116.056007,73.441002,-12.466001,-4.086,19.0,66.0,4.0,0.02,0.0,0.0,true
May 21 2024 11:31:47:984 AM,37727.128906,-49445.949219,4905.259766,-3.0,-3.0,3.0,116.420006,72.957001,-6.409,-3.728,-5.0,61.0,4.0,0.02,0.0,0.0,true
May 21 2024 11:31:48:88 AM,37734.660156,-49446.417969,4904.879883,-3.0,-3.0,3.0,116.802002,72.059006,-4.223,-3.586,-9.0,22.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:48:189 AM,37741.917969,-49446.847656,4904.509766,-3.0,-3.0,3.0,117.166008,71.148003,-3.591,-3.612,-9.0,6.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:48:285 AM,37748.6875,-49447.308594,4904.159668,-3.0,-3.0,3.0,117.514008,70.339005,-4.758,-3.866,-8.0,-12.0,-3.0,-0.98,0.0,0.0,true
May 21 2024 11:31:48:386 AM,37755.660156,-49448.308594,4903.799805,-3.0,-4.0,3.0,117.874008,68.272003,-9.305,-3.302,-21.0,-45.0,6.0,-0.98,0.0,0.0,true
May 21 2024 11:31:48:491 AM,37762.550781,-49449.898438,4903.509766,-3.0,-4.0,3.0,118.171005,64.360001,-14.808001,-2.737,-39.0,-55.0,6.0,-0.98,0.0,0.0,true
May 21 2024 11:31:48:584 AM,37768.289062,-49451.789062,4903.279785,-3.0,-5.0,3.0,118.393005,60.025002,-19.515001,-2.33,-43.0,-47.0,4.0,-0.98,0.0,0.0,true
May 21 2024 11:31:48:687 AM,37774.078125,-49454.320312,4903.069824,-3.0,-6.0,3.0,118.604004,55.818001,-23.455002,-2.093,-42.0,-39.0,2.0,-0.98,0.0,0.0,true
May 21 2024 11:31:48:785 AM,37779.789062,-49456.398438,4902.859863,-3.0,-7.0,3.0,118.814003,58.561005,-19.443001,-2.268,27.0,40.0,-2.0,0.02,0.0,0.0,true
May 21 2024 11:31:48:885 AM,37785.929688,-49457.648438,4902.600098,-3.0,-7.0,3.0,119.077003,60.418003,-11.283001,-2.715,19.0,82.0,-4.0,0.02,0.0,0.0,true
May 21 2024 11:31:48:993 AM,37792.398438,-49458.398438,4902.299805,-3.0,-7.0,3.0,119.379005,60.643002,-7.258,-2.797,2.0,40.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:87 AM,37798.199219,-49459.007812,4902.040039,-3.0,-7.0,3.0,119.638008,60.440002,-6.079,-2.696,-2.0,12.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:189 AM,37804.328125,-49459.640625,4901.759766,-3.0,-7.0,3.0,119.913002,60.091003,-5.732,-2.779,-3.0,3.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:292 AM,37810.519531,-49460.289062,4901.47998,-3.0,-7.0,3.0,120.200005,59.533001,-5.961,-2.833,-6.0,-2.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:384 AM,37815.988281,-49460.898438,4901.219727,-3.0,-7.0,3.0,120.457008,58.944004,-6.155,-2.845,-6.0,-2.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:493 AM,37822.359375,-49461.597656,4900.919922,-3.0,-7.0,3.0,120.753006,58.261002,-6.238,-2.727,-7.0,-1.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:589 AM,37827.929688,-49462.207031,4900.669922,-3.0,-7.0,3.0,121.003006,57.709003,-6.262,-2.501,-6.0,0.0,2.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:686 AM,37833.488281,-49462.820312,4900.419922,-3.0,-7.0,3.0,121.253006,57.318005,-6.211,-2.644,-4.0,1.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:791 AM,37839.527344,-49463.480469,4900.129883,-3.0,-7.0,3.0,121.545006,57.222004,-6.065,-2.798,-1.0,1.0,-2.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:891 AM,37845.269531,-49464.109375,4899.850098,-3.0,-7.0,3.0,121.830009,57.095001,-5.964,-2.908,-1.0,1.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:49:984 AM,37850.609375,-49464.6875,4899.580078,-3.0,-7.0,3.0,122.098007,56.970001,-5.982,-2.84,-1.0,0.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:90 AM,37856.648438,-49465.277344,4899.299805,-3.0,-7.0,3.0,122.381004,56.667004,-5.702,-2.545,-3.0,3.0,3.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:185 AM,37862.039062,-49465.800781,4899.060059,-3.0,-7.0,3.0,122.619003,56.367004,-5.6,-2.488,-3.0,1.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:288 AM,37867.839844,-49466.359375,4898.810059,-3.0,-7.0,3.0,122.871002,56.064003,-5.518,-2.383,-3.0,1.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:391 AM,37873.578125,-49466.898438,4898.549805,-3.0,-7.0,3.0,123.126007,55.774002,-5.439,-2.487,-3.0,1.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:484 AM,37878.75,-49467.398438,4898.319824,-3.0,-7.0,3.0,123.360008,55.527004,-5.37,-2.589,-2.0,1.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:586 AM,37884.378906,-49467.9375,4898.060059,-3.0,-7.0,3.0,123.617004,55.279003,-5.312,-2.571,-2.0,1.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:685 AM,37889.898438,-49468.457031,4897.810059,-3.0,-7.0,3.0,123.868004,54.992004,-5.259,-2.487,-3.0,1.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:789 AM,37895.550781,-49469.0,4897.549805,-3.0,-6.0,3.0,124.126007,54.663002,-5.186,-2.557,-3.0,1.0,-1.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:888 AM,37901.007812,-49469.519531,4897.310059,-3.0,-6.0,3.0,124.370003,54.376003,-5.157,-2.476,-3.0,0.0,1.0,0.02,0.0,0.0,true
May 21 2024 11:31:50:990 AM,37906.539062,-49470.039062,4897.060059,-3.0,-6.0,3.0,124.619003,54.109001,-5.107,-2.44,-3.0,0.0,0.0,0.02,0.0,0.0,true
May 21 2024 11:31:51:85 AM,37911.679688,-49470.519531,4896.819824,-3.0,-6.0,3.0,124.853004,53.877003,-5.057,-2.458,-2.0,1.0,0.0,0.02,0.0,0.0,true
