,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,HandBrake,Brake,OutOfBounds
Jun 3 2024 10:09:42:598 AM,37606.070312,-49438.230469,5015.620117,0.0,0.0,0.0,0.0,0.0,0.0,-113.216003,0.0,0.0,-1132.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:42:599 AM,37606.070312,-49438.230469,5015.620117,0.0,0.0,0.0,0.0,0.0,0.0,-113.216003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:42:599 AM,37606.070312,-49438.230469,5015.620117,0.0,0.0,0.0,0.0,0.0,0.0,-113.216003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:170 AM,37606.070312,-49438.230469,4998.589844,0.0,0.0,0.0,17.029001,0.0,0.0,-211.046005,0.0,0.0,-978.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:171 AM,37606.070312,-49438.230469,4998.589844,0.0,0.0,0.0,17.029001,0.0,0.0,-211.046005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:171 AM,37606.070312,-49438.230469,4998.589844,0.0,0.0,0.0,17.029001,0.0,0.0,-211.046005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:171 AM,37606.070312,-49438.230469,4998.589844,0.0,0.0,0.0,17.029001,0.0,0.0,-211.046005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:293 AM,37606.070312,-49438.230469,4964.350098,0.0,0.0,0.0,51.268002,0.0,0.0,-331.357025,0.0,0.0,-1203.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:381 AM,37605.148438,-49438.910156,4931.989746,-1.0,0.0,1.0,83.626007,10.63,19.333,-344.451019,106.0,193.0,-131.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:477 AM,37603.007812,-49438.449219,4912.889648,-3.0,0.0,2.0,102.729004,5.215,12.815001,-111.692009,-54.0,-65.0,2328.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:573 AM,37602.417969,-49437.828125,4908.009766,-3.0,0.0,2.0,107.610008,-1.414,6.781,-14.727,-66.0,-60.0,970.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:672 AM,37602.519531,-49437.859375,4908.27002,-3.0,0.0,2.0,107.871002,-0.057,2.199,7.786,14.0,-46.0,225.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:779 AM,37602.597656,-49437.929688,4909.330078,-3.0,0.0,2.0,108.924004,0.675,1.959,9.844001,7.0,-2.0,21.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:870 AM,37602.628906,-49437.988281,4910.169922,-3.0,0.0,2.0,109.773003,0.657,1.396,8.192,0.0,-6.0,-17.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:43:977 AM,37602.667969,-49438.050781,4910.889648,-3.0,0.0,2.0,110.489006,0.502,0.763,5.665,-2.0,-6.0,-25.0,0.0,0.0,0.0,0.0,true
Jun 3 2024 10:09:44:67 AM,37602.679688,-49438.097656,4911.310059,-3.0,0.0,2.0,110.908005,0.355,0.373,4.04,-1.0,-4.0,-16.0,0.0,0.0,0.0,0.0,true
