,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 10:13:25:512 AM,37983.199219,-49457.410156,4893.649902,-2.0,9.0,0.0,127.388008,517.39801,119.834007,-29.765001,425.0,-39.0,-12.0,-0.02,1.0,0.0,true
May 22 2024 10:13:25:607 AM,38034.300781,-49448.109375,4890.52002,-2.0,10.0,1.0,130.521011,553.68103,112.210007,-34.291,363.0,-76.0,-45.0,-0.02,1.0,0.0,true
May 22 2024 10:13:25:703 AM,38089.597656,-49438.558594,4887.339844,-2.0,10.0,2.0,133.700012,590.77301,107.831009,-33.492001,371.0,-44.0,8.0,-0.02,1.0,0.0,true
May 22 2024 10:13:25:814 AM,38154.328125,-49427.777344,4883.859863,-2.0,9.0,2.0,137.180008,596.333008,99.583008,-29.667002,56.0,-82.0,38.0,-0.02,1.0,0.0,true
May 22 2024 10:13:25:911 AM,38212.488281,-49418.429688,4881.049805,-2.0,9.0,2.0,139.992004,597.709045,94.342003,-27.511002,14.0,-52.0,22.0,-0.02,1.0,0.0,true
May 22 2024 10:13:26:8 AM,38270.828125,-49409.558594,4878.139648,-2.0,9.0,2.0,142.901001,604.444031,96.204002,-34.388,67.0,19.0,-69.0,-0.02,1.0,0.0,true
May 22 2024 10:13:26:105 AM,38329.738281,-49401.847656,4874.879883,-2.0,8.0,3.0,146.160004,606.376038,78.997002,-31.120001,19.0,-172.0,33.0,-1.02,1.0,0.0,true
May 22 2024 10:13:26:211 AM,38394.777344,-49398.609375,4872.009766,-2.0,5.0,4.0,149.026001,605.862,27.016001,-26.319002,-5.0,-520.0,48.0,-1.02,1.0,0.0,true
May 22 2024 10:13:26:310 AM,38456.519531,-49402.320312,4869.799805,-2.0,1.0,5.0,151.241013,637.744019,-39.307003,-19.145,319.0,-663.0,72.0,-1.02,1.0,0.0,true
May 22 2024 10:13:26:415 AM,38522.960938,-49415.949219,4869.089844,-2.0,-7.0,7.0,151.953003,639.432007,-152.035004,-5.783,17.0,-1127.0,134.0,-1.02,1.0,0.0,true
May 22 2024 10:13:26:513 AM,38583.757812,-49438.1875,4868.859863,-1.0,-15.0,7.0,152.184006,642.661011,-240.119019,-7.541,32.0,-881.0,-18.0,-0.02,0.0,0.0,true
May 22 2024 10:13:26:602 AM,38641.890625,-49463.148438,4868.0,-1.0,-20.0,7.0,153.036011,663.396057,-286.359009,-12.881001,207.0,-462.0,-53.0,-0.02,0.0,0.0,true
May 22 2024 10:13:26:711 AM,38716.328125,-49493.929688,4866.299805,0.0,-22.0,6.0,154.737015,676.979004,-293.100006,-14.329,136.0,-67.0,-14.0,-0.02,0.0,0.0,true
May 22 2024 10:13:26:807 AM,38781.609375,-49521.199219,4864.909668,0.0,-23.0,6.0,156.129013,674.004028,-294.154022,-12.397,-30.0,-11.0,19.0,-0.02,0.0,0.0,true
May 22 2024 10:13:26:907 AM,38848.148438,-49549.359375,4863.719727,0.0,-23.0,5.0,157.325012,665.119019,-291.179016,-9.966001,-89.0,30.0,24.0,-0.02,1.0,0.0,true
May 22 2024 10:13:27:2 AM,38911.46875,-49576.46875,4862.819824,0.0,-23.0,5.0,158.218002,658.53302,-288.952026,-7.774,-66.0,22.0,22.0,-0.02,1.0,0.0,true
May 22 2024 10:13:27:109 AM,38982.4375,-49606.117188,4862.02002,0.0,-23.0,4.0,159.021011,667.659058,-278.162018,-6.791,91.0,108.0,10.0,0.98,1.0,0.0,true
May 22 2024 10:13:27:209 AM,39051.269531,-49629.539062,4861.209961,0.0,-21.0,3.0,159.825012,691.52002,-240.96701,-7.567,239.0,372.0,-8.0,-0.02,0.0,0.0,true
May 22 2024 10:13:27:305 AM,39119.507812,-49652.648438,4860.489746,0.0,-19.0,3.0,160.549011,705.782043,-245.020004,-7.634,143.0,-41.0,-1.0,-0.02,0.0,0.0,true
May 22 2024 10:13:27:412 AM,39195.4375,-49679.25,4859.72998,0.0,-19.0,3.0,161.313004,705.558044,-246.486008,-6.6,-2.0,-15.0,10.0,-0.02,0.0,0.0,true
May 22 2024 10:13:27:509 AM,39263.429688,-49701.578125,4859.100098,0.0,-19.0,2.0,161.938004,701.923035,-225.183014,-5.55,-36.0,213.0,11.0,0.98,0.0,0.0,true
May 22 2024 10:13:27:610 AM,39333.949219,-49720.019531,4858.399902,-1.0,-16.0,2.0,162.640015,695.601013,-189.261002,-6.569,-63.0,359.0,-10.0,-0.02,0.0,0.0,true
May 22 2024 10:13:27:704 AM,39398.800781,-49738.367188,4857.799805,-1.0,-16.0,2.0,163.244003,680.697021,-191.675003,-5.956,-149.0,-24.0,6.0,-0.02,0.0,0.0,true
May 22 2024 10:13:27:815 AM,39473.859375,-49759.878906,4857.299805,-1.0,-16.0,2.0,163.735001,678.290039,-195.001007,-3.543,-24.0,-33.0,24.0,-0.02,0.0,0.0,true
May 22 2024 10:13:27:910 AM,39539.007812,-49778.820312,4857.089844,0.0,-16.0,2.0,163.945007,671.777039,-196.656006,-2.088,-65.0,-17.0,15.0,-0.02,-1.0,0.0,true
May 22 2024 10:13:28:6 AM,39601.257812,-49797.109375,4856.969727,0.0,-16.0,2.0,164.072006,639.059021,-190.610016,-0.394,-327.0,60.0,17.0,-0.02,-1.0,0.0,true
May 22 2024 10:13:28:102 AM,39659.917969,-49814.589844,4856.989746,-1.0,-17.0,2.0,164.091003,584.92804,-177.650009,1.485,-541.0,130.0,19.0,-0.02,-1.0,0.0,true
May 22 2024 10:13:28:203 AM,39715.308594,-49831.007812,4857.259766,-1.0,-17.0,1.0,164.365005,528.688049,-162.146011,2.223,-562.0,155.0,7.0,-0.02,-1.0,0.0,true
May 22 2024 10:13:28:307 AM,39766.21875,-49846.019531,4857.739746,-1.0,-17.0,1.0,164.839005,463.762024,-142.078003,1.843,-649.0,201.0,-4.0,-0.02,-1.0,0.0,true
May 22 2024 10:13:28:414 AM,39812.257812,-49858.777344,4858.040039,-1.0,-17.0,1.0,165.145004,405.860016,-108.851006,0.775,-579.0,332.0,-11.0,0.98,0.0,0.0,true
May 22 2024 10:13:28:509 AM,39848.660156,-49866.429688,4858.169922,-1.0,-15.0,0.0,165.279007,370.108032,-80.484001,1.053,-358.0,284.0,3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:28:603 AM,39882.0,-49874.640625,4858.370117,-1.0,-15.0,0.0,165.472015,337.396027,-83.888,1.568,-327.0,-34.0,5.0,-0.02,0.0,0.0,true
May 22 2024 10:13:28:711 AM,39916.75,-49883.847656,4858.629883,-1.0,-15.0,1.0,165.729004,307.511017,-81.278008,2.451,-299.0,26.0,9.0,-0.02,0.0,0.0,true
May 22 2024 10:13:28:805 AM,39944.640625,-49891.417969,4858.889648,-1.0,-15.0,1.0,165.996002,285.517029,-78.062004,2.559,-220.0,32.0,1.0,-0.02,0.0,0.0,true
May 22 2024 10:13:28:914 AM,39974.6875,-49899.660156,4859.199707,-1.0,-15.0,0.0,166.300003,261.422028,-73.011002,2.558,-241.0,51.0,0.0,-0.02,-1.0,0.0,true
May 22 2024 10:13:29:10 AM,39998.25,-49906.1875,4859.429688,-1.0,-15.0,0.0,166.537003,229.779007,-64.806,2.357,-316.0,82.0,-2.0,-0.02,-1.0,0.0,true
May 22 2024 10:13:29:104 AM,40017.347656,-49911.667969,4859.600098,-1.0,-15.0,0.0,166.706009,186.259003,-56.025002,1.633,-435.0,88.0,-7.0,-1.02,-1.0,0.0,true
May 22 2024 10:13:29:214 AM,40033.679688,-49917.6875,4859.699707,-1.0,-16.0,1.0,166.80101,124.446007,-48.106003,0.741,-618.0,79.0,-9.0,-1.02,-1.0,0.0,true
May 22 2024 10:13:29:314 AM,40039.949219,-49919.9375,4860.040039,-1.0,-17.0,0.0,167.143005,26.594002,-15.137001,3.445,-979.0,330.0,27.0,-0.02,0.0,0.0,true
May 22 2024 10:13:29:403 AM,40040.328125,-49920.1875,4860.389648,-1.0,-17.0,0.0,167.49501,-2.204,0.678,1.48,-288.0,158.0,-20.0,-0.02,0.0,0.0,true
May 22 2024 10:13:29:511 AM,40040.597656,-49920.289062,4860.399902,-1.0,-17.0,0.0,167.508011,-3.821,1.367,-1.447,-16.0,7.0,-29.0,-0.02,0.0,0.0,true
May 22 2024 10:13:29:606 AM,40040.859375,-49920.378906,4860.319824,-1.0,-17.0,0.0,167.595001,-3.394,1.217,-1.603,4.0,-2.0,-2.0,-0.02,0.0,0.0,true
May 22 2024 10:13:29:703 AM,40041.078125,-49920.46875,4860.22998,0.0,-17.0,0.0,167.685013,-2.615,0.943,-1.301,8.0,-3.0,3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:29:802 AM,40041.238281,-49920.519531,4860.169922,0.0,-17.0,0.0,167.74501,-1.862,0.681,-1.032,8.0,-3.0,3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:29:910 AM,40041.347656,-49920.570312,4860.120117,0.0,-17.0,0.0,167.792007,-1.209,0.448,-0.65,7.0,-2.0,4.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:9 AM,40041.417969,-49920.597656,4860.089844,0.0,-17.0,0.0,167.824005,-0.796,0.298,-0.82,4.0,-2.0,-2.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:102 AM,40041.460938,-49920.609375,4860.080078,0.0,-17.0,0.0,167.831009,-0.516,0.199,-0.24,3.0,-1.0,6.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:209 AM,40041.488281,-49920.617188,4860.069824,0.0,-17.0,0.0,167.837006,-0.316,0.123,-0.25,2.0,-1.0,0.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:312 AM,40041.519531,-49920.628906,4860.089844,0.0,-17.0,0.0,167.849014,-0.192,0.076,0.259,1.0,0.0,5.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:413 AM,40041.519531,-49920.640625,4860.080078,0.0,-17.0,0.0,167.856003,-0.045,0.022,0.088,1.0,-1.0,-2.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:506 AM,40041.527344,-49920.648438,4860.080078,0.0,-17.0,0.0,167.85701,-0.071,0.033,-0.099,0.0,0.0,-2.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:611 AM,40041.539062,-49920.648438,4860.080078,0.0,-17.0,0.0,167.861008,-0.059,0.03,-0.402,0.0,0.0,-3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:709 AM,40041.558594,-49920.660156,4860.080078,0.0,-17.0,0.0,167.862015,-0.045,0.02,-0.103,0.0,0.0,3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:802 AM,40041.558594,-49920.660156,4860.069824,0.0,-17.0,0.0,167.868011,0.0,0.0,0.0,0.0,0.0,1.0,-0.02,0.0,0.0,true
May 22 2024 10:13:30:910 AM,40041.558594,-49920.660156,4860.069824,0.0,-17.0,0.0,167.874008,-0.016,0.012,-0.07,0.0,0.0,-1.0,-0.02,0.0,0.0,true
May 22 2024 10:13:31:8 AM,40041.558594,-49920.660156,4860.060059,0.0,-17.0,0.0,167.878006,-0.016,0.009,-0.024,0.0,0.0,0.0,-0.02,0.0,0.0,true
May 22 2024 10:13:31:104 AM,40041.570312,-49920.660156,4860.060059,0.0,-17.0,0.0,167.879013,-0.013,0.007,0.018,0.0,0.0,0.0,-0.02,0.0,0.0,true
May 22 2024 10:13:31:208 AM,40041.570312,-49920.660156,4860.060059,0.0,-17.0,0.0,167.880005,-0.007,0.004,-0.311,0.0,0.0,-3.0,0.98,0.0,0.0,true
May 22 2024 10:13:31:314 AM,40041.570312,-49920.660156,4860.069824,0.0,-17.0,0.0,167.88501,-0.006,0.005,0.101,0.0,0.0,4.0,0.98,1.0,0.0,true
May 22 2024 10:13:31:406 AM,40041.527344,-49920.6875,4860.069824,0.0,-17.0,0.0,167.887009,-1.655,-0.427,-0.05,-16.0,-4.0,-2.0,0.98,1.0,0.0,true
May 22 2024 10:13:31:511 AM,40041.867188,-49920.527344,4860.060059,1.0,-17.0,0.0,167.890015,2.14,3.025,0.032,38.0,35.0,1.0,0.98,1.0,0.0,true
May 22 2024 10:13:31:615 AM,40042.667969,-49920.339844,4860.080078,1.0,-16.0,0.0,167.909012,13.919001,2.19,0.161,118.0,-8.0,1.0,0.98,1.0,0.0,true
May 22 2024 10:13:31:702 AM,40045.378906,-49920.347656,4860.139648,1.0,-16.0,0.0,167.970001,33.894001,-1.367,0.019,200.0,-36.0,-1.0,0.98,1.0,0.0,true
May 22 2024 10:13:31:813 AM,40051.988281,-49919.96875,4860.25,1.0,-15.0,0.0,168.076004,78.333,0.471,0.516,444.0,18.0,5.0,0.98,1.0,0.0,true
May 22 2024 10:13:31:906 AM,40062.570312,-49918.96875,4860.389648,1.0,-13.0,0.0,168.220001,123.931007,5.701,0.605,456.0,52.0,1.0,0.98,1.0,0.0,true
May 22 2024 10:13:32:4 AM,40077.570312,-49917.058594,4860.52002,2.0,-11.0,-1.0,168.345001,163.634003,14.614,0.823,397.0,89.0,2.0,0.98,1.0,0.0,true
May 22 2024 10:13:32:112 AM,40097.890625,-49913.539062,4860.649902,2.0,-7.0,-1.0,168.480011,202.39801,29.010002,0.857,388.0,144.0,0.0,0.98,1.0,0.0,true
May 22 2024 10:13:32:209 AM,40119.160156,-49908.640625,4860.77002,2.0,-4.0,-1.0,168.598007,233.894012,46.833004,1.279,315.0,178.0,4.0,0.98,1.0,0.0,true
May 22 2024 10:13:32:304 AM,40143.007812,-49901.789062,4860.899902,2.0,0.0,-1.0,168.722015,262.495026,69.091003,1.378,286.0,223.0,1.0,0.98,1.0,0.0,true
May 22 2024 10:13:32:412 AM,40173.789062,-49892.539062,4861.069824,2.0,4.0,-1.0,168.900009,305.865021,79.292007,1.94,434.0,102.0,6.0,-0.02,0.0,0.0,true
May 22 2024 10:13:32:508 AM,40204.660156,-49886.46875,4861.27002,2.0,6.0,0.0,169.097015,332.872009,61.374004,2.324,270.0,-179.0,4.0,-0.02,0.0,0.0,true
May 22 2024 10:13:32:603 AM,40236.710938,-49882.738281,4861.459961,2.0,6.0,0.0,169.28801,336.456024,44.143002,2.69,36.0,-172.0,4.0,-0.02,0.0,0.0,true
May 22 2024 10:13:32:707 AM,40270.339844,-49879.167969,4861.639648,1.0,6.0,1.0,169.463013,327.660004,35.780003,2.71,-88.0,-84.0,0.0,-0.02,0.0,0.0,true
May 22 2024 10:13:32:801 AM,40300.25,-49876.128906,4861.830078,1.0,6.0,1.0,169.653015,313.910004,31.168001,2.681,-138.0,-46.0,0.0,-0.02,0.0,0.0,true
May 22 2024 10:13:32:910 AM,40332.699219,-49872.949219,4862.049805,1.0,6.0,0.0,169.873001,295.450012,27.774002,2.641,-185.0,-34.0,0.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:5 AM,40359.507812,-49870.398438,4862.239746,0.0,6.0,0.0,170.070007,278.544006,25.565001,2.48,-169.0,-22.0,-2.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:116 AM,40388.949219,-49867.660156,4862.47998,0.0,6.0,0.0,170.307007,258.978027,23.441002,2.267,-196.0,-21.0,-2.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:211 AM,40412.558594,-49865.488281,4862.689941,0.0,6.0,0.0,170.515015,242.882019,21.797001,1.921,-161.0,-16.0,-3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:304 AM,40434.1875,-49863.527344,4862.889648,0.0,5.0,0.0,170.718002,227.94101,20.200001,2.263,-149.0,-16.0,3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:403 AM,40455.929688,-49861.597656,4863.100098,0.0,5.0,0.0,170.92601,212.806015,18.598001,2.054,-151.0,-16.0,-2.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:509 AM,40477.558594,-49859.699219,4863.310059,0.0,5.0,0.0,171.136002,197.637009,16.978001,2.009,-152.0,-16.0,0.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:610 AM,40496.710938,-49858.039062,4863.509766,0.0,5.0,0.0,171.336014,184.13501,15.56,2.277,-135.0,-14.0,3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:712 AM,40514.769531,-49856.5,4863.679688,0.0,5.0,0.0,171.51001,171.351013,14.290001,1.603,-128.0,-13.0,-7.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:808 AM,40530.539062,-49855.167969,4863.850098,0.0,5.0,0.0,171.681015,160.14801,13.210001,1.744,-112.0,-11.0,1.0,-0.02,0.0,0.0,true
May 22 2024 10:13:33:913 AM,40546.769531,-49852.820312,4864.029785,0.0,6.0,0.0,171.854004,146.138,22.263,1.559,-140.0,91.0,-2.0,0.98,0.0,0.0,true
May 22 2024 10:13:34:8 AM,40559.667969,-49849.738281,4864.149902,0.0,6.0,0.0,171.981003,129.838013,30.764002,1.375,-163.0,85.0,-2.0,0.98,1.0,0.0,true
May 22 2024 10:13:34:103 AM,40571.078125,-49845.808594,4864.27002,0.0,8.0,0.0,172.091003,114.932007,40.325001,1.038,-149.0,96.0,-3.0,0.98,1.0,0.0,true
May 22 2024 10:13:34:212 AM,40583.839844,-49839.667969,4864.429688,0.0,10.0,-1.0,172.254013,119.795006,57.693005,1.386,49.0,174.0,3.0,0.98,1.0,0.0,true
May 22 2024 10:13:34:305 AM,40597.089844,-49833.527344,4864.649902,1.0,12.0,0.0,172.480011,152.768005,64.825005,1.766,330.0,71.0,4.0,-0.02,1.0,0.0,true
May 22 2024 10:13:34:405 AM,40615.289062,-49827.71875,4864.959961,1.0,13.0,0.0,172.781006,191.981003,57.784004,2.603,392.0,-70.0,8.0,-0.02,1.0,0.0,true
May 22 2024 10:13:34:502 AM,40636.808594,-49822.828125,4865.25,1.0,13.0,0.0,173.075012,227.563004,54.267002,2.537,356.0,-35.0,-1.0,-0.02,1.0,0.0,true
May 22 2024 10:13:34:610 AM,40663.898438,-49816.898438,4865.589844,2.0,12.0,0.0,173.418015,265.19101,57.897003,2.867,376.0,36.0,3.0,-0.02,1.0,0.0,true
May 22 2024 10:13:34:708 AM,40691.628906,-49810.929688,4865.909668,2.0,12.0,0.0,173.741013,298.780029,63.379002,3.203,336.0,55.0,3.0,-0.02,1.0,0.0,true
May 22 2024 10:13:34:803 AM,40722.449219,-49804.378906,4866.27002,2.0,12.0,0.0,174.098007,331.953003,69.431,3.736,332.0,61.0,5.0,-0.02,1.0,0.0,true
May 22 2024 10:13:34:910 AM,40760.0,-49796.488281,4866.709961,2.0,12.0,0.0,174.536011,368.015015,76.321007,4.274,361.0,69.0,5.0,-0.02,1.0,0.0,true
May 22 2024 10:13:35:8 AM,40798.128906,-49788.570312,4867.169922,2.0,12.0,0.0,174.99501,400.932007,82.601006,4.702,329.0,63.0,4.0,-0.02,1.0,0.0,true
May 22 2024 10:13:35:107 AM,40839.488281,-49780.078125,4867.659668,2.0,12.0,0.0,175.490005,431.774017,88.336006,5.129,308.0,57.0,4.0,-0.02,0.0,0.0,true
May 22 2024 10:13:35:205 AM,40882.929688,-49771.257812,4868.169922,2.0,12.0,0.0,175.991013,446.979034,90.339005,5.421,152.0,20.0,3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:35:303 AM,40926.148438,-49762.589844,4868.620117,2.0,12.0,0.0,176.445007,443.630035,88.286003,5.484,-33.0,-21.0,1.0,-0.02,0.0,0.0,true
May 22 2024 10:13:35:403 AM,40968.199219,-49752.058594,4869.040039,1.0,12.0,0.0,176.868011,421.328033,107.063004,4.888,-223.0,188.0,-6.0,0.98,0.0,0.0,true
May 22 2024 10:13:35:505 AM,41008.339844,-49737.847656,4869.469727,1.0,15.0,-1.0,177.296005,383.029022,136.423004,5.138,-383.0,294.0,3.0,0.98,0.0,0.0,true
May 22 2024 10:13:35:610 AM,41044.199219,-49719.898438,4869.899902,0.0,19.0,-2.0,177.731003,332.222015,169.536011,4.364,-508.0,331.0,-8.0,0.98,0.0,0.0,true
May 22 2024 10:13:35:703 AM,41071.46875,-49701.558594,4870.279785,0.0,23.0,-2.0,178.103012,284.864014,195.906006,5.408,-474.0,264.0,10.0,-0.02,0.0,0.0,true
May 22 2024 10:13:35:810 AM,41100.710938,-49681.207031,4870.669922,0.0,27.0,-1.0,178.493011,273.025024,188.183014,2.938,-118.0,-77.0,-25.0,-0.02,0.0,0.0,true
May 22 2024 10:13:35:907 AM,41127.070312,-49666.339844,4870.899902,0.0,27.0,0.0,178.727005,267.994019,157.879013,2.886,-50.0,-303.0,-1.0,-0.02,0.0,0.0,true
May 22 2024 10:13:36:3 AM,41153.019531,-49652.839844,4871.129883,0.0,27.0,0.0,178.95401,255.384018,139.123001,2.089,-126.0,-188.0,-8.0,-0.02,0.0,0.0,true
May 22 2024 10:13:36:110 AM,41179.628906,-49639.21875,4871.339844,0.0,27.0,0.0,179.165009,239.425018,125.453003,1.833,-160.0,-137.0,-3.0,-0.02,0.0,0.0,true
May 22 2024 10:13:36:203 AM,41201.1875,-49628.269531,4871.52002,0.0,27.0,1.0,179.341003,225.459015,116.122009,1.884,-140.0,-93.0,1.0,-0.02,0.0,0.0,true
May 22 2024 10:13:36:302 AM,41222.789062,-49617.367188,4871.699707,0.0,27.0,1.0,179.528015,211.080017,107.425003,2.343,-144.0,-87.0,5.0,-0.02,0.0,0.0,true
May 22 2024 10:13:36:415 AM,41245.539062,-49605.917969,4871.909668,0.0,27.0,1.0,179.741013,195.528015,98.704002,1.994,-156.0,-87.0,-3.0,-0.02,0.0,0.0,true
